Valence Electrons, Adsorption Energy, Surface
-0.92295531,3.55689330449006,Sc6Ta6
-0.921003709,4.64158883361278,Ta6Ti6
-0.920146687,4.30886938006377,Ta6Ti6
-0.918787342,5.0,Nb6V6
-0.918433322,5.24148278841779,W6Zr6
-0.917184183,4.21716332650875,Nb6Y6
-0.915210134,4.21716332650875,Sc6V6
-0.913903987,4.21716332650875,Sc6Ta6
-0.913591464,5.64621617328617,Ta6W6
-0.913387787,3.63424118566428,Hf6Y6
-0.912795531,5.03968419957949,Os6Ti6
-0.912607093,6.3496042078728,Os6Ti6
-0.911505304,4.0,Ti6Zr6
-0.910451815,4.0,Hf6Zr6
-0.90919288,6.0,Cr6Sc6
-0.908698586,4.82028452835046,Tc6Zr6
-0.907914489,5.0,Sc6V6
-0.90718917,5.8087857335637,Tc6Zr6
-0.906448748,5.31329284591306,Cr6Ta6
-0.90637555,5.0,Ta6V6
-0.905587372,4.0,Ti6Zr6
-0.905067498,3.63424118566428,Y6Zr6
-0.903726794,4.64158883361278,Hf6Ta6
-0.903549375,5.64621617328617,Nb6W6
-0.903475633,5.0,Ta6Y6
-0.903139572,4.30886938006377,Hf6Nb6
-0.902642692,3.0,Y12
-0.902072614,5.31329284591306,V6W6
-0.901478045,4.64158883361278,Hf6V6
-0.900437073,4.0,Cu6Hf6
-0.900235029,4.64158883361278,Ti6V6
-0.897556068,6.0,W6Y6
-0.897437562,3.63424118566428,Hf6La6
-0.897293614,3.30192724889463,La6Ti6
-0.896784217,4.0,Hf6La6
-0.893312589,4.30886938006377,Ti6V6
-0.893045237,4.0,Ti6Zr6
-0.892379646,3.30192724889463,Y6Zr6
-0.890908463,4.64158883361278,Ta6Zr6
-0.889846403,5.31329284591306,Ta6W6
-0.889286528,4.0,Zr12
-0.888731552,5.24148278841779,Hf6W6
-0.8877548,4.30886938006377,Nb6Ti6
-0.88748255,8.0,Os6Sc6
-0.886857232,3.55689330449006,Sc6Ta6
-0.886516818,5.0,La6Ta6
-0.883223832,5.59344471040698,Nb6Re6
-0.882561779,4.82028452835046,Hf6Tc6
-0.882279733,5.76899828122963,Ru6Y6
-0.882277692,5.0,Nb6V6
-0.882235243,4.30886938006377,Hf6Nb6
-0.882166534,5.0,Nb6Ta6
-0.882114424,4.57885697021333,Ti6W6
-0.880877531,4.16016764610381,Ru6Y6
-0.880356841,4.7622031559046,Mo6Sc6
-0.880356841,4.7622031559046,Mo6Sc6
-0.880356841,4.7622031559046,Mo6Sc6
-0.879774517,3.63424118566428,La6Zr6
-0.879511383,6.0,W12
-0.87913505,4.0,La6Zr6
-0.878866745,5.64621617328617,Cr6V6
-0.878578305,6.0,Cr12
-0.877677744,3.30192724889463,Ti6Y6
-0.877451345,6.0,Cr12
-0.877374473,4.30886938006377,Nb6Zr6
-0.877052018,5.31329284591306,Cr6Nb6
-0.874400269,5.31329284591306,Ta6W6
-0.873487191,5.0,Nb12
-0.873371679,5.0,Nb6V6
-0.872307033,3.55689330449006,Nb6Sc6
-0.872222406,3.0,La6Mo6
-0.87168743,4.57885697021333,Mo6Zr6
-0.870364004,5.24148278841779,Mo6Zr6
-0.869518547,4.57885697021333,Hf6Mo6
-0.868031989,5.59344471040698,Re6Ta6
-0.867350071,4.30886938006377,Ta6Zr6
-0.86722694,4.7622031559046,Sc6W6
-0.866000931,4.58257569495584,Tc6Y6
-0.865465411,5.31329284591306,Mo6V6
-0.863439932,6.0,W12
-0.862350524,5.24148278841779,Mo6Ti6
-0.862257461,5.0,La6Ta6
-0.86205841,4.0,Cr6Ti6
-0.861169278,4.57885697021333,Ti6W6
-0.860625594,4.57885697021333,Mo6Ti6
-0.859307339,3.55689330449006,Sc6V6
-0.859018082,6.0,La6Mo6
-0.858848691,6.0,Cr6Ti6
-0.858490181,4.21716332650875,Nb6Y6
-0.857171789,5.0,La6Ta6
-0.856917635,5.0,Sc6V6
-0.856675998,3.63424118566428,Ti6Y6
-0.856283338,6.0,La6W6
-0.854621266,3.55689330449006,Ta6Y6
-0.854151054,5.64621617328617,V6W6
-0.853766285,4.57885697021333,Hf6W6
-0.852662591,5.31329284591306,Cr6V6
-0.851386377,5.0,Cd6Ta6
-0.851336308,5.64621617328617,Mo6Nb6
-0.850539559,5.0,Ta6V6
-0.85028935,7.0,La6Re6
-0.850113292,5.03968419957949,Fe6Hf6
-0.849589473,4.0,Cd6Hf6
-0.848195706,4.32674871092222,Ir6La6
-0.846777041,3.0,La6Y6
-0.844618362,5.0,La6Nb6
-0.843988282,6.0,La6W6
-0.843196295,4.64158883361278,Nb6Ti6
-0.842482132,4.57885697021333,Hf6Mo6
-0.842089063,5.31329284591306,V6W6
-0.841050949,5.0,Nb6Ta6
-0.840314337,7.0,Sc6Tc6
-0.840083584,3.0,La6Sc6
-0.839880043,5.03968419957949,Ru6Zr6
-0.839600446,5.0,La6Nb6
-0.839274862,3.55689330449006,Nb6Sc6
-0.839167513,4.21716332650875,Nb6Sc6
-0.839070505,3.0,Sc6Y6
-0.838457568,5.59344471040698,Mn6Ta6
-0.834921449,6.0,Mo6Y6
-0.832894473,5.0,Hf6V6
-0.831582612,4.57885697021333,Mo6Ti6
-0.831015935,4.7622031559046,Mo6Y6
-0.829805845,6.0,Cr6Hf6
-0.829805845,6.0,Cr6Hf6
-0.829805845,6.0,Cr6Hf6
-0.828577387,4.64158883361278,Hf6Nb6
-0.828113977,4.0,Hf6Pd6
-0.828095745,4.82028452835046,Tc6Ti6
-0.828079282,3.63424118566428,La6Zr6
-0.827840911,3.97905720789639,Sc6Tc6
-0.826637759,4.64158883361278,Nb6Zr6
-0.825813663,5.31329284591306,Cr6V6
-0.825671347,4.16016764610381,Ru6Sc6
-0.824627927,3.30192724889463,Hf6La6
-0.823802197,5.0,La6Nb6
-0.823455796,5.24148278841779,Hf6W6
-0.823118103,5.0,Ta6Zn6
-0.823058782,5.64621617328617,V6W6
-0.823022455,5.64621617328617,Cr6V6
-0.821631409,5.24148278841779,Ti6W6
-0.821534673,3.30192724889463,Hf6La6
-0.820911804,4.0,Hf6Sc6
-0.820766223,4.0,Sc6Ti6
-0.818570536,6.0,Cd6W6
-0.814777134,5.24148278841779,W6Zr6
-0.813385135,4.30886938006377,Nb6Zr6
-0.813258466,3.55689330449006,Sc6V6
-0.811387547,5.31329284591306,Mo6Nb6
-0.811296389,4.16016764610381,La6Ru6
-0.810493654,5.0,Nb6V6
-0.810290929,5.64621617328617,Ta6W6
-0.809907112,5.31329284591306,Nb6W6
-0.80921431,5.31329284591306,Mo6Ta6
-0.808861243,5.31329284591306,Mo6V6
-0.808410486,4.57885697021333,Hf6W6
-0.80731033,3.63424118566428,Hf6La6
-0.806221602,6.0,Cr6Zr6
-0.805068656,5.03968419957949,Hf6Ru6
-0.8045896,3.77976314968462,Sc6W6
-0.804308914,3.55689330449006,Ta6Y6
-0.80261691,5.0,V6Zr6
-0.802574869,4.21716332650875,Ta6Y6
-0.802408607,6.31635959765638,Re6W6
-0.802010777,3.0,Ag6Y6
-0.801872135,4.0,La6Ti6
-0.801564782,4.32674871092222,Co6Sc6
-0.801564782,4.32674871092222,Co6Sc6
-0.801564782,4.32674871092222,Co6Sc6
-0.800465306,5.60407866131077,Cu6Zr6
-0.800375917,5.59344471040698,Re6V6
-0.800164212,5.59344471040698,Nb6Tc6
-0.799880534,3.30192724889463,La6Zr6
-0.79881031,5.64621617328617,Mo6V6
-0.797759406,4.16016764610381,Fe6Y6
-0.797706072,5.76899828122963,Ti6Zn6
-0.797569062,5.64621617328617,Nb6W6
-0.797366066,4.7622031559046,Mo6Sc6
-0.797366066,4.7622031559046,Mo6Sc6
-0.797366066,4.7622031559046,Mo6Sc6
-0.796350129,4.57885697021333,W6Zr6
-0.796087539,3.55689330449006,Nb6Y6
-0.789961848,3.0,La6Y6
-0.789149588,4.0,Cd6Zr6
-0.788627266,12.0,Cd6Zr6
-0.788540189,4.0,Ag6Hf6
-0.787843034,11.0,Ag6Hf6
-0.787398264,3.0,La6Y6
-0.786631855,6.0,Hf6Mo6
-0.78648573,5.24148278841779,Hf6Mo6
-0.784445556,5.0,Ta6V6
-0.783710849,5.31329284591306,Mo6Nb6
-0.783401319,4.57885697021333,W6Zr6
-0.7821598,5.64621617328617,Cr6Ta6
-0.780744944,8.0,Ru6Y6
-0.780096769,4.0,Y6Zr6
-0.77957295,3.0,La6Sc6
-0.779357708,7.0,Hf6Re6
-0.778274014,6.0,Cr6Mo6
-0.778052514,5.03968419957949,Fe6Zr6
-0.776159282,3.0,Ag6Sc6
-0.775222258,4.32674871092222,Ir6Sc6
-0.77505069,4.0,Au6Hf6
-0.7747315,6.0,Mo12
-0.774350541,4.0,Cd6Ti6
-0.773181948,6.0,Ta6W6
-0.773127525,5.59344471040698,Ta6Tc6
-0.770378631,6.0,W6Zn6
-0.76972583,5.03968419957949,Ru6Ti6
-0.769570453,3.77976314968462,Sc6W6
-0.76906092,7.0,Re6Zr6
-0.768699145,6.0,Cr6Ta6
-0.767018298,6.31635959765638,Mo6Re6
-0.766593256,6.0,Mo6W6
-0.765718818,6.0,Mo6Zr6
-0.764454713,4.0,Mo6Zr6
-0.764267499,4.32674871092222,Co6Y6
-0.764157565,4.0,Hf6Ni6
-0.762607877,4.32674871092222,Ir6Y6
-0.762381614,5.64621617328617,Mo6Ta6
-0.762329504,6.31635959765638,Re6W6
-0.762216713,3.0,La6Y6
-0.762061472,5.59344471040698,Mn6Nb6
-0.761705547,8.0,Ru6Sc6
-0.761360779,3.0,La6Sc6
-0.760405659,5.76899828122963,Hf6Zn6
-0.760068782,5.76899828122963,Hf6Zn6
-0.759627278,6.0,La6Mo6
-0.759495166,5.24148278841779,Mo6Ti6
-0.759210399,6.0,Cr6La6
-0.758458957,3.77976314968462,W6Y6
-0.75827011,5.60407866131077,Cu6Ti6
-0.7573105,12.0,Ti6Zn6
-0.757140157,4.0,Sc6Zr6
-0.755886257,6.0822019955734,Co6V6
-0.755374274,4.82028452835046,Mn6Zr6
-0.754731405,5.0,Hg6Ta6
-0.754445142,5.0,Cu6Ta6
-0.753490974,6.0,Mo6W6
-0.753370292,6.29960524947437,Ni6Ta6
-0.753027292,6.0,Cr6Nb6
-0.752721573,6.69432950082169,Nb6Zn6
-0.752681164,12.0,Cd6Sc6
-0.752395036,5.64621617328617,Mo6V6
-0.750986303,5.0,Ag6Ta6
-0.750733645,6.50295723425693,Cu6Ta6
-0.749997441,5.76899828122963,Zn6Zr6
-0.748612109,3.77976314968462,Mo6Sc6
-0.748612109,3.77976314968462,Mo6Sc6
-0.748612109,3.77976314968462,Mo6Sc6
-0.748525169,6.0,V6W6
-0.746658468,6.64939976115098,Re6W6
-0.746579419,4.0,Hf6Hg6
-0.746565813,6.0,Cu6W6
-0.746513023,6.0,Cr6Mo6
-0.746343224,6.0,Mo6W6
-0.746217372,4.32674871092222,La6Rh6
-0.745925393,4.0,Hf6Ti6
-0.745167692,7.0,Hf6Tc6
-0.743892431,3.0,Cd6Sc6
-0.743453103,6.0,Cr6Mo6
-0.742800574,5.8087857335637,Re6Ti6
-0.742286143,5.64621617328617,Mo6Nb6
-0.74220274,6.64939976115098,Re6W6
-0.742009131,4.0,Hf12
-0.74101129,6.0,Mo6W6
-0.740848974,5.27763208790408,Re6Sc6
-0.739253298,4.0,Hf6Pt6
-0.73921561,10.0,Hf6Pt6
-0.738776963,4.0,Tc6Zr6
-0.738707302,7.0,Tc6Zr6
-0.73771463,3.55689330449006,Nb6Y6
-0.735502209,6.0822019955734,Ir6Nb6
-0.735187645,3.97905720789639,La6Tc6
-0.735157849,5.76899828122963,Ti6Zn6
-0.734806278,4.0,Hf6Zr6
-0.734541103,7.39863622299141,Ir6Nb6
-0.734239601,4.0,Hf6Zn6
-0.734204362,5.0,Ta6V6
-0.732703382,4.0,Pd6Zr6
-0.732681069,5.0,Cd6Nb6
-0.732357253,5.0,Nb6Zn6
-0.732194393,6.0,Cr6W6
-0.732194257,12.0,Cd6Nb6
-0.731883503,4.58257569495584,La6Tc6
-0.731622682,4.0,Hf6W6
-0.731589212,3.0,Cd6Y6
-0.731427984,5.84803547642573,Fe6Ta6
-0.731337779,3.63424118566428,La6Ti6
-0.729951087,6.0822019955734,Nb6Rh6
-0.727723835,3.55689330449006,La6Ta6
-0.725657266,6.64939976115098,Mo6Re6
-0.723656957,4.0,Ag6Zr6
-0.723307155,11.0,Ag6Zr6
-0.722673946,6.0,Ag6W6
-0.72132535,3.55689330449006,La6Nb6
-0.718384752,3.77976314968462,Mo6Sc6
-0.718384752,3.77976314968462,Mo6Sc6
-0.718384752,3.77976314968462,Mo6Sc6
-0.716254509,5.0,Au6Ta6
-0.715812324,5.59344471040698,Tc6V6
-0.71537735,6.31635959765638,Mo6Tc6
-0.715174081,6.29960524947437,Nb6Ni6
-0.713258127,4.7622031559046,Sc6Zn6
-0.712950366,3.87298334620742,La6Nb6
-0.712609816,4.0,Ni6Zr6
-0.71142544,4.47213595499958,Ta6Zr6
-0.709968135,6.0,Cr6Mo6
-0.708506339,3.0,Cu6Sc6
-0.707433938,6.31635959765638,Mo6Re6
-0.706487118,3.0,La6Sc6
-0.705103964,5.8087857335637,Tc6Ti6
-0.704627493,7.0,La6Re6
-0.704130749,3.0,Cu6Y6
-0.701146748,3.0,Sc6Zn6
-0.700101831,6.86828545531999,Co6Hf6
-0.699929311,5.24148278841779,Co6Hf6
-0.69954495,3.0,La6Sc6
-0.699540324,6.64939976115098,Mo6Re6
-0.698938953,5.60407866131077,Ag6Zr6
-0.698376493,5.24148278841779,Co6Zr6
-0.698105468,4.0,Hf6Zr6
-0.697198377,4.62606500918274,Cu6Sc6
-0.696251965,3.0,Au6Y6
-0.696188154,6.86828545531999,Co6W6
-0.695944068,3.46410161513775,Sc6Zr6
-0.694683909,7.0,Re6Sc6
-0.694265534,5.0,V6Zn6
-0.693316401,6.50295723425693,Cu6Nb6
-0.693090682,4.0,Zn6Zr6
-0.693021429,7.13349248972831,Cu6Sc6
-0.692298695,6.86828545531999,Co6W6
-0.690505192,6.69432950082169,V6Zn6
-0.690483015,4.0,Ag6Ti6
-0.689697014,6.0822019955734,Rh6Ta6
-0.687573846,3.0,La12
-0.687288943,4.0,Au6Zr6
-0.686865126,6.29960524947437,Pd6Ta6
-0.68678009,4.0,Hf6V6
-0.686154092,11.0,Ag6Ti6
-0.684479776,6.0822019955734,Ir6V6
-0.683182201,4.0,Hf6Nb6
-0.683125057,4.0,Hg6Zr6
-0.68179823,6.0822019955734,Co6V6
-0.681314139,6.60385449778925,Ru6W6
-0.680210446,6.31635959765638,Mo6Tc6
-0.679200359,6.0,Cr6W6
-0.679198046,3.97905720789639,Re6Sc6
-0.678222654,9.0,Co6Sc6
-0.678222654,9.0,Co6Sc6
-0.678222654,9.0,Co6Sc6
-0.678031086,5.0,Pd6Ta6
-0.67713175,6.0822019955734,Rh6V6
-0.676703034,6.64939976115098,Mo6Tc6
-0.676193093,5.84803547642573,Os6V6
-0.6743834,5.0,Cd6V6
-0.673108683,5.0,Cd6V6
-0.672301321,3.0,Hg6Y6
-0.672236966,4.32674871092222,Rh6Y6
-0.671628928,3.0,La12
-0.670360333,5.24148278841779,Co6Ti6
-0.66852234,6.0,Mo6W6
-0.665759976,4.32674871092222,Co6La6
-0.665646097,6.60385449778925,Mo6Ru6
-0.664876695,12.0,Cd6V6
-0.664383897,3.30192724889463,Hf6La6
-0.664167294,6.64939976115098,Mo6Tc6
-0.663808784,6.60385449778925,Cr6Fe6
-0.66269924,4.0,Hg6Ti6
-0.662635157,5.0,Mo6Nb6
-0.66188766,6.31635959765638,Mn6W6
-0.661591328,7.0,Cd6Re6
-0.661540035,6.29960524947437,Nb6Ni6
-0.66053022,12.0,Hg6Sc6
-0.659958237,5.84803547642573,Nb6Os6
-0.659828031,6.50295723425693,Cu6V6
-0.659415914,5.0,Ag6Nb6
-0.658091536,6.0,Au6W6
-0.657020904,6.0,Pd6W6
-0.656967162,11.0,Au6W6
-0.656673551,6.29960524947437,Ni6Ta6
-0.655979116,4.62606500918274,Cu6Y6
-0.654862225,4.0,Cu6Ti6
-0.65310573,3.0,Hg6Sc6
-0.652150883,6.60385449778925,Cr6Fe6
-0.652046799,6.0,Cd6Mo6
-0.65169863,6.0822019955734,Ir6Ta6
-0.651204607,6.0,Cr6Mo6
-0.65083426,6.64939976115098,Mn6Mo6
-0.648078291,3.0,Y6Zn6
-0.64674126,9.0,Co6Y6
-0.645906279,4.7622031559046,Y6Zn6
-0.644497001,5.0,Hg6Nb6
-0.644105837,6.60385449778925,Mo6Os6
-0.643171534,7.11378660898013,Ni6W6
-0.642141584,6.60385449778925,Ru6W6
-0.641831646,7.39863622299141,Co6V6
-0.641232043,6.60385449778925,Os6W6
-0.641158028,5.0,Cr6Ta6
-0.640233657,6.29960524947437,Pt6Ta6
-0.639022343,6.0822019955734,Rh6Ta6
-0.638534034,6.86828545531999,Mo6Rh6
-0.637616739,7.34342046204996,Cu6Mo6
-0.637409932,6.29960524947437,Nb6Pd6
-0.637119042,7.26848237132856,Cr6Fe6
-0.636446105,6.31635959765638,Mn6Mo6
-0.63549738,5.0,Cu6Nb6
-0.635279145,11.0,Cu6Re6
-0.634975602,7.0,Cu6Re6
-0.634006876,6.31635959765638,Cr6Re6
-0.633305231,8.0,Fe6Hf6
-0.632821821,3.77976314968462,Mo6Y6
-0.632565898,7.0,Mn6Ta6
-0.632293103,7.34342046204996,Cr6Cu6
-0.630499465,5.42883523318981,Ni6Zr6
-0.630405586,6.0,Cr6Zn6
-0.630291162,6.50295723425693,Ag6V6
-0.629885712,5.47722557505166,Mo6Nb6
-0.629867345,5.60407866131077,Cu6Ti6
-0.629777547,7.0,Re6Zn6
-0.629076446,12.0,Re6Zn6
-0.628619703,5.84803547642573,Nb6Ru6
-0.628281465,5.0,Ag6V6
-0.628107721,11.0,Au6Ti6
-0.626117752,6.60385449778925,Os6W6
-0.625478148,3.30192724889463,La6Zr6
-0.62465582,4.0,Au6Ti6
-0.62409962,6.86828545531999,Rh6W6
-0.623571855,5.76899828122963,Fe6Y6
-0.623357837,3.0,Au6Sc6
-0.622612654,5.0,Ag6V6
-0.622302988,5.0,Au6Nb6
-0.622237,11.0,Au6Nb6
-0.621889647,4.0,Pt6Zr6
-0.621795904,7.86222418262669,Co6W6
-0.621623112,6.0,Mo6Zn6
-0.620832485,12.0,Mo6Zn6
-0.620037368,3.97905720789639,Re6Sc6
-0.618791631,6.86828545531999,Rh6W6
-0.617958282,6.60385449778925,Cr6Ru6
-0.617522764,5.0,Nb6Pd6
-0.617506437,8.0,Fe6Y6
-0.616801254,6.0,Ag6Mo6
-0.615999607,10.0,Ni6W6
-0.615731983,7.26848237132856,Cr6Fe6
-0.615506673,4.32674871092222,Rh6Sc6
-0.613233026,7.0,Ag6Re6
-0.61304241,6.60385449778925,Cr6Os6
-0.611105368,6.0822019955734,Nb6Rh6
-0.611014618,6.64939976115098,Mn6Mo6
-0.608851993,6.60385449778925,Cr6Ru6
-0.608243954,6.60385449778925,Cr6Os6
-0.60661372,7.11378660898013,Mo6Ni6
-0.605296281,8.0,La6Ru6
-0.605260634,6.0,Mo6Ti6
-0.605153013,6.86828545531999,Ir6Mo6
-0.605110155,4.0,W6Zr6
-0.604741033,6.50295723425693,Cu6V6
-0.604244425,7.11378660898013,Mo6Pd6
-0.603301959,6.60385449778925,Mo6Ru6
-0.602948211,7.34342046204996,Ag6Mo6
-0.601748461,6.29960524947437,Nb6Pd6
-0.601596349,7.86222418262669,Co6W6
-0.601216342,6.25732474567597,Tc6V6
-0.600472791,6.86828545531999,Cr6Rh6
-0.600290203,5.42883523318981,Pd6Ti6
-0.600075097,6.83990378670679,Ru6V6
-0.599902305,7.11378660898013,Cr6Pd6
-0.59966162,5.84803547642573,Ru6V6
-0.596738437,6.0,Pt6W6
-0.595920055,6.29960524947437,Pd6V6
-0.595659098,7.39863622299141,Co6V6
-0.594137709,8.0,Fe6Zr6
-0.593537562,6.60385449778925,Mo6Os6
-0.593409533,6.25732474567597,Re6V6
-0.593256741,6.50295723425693,Cu6Nb6
-0.592959048,5.0,Cr6Nb6
-0.592111277,5.84803547642573,Os6Ta6
-0.591903246,3.0,Fe6Y6
-0.591758482,3.55689330449006,La6Nb6
-0.591700113,7.0,La6Tc6
-0.591616166,4.0,Ti6V6
-0.59127167,6.0,Mo6Pd6
-0.590736422,6.29960524947437,Nb6Pt6
-0.589655314,4.48140474655716,Ni6Y6
-0.589161291,6.0,Cr6La6
-0.588429169,7.34342046204996,Cr6Cu6
-0.586107086,7.11378660898013,Mo6Ni6
-0.584980942,4.16016764610381,Fe6La6
-0.584888016,4.0,Ta6Ti6
-0.584647739,7.11378660898013,Ni6W6
-0.583409213,6.25732474567597,Ta6Tc6
-0.582067556,5.0,Cu6V6
-0.581256248,7.26848237132856,Ru6W6
-0.58091597,6.0,Cu6Mo6
-0.58081039,6.0822019955734,Ir6Ta6
-0.580273917,7.0,Mn6Nb6
-0.579404514,6.86828545531999,Mo6Rh6
-0.578844911,5.84803547642573,Ru6Ta6
-0.57872178,7.0,Re6Tc6
-0.577620943,6.0,Rh6W6
-0.576618748,6.31635959765638,Cr6Tc6
-0.576331804,6.64939976115098,Cr6Tc6
-0.575484305,8.0,Hf6Os6
-0.572969565,6.0822019955734,Rh6V6
-0.572045331,6.25732474567597,Nb6Tc6
-0.572002745,3.0,Sc6Zr6
-0.571950091,3.55689330449006,La6Ta6
-0.568383767,7.26848237132856,Ru6W6
-0.567641577,6.29960524947437,Pd6V6
-0.566010662,7.0,Mn6Zr6
-0.565531062,8.0,Os6Zr6
-0.564355394,8.0,Ru6Zr6
-0.562840128,8.0,Fe6La6
-0.561991813,8.0,La6Ru6
-0.55998266,5.0,Rh6Ta6
-0.559912047,3.0,Hf6Sc6
-0.559846876,6.31635959765638,Mn6Mo6
-0.559529319,7.0,Nb6Tc6
-0.559483468,6.31635959765638,Tc6W6
-0.559478978,7.0,Tc12
-0.559393398,3.0,Pd6Y6
-0.559357887,6.86828545531999,Ir6W6
-0.558840463,6.86828545531999,Cr6Ir6
-0.557677992,6.25732474567597,Re6Ta6
-0.557652414,11.0,Ag6La6
-0.554002687,6.86828545531999,Ir6W6
-0.553939284,7.31861142004594,Ru6Tc6
-0.552784569,3.0,Ag6La6
-0.550842901,6.0,Cr6Cu6
-0.549665328,7.0,Re6Tc6
-0.549632947,7.0,Re6Tc6
-0.548892933,6.0822019955734,Ir6V6
-0.548837422,5.0,Au6V6
-0.548283534,6.0,Co6W6
-0.546334791,10.0,Pd6V6
-0.545815189,4.0,Cr6Zr6
-0.545341167,6.25732474567597,Nb6Re6
-0.545305112,6.86828545531999,Cr6Rh6
-0.543979237,6.64939976115098,Cr6Re6
-0.5435644,8.0,Hf6Ru6
-0.543362491,7.0,Ta6Tc6
-0.542904252,7.26848237132856,Mo6Ru6
-0.542738806,6.0,Mo6W6
-0.542700302,7.31861142004594,Fe6Tc6
-0.542362201,7.11378660898013,Mo6Pd6
-0.542144782,7.26848237132856,Os6W6
-0.541536199,3.0,Re6Sc6
-0.540980679,11.0,Au6V6
-0.540946937,7.31861142004594,Re6Ru6
-0.540342436,7.26848237132856,Mo6Ru6
-0.538785809,7.0,Tc12
-0.538295868,7.26848237132856,Cr6Ru6
-0.537876268,7.61166261102024,Co6Re6
-0.537331904,7.61166261102024,Rh6Tc6
-0.535664255,8.0,Os6Ti6
-0.535437448,6.3496042078728,Ru6Ti6
-0.534697298,7.0,Pd6Re6
-0.534108988,6.86828545531999,Ir6Mo6
-0.533561903,7.0,Re6Tc6
-0.53131125,7.88373516310524,Pd6Tc6
-0.531238867,7.0,Re6Ta6
-0.530493548,3.97905720789639,Mn6Y6
-0.52795078,6.29960524947437,Pt6V6
