"surface","site","reaction energy (eV)","reaction energy difference (eV)","absolute reaction energy difference (eV)"
"Os6Ru6","hollow|A_B_B|FCC",0.222749123,-1.194269542,1.194269542
"Tc6Zn6","hollow-tilt|A_B_B|HCP",0.221765431,-1.195253234,1.195253234
"Pt6Sc6","hollow|A_A_B|HCP",0.21528885,-1.201729815,1.201729815
"Co6Os6","hollow|A_A_B|FCC",0.215091295,-1.20192737,1.20192737
"Au12","hollow|A_A_A|HCP",2.619231618,1.202212953,1.202212953
"Pt6Ru6","hollow|A_B_B|FCC",0.214804895,-1.20221377,1.20221377
"Tc6Zr6","top|B",0.204901312,-1.212117353,1.212117353
"Fe6Ir6","hollow|A_B_B|HCP",0.20430688,-1.212711785,1.212711785
"Fe6Zn6","hollow|A_B_B|HCP",0.203592309,-1.213426356,1.213426356
"Ag6Ni6","bridge|B_B|A",0.203387543,-1.213631122,1.213631122
"Ir6Os6","hollow|A_B_B|FCC",0.1901756,-1.226843065,1.226843065
"Cu6Fe6","hollow|A_A_B|HCP",0.189130275,-1.22788839,1.22788839
"Pd12","top|A",2.650838321,1.233819656,1.233819656
"Co6Ni6","hollow|A_B_B|FCC",0.183127715,-1.23389095,1.23389095
"Co6Ni6","hollow|A_B_B|HCP",0.181381153,-1.235637512,1.235637512
"Cu6Ru6","hollow|A_B_B|HCP",0.180477599,-1.236541066,1.236541066
"Cu6Mn6","hollow|A_B_B|HCP",0.175920508,-1.241098157,1.241098157
"Ir6Ru6","hollow|A_B_B|HCP",0.175677102,-1.241341563,1.241341563
"Co6Pd6","hollow|A_A_B|HCP",0.175269884,-1.241748781,1.241748781
"Os6Pt6","hollow|A_A_B|HCP",0.170769938,-1.246248727,1.246248727
"Cu6Os6","hollow|A_B_B|HCP",0.169962304,-1.247056361,1.247056361
"Ag6Pd6","top|B",2.66695712,1.249938455,1.249938455
"Co6Rh6","hollow|A_A_B|FCC",0.163127484,-1.253891181,1.253891181
"Co6Pd6","hollow|A_A_B|FCC",0.158548625,-1.25847004,1.25847004
"Ta6Zn6","bridge|A_B|B",0.158300865,-1.2587178,1.2587178
"Nb6Tc6","top|B",0.158089161,-1.258929504,1.258929504
"Co6Zn6","hollow|A_A_B|FCC",0.149780981,-1.267237684,1.267237684
"Mn6Zn6","hollow|A_B_B|HCP",0.148365036,-1.268653629,1.268653629
"Ir6Tc6","top|B",0.148154692,-1.268863973,1.268863973
"Cu6Pd6","top|A",2.686780205,1.26976154,1.26976154
"Os6Pt6","hollow|A_A_B|FCC",0.140297541,-1.276721124,1.276721124
"Cd6Zn6","hollow|A_B_B|HCP",0.134888054,-1.282130611,1.282130611
"Fe6Ir6","hollow|A_A_B|HCP",0.134473897,-1.282544768,1.282544768
"Co6Zn6","hollow|A_A_B|HCP",0.108090147,-1.308928518,1.308928518
"Co6Rh6","hollow|A_A_B|HCP",0.091649437,-1.325369228,1.325369228
"Ir6Os6","hollow|A_B_B|HCP",0.090854049,-1.326164616,1.326164616
"Ag6Ru6","hollow|A_B_B|FCC",0.082503011,-1.334515654,1.334515654
"Fe6Hf6","top|A",0.081217681,-1.335800984,1.335800984
"Fe6Zn6","hollow|A_B_B|FCC",0.078749881,-1.338268784,1.338268784
"Zn12","hollow|A_A_A|HCP",0.078724574,-1.338294091,1.338294091
"Co6Cu6","bridge|A_A|B",0.062586591,-1.354432074,1.354432074
"Os6Ru6","hollow|A_A_B|FCC",0.054769577,-1.362249088,1.362249088
"Tc6Zn6","top|A",0.051425978,-1.365592687,1.365592687
"Co6Sc6","top|A",0.050415347,-1.366603318,1.366603318
"Co6Sc6","top|A",0.050415347,-1.366603318,1.366603318
"Co6Sc6","top|A",0.050415347,-1.366603318,1.366603318
"Os6Zn6","hollow|A_A_B|FCC",0.04790605,-1.369112615,1.369112615
"Ru12","hollow|A_A_A|FCC",0.046446023,-1.370572642,1.370572642
"Co6Ru6","hollow|A_A_B|FCC",0.044027747,-1.372990918,1.372990918
"Cr6Hf6","top|B",0.03303394,-1.383984725,1.383984725
"Cr6Hf6","top|B",0.03303394,-1.383984725,1.383984725
"Cr6Hf6","top|B",0.03303394,-1.383984725,1.383984725
"Au6Fe6","bridge|B_B|A",0.027534519,-1.389484146,1.389484146
"Rh6Ru6","hollow|A_B_B|FCC",0.023804383,-1.393214282,1.393214282
"Cr6Zr6","top|B",0.02028527,-1.396733395,1.396733395
"Tc6V6","top|A",0.016171998,-1.400846667,1.400846667
"Fe6Ir6","hollow|A_A_B|FCC",0.013556303,-1.403462362,1.403462362
"Cu6Fe6","hollow|A_A_B|FCC",0.013348953,-1.403669712,1.403669712
"Fe6Pd6","hollow|A_A_B|HCP",0.012383221,-1.404635444,1.404635444
"Ru6Zn6","bridge|A_A|B",0.006978087,-1.410040578,1.410040578
"Pd6Ru6","bridge|B_B|A",0.002086161,-1.414932504,1.414932504
"Fe6Ni6","hollow|A_B_B|FCC",-0.003243053,-1.420261718,1.420261718
"Pt6Tc6","top|B",-0.006540528,-1.423559193,1.423559193
"Cd6Zr6","bridge|A_B|A",-0.006902031,-1.423920696,1.423920696
"Os6Ta6","4fold|A_A_B_B",-0.0073151,-1.424333765,1.424333765
"Cu6Pd6","top|B",2.842403878,1.425385213,1.425385213
"Os6Re6","hollow|A_A_B|FCC",-0.00939024,-1.426408905,1.426408905
"Os6Rh6","bridge|A_A|B",-0.016314449,-1.433333114,1.433333114
"Rh6Tc6","hollow|A_A_B|HCP",-0.016890106,-1.433908771,1.433908771
"Co6Os6","hollow|A_A_B|HCP",-0.017137185,-1.43415585,1.43415585
"Rh6Zn6","top|B",2.863008882,1.445990217,1.445990217
"Co6Ni6","hollow|A_A_B|HCP",-0.032668627,-1.449687292,1.449687292
"Mn6Zn6","hollow|A_B_B|FCC",-0.05052324,-1.467541905,1.467541905
"Fe6Pd6","hollow|A_A_B|FCC",-0.058647335,-1.475666,1.475666
"Ni6Re6","hollow|A_A_B|FCC",-0.059729124,-1.476747789,1.476747789
"Ni6Re6","hollow|A_A_B|FCC",-0.059729124,-1.476747789,1.476747789
"Ni6Re6","hollow|A_A_B|FCC",-0.059729124,-1.476747789,1.476747789
"Fe6Hf6","top|B",-0.060372265,-1.47739093,1.47739093
"Pd6Ru6","hollow|A_B_B|HCP",-0.060518526,-1.477537191,1.477537191
"Pd6Ru6","hollow|A_B_B|FCC",-0.06315286,-1.480171525,1.480171525
"Co6Ni6","hollow|A_A_B|FCC",-0.073014946,-1.490033611,1.490033611
"Co6Cu6","hollow|A_A_B|HCP",-0.079230978,-1.496249643,1.496249643
"Fe6Zr6","top|A",-0.079620645,-1.49663931,1.49663931
"Ni6Os6","bridge|B_B|A",-0.087886783,-1.504905448,1.504905448
"Co6Cu6","hollow|A_A_B|FCC",-0.097794856,-1.514813521,1.514813521
"Os6Rh6","hollow|A_A_B|FCC",-0.098295954,-1.515314619,1.515314619
"Cu6Ru6","hollow|A_B_B|FCC",-0.099503323,-1.516521988,1.516521988
"Rh6Tc6","top|B",-0.102463922,-1.519482587,1.519482587
"Cu6Tc6","top|B",-0.108250831,-1.525269496,1.525269496
"Tc12","top|A",-0.110626385,-1.52764505,1.52764505
"Ru6Zn6","hollow|A_A_B|HCP",-0.12866794,-1.545686605,1.545686605
"Os6Ru6","hollow|A_B_B|HCP",-0.129016518,-1.546035183,1.546035183
"Os12","hollow|A_A_A|HCP",-0.129969325,-1.54698799,1.54698799
"Ru6Zn6","hollow|A_A_B|FCC",-0.134679887,-1.551698552,1.551698552
"Rh6Ru6","hollow|A_B_B|HCP",-0.140506525,-1.55752519,1.55752519
"Os6Tc6","hollow|A_A_B|FCC",-0.15351207,-1.570530735,1.570530735
"Cr6Tc6","top|B",-0.158555291,-1.575573956,1.575573956
"Os6Pd6","bridge|A_A|B",-0.179407511,-1.596426176,1.596426176
"Ir6Mn6","hollow|A_B_B|FCC",-0.179661257,-1.596679922,1.596679922
"Os6Pd6","hollow|A_A_B|HCP",-0.179967657,-1.596986322,1.596986322
"Pd6Tc6","top|B",-0.180207254,-1.597225919,1.597225919
"Fe6Zr6","top|B",-0.185566672,-1.602585337,1.602585337
"Fe6Os6","hollow|A_A_B|FCC",-0.187536776,-1.604555441,1.604555441
"Co6Y6","top|A",-0.18960661,-1.606625275,1.606625275
"Re6Y6","bridge|A_A|B",-0.192143119,-1.609161784,1.609161784
"Tc6Zn6","hollow|A_A_B|HCP",-0.192943814,-1.609962479,1.609962479
"Co6Re6","hollow|A_A_B|FCC",-0.194360711,-1.611379376,1.611379376
"Au6Y6","top|B",-0.194579626,-1.611598291,1.611598291
"Co6Ru6","hollow|A_A_B|HCP",-0.198616163,-1.615634828,1.615634828
"Co12","hollow|A_A_A|FCC",-0.20143499,-1.618453655,1.618453655
"Cd6Mn6","bridge|B_B|A",-0.203148899,-1.620167564,1.620167564
"Cd6Re6","top|B",-0.204865257,-1.621883922,1.621883922
"Ni6Ru6","hollow|A_B_B|HCP",-0.21068414,-1.627702805,1.627702805
"Ni6Ru6","hollow|A_B_B|HCP",-0.21068414,-1.627702805,1.627702805
"Ni6Ru6","hollow|A_B_B|HCP",-0.21068414,-1.627702805,1.627702805
"Os6Pd6","hollow|A_A_B|FCC",-0.211758309,-1.628776974,1.628776974
"Cd6Y6","top|B",-0.212418593,-1.629437258,1.629437258
"Mo6Tc6","top|B",-0.216250092,-1.633268757,1.633268757
"Os6Rh6","hollow|A_A_B|HCP",-0.222994298,-1.640012963,1.640012963
"Ag6Co6","bridge|B_B|A",-0.223120967,-1.640139632,1.640139632
"Mn6Zr6","top|B",-0.22659586,-1.643614525,1.643614525
"Cu6Os6","hollow|A_B_B|FCC",-0.22997048,-1.646989145,1.646989145
"Re6Ru6","hollow|A_B_B|FCC",-0.230333752,-1.647352417,1.647352417
"Fe6Ni6","hollow|A_A_B|HCP",-0.231416493,-1.648435158,1.648435158
"Cr6Zn6","hollow|A_B_B|FCC",-0.232298414,-1.649317079,1.649317079
"Ni6Os6","hollow|A_B_B|HCP",-0.235809227,-1.652827892,1.652827892
"Ni6Ru6","hollow|A_B_B|FCC",-0.236594955,-1.65361362,1.65361362
"Ni6Ru6","hollow|A_B_B|FCC",-0.236594955,-1.65361362,1.65361362
"Ni6Ru6","hollow|A_B_B|FCC",-0.236594955,-1.65361362,1.65361362
"Ir6W6","hollow|A_A_B|HCP",-0.238246006,-1.655264671,1.655264671
"Co12","hollow|A_A_A|HCP",-0.253032128,-1.670050793,1.670050793
"Hf6Ir6","top|A",-0.255349857,-1.672368522,1.672368522
"Hg6Mo6","top|B",-0.263022243,-1.680040908,1.680040908
"Au6Y6","hollow|A_A_B|HCP",-0.264507304,-1.681525969,1.681525969
"Ru6Tc6","hollow|A_A_B|FCC",-0.265324734,-1.682343399,1.682343399
"Ir6Mo6","hollow|A_A_B|HCP",-0.266433326,-1.683451991,1.683451991
"Mn6Ru6","4fold|A_A_B_B",-0.278413138,-1.695431803,1.695431803
"Pt6Tc6","hollow|A_B_B|FCC",-0.280935497,-1.697954162,1.697954162
"La6Pt6","top|A",-0.288224066,-1.705242731,1.705242731
"Ir6Tc6","hollow|A_B_B|FCC",-0.297319471,-1.714338136,1.714338136
"Co6Ru6","hollow|A_B_B|FCC",-0.298040709,-1.715059374,1.715059374
"Pt6Sc6","4fold|A_A_B_B",-0.310731826,-1.727750491,1.727750491
"Mn6Zr6","top|A",-0.312909962,-1.729928627,1.729928627
"Ni6Os6","hollow|A_B_B|FCC",-0.314245632,-1.731264297,1.731264297
"Fe6Zn6","hollow|A_A_B|HCP",-0.316422407,-1.733441072,1.733441072
"Ir6Re6","top|B",-0.31934042,-1.736359085,1.736359085
"Fe6Ni6","hollow|A_A_B|FCC",-0.319504232,-1.736522897,1.736522897
"Cr6W6","top|A",-0.322297073,-1.739315738,1.739315738
"Cr6Ir6","hollow|A_B_B|HCP",-0.322337618,-1.739356283,1.739356283
"Fe6Zn6","hollow|A_A_B|FCC",-0.33356449,-1.750583155,1.750583155
"Co6Os6","hollow|A_B_B|FCC",-0.334788731,-1.751807396,1.751807396
"Hg6V6","top|B",-0.339866511,-1.756885176,1.756885176
"Fe6Ru6","hollow|A_A_B|FCC",-0.350724533,-1.767743198,1.767743198
"Co6Ru6","hollow|A_B_B|HCP",-0.363146258,-1.780164923,1.780164923
"Cr6Os6","top|A",-0.364807785,-1.78182645,1.78182645
"Nb6Re6","top|A",-0.367408513,-1.784427178,1.784427178
"Ru12","hollow|A_A_A|HCP",-0.376089897,-1.793108562,1.793108562
"Co6Os6","hollow|A_B_B|HCP",-0.380181265,-1.79719993,1.79719993
"Cr6Nb6","top|B",-0.385641773,-1.802660438,1.802660438
"Fe6Os6","hollow|A_A_B|HCP",-0.38695445,-1.803973115,1.803973115
"Nb6Os6","4fold|A_A_B_B",-0.391911004,-1.808929669,1.808929669
"Au6Cr6","bridge|B_B|A",-0.394555814,-1.811574479,1.811574479
"Tc6Zn6","hollow|A_A_B|FCC",-0.395771347,-1.812790012,1.812790012
"Pd6Sc6","hollow|A_A_B|HCP",-0.402155137,-1.819173802,1.819173802
"Re6Tc6","top|A",-0.408230487,-1.825249152,1.825249152
"Nb6Re6","top|B",-0.409537178,-1.826555843,1.826555843
"Os6Ru6","hollow|A_A_B|HCP",-0.412319269,-1.829337934,1.829337934
"Hg6Y6","hollow|A_A_B|FCC",-0.412472334,-1.829490999,1.829490999
"Ir6Re6","hollow|A_B_B|FCC",-0.415214289,-1.832232954,1.832232954
"Mn6Ru6","hollow|A_B_B|FCC",-0.415931989,-1.832950654,1.832950654
"Re6Zn6","hollow|A_A_B|HCP",-0.417724539,-1.834743204,1.834743204
"Fe6Os6","hollow|A_B_B|FCC",-0.418136791,-1.835155456,1.835155456
"Cr6Ir6","top|A",-0.423890366,-1.840909031,1.840909031
"Cu6Fe6","hollow|A_B_B|FCC",-0.427471929,-1.844490594,1.844490594
"Ag6Y6","top|B",-0.433011894,-1.850030559,1.850030559
"Cu6Fe6","hollow|A_B_B|HCP",-0.446155809,-1.863174474,1.863174474
"Pt6Tc6","hollow|A_B_B|HCP",-0.452070339,-1.869089004,1.869089004
"Fe6Ru6","hollow|A_B_B|FCC",-0.454748076,-1.871766741,1.871766741
"Cr6Ta6","top|B",-0.456301846,-1.873320511,1.873320511
"Co6Re6","hollow|A_A_B|HCP",-0.461726299,-1.878744964,1.878744964
"Tc6Zr6","top|A",-0.462541824,-1.879560489,1.879560489
"Os6Ta6","hollow|A_A_B|HCP",-0.467796887,-1.884815552,1.884815552
"Cr6Zn6","top|B",-0.469304941,-1.886323606,1.886323606
"Ir6Ti6","top|B",-0.470708505,-1.88772717,1.88772717
"Co6Zr6","top|B",-0.480626782,-1.897645447,1.897645447
"Co6Re6","top|B",-0.482876483,-1.899895148,1.899895148
"Os6Tc6","hollow|A_B_B|FCC",-0.485609731,-1.902628396,1.902628396
"Fe6Ru6","hollow|A_A_B|HCP",-0.493330825,-1.91034949,1.91034949
"Ag6Re6","top|B",-0.496411289,-1.913429954,1.913429954
"Os6Re6","hollow|A_B_B|FCC",-0.498574186,-1.915592851,1.915592851
"Pt6Re6","top|B",-0.508573009,-1.925591674,1.925591674
"Cu6Mo6","hollow|A_A_B|FCC",-0.510622979,-1.927641644,1.927641644
"Cr6Re6","top|A",-0.512142054,-1.929160719,1.929160719
"Mo6Ni6","hollow|A_B_B|HCP",-0.517179834,-1.934198499,1.934198499
"Os6W6","hollow|A_A_B|FCC",-0.517528684,-1.934547349,1.934547349
"Ir6Ta6","hollow|A_A_B|HCP",-0.519659063,-1.936677728,1.936677728
"Ag6Fe6","bridge|B_B|A",-0.523344981,-1.940363646,1.940363646
"Nb6Os6","hollow|A_B_B|HCP",-0.525681623,-1.942700288,1.942700288
"Mo6Os6","hollow|A_B_B|FCC",-0.530009321,-1.947027986,1.947027986
"Re6Rh6","top|A",-0.530262931,-1.947281596,1.947281596
"Mn6Zn6","bridge|A_A|B",-0.530276129,-1.947294794,1.947294794
"Mo6Ni6","hollow|A_B_B|FCC",-0.53736415,-1.954382815,1.954382815
"Ni6Re6","top|B",-0.546689491,-1.963708156,1.963708156
"Ni6Re6","top|B",-0.546689491,-1.963708156,1.963708156
"Ni6Re6","top|B",-0.546689491,-1.963708156,1.963708156
"Mo6Rh6","hollow|A_B_B|HCP",-0.547926793,-1.964945458,1.964945458
"Cr6Zn6","top|A",-0.549737846,-1.966756511,1.966756511
"Au6Sc6","hollow-tilt|A_A_B|FCC",-0.550737049,-1.967755714,1.967755714
"Fe6Ru6","hollow|A_B_B|HCP",-0.554093028,-1.971111693,1.971111693
"Ir6Nb6","hollow|A_A_B|HCP",-0.562751011,-1.979769676,1.979769676
"Co6Ti6","top|B",-0.566314749,-1.983333414,1.983333414
"La6Pd6","top|A",-0.57233105,-1.989349715,1.989349715
"Fe6Os6","hollow|A_B_B|HCP",-0.574515444,-1.991534109,1.991534109
"Cr6Ru6","top|A",-0.575392603,-1.992411268,1.992411268
"Cr6Cu6","hollow-tilt|A_B_B|HCP",-0.575949348,-1.992968013,1.992968013
"Ni6W6","hollow|A_A_B|HCP",-0.578669126,-1.995687791,1.995687791
"Rh6Tc6","hollow|A_B_B|FCC",-0.579517305,-1.99653597,1.99653597
"Cu6Tc6","hollow|A_B_B|HCP",-0.580822227,-1.997840892,1.997840892
"Hf6Zr6","top|B",-0.58647716,-2.003495825,2.003495825
"Cr6Pt6","top|A",-0.591697936,-2.008716601,2.008716601
"Ag12","top|A",3.426808483,2.009789818,2.009789818
"Re6Zn6","hollow|A_A_B|FCC",-0.595362494,-2.012381159,2.012381159
"Rh6W6","hollow|A_A_B|HCP",-0.599930196,-2.016948861,2.016948861
"Hf6Rh6","hollow|A_B_B|FCC",-0.600892255,-2.01791092,2.01791092
"Mo6Re6","top|B",-0.602819093,-2.019837758,2.019837758
"Pd6Re6","top|B",-0.602952973,-2.019971638,2.019971638
"Ir6Tc6","hollow|A_B_B|HCP",-0.605923096,-2.022941761,2.022941761
"Cr6Rh6","hollow|A_B_B|HCP",-0.614522301,-2.031540966,2.031540966
"Hf6W6","top|A",-0.614626112,-2.031644777,2.031644777
"Mn6Ru6","bridge|A_A|B",-0.618073115,-2.03509178,2.03509178
"Nb6Tc6","top|A",-0.620399552,-2.037418217,2.037418217
"Mn6Zn6","hollow|A_A_B|FCC",-0.622831433,-2.039850098,2.039850098
"Hg6Sc6","hollow-tilt|A_A_B|FCC",-0.624778136,-2.041796801,2.041796801
"Cu6La6","top|B",-0.625380051,-2.042398716,2.042398716
"Mo6Re6","top|A",-0.636742573,-2.053761238,2.053761238
"Mo6Ru6","hollow|A_B_B|FCC",-0.637922867,-2.054941532,2.054941532
"Ir6Mo6","top|B",-0.640974351,-2.057993016,2.057993016
"Os6Re6","hollow|A_A_B|HCP",-0.641149048,-2.058167713,2.058167713
"Y12","top|A",-0.642159951,-2.059178616,2.059178616
"Pt6Re6","hollow|A_B_B|HCP",-0.650947187,-2.067965852,2.067965852
"Ru6Tc6","hollow|A_B_B|FCC",-0.653871459,-2.070890124,2.070890124
"Cr6Re6","top|B",-0.654212826,-2.071231491,2.071231491
"Tc6V6","top|B",-0.655553802,-2.072572467,2.072572467
"Cr6Ta6","top|A",-0.65867835,-2.075697015,2.075697015
"Ir6V6","hollow|A_A_B|HCP",-0.662328757,-2.079347422,2.079347422
"Cd6Mo6","top|A",-0.662429711,-2.079448376,2.079448376
"Mn6Zn6","hollow|A_A_B|HCP",-0.663849737,-2.080868402,2.080868402
"Cr6Rh6","top|A",-0.664937376,-2.081956041,2.081956041
"Cd6Mo6","top|B",-0.665241191,-2.082259856,2.082259856
"Fe6Tc6","hollow|A_A_B|FCC",-0.667662052,-2.084680717,2.084680717
"Cu6W6","hollow|A_A_B|FCC",-0.674165709,-2.091184374,2.091184374
"Nb6Ru6","4fold|A_A_B_B",-0.677122498,-2.094141163,2.094141163
"Cr6Cu6","hollow|A_B_B|FCC",-0.68120475,-2.098223415,2.098223415
"Hf6Rh6","4fold|A_A_B_B",-0.683341796,-2.100360461,2.100360461
"Cr6Os6","hollow|A_B_B|FCC",-0.683363293,-2.100381958,2.100381958
"Cr6Tc6","top|A",-0.688173585,-2.10519225,2.10519225
"Ag6Cu6","top|A",3.530969579,2.113950914,2.113950914
"La12","top|A",-0.699858561,-2.116877226,2.116877226
"Mo6Tc6","top|A",-0.701824448,-2.118843113,2.118843113
"Cu6Re6","top|B",-0.711462856,-2.128481521,2.128481521
"Re12","hollow|A_A_A|FCC",-0.715872325,-2.13289099,2.13289099
"Fe6Tc6","hollow|A_B_B|HCP",-0.716196684,-2.133215349,2.133215349
"Cu6Tc6","hollow|A_B_B|FCC",-0.716398865,-2.13341753,2.13341753
"Au6La6","top|B",-0.716519139,-2.133537804,2.133537804
"Ru6W6","hollow|A_A_B|FCC",-0.720073626,-2.137092291,2.137092291
"Os6Zr6","hollow|A_A_B|HCP",-0.723272188,-2.140290853,2.140290853
"Re6Ru6","hollow|A_A_B|FCC",-0.723842403,-2.140861068,2.140861068
"Re6Rh6","hollow|A_A_B|FCC",-0.730291501,-2.147310166,2.147310166
"Nb6W6","top|A",-0.734842197,-2.151860862,2.151860862
"Re6Ru6","hollow|A_B_B|HCP",-0.735125467,-2.152144132,2.152144132
"Tc6W6","4fold|A_A_B_B",-0.743501403,-2.160520068,2.160520068
"Ru6V6","4fold|A_A_B_B",-0.745206877,-2.162225542,2.162225542
"Hf12","top|A",-0.749242053,-2.166260718,2.166260718
"Nb6Zn6","hollow|A_B_B|FCC",-0.749946556,-2.166965221,2.166965221
"Zr12","top|A",-0.754873585,-2.17189225,2.17189225
"Ir6Re6","hollow|A_B_B|HCP",-0.756118778,-2.173137443,2.173137443
"Os6V6","hollow|A_A_B|FCC",-0.766491349,-2.183510014,2.183510014
"La6Os6","bridge|A_A|B",-0.768978606,-2.185997271,2.185997271
"Hf6Os6","hollow|A_B_B|HCP",-0.771588177,-2.188606842,2.188606842
"Os6Tc6","hollow|A_A_B|HCP",-0.773482362,-2.190501027,2.190501027
"Co6W6","hollow|A_A_B|FCC",-0.776859839,-2.193878504,2.193878504
"Mo6Zn6","top|A",-0.777816727,-2.194835392,2.194835392
"Cd6V6","hollow-tilt|A_A_B|FCC",-0.777885708,-2.194904373,2.194904373
"Re6Tc6","hollow|A_B_B|FCC",-0.782332592,-2.199351257,2.199351257
"Ir6Sc6","4fold|A_A_B_B",-0.784003371,-2.201022036,2.201022036
"Mo6W6","top|A",-0.784653995,-2.20167266,2.20167266
"Ru6Zr6","hollow|A_A_B|HCP",-0.785202305,-2.20222097,2.20222097
"Ir6V6","top|B",-0.789379797,-2.206398462,2.206398462
"Cr6Nb6","top|A",-0.79540603,-2.212424695,2.212424695
"Cd6La6","top|B",-0.795606714,-2.212625379,2.212625379
"Cu6Mo6","top|B",-0.796774082,-2.213792747,2.213792747
"Cr6Pd6","top|A",-0.796872315,-2.21389098,2.21389098
"Ru6Tc6","hollow|A_A_B|HCP",-0.797750562,-2.214769227,2.214769227
"Nb6Os6","top|A",-0.799731415,-2.21675008,2.21675008
"Ir6W6","top|B",-0.800135504,-2.217154169,2.217154169
"Nb6Ru6","hollow|A_B_B|HCP",-0.805240904,-2.222259569,2.222259569
"Cr6W6","top|B",-0.817735011,-2.234753676,2.234753676
"Ru6Ta6","hollow|A_A_B|FCC",-0.819359122,-2.236377787,2.236377787
"Cu6Re6","hollow|A_B_B|HCP",-0.820061448,-2.237080113,2.237080113
"Tc12","hollow|A_A_A|FCC",-0.82013247,-2.237151135,2.237151135
"Co6Hg6","top|B",3.657370267,2.240351602,2.240351602
"Hf6Ru6","hollow|A_B_B|HCP",-0.824877999,-2.241896664,2.241896664
"Cr6Ru6","hollow|A_B_B|FCC",-0.826206867,-2.243225532,2.243225532
"Rh6Ti6","top|B",-0.827292601,-2.244311266,2.244311266
"Ni6Ta6","hollow|A_A_B|HCP",-0.834114767,-2.251133432,2.251133432
"Cr6Y6","hollow|A_B_B|FCC",-0.834360214,-2.251378879,2.251378879
"Mn6Ru6","hollow|A_A_B|HCP",-0.834910973,-2.251929638,2.251929638
"Re6Tc6","hollow|A_A_B|FCC",-0.835093969,-2.252112634,2.252112634
"Hf6Mo6","top|B",-0.843606778,-2.260625443,2.260625443
"Nb6Rh6","hollow|A_B_B|HCP",-0.844595368,-2.261614033,2.261614033
"Fe6Tc6","hollow|A_A_B|HCP",-0.85076174,-2.267780405,2.267780405
"Mo6Pt6","top|A",-0.854814195,-2.27183286,2.27183286
"Rh6Zr6","4fold|A_A_B_B",-0.857724725,-2.27474339,2.27474339
"Pd6Tc6","hollow|A_B_B|HCP",-0.859002979,-2.276021644,2.276021644
"Ir6Nb6","top|B",-0.866224745,-2.28324341,2.28324341
"Au12","top|A",3.705461217,2.288442552,2.288442552
"Mo6Nb6","top|B",-0.87165845,-2.288677115,2.288677115
"Ta6Zn6","hollow|A_B_B|FCC",-0.874203122,-2.291221787,2.291221787
"Pt6V6","top|B",-0.875794444,-2.292813109,2.292813109
"Os6Ti6","hollow|A_A_B|HCP",-0.875880432,-2.292899097,2.292899097
"Rh6Sc6","4fold|A_A_B_B",-0.884515284,-2.301533949,2.301533949
"Rh6Ta6","hollow|A_A_B|HCP",-0.884983592,-2.302002257,2.302002257
"Ag6Mo6","top|B",-0.888006641,-2.305025306,2.305025306
"Cr6Tc6","bridge|B_B|A",-0.888095894,-2.305114559,2.305114559
"Os6Ti6","4fold|A_A_B_B",-0.89480731,-2.311825975,2.311825975
"V6Zn6","hollow|A_B_B|FCC",-0.894837787,-2.311856452,2.311856452
"Ni6Re6","hollow|A_B_B|FCC",-0.895436029,-2.312454694,2.312454694
"Ni6Re6","hollow|A_B_B|FCC",-0.895436029,-2.312454694,2.312454694
"Ni6Re6","hollow|A_B_B|FCC",-0.895436029,-2.312454694,2.312454694
"Pd6Sc6","4fold|A_A_B_B",-0.895976991,-2.312995656,2.312995656
"Mo12","top|A",-0.896368563,-2.313387228,2.313387228
"Ru6Ti6","4fold|A_A_B_B",-0.899815157,-2.316833822,2.316833822
"Au6Mo6","top|B",-0.90069735,-2.317716015,2.317716015
"Rh6Tc6","hollow|A_B_B|HCP",-0.907115019,-2.324133684,2.324133684
"Hf6Os6","4fold|A_A_B_B",-0.907830814,-2.324849479,2.324849479
"Co6W6","hollow|A_A_B|HCP",-0.907964831,-2.324983496,2.324983496
"Sc12","top|A",-0.913253091,-2.330271756,2.330271756
"Os6Tc6","hollow|A_B_B|HCP",-0.913344521,-2.330363186,2.330363186
"Cr6Mo6","top|B",-0.916730434,-2.333749099,2.333749099
"Co6Re6","hollow|A_B_B|FCC",-0.920002603,-2.337021268,2.337021268
"Pt6Y6","4fold|A_A_B_B",-0.920024372,-2.337043037,2.337043037
"Cr12","top|A",-0.926688303,-2.343706968,2.343706968
"Nb6Pt6","top|A",-0.927348179,-2.344366844,2.344366844
"Zn6Zr6","hollow|A_A_B|HCP",-0.930099386,-2.347118051,2.347118051
"Ag6La6","top|B",-0.931313831,-2.348332496,2.348332496
"Cu6V6","hollow|A_A_B|HCP",-0.936754747,-2.353773412,2.353773412
"Cu6Nb6","hollow|A_A_B|FCC",-0.938497364,-2.355516029,2.355516029
"Cu6Nb6","hollow|A_B_B|FCC",-0.93928146,-2.356300125,2.356300125
"Cu6Nb6","top|B",-0.939828953,-2.356847618,2.356847618
"Tc6Y6","top|A",-0.943144932,-2.360163597,2.360163597
"Rh6V6","hollow|A_A_B|HCP",-0.94466877,-2.361687435,2.361687435
"Hf6Re6","top|B",-0.946292337,-2.363311002,2.363311002
"Ir6Mo6","hollow|A_B_B|FCC",-0.948472785,-2.36549145,2.36549145
"Fe6Tc6","hollow|A_B_B|FCC",-0.949255112,-2.366273777,2.366273777
