surface,site,reaction energy (eV),reaction energy difference (eV),absolute reaction energy difference (eV)
Cu6Y6,bridge|A_A|B,-0.219243616,0.093070416,0.093070416
Ir6Ru6,hollow|A_B_B|HCP,-0.218297068,0.094016964,0.094016964
Cu6Fe6,hollow|A_B_B|HCP,-0.406855632,-0.0945416,0.0945416
Ir6Pt6,hollow|A_A_B|HCP,-0.216816905,0.095497127,0.095497127
Pt6Re6,bridge|B_B|A,-0.407946808,-0.095632776,0.095632776
Cu6Fe6,hollow|A_A_B|FCC,-0.216509689,0.095804343,0.095804343
Sc6W6,bridge|B_B|A,-0.408134839,-0.095820807,0.095820807
Ir6Ta6,hollow|A_A_B|HCP,-0.408376748,-0.096062716,0.096062716
Co6Hf6,bridge|A_A|B,-0.408430355,-0.096116323,0.096116323
Ir6W6,bridge|A_A|B,-0.215200141,0.097113891,0.097113891
Co6Ru6,hollow|A_B_B|FCC,-0.410892441,-0.098578409,0.098578409
Mn6Ru6,hollow|A_A_B|FCC,-0.213722699,0.098591333,0.098591333
Re6Tc6,bridge|A_A|B,-0.411087274,-0.098773242,0.098773242
Ru12,hollow|A_A_A|FCC,-0.411165643,-0.098851611,0.098851611
Nb6Pt6,hollow|A_A_B|FCC,-0.411627692,-0.09931366,0.09931366
Os6W6,bridge|A_A|B,-0.412194369,-0.099880337,0.099880337
Ni6Pd6,hollow|A_B_B|FCC,-0.211927972,0.10038606,0.10038606
Nb6Pt6,hollow|A_B_B|FCC,-0.211498984,0.100815048,0.100815048
Tc6Zn6,bridge|A_A|B,-0.413517115,-0.101203083,0.101203083
Pt6V6,hollow|A_B_B|FCC,-0.414363253,-0.102049221,0.102049221
Co6Ir6,bridge|A_B|B,-0.209847662,0.10246637,0.10246637
Fe6Y6,bridge|A_B|B,-0.209275542,0.10303849,0.10303849
Cu6Ru6,hollow|A_A_B|HCP,-0.209186289,0.103127743,0.103127743
La6Mn6,bridge|B_B|A,-0.209180438,0.103133594,0.103133594
Fe6Os6,bridge|A_B|A,-0.208934175,0.103379857,0.103379857
Ru6V6,hollow|A_A_B|HCP,-0.416432134,-0.104118102,0.104118102
Ir6Rh6,hollow|A_B_B|HCP,-0.208092663,0.104221369,0.104221369
La6Pt6,hollow-tilt|A_A_B|FCC,-0.207741637,0.104572395,0.104572395
Tc6Y6,bridge|B_B|A,-0.20689305,0.105420982,0.105420982
La12,bridge|A_A|A,-0.417776649,-0.105462617,0.105462617
Co6Ir6,top|B,-0.20684543,0.105468602,0.105468602
Pt6Ta6,hollow|A_A_B|FCC,-0.20638855,0.105925482,0.105925482
Co6Zr6,top|A,-0.205955617,0.106358415,0.106358415
Cu6Nb6,hollow|A_A_B|HCP,-0.204253954,0.108060078,0.108060078
Os6Tc6,hollow|A_A_B|FCC,-0.420828541,-0.108514509,0.108514509
Pt12,bridge|A_A|A,-0.203687685,0.108626347,0.108626347
Ir6Os6,hollow|A_B_B|FCC,-0.203481286,0.108832746,0.108832746
Mo6Rh6,hollow|A_B_B|FCC,-0.421788423,-0.109474391,0.109474391
Pd6Sc6,hollow|A_B_B|FCC,-0.422001352,-0.10968732,0.10968732
Rh6V6,hollow|A_A_B|FCC,-0.422033734,-0.109719702,0.109719702
Cu6La6,bridge|B_B|A,-0.42257524,-0.110261208,0.110261208
Ag6La6,4fold|A_A_B_B,-0.20130111,0.111012922,0.111012922
Pt6Rh6,hollow|A_A_B|FCC,-0.201134713,0.111179319,0.111179319
Re6Zn6,top-tilt|A,-0.200894572,0.11141946,0.11141946
Pd6Rh6,hollow|A_A_B|FCC,-0.200692256,0.111621776,0.111621776
Pt6V6,hollow|A_A_B|FCC,-0.200579056,0.111734976,0.111734976
Ni6Pt6,hollow|A_B_B|FCC,-0.200528171,0.111785861,0.111785861
Pd6Sc6,hollow|A_B_B|HCP,-0.424848343,-0.112534311,0.112534311
Ag6Pd6,hollow|A_B_B|HCP,-0.199235902,0.11307813,0.11307813
Cu6Pt6,hollow|A_B_B|FCC,-0.199232365,0.113081667,0.113081667
Cu6Pt6,hollow|A_A_B|FCC,-0.1989061,0.113407932,0.113407932
Co6Zr6,bridge|A_A|B,-0.425767544,-0.113453512,0.113453512
Os6Re6,hollow|A_B_B|HCP,-0.425789177,-0.113475145,0.113475145
Ir6V6,hollow|A_A_B|HCP,-0.426601572,-0.11428754,0.11428754
Hf6Rh6,hollow|A_A_B|HCP,-0.427577645,-0.115263613,0.115263613
Au6Mo6,top|B,-0.195857065,0.116456967,0.116456967
Ir6Mo6,bridge|B_B|A,-0.428850593,-0.116536561,0.116536561
Re6Zn6,top|B,-0.195690259,0.116623773,0.116623773
Ag6Ru6,bridge|B_B|A,-0.194623709,0.117690323,0.117690323
Cu6Ta6,hollow|A_A_B|HCP,-0.194353092,0.11796094,0.11796094
Pt12,hollow|A_A_A|HCP,-0.194288464,0.118025568,0.118025568
Mo6Ni6,hollow|A_B_B|HCP,-0.430865868,-0.118551836,0.118551836
La6Ni6,hollow-tilt|A_B_B|FCC,-0.431053355,-0.118739323,0.118739323
Ni6Ta6,hollow|A_A_B|HCP,-0.431187371,-0.118873339,0.118873339
Mo6Ni6,hollow|A_B_B|FCC,-0.431750919,-0.119436887,0.119436887
Cr6Pt6,hollow|A_A_B|HCP,-0.432063169,-0.119749137,0.119749137
Co6Hf6,top|A,-0.192445573,0.119868459,0.119868459
Mo6Ru6,bridge|A_A|B,-0.43234263,-0.120028598,0.120028598
Ir6Sc6,bridge|A_A|B,-0.432541137,-0.120227105,0.120227105
La6Ni6,hollow-tilt|A_A_B|FCC,-0.432811891,-0.120497859,0.120497859
Ir6La6,bridge|A_A|B,-0.433537346,-0.121223314,0.121223314
Co6Ti6,top|A,-0.190685677,0.121628355,0.121628355
Hf6Y6,bridge|B_B|A,-0.433952728,-0.121638696,0.121638696
Cr6Tc6,bridge|A_A|B,-0.434027015,-0.121712983,0.121712983
Ir6Pt6,bridge|A_B|A,-0.190297779,0.122016253,0.122016253
Co6Re6,hollow|A_A_B|FCC,-0.434650836,-0.122336804,0.122336804
Pt6Ru6,bridge|B_B|A,-0.189973827,0.122340205,0.122340205
Ir6Rh6,bridge|A_B|A,-0.18990784,0.122406192,0.122406192
Rh6Ta6,hollow|A_A_B|FCC,-0.4353767,-0.123062668,0.123062668
Pt6Rh6,hollow|A_A_B|HCP,-0.189147418,0.123166614,0.123166614
Cu6Ni6,hollow|A_A_B|FCC,-0.188891359,0.123422673,0.123422673
Mn6Zn6,hollow|A_A_B|HCP,-0.188327131,0.123986901,0.123986901
Ir6Re6,hollow|A_A_B|HCP,-0.187914606,0.124399426,0.124399426
Nb6Rh6,hollow|A_B_B|FCC,-0.436995233,-0.124681201,0.124681201
W6Y6,bridge|B_B|A,-0.437111561,-0.124797529,0.124797529
Ir6Os6,bridge|B_B|A,-0.187484666,0.124829366,0.124829366
Hf6Tc6,top|B,-0.187047107,0.125266925,0.125266925
Co6Rh6,bridge|A_B|A,-0.186731999,0.125582033,0.125582033
Mo6Re6,bridge|B_B|A,-0.438248725,-0.125934693,0.125934693
Cu6Tc6,hollow|A_B_B|FCC,-0.43921228,-0.126898248,0.126898248
Cu6Pt6,top|B,-0.184818903,0.127495129,0.127495129
Pt6Zn6,top-tilt|A,-0.184417263,0.127896769,0.127896769
Pd6Ti6,hollow|A_A_B|FCC,-0.183918886,0.128395146,0.128395146
Au6Pt6,top|A,-0.183762965,0.128551067,0.128551067
Au6Pt6,top|B,-0.183433979,0.128880053,0.128880053
Pt6Rh6,bridge|A_A|B,-0.183102409,0.129211623,0.129211623
Cd6Ir6,bridge|B_B|A,-0.44166906,-0.129355028,0.129355028
Cu6La6,hollow-tilt|A_B_B|FCC,-0.441825798,-0.129511766,0.129511766
Nb6Sc6,bridge|B_B|A,-0.441874914,-0.129560882,0.129560882
Cu6Hf6,4fold|A_A_B_B,-0.182684442,0.12962959,0.12962959
Cu6Rh6,hollow|A_A_B|HCP,-0.182255454,0.130058578,0.130058578
Os6Rh6,hollow|A_B_B|FCC,-0.182173548,0.130140484,0.130140484
Rh6W6,hollow|A_A_B|FCC,-0.442771665,-0.130457633,0.130457633
Ag6Pd6,bridge|B_B|A,-0.181667689,0.130646343,0.130646343
Ir6Ti6,hollow|A_A_B|HCP,-0.181467141,0.130846891,0.130846891
Cr6Os6,hollow|A_B_B|HCP,-0.443576306,-0.131262274,0.131262274
Cu6Pt6,bridge|A_B|B,-0.180449571,0.131864461,0.131864461
Cu6Pt6,bridge|A_B|A,-0.179981943,0.132332089,0.132332089
Rh12,bridge|A_A|A,-0.179943439,0.132370593,0.132370593
Ir6Ru6,hollow|A_A_B|FCC,-0.179791464,0.132522568,0.132522568
Co6Pd6,hollow|A_A_B|HCP,-0.179575949,0.132738083,0.132738083
Re6Zr6,bridge|B_B|A,-0.445782197,-0.133468165,0.133468165
La6Zn6,hollow|A_A_B|FCC,-0.445903968,-0.133589936,0.133589936
Ir6Zn6,bridge|A_A|B,-0.447340593,-0.135026561,0.135026561
Tc6W6,top|B,-0.176981344,0.135332688,0.135332688
Os6Zn6,top|A,-0.176737802,0.13557623,0.13557623
Ag6Ta6,hollow|A_A_B|HCP,-0.176564194,0.135749838,0.135749838
Cu6Sc6,bridge|A_A|B,-0.176534669,0.135779363,0.135779363
Cd6Rh6,top|B,-0.17633208,0.135981952,0.135981952
Au6Ni6,bridge|B_B|A,-0.17596255,0.136351482,0.136351482
Co12,hollow|A_A_A|FCC,-0.448717897,-0.136403865,0.136403865
Fe6Ru6,bridge|A_B|B,-0.175456554,0.136857478,0.136857478
Ni6Pt6,hollow|A_A_B|HCP,-0.174472182,0.13784185,0.13784185
Re6Ru6,bridge|A_A|B,-0.450272075,-0.137958043,0.137958043
Au6Ni6,bridge|A_A|B,-0.174058433,0.138255599,0.138255599
Fe6Ru6,bridge|B_B|A,-0.174002514,0.138311518,0.138311518
Cu6Pd6,bridge|B_B|A,-0.173956254,0.138357778,0.138357778
Pt6Re6,top|B,-0.172882902,0.13943113,0.13943113
Ir6Ni6,bridge|A_B|B,-0.172858547,0.139455485,0.139455485
Y6Zr6,bridge|A_A|B,-0.451851696,-0.139537664,0.139537664
Co6Cu6,hollow|A_B_B|FCC,-0.171633219,0.140680813,0.140680813
Mo6Rh6,hollow|A_B_B|HCP,-0.453256348,-0.140942316,0.140942316
Os6Re6,hollow|A_B_B|FCC,-0.454778144,-0.142464112,0.142464112
Co6Pd6,hollow|A_B_B|HCP,-0.169843662,0.14247037,0.14247037
Fe6Ir6,hollow|A_A_B|HCP,-0.168899971,0.143414061,0.143414061
Co6Ni6,bridge|A_A|B,-0.168693301,0.143620731,0.143620731
Os12,bridge|A_A|A,-0.168578605,0.143735427,0.143735427
Hf6Ni6,bridge|B_B|A,-0.168524454,0.143789578,0.143789578
Ir6Tc6,hollow|A_B_B|FCC,-0.45646974,-0.144155708,0.144155708
Re6Ru6,hollow|A_B_B|HCP,-0.456822399,-0.144508367,0.144508367
Ru6Tc6,hollow|A_A_B|HCP,-0.457249074,-0.144935042,0.144935042
La6Mo6,hollow-tilt|A_A_B|HCP,-0.457862282,-0.14554825,0.14554825
La6Rh6,bridge|B_B|A,-0.458281202,-0.14596717,0.14596717
Mn6Zn6,bridge|A_A|B,-0.166167948,0.146146084,0.146146084
Rh6Sc6,bridge|A_A|B,-0.458831416,-0.146517384,0.146517384
Mo6Pt6,hollow|A_B_B|FCC,-0.16568481,0.146629222,0.146629222
Ir6Zn6,top|A,-0.459237138,-0.146923106,0.146923106
Os6Zn6,top-tilt|B,-0.16446642,0.147847612,0.147847612
Pd12,bridge|A_A|A,-0.164437848,0.147876184,0.147876184
Rh6W6,hollow|A_A_B|HCP,-0.460474303,-0.148160271,0.148160271
Pt6Rh6,bridge|B_B|A,-0.164151449,0.148162583,0.148162583
Pt6Zn6,bridge|A_A|B,-0.163435653,0.148878379,0.148878379
Rh6Zr6,bridge|B_B|A,-0.163297691,0.149016341,0.149016341
Ag6V6,hollow|A_A_B|HCP,-0.163296875,0.149017157,0.149017157
Fe6La6,bridge|B_B|A,-0.163197145,0.149116887,0.149116887
Zn6Zr6,4fold|A_A_B_B,-0.162532916,0.149781116,0.149781116
Hg6La6,bridge|B_B|A,-0.462176919,-0.149862887,0.149862887
Pt6Rh6,bridge|A_B|A,-0.162144337,0.150169695,0.150169695
Fe6Ta6,bridge|A_A|B,-0.46255992,-0.150245888,0.150245888
Cu6Ru6,bridge|A_B|B,-0.161283505,0.151030527,0.151030527
La6W6,bridge|A_A|B,-0.161114658,0.151199374,0.151199374
Cd6W6,top-tilt|B,-0.160620363,0.151693669,0.151693669
Ir6Os6,hollow|A_B_B|HCP,-0.160421856,0.151892176,0.151892176
Co6Ti6,bridge|A_A|B,-0.464408253,-0.152094221,0.152094221
Co6Re6,hollow|A_A_B|HCP,-0.464431519,-0.152117487,0.152117487
Rh6Zr6,bridge|A_A|B,-0.159356531,0.152957501,0.152957501
Au6La6,bridge|B_B|A,-0.466116448,-0.153802416,0.153802416
Hf6Os6,top|B,-0.466177537,-0.153863505,0.153863505
Os6Ru6,bridge|B_B|A,-0.158265218,0.154048814,0.154048814
Co6La6,bridge|A_A|B,-0.466675369,-0.154361337,0.154361337
Ag6Nb6,hollow|A_A_B|HCP,-0.157808611,0.154505421,0.154505421
Ir12,hollow|A_A_A|FCC,-0.157797318,0.154516714,0.154516714
Co6Ni6,bridge|B_B|A,-0.157282207,0.155031825,0.155031825
Pt6Ti6,hollow|A_B_B|HCP,-0.467562597,-0.155248565,0.155248565
Os6Tc6,hollow|A_B_B|HCP,-0.46813077,-0.155816738,0.155816738
Cr6Ru6,hollow|A_B_B|HCP,-0.469148884,-0.156834852,0.156834852
Rh6Tc6,hollow|A_B_B|HCP,-0.469338139,-0.157024107,0.157024107
Mo6Pt6,hollow|A_A_B|HCP,-0.470261149,-0.157947117,0.157947117
Ir6Pd6,hollow|A_B_B|FCC,-0.154298479,0.158015553,0.158015553
Hf6Ir6,hollow|A_A_B|FCC,-0.470553944,-0.158239912,0.158239912
Hg6Pt6,top|B,-0.153773571,0.158540461,0.158540461
Ru6Y6,bridge|B_B|A,-0.152786206,0.159527826,0.159527826
Ni6Ru6,bridge|A_A|B,-0.152569331,0.159744701,0.159744701
Ni6Ru6,bridge|A_A|B,-0.152569331,0.159744701,0.159744701
Ni6Ru6,bridge|A_A|B,-0.152569331,0.159744701,0.159744701
Ir6Pt6,bridge|A_B|B,-0.152468105,0.159845927,0.159845927
Sc6Zn6,4fold|A_A_B_B,-0.151587545,0.160726487,0.160726487
Os6Pd6,hollow|A_B_B|FCC,-0.151363595,0.160950437,0.160950437
Mn6Zr6,top|A,-0.151278015,0.161036017,0.161036017
Pd6Ru6,hollow|A_A_B|FCC,-0.151221824,0.161092208,0.161092208
Rh6Y6,bridge|B_B|A,-0.151186177,0.161127855,0.161127855
Rh6Tc6,bridge|A_A|B,-0.151129849,0.161184183,0.161184183
Cr6Pt6,hollow|A_B_B|FCC,-0.149823975,0.162490057,0.162490057
Os6Zr6,top|A,-0.475306956,-0.162992924,0.162992924
Ir6Ru6,bridge|B_B|A,-0.148559734,0.163754298,0.163754298
Hf6Re6,bridge|A_A|B,-0.47613908,-0.163825048,0.163825048
Ir6Nb6,hollow|A_B_B|HCP,-0.476505074,-0.164191042,0.164191042
Pd6Tc6,hollow|A_B_B|HCP,-0.476877053,-0.164563021,0.164563021
Ru6Tc6,hollow|A_A_B|FCC,-0.47690372,-0.164589688,0.164589688
Ir6Nb6,hollow|A_A_B|HCP,-0.477370532,-0.1650565,0.1650565
Re6Ru6,hollow|A_B_B|FCC,-0.477412029,-0.165097997,0.165097997
Ir6Ru6,hollow|A_A_B|HCP,-0.146489356,0.165824676,0.165824676
Fe6Ta6,bridge|B_B|A,-0.478315583,-0.166001551,0.166001551
Hg6Ni6,bridge|B_B|A,-0.146243501,0.166070531,0.166070531
La6Rh6,bridge|A_A|B,-0.146236018,0.166078014,0.166078014
Fe6Ir6,hollow|A_A_B|FCC,-0.146219555,0.166094477,0.166094477
Rh6V6,hollow|A_A_B|HCP,-0.478592731,-0.166278699,0.166278699
Ir6Pt6,hollow|A_B_B|HCP,-0.145648252,0.16666578,0.16666578
Ir6Pt6,hollow|A_B_B|FCC,-0.144528095,0.167785937,0.167785937
Nb6Ni6,hollow|A_B_B|HCP,-0.480931822,-0.16861779,0.16861779
Sc6V6,bridge|A_A|B,-0.480999578,-0.168685546,0.168685546
Cu6Tc6,hollow|A_B_B|HCP,-0.481064885,-0.168750853,0.168750853
Re6Rh6,hollow|A_A_B|HCP,-0.481455641,-0.169141609,0.169141609
Cu6Tc6,bridge|B_B|A,-0.481917418,-0.169603386,0.169603386
Fe6Ir6,hollow|A_B_B|FCC,-0.142410914,0.169903118,0.169903118
Au6W6,top|B,-0.141907639,0.170406393,0.170406393
Fe6Ni6,hollow|A_A_B|HCP,-0.141461236,0.170852796,0.170852796
Pd6Tc6,bridge|B_B|A,-0.48328411,-0.170970078,0.170970078
Mn6Zr6,bridge|B_B|A,-0.484038001,-0.171723969,0.171723969
Ag6Tc6,bridge|B_B|A,-0.484114873,-0.171800841,0.171800841
Hg6Rh6,top|B,-0.140096449,0.172217583,0.172217583
Ru6Zn6,bridge|A_A|B,-0.484871077,-0.172557045,0.172557045
Fe6Os6,bridge|A_A|B,-0.139456574,0.172857458,0.172857458
Ni6Ta6,hollow|A_A_B|FCC,-0.485639799,-0.173325767,0.173325767
Ru6W6,bridge|B_B|A,-0.48627777,-0.173963738,0.173963738
Ir6Tc6,bridge|A_A|B,-0.138349342,0.17396469,0.17396469
Fe6Tc6,hollow|A_A_B|FCC,-0.487695075,-0.175381043,0.175381043
Fe6Ir6,hollow|A_B_B|HCP,-0.136027531,0.176286501,0.176286501
Co6Os6,bridge|A_A|B,-0.135730383,0.176583649,0.176583649
Ta6Tc6,hollow|A_A_B|HCP,-0.489814842,-0.17750081,0.17750081
Cd6La6,hollow|A_B_B|HCP,-0.490947516,-0.178633484,0.178633484
Ag6Nb6,hollow|A_A_B|FCC,-0.133594153,0.178719879,0.178719879
Ta6Zn6,hollow-tilt|A_B_B|HCP,-0.133480001,0.178834031,0.178834031
Ta6Zn6,hollow|A_B_B|HCP,-0.133476192,0.17883784,0.17883784
Pt6W6,hollow|A_A_B|FCC,-0.133230201,0.179083831,0.179083831
W6Zn6,hollow|A_B_B|HCP,-0.133192377,0.179121655,0.179121655
Re12,hollow|A_A_A|HCP,-0.491666032,-0.179352,0.179352
Co6Pt6,hollow|A_B_B|HCP,-0.132190726,0.180123306,0.180123306
Au6Fe6,hollow|A_B_B|HCP,-0.131935755,0.180378277,0.180378277
Ag6Pt6,top|B,-0.131804732,0.1805093,0.1805093
Mn6W6,top|B,-0.131738473,0.180575559,0.180575559
Hf6Rh6,hollow|A_A_B|FCC,-0.492896939,-0.180582907,0.180582907
Fe6Zr6,bridge|B_B|A,-0.493129596,-0.180815564,0.180815564
Cd6Rh6,bridge|B_B|A,-0.493221571,-0.180907539,0.180907539
Hf6Tc6,bridge|A_A|B,-0.493412323,-0.181098291,0.181098291
Pt6V6,hollow|A_A_B|HCP,-0.131084855,0.181229177,0.181229177
Mn6Ru6,hollow|A_B_B|HCP,-0.130516409,0.181797623,0.181797623
Pd6Ti6,hollow|A_A_B|HCP,-0.130360216,0.181953816,0.181953816
Mn6W6,hollow|A_A_B|HCP,-0.494414246,-0.182100214,0.182100214
Mo6Sc6,bridge|A_A|B,-0.495989921,-0.183675889,0.183675889
Mo6Sc6,bridge|A_A|B,-0.495989921,-0.183675889,0.183675889
Mo6Sc6,bridge|A_A|B,-0.495989921,-0.183675889,0.183675889
La6Ni6,top|B,-0.127524654,0.184789378,0.184789378
Ni6Re6,hollow|A_B_B|FCC,-0.497709545,-0.185395513,0.185395513
Ni6Re6,hollow|A_B_B|FCC,-0.497709545,-0.185395513,0.185395513
Ni6Re6,hollow|A_B_B|FCC,-0.497709545,-0.185395513,0.185395513
Hg6Pt6,bridge|B_B|A,-0.126653345,0.185660687,0.185660687
Co6Pd6,hollow|A_B_B|FCC,-0.126577017,0.185737015,0.185737015
Au6Pd6,hollow|A_B_B|FCC,-0.126063266,0.186250766,0.186250766
Re6Ru6,hollow|A_A_B|HCP,-0.498806435,-0.186492403,0.186492403
Rh6Sc6,bridge|B_B|A,-0.125602986,0.186711046,0.186711046
Tc6W6,hollow|A_A_B|HCP,-0.499917068,-0.187603036,0.187603036
Cr6Tc6,bridge|A_B|B,-0.499939517,-0.187625485,0.187625485
Rh6Ta6,hollow|A_A_B|HCP,-0.50004224,-0.187728208,0.187728208
Cr6Tc6,bridge|A_B|A,-0.500089044,-0.187775012,0.187775012
Cd6Ta6,hollow-tilt|A_A_B|HCP,-0.12446174,0.187852292,0.187852292
Nb6Pt6,hollow|A_B_B|HCP,-0.124256294,0.188057738,0.188057738
Nb6Ni6,hollow|A_B_B|FCC,-0.500469867,-0.188155835,0.188155835
Tc6W6,bridge|A_B|B,-0.500618169,-0.188304137,0.188304137
Au6Fe6,bridge|B_B|A,-0.123845947,0.188468085,0.188468085
Ag6Rh6,hollow-tilt|A_A_B|HCP,-0.123540363,0.188773669,0.188773669
Fe6Ir6,bridge|A_A|B,-0.123334645,0.188979387,0.188979387
Ag6W6,hollow|A_A_B|FCC,-0.123299406,0.189014626,0.189014626
Cu6Ti6,hollow|A_A_B|HCP,-0.123118042,0.18919599,0.18919599
Cr6Ir6,hollow|A_A_B|HCP,-0.501775606,-0.189461574,0.189461574
Cd6La6,bridge|B_B|A,-0.501943364,-0.189629332,0.189629332
Fe6Ta6,top|A,-0.121832304,0.190481728,0.190481728
Fe6Ni6,hollow|A_B_B|FCC,-0.121599511,0.190714521,0.190714521
Ir6Zr6,hollow|A_B_B|FCC,-0.503276449,-0.190962417,0.190962417
Hf6Rh6,hollow|A_B_B|HCP,-0.121281682,0.19103235,0.19103235
Mo6Os6,hollow|A_B_B|HCP,-0.503360941,-0.191046909,0.191046909
Ir12,bridge|A_A|A,-0.121203722,0.19111031,0.19111031
Cu6Ni6,hollow|A_A_B|HCP,-0.121191068,0.191122964,0.191122964
Co6Cu6,hollow|A_B_B|HCP,-0.120403026,0.191911006,0.191911006
Ag6Ta6,hollow|A_A_B|FCC,-0.120385611,0.191928421,0.191928421
Rh6Y6,bridge|A_A|B,-0.505708875,-0.193394843,0.193394843
Rh6Ti6,hollow|A_B_B|FCC,-0.506506713,-0.194192681,0.194192681
Mn6Ta6,bridge|B_B|A,-0.506966993,-0.194652961,0.194652961
Re6Rh6,bridge|A_A|B,-0.507218835,-0.194904803,0.194904803
Fe6Tc6,hollow|A_A_B|HCP,-0.507662244,-0.195348212,0.195348212
Nb6Rh6,bridge|A_A|B,-0.508119259,-0.195805227,0.195805227
Cu6Rh6,hollow|A_A_B|FCC,-0.116250433,0.196063599,0.196063599
Ru6Tc6,hollow|A_B_B|HCP,-0.508437905,-0.196123873,0.196123873
Os6Tc6,hollow|A_B_B|FCC,-0.508614643,-0.196300611,0.196300611
Ag6Ti6,hollow|A_A_B|FCC,-0.115952197,0.196361835,0.196361835
Cr6Os6,hollow|A_B_B|FCC,-0.509177238,-0.196863206,0.196863206
Fe6Ni6,hollow|A_A_B|FCC,-0.11529096,0.197023072,0.197023072
Os6W6,hollow|A_A_B|HCP,-0.509727996,-0.197413964,0.197413964
Ag6Rh6,bridge|A_B|A,-0.114883878,0.197430154,0.197430154
Ag6Ti6,hollow|A_B_B|FCC,-0.113752836,0.198561196,0.198561196
Ir6Ru6,bridge|A_A|B,-0.113591201,0.198722831,0.198722831
Cr6Pd6,hollow|A_A_B|HCP,-0.51145279,-0.199138758,0.199138758
Re12,hollow|A_A_A|FCC,-0.511985045,-0.199671013,0.199671013
Re6V6,bridge|B_B|A,-0.512070216,-0.199756184,0.199756184
Re6Rh6,hollow|A_A_B|FCC,-0.512898939,-0.200584907,0.200584907
Ir12,hollow|A_A_A|HCP,-0.111492251,0.200821781,0.200821781
Mo6Os6,hollow|A_B_B|FCC,-0.514129574,-0.201815542,0.201815542
Os6Rh6,bridge|A_B|B,-0.109376838,0.202937194,0.202937194
Au6Mo6,bridge|B_B|A,-0.515256941,-0.202942909,0.202942909
Cr6Os6,top|B,-0.109113432,0.2032006,0.2032006
Ir6Y6,bridge|A_A|B,-0.515766883,-0.203452851,0.203452851
Co12,bridge|A_A|A,-0.108293689,0.204020343,0.204020343
Mo6Ni6,bridge|B_B|A,-0.516578734,-0.204264702,0.204264702
Rh6Zr6,hollow|A_A_B|FCC,-0.517198202,-0.20488417,0.20488417
Co6Re6,hollow|A_B_B|HCP,-0.517231263,-0.204917231,0.204917231
Rh6Zr6,hollow|A_B_B|FCC,-0.517359973,-0.205045941,0.205045941
Tc6Ti6,top|A,-0.106074736,0.206239296,0.206239296
Ni6Re6,hollow|A_B_B|HCP,-0.518803129,-0.206489097,0.206489097
Ni6Re6,hollow|A_B_B|HCP,-0.518803129,-0.206489097,0.206489097
Ni6Re6,hollow|A_B_B|HCP,-0.518803129,-0.206489097,0.206489097
Nb6Ni6,bridge|B_B|A,-0.521059905,-0.208745873,0.208745873
Ir6Ti6,hollow|A_B_B|FCC,-0.521716788,-0.209402756,0.209402756
Ag6Ru6,hollow|A_A_B|HCP,-0.102645694,0.209668338,0.209668338
Cu6Mo6,hollow|A_B_B|FCC,-0.522698166,-0.210384134,0.210384134
Re6V6,bridge|A_A|B,-0.523229877,-0.210915845,0.210915845
Mo6Rh6,bridge|B_B|A,-0.523297633,-0.210983601,0.210983601
Co6Pt6,hollow|A_B_B|FCC,-0.100217214,0.212096818,0.212096818
Ir6Pt6,bridge|B_B|A,-0.099984012,0.21233002,0.21233002
Co6Pd6,bridge|A_B|A,-0.099338558,0.212975474,0.212975474
Ag6Zr6,hollow|A_A_B|FCC,-0.099201549,0.213112483,0.213112483
Fe6Tc6,hollow|A_B_B|HCP,-0.525895096,-0.213581064,0.213581064
Au6Pd6,hollow|A_B_B|HCP,-0.098254729,0.214059303,0.214059303
Pt6W6,top|B,-0.097978533,0.214335499,0.214335499
Os6Tc6,top|A,-0.097838803,0.214475229,0.214475229
Ni6Re6,bridge|B_B|A,-0.527306142,-0.21499211,0.21499211
Ni6Re6,bridge|B_B|A,-0.527306142,-0.21499211,0.21499211
Ni6Re6,bridge|B_B|A,-0.527306142,-0.21499211,0.21499211
Nb6Rh6,hollow|A_B_B|HCP,-0.527363966,-0.215049934,0.215049934
Pt6V6,hollow|A_B_B|HCP,-0.52795078,-0.215636748,0.215636748
Co6Pt6,hollow|A_A_B|HCP,-0.095763391,0.216550641,0.216550641
Ag6Hf6,hollow|A_A_B|FCC,-0.095206101,0.217107931,0.217107931
Rh6Ru6,bridge|A_A|B,-0.094716569,0.217597463,0.217597463
Pt6Tc6,hollow|A_A_B|FCC,-0.094334793,0.217979239,0.217979239
Mn6Y6,hollow|A_B_B|FCC,-0.530493548,-0.218179516,0.218179516
La6Nb6,top|B,-0.093585391,0.218728641,0.218728641
Re6Ta6,bridge|A_A|B,-0.531238867,-0.218924835,0.218924835
Pd6Tc6,hollow|A_B_B|FCC,-0.53131125,-0.218997218,0.218997218
Pt6Ru6,hollow|A_A_B|FCC,-0.093021708,0.219292324,0.219292324
Au6Pd6,bridge|B_B|A,-0.092057472,0.22025656,0.22025656
Co6Pt6,bridge|B_B|A,-0.091445624,0.220868408,0.220868408
Re6Tc6,hollow|A_B_B|HCP,-0.533561903,-0.221247871,0.221247871
Ir6Mo6,hollow|A_B_B|HCP,-0.534108988,-0.221794956,0.221794956
Pd6Re6,bridge|B_B|A,-0.534697298,-0.222383266,0.222383266
Co6Re6,top|B,-0.089454567,0.222859465,0.222859465
Ru6Ti6,hollow|A_A_B|HCP,-0.535437448,-0.223123416,0.223123416
