surface,site,reaction energy (eV),reaction energy difference (eV),absolute reaction energy difference (eV)
Cd12,hollow|A_A_A|FCC,5.458832723,1.348759588,1.348759588
Mn6Ni6,4fold|A_A_B_B,2.758326416,-1.351746719,1.351746719
Cu6Y6,bridge|B_B|A,2.755517929,-1.354555206,1.354555206
Ir6La6,hollow-tilt|A_B_B|FCC,2.745851085,-1.36422205,1.36422205
Ni6Pd6,hollow|A_B_B|HCP,2.744544122,-1.365529013,1.365529013
Cu6V6,hollow|A_A_B|HCP,2.743542199,-1.366530936,1.366530936
Cr6Zr6,top|B,5.481670149,1.371597014,1.371597014
Mo6Pd6,hollow|A_B_B|FCC,2.735525862,-1.374547273,1.374547273
Fe6Pd6,hollow|A_A_B|FCC,2.735028573,-1.375044562,1.375044562
Ni6Y6,hollow-tilt|A_B_B|FCC,2.734937143,-1.375135992,1.375135992
La6Pt6,bridge|B_B|A,2.733575349,-1.376497786,1.376497786
Cu6Pt6,hollow|A_B_B|FCC,2.732440771,-1.377632364,1.377632364
Pt6V6,hollow|A_A_B|HCP,2.732427709,-1.377645426,1.377645426
Cu6Ni6,hollow|A_B_B|FCC,2.7311134,-1.378959735,1.378959735
Mo6Pt6,hollow|A_B_B|FCC,2.72799171,-1.382081425,1.382081425
Ir6Ti6,hollow|A_A_B|HCP,2.725765682,-1.384307453,1.384307453
Ag6Sc6,hollow|A_B_B|HCP,2.723424823,-1.386648312,1.386648312
Cd6Mn6,bridge|B_B|A,2.722961821,-1.387111314,1.387111314
Ag6Cd6,hollow|A_B_B|FCC,5.497811942,1.387738807,1.387738807
Au6Cr6,hollow|A_B_B|FCC,2.722000035,-1.3880731,1.3880731
Cu6Tc6,hollow|A_A_B|FCC,2.721173625,-1.38889951,1.38889951
Cu6V6,hollow|A_A_B|FCC,2.716914091,-1.393159044,1.393159044
Fe6Pd6,hollow|A_A_B|HCP,2.714901673,-1.395171462,1.395171462
Cu6Sc6,hollow|A_B_B|FCC,2.714244246,-1.395828889,1.395828889
Os6Zr6,top|A,2.71308232,-1.396990815,1.396990815
Ag6Cd6,bridge|A_A|B,5.5093195,1.399246365,1.399246365
Cr6Pd6,hollow|A_B_B|FCC,2.709249733,-1.400823402,1.400823402
Tc6Zr6,top|A,2.707871204,-1.402201931,1.402201931
Cd6Ni6,bridge|B_B|A,2.707291194,-1.402781941,1.402781941
Cr6Cu6,hollow|A_B_B|HCP,2.705777016,-1.404296119,1.404296119
Cr6Pt6,hollow|A_B_B|FCC,2.70243505,-1.407638085,1.407638085
Fe6Hf6,top|B,5.521497683,1.411424548,1.411424548
Pt6Re6,hollow|A_A_B|FCC,2.694124421,-1.415948714,1.415948714
Fe6Pt6,hollow|A_B_B|HCP,2.692470377,-1.417602758,1.417602758
Fe6Pt6,hollow|A_A_B|FCC,2.688282001,-1.421791134,1.421791134
Os6Pd6,hollow|A_B_B|FCC,2.68558304,-1.424490095,1.424490095
Ir6Os6,hollow|A_A_B|FCC,2.683271841,-1.426801294,1.426801294
Cu6W6,hollow|A_A_B|FCC,2.681246906,-1.428826229,1.428826229
Ir6Mn6,hollow|A_A_B|FCC,2.67574939,-1.434323745,1.434323745
Co6Pt6,hollow|A_A_B|HCP,2.670372557,-1.439700578,1.439700578
Au6Co6,bridge|B_B|A,2.670142893,-1.439930242,1.439930242
Cu6Ni6,hollow|A_B_B|HCP,2.669206141,-1.440866994,1.440866994
Cu6Re6,hollow|A_A_B|FCC,2.664518163,-1.445554972,1.445554972
Pt6W6,hollow|A_A_B|HCP,2.664046998,-1.446026137,1.446026137
Ag6Hg6,hollow|A_B_B|FCC,5.556749351,1.446676216,1.446676216
Ni6Os6,hollow|A_A_B|FCC,2.660063524,-1.450009611,1.450009611
Hf6Re6,top|B,2.660024067,-1.450049068,1.450049068
Co6Ni6,hollow|A_B_B|FCC,2.659522834,-1.450550301,1.450550301
Au6Ni6,bridge|B_B|A,2.659127452,-1.450945683,1.450945683
Co6Pt6,hollow|A_A_B|FCC,2.65449349,-1.455579645,1.455579645
Os6Pt6,hollow|A_B_B|FCC,2.654296207,-1.455776928,1.455776928
Pt6Tc6,hollow|A_A_B|FCC,2.653009925,-1.45706321,1.45706321
Ir6Re6,hollow|A_A_B|FCC,2.65153466,-1.458538475,1.458538475
Pd6W6,hollow|A_A_B|HCP,2.650589064,-1.459484071,1.459484071
Os6Rh6,hollow|A_B_B|FCC,2.649555576,-1.460517559,1.460517559
Cu6La6,hollow|A_B_B|FCC,2.64540516,-1.464667975,1.464667975
Au6Pt6,hollow|A_B_B|FCC,2.642833956,-1.467239179,1.467239179
Cu6Mo6,hollow|A_A_B|FCC,2.624264908,-1.485808227,1.485808227
Au6Pt6,hollow|A_B_B|HCP,2.623943949,-1.486129186,1.486129186
Ag6Cd6,hollow|A_B_B|HCP,5.596425589,1.486352454,1.486352454
Rh6Zn6,4fold|A_A_B_B,2.616461635,-1.4936115,1.4936115
Ag12,hollow|A_A_A|FCC,5.608978745,1.49890561,1.49890561
La6Ni6,hollow-tilt|A_A_B|FCC,2.606402539,-1.503670596,1.503670596
Ag6Au6,hollow|A_A_B|HCP,5.627318945,1.51724581,1.51724581
Co6Pd6,hollow|A_A_B|FCC,2.590702931,-1.519370204,1.519370204
Co6Pt6,hollow|A_B_B|HCP,2.583624025,-1.52644911,1.52644911
Pd6Re6,hollow|A_A_B|FCC,2.582977347,-1.527095788,1.527095788
Cu6Pt6,hollow|A_B_B|HCP,2.582668906,-1.527404229,1.527404229
Y6Zn6,bridge|B_B|A,2.581273642,-1.528799493,1.528799493
Ir6Pd6,hollow|A_B_B|FCC,2.578913735,-1.5311594,1.5311594
Pd6Ru6,hollow|A_A_B|FCC,2.568014079,-1.542059056,1.542059056
Au6Ru6,hollow|A_B_B|FCC,2.567829858,-1.542243277,1.542243277
Au6Ru6,bridge|B_B|A,2.567540193,-1.542532942,1.542532942
Pd12,hollow|A_A_A|FCC,2.559051602,-1.551021533,1.551021533
Ag12,hollow|A_A_A|HCP,5.667144574,1.557071439,1.557071439
Pt6Y6,bridge|A_A|B,2.551482483,-1.558590652,1.558590652
Re6Rh6,hollow|A_B_B|FCC,2.548206368,-1.561866767,1.561866767
Rh6Ti6,bridge|B_B|B,2.547715883,-1.562357252,1.562357252
Fe6Ni6,hollow|A_B_B|FCC,2.547684046,-1.562389089,1.562389089
Ni6Pt6,hollow|A_A_B|HCP,2.54624089,-1.563832245,1.563832245
Ag6Ni6,bridge|B_B|A,2.543948195,-1.56612494,1.56612494
Cu6Ti6,bridge|A_A|B,2.539916284,-1.570156851,1.570156851
Cr6Cu6,hollow|A_B_B|FCC,2.539304572,-1.570768563,1.570768563
Pt6Re6,hollow|A_A_B|HCP,2.537877199,-1.572195936,1.572195936
Co6Ni6,hollow|A_B_B|HCP,2.536259346,-1.573813789,1.573813789
Pt6Ru6,hollow|A_A_B|FCC,2.53481483,-1.575258305,1.575258305
Co6Ni6,hollow|A_A_B|FCC,2.532990987,-1.577082148,1.577082148
Cr6Pd6,hollow|A_B_B|HCP,2.529422486,-1.580650649,1.580650649
Cu6Sc6,bridge|B_B|A,2.527656876,-1.582416259,1.582416259
Ir6Ni6,hollow|A_B_B|FCC,2.527395646,-1.582677489,1.582677489
Pd6Pt6,hollow|A_A_B|HCP,2.526313314,-1.583759821,1.583759821
Ir6Mn6,hollow|A_B_B|FCC,2.525084311,-1.584988824,1.584988824
Ni6Pt6,hollow|A_B_B|FCC,2.521826292,-1.588246843,1.588246843
Cu6Fe6,hollow|A_B_B|FCC,2.517936833,-1.592136302,1.592136302
Pd6Tc6,hollow|A_A_B|FCC,2.51680171,-1.593271425,1.593271425
Mo6Pd6,hollow|A_B_B|HCP,2.513866963,-1.596206172,1.596206172
Mo6Pt6,hollow|A_B_B|HCP,2.510177507,-1.599895628,1.599895628
Cu6Mn6,4fold|A_A_B_B,2.508364413,-1.601708722,1.601708722
Ag6Cr6,hollow|A_B_B|FCC,2.507316638,-1.602756497,1.602756497
Cr6Zr6,top|A,2.507092008,-1.602981127,1.602981127
Cr6Pt6,hollow|A_B_B|HCP,2.506619619,-1.603453516,1.603453516
Ir6Tc6,hollow|A_A_B|FCC,2.505136598,-1.604936537,1.604936537
Pd12,hollow|A_A_A|HCP,2.504732645,-1.60534049,1.60534049
Co6Pd6,hollow|A_A_B|HCP,2.502468114,-1.607605021,1.607605021
Au6La6,4fold|A_A_B_B,2.502123618,-1.607949517,1.607949517
Ag6Pt6,bridge|B_B|A,2.499578673,-1.610494462,1.610494462
Co6Sc6,hollow-tilt|A_B_B|FCC,2.499090365,-1.61098277,1.61098277
Co6Sc6,hollow-tilt|A_B_B|FCC,2.499090365,-1.61098277,1.61098277
Co6Sc6,hollow-tilt|A_B_B|FCC,2.499090365,-1.61098277,1.61098277
Ag6Pt6,hollow|A_B_B|FCC,2.498024631,-1.612048504,1.612048504
Ag6Pt6,hollow|A_B_B|HCP,2.495111516,-1.614961619,1.614961619
Co6Cu6,hollow|A_A_B|FCC,2.494853144,-1.615219991,1.615219991
Hf6Ir6,bridge|B_B|A,2.493743328,-1.616329807,1.616329807
Pd6Rh6,hollow|A_A_B|FCC,2.490487214,-1.619585921,1.619585921
Rh6W6,hollow|A_A_B|FCC,2.488121728,-1.621951407,1.621951407
Hf6Ru6,hollow|A_A_B|FCC,2.48609067,-1.623982465,1.623982465
Pt6Sc6,bridge|A_A|B,2.481784605,-1.62828853,1.62828853
Pd6Y6,4fold|A_A_B_B,2.475809257,-1.634263878,1.634263878
Ir6Ru6,hollow|A_A_B|FCC,2.475065434,-1.635007701,1.635007701
Ni6Pt6,hollow|A_A_B|FCC,2.474614541,-1.635458594,1.635458594
Co6Os6,hollow|A_A_B|FCC,2.474146642,-1.635926493,1.635926493
Ni6Ru6,hollow|A_A_B|FCC,2.473828405,-1.63624473,1.63624473
Ni6Ru6,hollow|A_A_B|FCC,2.473828405,-1.63624473,1.63624473
Ni6Ru6,hollow|A_A_B|FCC,2.473828405,-1.63624473,1.63624473
Rh6Ru6,hollow|A_A_B|FCC,2.469502203,-1.640570932,1.640570932
Ag6Fe6,bridge|B_B|A,2.467728565,-1.64234457,1.64234457
Pd6Re6,hollow|A_A_B|HCP,2.467598494,-1.642474641,1.642474641
Pd6Pt6,hollow|A_A_B|FCC,2.46529818,-1.644774955,1.644774955
Os6Pd6,hollow|A_B_B|HCP,2.463374743,-1.646698392,1.646698392
Fe6Ni6,hollow|A_A_B|FCC,2.459908693,-1.650164442,1.650164442
Pt6Tc6,hollow|A_A_B|HCP,2.458335603,-1.651737532,1.651737532
Fe6Ni6,hollow|A_B_B|HCP,2.455657867,-1.654415268,1.654415268
Ag6La6,top|B,5.766888718,1.656815583,1.656815583
Pd6Sc6,4fold|A_A_B_B,2.450516276,-1.659556859,1.659556859
Os6Pt6,hollow|A_B_B|HCP,2.449461018,-1.660612117,1.660612117
Fe6Zn6,bridge|A_A|B,2.447612141,-1.662460994,1.662460994
Fe6Ni6,hollow|A_A_B|HCP,2.446262728,-1.663810407,1.663810407
Cd6Sc6,bridge|B_B|A,2.445798638,-1.664274497,1.664274497
Cu6Fe6,hollow|A_B_B|HCP,2.438740686,-1.671332449,1.671332449
Ag6Y6,top|A,5.783039763,1.672966628,1.672966628
Ir6W6,hollow|A_A_B|FCC,2.435881449,-1.674191686,1.674191686
Rh6Tc6,hollow|A_A_B|FCC,2.435198852,-1.674874283,1.674874283
Ag6Os6,bridge-tilt|B_B|B,2.434752313,-1.675320822,1.675320822
Fe6Rh6,4fold|A_A_B_B,2.433436779,-1.676636356,1.676636356
Co6Ni6,hollow|A_A_B|HCP,2.430450329,-1.679622806,1.679622806
Co6Ir6,hollow|A_A_B|FCC,2.430162025,-1.67991111,1.67991111
Ni6Rh6,hollow|A_A_B|FCC,2.429636573,-1.680436562,1.680436562
Ni6Rh6,hollow|A_A_B|FCC,2.429636573,-1.680436562,1.680436562
Ni6Rh6,hollow|A_A_B|FCC,2.429636573,-1.680436562,1.680436562
Co6Cu6,hollow|A_A_B|HCP,2.416516332,-1.693556803,1.693556803
Ir6Pd6,hollow|A_B_B|HCP,2.413361444,-1.696711691,1.696711691
La6Pd6,4fold|A_A_B_B,2.407648142,-1.702424993,1.702424993
Tc6Zr6,top|B,5.817229642,1.707156507,1.707156507
Hf6Ir6,hollow|A_A_B|FCC,2.40158599,-1.708487145,1.708487145
Ru6Sc6,hollow-tilt|A_B_B|FCC,2.401315101,-1.708758034,1.708758034
Ni6Re6,hollow|A_A_B|FCC,2.397028083,-1.713045052,1.713045052
Ni6Re6,hollow|A_A_B|FCC,2.397028083,-1.713045052,1.713045052
Ni6Re6,hollow|A_A_B|FCC,2.397028083,-1.713045052,1.713045052
Pd6Tc6,hollow|A_A_B|HCP,2.395683705,-1.71438943,1.71438943
Co6La6,hollow-tilt|A_B_B|FCC,2.393707342,-1.716365793,1.716365793
Mn6Zn6,bridge|A_A|B,2.393575231,-1.716497904,1.716497904
Ru6Ti6,hollow|A_B_B|HCP,2.387174433,-1.722898702,1.722898702
Pd6Ru6,hollow|A_A_B|HCP,2.386198361,-1.723874774,1.723874774
Os6Ru6,hollow|A_B_B|FCC,2.385292222,-1.724780913,1.724780913
Cd6Fe6,bridge|B_B|A,2.384112336,-1.725960799,1.725960799
Ag6Co6,bridge|B_B|A,2.382733535,-1.7273396,1.7273396
Cd6La6,top|B,5.838837114,1.728763979,1.728763979
Mo6Rh6,hollow|A_B_B|FCC,2.37558007,-1.734493065,1.734493065
Ni6Os6,hollow|A_A_B|HCP,2.369922824,-1.740150311,1.740150311
Fe6Ir6,hollow|A_A_B|FCC,2.368107416,-1.741965719,1.741965719
Hg6Y6,4fold|A_A_B_B,2.36121314,-1.748859995,1.748859995
Ir6Rh6,hollow|A_B_B|FCC,2.360966741,-1.749106394,1.749106394
Ru6Zr6,hollow|A_B_B|FCC,2.360915856,-1.749157279,1.749157279
Ir6Mn6,hollow|A_A_B|HCP,2.359272832,-1.750800303,1.750800303
Au6Y6,4fold|A_A_B_B,2.355027584,-1.755045551,1.755045551
Co6Rh6,hollow|A_A_B|FCC,2.353089181,-1.756983954,1.756983954
Co6Y6,hollow-tilt|A_B_B|FCC,2.351099893,-1.758973242,1.758973242
Ir6Pt6,hollow|A_B_B|FCC,2.349262853,-1.760810282,1.760810282
Ni6Pt6,hollow|A_B_B|HCP,2.34829508,-1.761778055,1.761778055
Ni6W6,hollow|A_A_B|HCP,2.34649736,-1.763575775,1.763575775
Ir6Ni6,hollow|A_B_B|HCP,2.339676962,-1.770396173,1.770396173
Cd6Co6,bridge|B_B|A,2.339204845,-1.77086829,1.77086829
Ni6W6,bridge|A_A|B,2.336466291,-1.773606844,1.773606844
Ag6Zr6,hollow|A_B_B|FCC,2.335432939,-1.774640196,1.774640196
Cu6Ti6,hollow|A_B_B|FCC,2.333944612,-1.776128523,1.776128523
Pd6Rh6,hollow|A_A_B|HCP,2.333231674,-1.776841461,1.776841461
Co6Zn6,bridge|A_A|B,2.332683773,-1.777389362,1.777389362
Cr6Rh6,hollow|A_B_B|FCC,2.329974199,-1.780098936,1.780098936
Ni6Pd6,bridge|A_A|B,2.329251873,-1.780821262,1.780821262
Cu6Pd6,top|A,5.897265669,1.787192534,1.787192534
Co6Hg6,bridge|A_A|B,2.322410523,-1.787662612,1.787662612
Pt6Ru6,hollow|A_A_B|HCP,2.307262218,-1.802810917,1.802810917
Fe6La6,hollow-tilt|A_B_B|FCC,2.306475401,-1.803597734,1.803597734
Ti6Zn6,bridge|A_A|A,2.30631635,-1.803756785,1.803756785
Pt12,hollow|A_A_A|HCP,2.306027909,-1.804045226,1.804045226
Cu6La6,top|B,5.916713781,1.806640646,1.806640646
Co6Ru6,bridge|A_B|B,2.303397113,-1.806676022,1.806676022
Ir6Ru6,hollow|A_B_B|FCC,2.302921458,-1.807151677,1.807151677
Os12,hollow|A_A_A|FCC,2.301708782,-1.808364353,1.808364353
Tc6Zr6,4fold|A_A_B_B,2.301337619,-1.808735516,1.808735516
Mn6Zr6,4fold|A_A_B_B,2.293977484,-1.816095651,1.816095651
Co12,hollow|A_A_A|FCC,2.292815966,-1.817257169,1.817257169
Hf6Re6,top|A,5.928886386,1.818813251,1.818813251
Fe6Os6,hollow|A_A_B|FCC,2.290951714,-1.819121421,1.819121421
Ta6Zn6,bridge|A_A|A,2.289857,-1.820216135,1.820216135
La6Y6,hollow|A_A_B|FCC,2.288234657,-1.821838478,1.821838478
Hf6Rh6,hollow|A_A_B|FCC,2.286033937,-1.824039198,1.824039198
Ni6Rh6,hollow|A_A_B|HCP,2.283616477,-1.826456658,1.826456658
Ni6Rh6,hollow|A_A_B|HCP,2.283616477,-1.826456658,1.826456658
Ni6Rh6,hollow|A_A_B|HCP,2.283616477,-1.826456658,1.826456658
Co6Ti6,4fold|A_A_B_B,2.283395521,-1.826677614,1.826677614
Ir6Ti6,hollow|A_B_B|FCC,2.280049201,-1.830023934,1.830023934
Ir6Mo6,hollow|A_A_B|FCC,2.277959639,-1.832113496,1.832113496
Pt6Rh6,hollow|A_A_B|FCC,2.271734355,-1.83833878,1.83833878
Nb6Ti6,bridge|B_B|A,2.271318565,-1.83875457,1.83875457
La6Sc6,hollow|A_A_B|FCC,2.271318429,-1.838754706,1.838754706
Cu6Nb6,bridge|A_A|B,2.267132774,-1.842940361,1.842940361
Rh6Sc6,bridge|A_A|B,2.266590723,-1.843482412,1.843482412
Cu12,top|A,5.956332468,1.846259333,1.846259333
Rh6V6,hollow|A_A_B|FCC,2.257450827,-1.852622308,1.852622308
Co6Ru6,hollow|A_A_B|FCC,2.251206903,-1.858866232,1.858866232
Au6Zr6,hollow|A_B_B|HCP,2.249844565,-1.86022857,1.86022857
La6Mn6,hollow-tilt|A_A_B|FCC,2.246640425,-1.86343271,1.86343271
Ir12,hollow|A_A_A|FCC,2.244876583,-1.865196552,1.865196552
Co6Re6,hollow|A_A_B|FCC,2.243575879,-1.866497256,1.866497256
Au6Ti6,hollow|A_B_B|FCC,2.241769859,-1.868303276,1.868303276
Cu6V6,hollow|A_B_B|FCC,2.241225631,-1.868847504,1.868847504
Ni6Re6,hollow|A_A_B|HCP,2.241178556,-1.868894579,1.868894579
Ni6Re6,hollow|A_A_B|HCP,2.241178556,-1.868894579,1.868894579
Ni6Re6,hollow|A_A_B|HCP,2.241178556,-1.868894579,1.868894579
Sc6Y6,hollow|A_B_B|FCC,2.239718257,-1.870354878,1.870354878
Fe6Ir6,hollow|A_A_B|HCP,2.238418913,-1.871654222,1.871654222
Hf6Re6,4fold|A_A_B_B,2.234383193,-1.875689942,1.875689942
Ni6Ru6,hollow|A_A_B|HCP,2.233417325,-1.87665581,1.87665581
Ni6Ru6,hollow|A_A_B|HCP,2.233417325,-1.87665581,1.87665581
Ni6Ru6,hollow|A_A_B|HCP,2.233417325,-1.87665581,1.87665581
Rh6Ta6,hollow|A_A_B|FCC,2.231490895,-1.87858224,1.87858224
Co6Rh6,hollow|A_B_B|FCC,2.225481261,-1.884591874,1.884591874
Hf6Rh6,bridge|B_B|A,2.224105589,-1.885967546,1.885967546
Pt12,hollow|A_A_A|FCC,2.222465831,-1.887607304,1.887607304
Ir6Pt6,hollow|A_B_B|HCP,2.220673689,-1.889399446,1.889399446
Cu6Hf6,bridge|B_B|A,2.220329193,-1.889743942,1.889743942
Rh12,hollow|A_A_A|FCC,2.219680338,-1.890392797,1.890392797
Cr6Ir6,hollow|A_B_B|FCC,2.213190151,-1.896882984,1.896882984
Ag6Hf6,hollow|A_B_B|FCC,2.212417347,-1.897655788,1.897655788
Ag6Ti6,hollow|A_B_B|FCC,2.212329591,-1.897743544,1.897743544
La12,hollow|A_A_A|FCC,2.209523281,-1.900549854,1.900549854
Y12,hollow|A_A_A|FCC,2.20871415,-1.901358985,1.901358985
Ag6Y6,top|B,6.011974578,1.901901443,1.901901443
Os6Rh6,hollow|A_B_B|HCP,2.206019271,-1.904053864,1.904053864
Cd6Tc6,bridge|B_B|B,2.203771474,-1.906301661,1.906301661
Tc6Zn6,bridge|A_A|B,2.200823529,-1.909249606,1.909249606
Fe6Ru6,hollow|A_A_B|FCC,2.198671381,-1.911401754,1.911401754
Cu6Nb6,hollow|A_B_B|FCC,2.198313687,-1.911759448,1.911759448
Co6Ir6,hollow|A_A_B|HCP,2.196851075,-1.91322206,1.91322206
Cd6Tc6,bridge|B_B|A,2.194605592,-1.915467543,1.915467543
Mo6Ni6,hollow|A_B_B|HCP,2.192337523,-1.917735612,1.917735612
Os6Ti6,hollow|A_B_B|FCC,2.189637201,-1.920435934,1.920435934
Hf6La6,hollow|A_B_B|FCC,2.182109716,-1.927963419,1.927963419
Cu6Ti6,hollow|A_B_B|HCP,2.176645126,-1.933428009,1.933428009
Ag6Zr6,hollow|A_B_B|HCP,2.175398028,-1.934675107,1.934675107
Au6Nb6,hollow|A_B_B|FCC,2.174260729,-1.935812406,1.935812406
Hg6Sc6,4fold|A_A_B_B,2.169915071,-1.940158064,1.940158064
Ru6Y6,hollow-tilt|A_B_B|FCC,2.16848348,-1.941589655,1.941589655
Ru12,hollow|A_A_A|FCC,2.166237452,-1.943835683,1.943835683
Ir6Os6,hollow|A_A_B|HCP,2.164598646,-1.945474489,1.945474489
Os6Ta6,hollow|A_A_B|HCP,2.163391277,-1.946681858,1.946681858
Rh6Zr6,hollow|A_B_B|FCC,2.16309617,-1.946976965,1.946976965
Pd6Pt6,hollow|A_B_B|FCC,2.158498943,-1.951574192,1.951574192
Nb6Rh6,hollow|A_B_B|FCC,2.152878295,-1.95719484,1.95719484
Hg6Zr6,hollow|A_B_B|HCP,2.152428491,-1.957644644,1.957644644
Au6Hf6,hollow|A_B_B|FCC,2.151416228,-1.958656907,1.958656907
Nb6Pt6,hollow|A_A_B|HCP,2.147865414,-1.962207721,1.962207721
Au6Ti6,hollow|A_B_B|HCP,2.146440354,-1.963632781,1.963632781
Os6W6,bridge|B_B|A,2.143869695,-1.96620344,1.96620344
Rh6Ti6,hollow|A_B_B|FCC,2.143409686,-1.966663449,1.966663449
La6Zr6,hollow|A_A_B|FCC,2.143324651,-1.966748484,1.966748484
Ni6Rh6,hollow|A_B_B|FCC,2.141450466,-1.968622669,1.968622669
Ni6Rh6,hollow|A_B_B|FCC,2.141450466,-1.968622669,1.968622669
Ni6Rh6,hollow|A_B_B|FCC,2.141450466,-1.968622669,1.968622669
Ir6Os6,hollow|A_B_B|FCC,2.139509342,-1.970563793,1.970563793
Co6Rh6,hollow|A_A_B|HCP,2.137726861,-1.972346274,1.972346274
Hf6Os6,hollow|A_A_B|FCC,2.130970002,-1.979103133,1.979103133
Cu6Nb6,hollow|A_B_B|HCP,2.130566865,-1.97950627,1.97950627
Cu6V6,hollow|A_B_B|HCP,2.130292847,-1.979780288,1.979780288
Rh6Ta6,hollow|A_A_B|HCP,2.129892703,-1.980180432,1.980180432
Ag6Nb6,hollow|A_B_B|FCC,2.128556624,-1.981516511,1.981516511
Mo6Zn6,hollow|A_A_B|HCP,2.127712527,-1.982360608,1.982360608
Au6Hf6,hollow|A_B_B|HCP,2.119875921,-1.990197214,1.990197214
Nb6Ni6,hollow|A_A_B|HCP,2.119377544,-1.990695591,1.990695591
Nb6Pt6,hollow|A_A_B|FCC,2.119152778,-1.990920357,1.990920357
Ag6Ru6,bridge|B_B|B,2.11848365,-1.991589485,1.991589485
Ag6Ru6,hollow|A_B_B|FCC,2.117695881,-1.992377254,1.992377254
Cu6Ru6,hollow|A_B_B|FCC,2.11657518,-1.993497955,1.993497955
Cu6Ru6,hollow|A_B_B|HCP,2.115206311,-1.994866824,1.994866824
Ir6Tc6,hollow|A_B_B|FCC,2.112557147,-1.997515988,1.997515988
Co6Ti6,hollow|A_B_B|FCC,2.11152638,-1.998546755,1.998546755
Co6Hf6,hollow|A_B_B|FCC,2.110845143,-1.999227992,1.999227992
Os6Zr6,hollow|A_B_B|FCC,2.110743236,-1.999329899,1.999329899
Co12,hollow|A_A_A|HCP,2.106999494,-2.003073641,2.003073641
Ti6Zn6,hollow|A_A_B|FCC,2.105341912,-2.004731223,2.004731223
Zn12,top|A,6.115356067,2.005282932,2.005282932
Au6V6,hollow|A_B_B|FCC,2.100642779,-2.009430356,2.009430356
Cu6Rh6,hollow|A_B_B|FCC,2.099228059,-2.010845076,2.010845076
La6Y6,hollow|A_B_B|FCC,2.097938239,-2.012134896,2.012134896
Ag6Nb6,hollow|A_B_B|HCP,2.097416461,-2.012656674,2.012656674
La6Sc6,hollow|A_A_B|HCP,2.096362428,-2.013710707,2.013710707
V6Zn6,hollow|A_A_B|HCP,2.09504322,-2.015029915,2.015029915
Pt6Rh6,hollow|A_A_B|HCP,2.093367135,-2.016706,2.016706
Os6Zn6,bridge|A_A|B,2.085834752,-2.024238383,2.024238383
Re6Zr6,4fold|A_A_B_B,2.085213788,-2.024859347,2.024859347
Os6Ru6,hollow|A_A_B|FCC,2.085094058,-2.024979077,2.024979077
Ru6Ta6,bridge|A_A|B,2.084632417,-2.025440718,2.025440718
Ru6Ta6,bridge|B_B|B,2.08451051,-2.025562625,2.025562625
Rh6W6,hollow|A_A_B|HCP,2.079235039,-2.030838096,2.030838096
Rh6Zn6,bridge|A_A|B,2.076354986,-2.033718149,2.033718149
Zn6Zr6,hollow|A_B_B|HCP,2.074771964,-2.035301171,2.035301171
Pt6V6,hollow|A_B_B|HCP,2.069791872,-2.040281263,2.040281263
Rh6Ru6,hollow|A_B_B|FCC,2.0694286,-2.040644535,2.040644535
Pd6Ti6,hollow|A_B_B|FCC,2.069315945,-2.04075719,2.04075719
Fe6Ta6,bridge|B_B|A,2.068991585,-2.04108155,2.04108155
Ag6Hf6,hollow|A_B_B|HCP,2.068734574,-2.041338561,2.041338561
Ti6Zn6,hollow|A_A_B|HCP,2.067588158,-2.042484977,2.042484977
Ir6Rh6,hollow|A_A_B|FCC,2.064652322,-2.045420813,2.045420813
Pd6Pt6,hollow|A_B_B|HCP,2.063205493,-2.046867642,2.046867642
Cd6Nb6,hollow|A_B_B|HCP,2.063188758,-2.046884377,2.046884377
Nb6Pd6,hollow|A_A_B|HCP,2.06219078,-2.047882355,2.047882355
Co6Ir6,hollow|A_B_B|FCC,2.061723289,-2.048349846,2.048349846
La6Nb6,hollow-tilt|A_A_B|FCC,2.060853205,-2.04921993,2.04921993
La6Pd6,top|A,6.159306534,2.049233399,2.049233399
Mn6Y6,hollow-tilt|A_B_B|FCC,2.059706925,-2.05036621,2.05036621
Ir6Rh6,hollow|A_B_B|HCP,2.057340623,-2.052732512,2.052732512
Cu6Mo6,hollow|A_B_B|FCC,2.057049597,-2.053023538,2.053023538
Mo6Zn6,hollow|A_A_B|FCC,2.054952552,-2.055120583,2.055120583
V6Zn6,hollow|A_A_B|FCC,2.053697291,-2.056375844,2.056375844
Mn6Zr6,hollow-tilt|A_B_B|FCC,2.051355479,-2.058717656,2.058717656
Cr6Zn6,bridge|A_A|B,2.049472043,-2.060601092,2.060601092
Re6Zn6,hollow|A_A_B|HCP,2.045594693,-2.064478442,2.064478442
Cd6Zr6,hollow|A_B_B|FCC,2.045145569,-2.064927566,2.064927566
Ag6V6,bridge|B_B|B,2.044353718,-2.065719417,2.065719417
Rh6Ru6,hollow|A_A_B|HCP,2.043513975,-2.06655916,2.06655916
Au6Rh6,hollow|A_B_B|FCC,2.041484006,-2.068589129,2.068589129
Ag6Ti6,hollow|A_B_B|HCP,2.041283185,-2.06878995,2.06878995
La6Mo6,hollow-tilt|A_A_B|HCP,2.03727767,-2.072795465,2.072795465
Os6Ti6,4fold|A_A_B_B,2.036563099,-2.073510036,2.073510036
Mn6Ta6,bridge|B_B|A,2.035513828,-2.074559307,2.074559307
Re6Ru6,hollow|A_B_B|FCC,2.035356002,-2.074717133,2.074717133
