surface,LC,MV,EN,IE,EA,SE,DBC,DBW,DBF,DOS,WF,CN,GCN,VE,RxnE
Cr6Cu6,326.245,7.17,1.81637324703978,7.40642333333333,1.04533333333333,328.566666666667,-1.994689482,2.186400896,0.840936639,19.34,5.098300999,3,7.5,8.98763734707568,2.705777016
Cr6Cu6,326.245,7.17,1.81637324703978,7.40642333333333,1.04533333333333,328.566666666667,-1.994642361,2.186372424,0.840912394,19.34,5.098300999,3,6.95454545454545,8.98763734707568,2.539304572
Cr6Fe6,288.825,7.16,1.74292856996493,7.33448905,0.4085,360.15,-1.321816426,1.790306374,0.379172748,18.616,5.076754536,2,7.33,6.92820323027551,1.798877103
Cr6Fe6,288.825,7.16,1.74292856996493,7.33448905,0.4085,360.15,-1.32216125,1.790056247,0.379215292,18.616,5.076754536,2,7.33,6.92820323027551,1.866088949
Cr6Fe6,288.825,7.16,1.71483532773904,7.1451627,0.494333333333333,359.933333333333,-1.225706484,1.816093245,0.324521965,18.616,5.076754536,3,7.5,6.60385449778925,1.828781189
Cr6Fe6,288.825,7.16,1.71483532773904,7.1451627,0.494333333333333,359.933333333333,-1.225439837,1.815994762,0.324483089,18.616,5.076754536,3,6.95454545454545,6.60385449778925,1.732635343
Cr6Fe6,288.825,7.16,1.77148204895292,7.5238154,0.322666666666667,360.366666666667,-1.413216684,1.754523828,0.430871828,18.616,5.076754536,3,7.5,7.26848237132856,1.611043451
Cr6Fe6,288.825,7.16,1.77148204895292,7.5238154,0.322666666666667,360.366666666667,-1.413447793,1.754307718,0.430902419,18.616,5.076754536,3,6.95454545454545,7.26848237132856,1.743557312
Cr6Hf6,305.32,10.335,1.66,6.76651,0.666,359.5,-0.435303788,2.760572327,0.635139581,17.87,4.606875839,2,7.33,6,-0.02759969
Cr6Hf6,305.32,10.335,1.66,6.76651,0.666,359.5,-0.435303788,2.760572327,0.635139581,17.87,4.606875839,2,7.33,6,-0.02759969
Cr6Hf6,305.32,10.335,1.66,6.76651,0.666,359.5,-0.435303788,2.760572327,0.635139581,17.87,4.606875839,2,7.33,6,-0.02759969
Cr6Hf6,305.32,10.335,1.410365245821,6.80555,0.231333333333333,556.833333333333,-0.946985712,6.132067007,0.635905075,17.87,4.606875839,3,6.95454545454545,4.57885697021333,1.46501043
Cr6Hf6,305.32,10.335,1.410365245821,6.80555,0.231333333333333,556.833333333333,-0.946985712,6.132067007,0.635905075,17.87,4.606875839,3,6.95454545454545,4.57885697021333,1.46501043
Cr6Hf6,305.32,10.335,1.410365245821,6.80555,0.231333333333333,556.833333333333,-0.946985712,6.132067007,0.635905075,17.87,4.606875839,3,6.95454545454545,4.57885697021333,1.46501043
Cr6Hf6,305.32,10.335,1.46901327427631,6.79579,0.34,507.5,-0.788115967,5.326898614,0.635562091,17.87,4.606875839,5,7.615384615,4.89897948556636,1.970443518
Cr6Hf6,305.32,10.335,1.46901327427631,6.79579,0.34,507.5,-0.788115967,5.326898614,0.635562091,17.87,4.606875839,5,7.615384615,4.89897948556636,1.970443518
Cr6Hf6,305.32,10.335,1.46901327427631,6.79579,0.34,507.5,-0.788115967,5.326898614,0.635562091,17.87,4.606875839,5,7.615384615,4.89897948556636,1.970443518
Cr6Ir6,337.45,7.875,2.2,8.96702,1.5638,586,-2.628080675,3.237967871,0.884658768,17.6,5.27810329,1,7.5,9,3.681202269
Cr6Ir6,337.45,7.875,1.82339021116122,7.50001333333333,0.965266666666667,435,-1.451242325,2.9243683,0.703585501,17.6,5.27810329,3,7.5,6.86828545531999,1.765145191
Cr6Ir6,337.45,7.875,1.82339021116122,7.50001333333333,0.965266666666667,435,-1.451362146,2.924357682,0.703613957,17.6,5.27810329,3,6.95454545454545,6.86828545531999,1.887066341
Cr6Ir6,337.45,7.875,2.00286256756541,8.23351666666667,1.26453333333333,510.5,-2.063120472,3.146772762,0.797735911,17.6,5.27810329,3,7.5,7.86222418262669,1.790238713
Cr6Ir6,337.45,7.875,2.00286256756541,8.23351666666667,1.26453333333333,510.5,-2.063325257,3.146719565,0.79778416,17.6,5.27810329,3,6.95454545454545,7.86222418262669,2.213190151
Cr6La6,334.1,14.81,1.66,6.76651,0.666,359.5,-0.555551201,2.74283138,0.640726866,22.27,3.48510894,1,7.5,6,1.800112228
Cr6La6,334.1,14.81,1.1,5.5769,0.47,406.2,-1.277348089,6.74479556,0.631642971,22.27,3.48510894,1,7.5,3,6.739759638
Cr6La6,334.1,14.81,1.66,6.76651,0.666,359.5,-0.555761919,2.742866807,0.640776847,22.27,3.48510894,2,7.33,6,0.493712736
Cr6Mn6,591.125,7.29,1.66,6.76651,0.666,359.5,-1.202041247,3.213532282,0.146799852,17.743,5.016579911,2,7.33,6,-0.012815337
Cr6Mn6,591.125,7.29,1.60405735558302,7.100274,0.333,296.35,-1.407945769,2.826876274,0.338290241,17.743,5.016579911,5,7.615384615,6.48074069840786,-0.020136152
Cr6Mo6,302.85,8.305,1.81227170172488,6.87515,0.693333333333333,451.666666666667,-0.961013337,3.976324524,0.635638496,24.38,4.965670524,3,6.95454545454545,6,1.115912865
Cr6Mo6,302.85,8.305,1.9785112776342,6.98379,0.720666666666667,543.833333333333,-1.266143051,4.414453944,0.679381201,24.38,4.965670524,3,7.5,6,1.323318714
Cr6Mo6,302.85,8.305,1.9785112776342,6.98379,0.720666666666667,543.833333333333,-1.266049422,4.414563472,0.679364646,24.38,4.965670524,3,6.95454545454545,6,1.229890468
Cr6Nb6,310.52,9.03,1.66,6.76651,0.666,359.5,-0.650494497,3.187814363,0.635769408,18.12,4.748159714,1,7.5,6,3.099108726
Cr6Nb6,310.52,9.03,1.66,6.76651,0.666,359.5,-0.650212567,3.187745963,0.63568007,18.12,4.748159714,2,7.33,6,1.938470958
Cr6Nb6,310.52,9.03,1.6,6.75885,0.916,716.8,-1.158517945,5.334170351,0.674267037,18.12,4.748159714,1,7.5,5,4.864725899
Cr6Nb6,310.52,9.03,1.66,6.76651,0.666,359.5,-0.650212567,3.187745963,0.63568007,18.12,4.748159714,2,7.33,6,0.503803942
Cr6Nb6,310.52,9.03,1.61975508160437,6.76140333333333,0.832666666666667,597.7,-0.962397091,4.632315475,0.659372029,18.12,4.748159714,3,6.95454545454545,5.31329284591306,1.579597296
Cr6Os6,282.22,7.825,2.2,8.43823,1.1,661,-2.158879018,4.814351062,0.78674665,15.75,5.224386742,1,7.5,8,3.506645187
Cr6Os6,282.22,7.825,1.82339021116122,7.32375,0.810666666666667,460,-1.195113447,4.391459587,0.64549,15.75,5.224386742,3,7.5,6.60385449778925,1.562132077
Cr6Os6,282.22,7.825,1.82339021116122,7.32375,0.810666666666667,460,-1.19509079,4.391420287,0.645485562,15.75,5.224386742,3,6.95454545454545,6.60385449778925,1.764426539
Cr6Os6,282.22,7.825,2.00286256756541,7.88099,0.955333333333333,560.5,-1.682106472,4.635306574,0.716840975,15.75,5.224386742,3,7.5,7.26848237132856,1.397355583
Cr6Os6,282.22,7.825,2.00286256756541,7.88099,0.955333333333333,560.5,-1.682815452,4.635510485,0.716985892,15.75,5.224386742,3,6.95454545454545,7.26848237132856,1.61554367
Cr6Pd6,340.035,7.895,2.2,8.336839,0.562,396.7,-2.775526098,2.244989239,0.943606191,28.2,5.103365099,1,7.5,10,4.98358672
Cr6Pd6,340.035,7.895,1.82339021116122,7.289953,0.631333333333333,371.9,-1.408618456,2.541588775,0.705594938,28.2,5.103365099,3,7.5,7.11378660898013,1.726820678
Cr6Pd6,340.035,7.895,1.82339021116122,7.289953,0.631333333333333,371.9,-1.408619009,2.541587264,0.705594364,28.2,5.103365099,3,6.95454545454545,7.11378660898013,1.840744266
Cr6Pd6,340.035,7.895,2.00286256756541,7.813396,0.596666666666667,384.3,-2.123062862,2.486769663,0.829943327,28.2,5.103365099,3,7.5,8.43432665301749,2.529422486
Cr6Pd6,340.035,7.895,2.00286256756541,7.813396,0.596666666666667,384.3,-2.123521246,2.486586156,0.83012204,28.2,5.103365099,3,6.95454545454545,8.43432665301749,2.709249733
Cr6Pt6,341.71,8.16,1.84522929561104,7.49728333333333,1.15333333333333,409.666666666667,-1.62229792,2.902364289,0.697858485,22.38,5.290295667,3,7.5,7.11378660898013,1.867945174
Cr6Pt6,341.71,8.16,1.84522929561104,7.49728333333333,1.15333333333333,409.666666666667,-1.622309533,2.902359786,0.697863832,22.38,5.290295667,3,6.95454545454545,7.11378660898013,1.9923646
Cr6Pt6,341.71,8.16,2.05112720083206,8.22805666666667,1.64066666666667,459.833333333333,-2.462068365,3.04548346,0.814931379,22.38,5.290295667,3,7.5,8.43432665301749,2.506619619
Cr6Pt6,341.71,8.16,2.05112720083206,8.22805666666667,1.64066666666667,459.833333333333,-2.462389516,3.045403777,0.815026553,22.38,5.290295667,3,6.95454545454545,8.43432665301749,2.70243505
Cr6Re6,283.55,8.045,1.66,6.76651,0.666,359.5,-0.970270176,3.99652881,0.598244626,13.08,5.190987692,1,7.5,6,3.920796871
Cr6Re6,283.55,8.045,1.9,7.83352,0.15,738,-2.109456389,5.383581267,0.755736598,13.08,5.190987692,1,7.5,7,3.503187164
Cr6Re6,283.55,8.045,1.81637324703978,7.47785,0.322,611.833333333333,-1.719956495,4.983002781,0.701862219,13.08,5.190987692,3,7.5,6.64939976115098,1.121699638
Cr6Re6,283.55,8.045,1.77595044975923,7.300015,0.408,548.75,-1.529387216,4.762371813,0.675567429,13.08,5.190987692,5,7.615384615,6.48074069840786,0.74381379
Cr6Rh6,335.67,7.755,1.84522929561104,6.99730666666667,0.823,411.9,-1.109135692,3.681040019,0.636264901,30.36,5.111622684,3,7.5,6.86828545531999,1.709325663
Cr6Rh6,335.67,7.755,1.84522929561104,6.99730666666667,0.823,411.9,-1.109135184,3.68103688,0.63626483,30.36,5.111622684,3,6.95454545454545,6.86828545531999,1.790796547
Cr6Rh6,335.67,7.755,2.05112720083206,7.22810333333333,0.98,464.3,-1.649359582,3.561755862,0.746360517,30.36,5.111622684,3,7.5,7.86222418262669,1.965910509
Cr6Rh6,335.67,7.755,2.05112720083206,7.22810333333333,0.98,464.3,-1.649228065,3.561731127,0.746331437,30.36,5.111622684,3,6.95454545454545,7.86222418262669,2.329974199
Cr6Ru6,280.795,7.7,2.2,7.3605,1.05,605.7,-1.843727845,3.842262888,0.801137753,16.59,5.066086825,1,7.5,8,3.575362231
Cr6Ru6,280.795,7.7,1.82339021116122,6.96450666666667,0.794,441.566666666667,-1.091148635,3.89203149,0.652583754,16.59,5.066086825,3,7.5,6.60385449778925,1.572816899
Cr6Ru6,280.795,7.7,1.82339021116122,6.96450666666667,0.794,441.566666666667,-1.091197534,3.892037906,0.652594767,16.59,5.066086825,3,6.95454545454545,6.60385449778925,1.731334911
Cr6Ru6,280.795,7.7,2.00286256756541,7.16250333333333,0.922,523.633333333333,-1.474673209,3.885130831,0.728308651,16.59,5.066086825,3,7.5,7.26848237132856,1.542274842
Cr6Ru6,280.795,7.7,2.00286256756541,7.16250333333333,0.922,523.633333333333,-1.474037482,3.885027549,0.728146852,16.59,5.066086825,3,6.95454545454545,7.26848237132856,1.796577469
Cr6Sc6,310.95,11.115,1.66,6.76651,0.666,359.5,-0.830856575,3.114974103,0.718423028,35.04,4.083576872,2,7.33,6,0.571370488
Cr6Ta6,310.565,9.04,1.66,6.76651,0.666,359.5,-0.207538463,3.588007505,0.550104083,12.89,4.882619398,1,7.5,6,3.239231162
Cr6Ta6,310.565,9.04,1.5,7.549571,0.322,771,-0.546215961,6.341278705,0.523074855,12.89,4.882619398,1,7.5,5,4.881682537
Cr6Ta6,310.565,9.04,1.66,6.76651,0.666,359.5,-0.207394441,3.587947605,0.550081675,12.89,4.882619398,2,7.33,6,0.334450221
Cr6Ta6,310.565,9.04,1.5,7.549571,0.322,771,-0.546143472,6.34107135,0.523073989,12.89,4.882619398,2,7.33,5,1.691173901
Cr6Ta6,310.565,9.04,1.55154199650102,7.28855066666667,0.436666666666667,633.833333333333,-0.421518554,5.493294113,0.533018951,12.89,4.882619398,3,6.95454545454545,5.31329284591306,1.393525717
Cr6Tc6,282.25,7.93,1.66,6.76651,0.666,359.5,-0.942842301,3.652982259,0.588530737,15.68,5.050599543,1,7.5,6,3.750634428
Cr6Tc6,282.25,7.93,1.9,7.11938,0.55,573,-1.81365856,4.23667738,0.752685883,15.68,5.050599543,1,7.5,7,3.586917817
Cr6Tc6,282.25,7.93,1.9,7.11938,0.55,573,-1.814008765,4.236742858,0.752778781,15.68,5.050599543,2,7.33,7,1.552008082
Cr6Tc6,282.25,7.93,1.81637324703978,7.00175666666667,0.588666666666667,501.833333333333,-1.523413359,4.072274762,0.697986432,15.68,5.050599543,3,7.5,6.64939976115098,1.422872514
Cr6Tc6,282.25,7.93,1.77595044975923,6.942945,0.608,466.25,-1.378207388,3.97942822,0.670609383,15.68,5.050599543,5,7.615384615,6.48074069840786,0.871421847
Cr6Ti6,293.04,8.935,1.66,6.76651,0.666,359.5,-0.552289771,2.761580806,0.660311199,19.77,4.730201541,2,7.33,6,0.347093718
Cr6Ti6,293.04,8.935,1.57900380507826,6.80758333333333,0.274666666666667,415.633333333333,-0.511729952,4.127066414,0.596325897,19.77,4.730201541,3,7.5,4.57885697021333,1.660103535
Cr6Ti6,293.04,8.935,1.57900380507826,6.80758333333333,0.274666666666667,415.633333333333,-0.51117857,4.126768075,0.596187725,19.77,4.730201541,3,6.95454545454545,4.57885697021333,1.660180544
Cr6Ti6,293.04,8.935,1.59887460421385,6.797315,0.3725,401.6,-0.523392455,3.779802405,0.614955853,19.77,4.730201541,5,7.615384615,4.89897948556636,1.47493932
Cr6V6,297,7.775,1.66,6.76651,0.666,359.5,-0.820954863,3.488949157,0.656152344,24.82,4.960805541,2,7.33,6,1.808719052
Cr6V6,297,7.775,1.64993914682214,6.75973566666667,0.619,398.266666666667,-0.810537111,3.693792009,0.643654763,24.82,4.960805541,3,7.5,5.64621617328617,1.268940845
Cr6V6,297,7.775,1.64993914682214,6.75973566666667,0.619,398.266666666667,-0.810516689,3.693717501,0.643650515,24.82,4.960805541,3,6.95454545454545,5.64621617328617,1.215659594
Cr6V6,297,7.775,1.63993927000974,6.75296133333333,0.572,437.033333333333,-0.798955128,3.907383811,0.629829528,24.82,4.960805541,3,7.5,5.31329284591306,1.419843479
Cr6V6,297,7.775,1.63993927000974,6.75296133333333,0.572,437.033333333333,-0.799018385,3.907521002,0.629843225,24.82,4.960805541,3,6.95454545454545,5.31329284591306,1.30426816
Cr6W6,303.76,8.35,1.66,6.76651,0.666,359.5,-0.795407009,3.77392269,0.621974462,10.39,5.036435114,1,7.5,6,3.68093655
Cr6W6,303.76,8.35,2.36,7.86403,0.81626,835,-1.620575603,5.71904572,0.686771677,10.39,5.036435114,1,7.5,6,4.173729405
Cr6W6,303.76,8.35,2.09883049015525,7.49819,0.766173333333333,676.5,-1.325840052,5.125193046,0.663645733,10.39,5.036435114,3,7.5,6,1.209427779
Cr6W6,303.76,8.35,1.97929280299808,7.31527,0.74113,597.25,-1.186149688,4.812006091,0.652673807,10.39,5.036435114,5,7.615384615,6,0.708916143
Cr6Zn6,278.745,8.195,1.66,6.76651,0.666,359.5,-0.341823703,2.762625975,0.536808031,12.22,4.833638743,2,7.33,6,2.033004122
Cr6Zn6,278.745,8.195,1.66,6.76651,0.666,359.5,-0.341823703,2.762625975,0.536808031,12.22,4.833638743,2,7.33,6,2.049472043
Cr6Zn6,278.745,8.195,1.65332662190882,8.51830133333333,0.222,204.066666666667,-4.842464304,3.532397001,0.85121456,12.22,4.833638743,3,7.5,9.5244063118092,3.047267366
Cr6Zn6,278.745,8.195,1.65332662190882,8.51830133333333,0.222,204.066666666667,-4.842564206,3.53236291,0.851226857,12.22,4.833638743,3,6.95454545454545,9.5244063118092,2.945488763
Cr6Zr6,307.1,10.625,1.66,6.76651,0.666,359.5,-0.455317746,2.604874024,0.633103624,23.58,4.475180716,1,7.5,6,2.507092008
Cr6Zr6,307.1,10.625,1.33,6.634126,0.426,601,-0.998859158,6.11146062,0.638268422,23.58,4.475180716,1,7.5,4,5.481670149
Cr6Zr6,307.1,10.625,1.66,6.76651,0.666,359.5,-0.455115665,2.604823411,0.632990348,23.58,4.475180716,2,7.33,6,0.077084136
Cr6Zr6,307.1,10.625,1.43198056370112,6.678254,0.506,520.5,-0.759246593,4.891957112,0.636066087,23.58,4.475180716,3,6.95454545454545,4.57885697021333,1.5897134
Cr6Zr6,307.1,10.625,1.48586675041876,6.700318,0.546,480.25,-0.665992862,4.323966541,0.635108847,23.58,4.475180716,5,7.615384615,4.89897948556636,1.614910189
Cu12,361.49,7.11,1.9,7.72638,1.235,313.1,-2.424518836,1.200165955,0.976938777,1.419,4.948590128,1,7.5,11,5.956332468
Cu12,361.49,7.11,1.9,7.72638,1.235,313.1,-2.424018938,1.200185032,0.976936295,1.419,4.948590128,3,7.5,11,4.163048937
Cu12,361.49,7.11,1.9,7.72638,1.235,313.1,-2.42418392,1.200207026,0.976936542,1.419,4.948590128,3,6.95454545454545,11,4.110073135
Cu6Fe6,324.07,7.1,1.87637410384571,7.78507603333333,0.873666666666667,329,-2.267564467,0.898932105,0.499795505,7.845,4.90424063,3,7.5,9.8921748864974,3.037377661
Cu6Fe6,324.07,7.1,1.87637410384571,7.78507603333333,0.873666666666667,329,-2.267571781,0.898972785,0.499791711,7.845,4.90424063,3,6.95454545454545,9.8921748864974,3.005813952
Cu6Fe6,324.07,7.1,1.85304198820147,7.84377206666667,0.512333333333333,344.9,-1.797225467,1.134959339,0.504724038,7.845,4.90424063,3,7.5,8.89592036227726,2.438740686
Cu6Fe6,324.07,7.1,1.85304198820147,7.84377206666667,0.512333333333333,344.9,-1.797216524,1.134975386,0.504722345,7.845,4.90424063,3,6.95454545454545,8.89592036227726,2.517936833
Cu6Hf6,340.565,10.275,1.3,6.82507,0.014,655.5,-0.21890791,3.31348931,0.413020524,11.59,4.261887381,2,7.33,4,2.220329193
Cu6Hf6,340.565,10.275,1.47529918282331,7.12550666666667,0.421,541.366666666667,-1.500670488,3.096187988,0.652372519,11.59,4.261887381,3,7.5,5.60407866131077,1.966635285
Cu6Hf6,340.565,10.275,1.47529918282331,7.12550666666667,0.421,541.366666666667,-1.50067043,3.096188731,0.652372299,11.59,4.261887381,3,6.95454545454545,5.60407866131077,1.97001766
Cu6Hf6,340.565,10.275,1.57162336455017,7.275725,0.6245,484.3,-2.014959633,2.846711711,0.748415207,11.59,4.261887381,5,7.615384615,6.6332495807108,0.587037715
Cu6Ir6,372.695,7.815,1.99515493883582,8.13992666666667,1.3446,404.066666666667,-2.172911108,1.520087636,0.919208592,17.92,5.386608673,3,7.5,10.2882764781018,2.925757925
Cu6Ir6,372.695,7.815,1.99515493883582,8.13992666666667,1.3446,404.066666666667,-2.172754606,1.520084422,0.919193401,17.92,5.386608673,3,6.95454545454545,10.2882764781018,3.114394721
Cu6Ir6,372.695,7.815,2.09507538418998,8.55347333333333,1.4542,495.033333333333,-1.998101141,1.818710215,0.867606227,17.92,5.386608673,3,7.5,9.62260298998748,1.76341999
Cu6Ir6,372.695,7.815,2.09507538418998,8.55347333333333,1.4542,495.033333333333,-1.998095596,1.818713361,0.867605986,17.92,5.386608673,3,6.95454545454545,9.62260298998748,1.831763421
Cu6La6,369.345,14.75,1.1,5.5769,0.47,406.2,-0.623511919,3.042351653,0.469398932,10.77,3.255371119,1,7.5,3,5.916713781
Cu6La6,369.345,14.75,1.9,7.72638,1.235,313.1,-2.865830774,1.518600452,0.985312397,10.77,3.255371119,2,7.33,11,1.93691161
Cu6La6,369.345,14.75,1.31981478882877,6.29339333333333,0.725,375.166666666667,-1.861809173,2.580866174,0.75430225,10.77,3.255371119,3,6.95454545454545,4.62606500918274,2.64540516
Cu6La6,369.345,14.75,1.4456832294801,6.65164,0.8525,359.65,-2.219065345,2.311423543,0.836499105,10.77,3.255371119,5,7.615384615,5.74456264653803,3.437413984
Cu6Mn6,626.37,7.23,1.55,7.434038,0,233.2,-1.012416999,1.356657712,0.510836596,6.655,4.479711626,2,7.33,7,2.804755296
Cu6Mn6,626.37,7.23,1.71610023017305,7.580209,0.6175,273.15,-2.008940564,1.086534619,0.503100709,6.655,4.479711626,5,7.615384615,8.77496438739212,2.508364413
Cu6Mo6,338.095,8.245,1.98298905745802,7.51506333333333,1.07266666666667,420.733333333333,-2.066920207,2.568335487,0.847167624,18.09,5.028660951,3,7.5,8.98763734707568,2.813355726
Cu6Mo6,338.095,8.245,1.98298905745802,7.51506333333333,1.07266666666667,420.733333333333,-2.067002102,2.568187401,0.847195666,18.09,5.028660951,3,6.95454545454545,8.98763734707568,2.624264908
Cu6Mo6,338.095,8.245,2.06960294842014,7.30374666666667,0.910333333333333,528.366666666667,-1.415222421,3.154140248,0.713586313,18.09,5.028660951,3,7.5,7.34342046204996,1.896682708
Cu6Mo6,338.095,8.245,2.06960294842014,7.30374666666667,0.910333333333333,528.366666666667,-1.415217909,3.154143905,0.713585407,18.09,5.028660951,3,6.95454545454545,7.34342046204996,2.057049597
Cu6Nb6,345.765,8.97,1.9,7.72638,1.235,313.1,-2.878297673,1.657649666,0.970290207,6.892,4.667111866,2,7.33,11,2.267132774
Cu6Nb6,345.765,8.97,1.69432943370196,7.08136,1.02233333333333,582.233333333333,-1.446760164,3.150763342,0.699044396,6.892,4.667111866,3,7.5,6.50295723425693,2.130566865
Cu6Nb6,345.765,8.97,1.69432943370196,7.08136,1.02233333333333,582.233333333333,-1.44676757,3.15076052,0.699045775,6.892,4.667111866,3,6.95454545454545,6.50295723425693,2.198313687
Cu6Ni6,356.945,6.85,1.90332750241963,7.697546,1.20866666666667,340.466666666667,-1.912010802,1.001518966,0.482429862,6.379,5.157360476,3,7.5,10.6560223676661,3.544645748
Cu6Ni6,356.945,6.85,1.90332750241963,7.697546,1.20866666666667,340.466666666667,-1.911864441,1.001538993,0.482428856,6.379,5.157360476,3,6.95454545454545,10.6560223676661,3.531879392
Cu6Ni6,356.945,6.85,1.90666083235102,7.668712,1.18233333333333,367.833333333333,-1.505721902,1.046636394,0.47672913,6.379,5.157360476,3,7.5,10.3228011545637,2.669206141
Cu6Ni6,356.945,6.85,1.90666083235102,7.668712,1.18233333333333,367.833333333333,-1.505721853,1.046639061,0.476729555,6.379,5.157360476,3,6.95454545454545,10.3228011545637,2.7311134
Cu6Os6,317.465,7.765,2.2,8.43823,1.1,661,-1.650541533,3.898995417,0.706211995,8.205,5.288238204,1,7.5,8,3.187628718
Cu6Os6,317.465,7.765,2.2,8.43823,1.1,661,-1.650716592,3.898945912,0.706232043,8.205,5.288238204,2,7.33,8,1.965458392
Cu6Os6,317.465,7.765,1.99515493883582,7.96366333333333,1.19,429.066666666667,-2.261943714,2.747376514,0.882911349,8.205,5.288238204,3,7.5,9.8921748864974,2.981374864
Cu6Os6,317.465,7.765,1.99515493883582,7.96366333333333,1.19,429.066666666667,-2.262056666,2.747243344,0.882924667,8.205,5.288238204,3,6.95454545454545,9.8921748864974,3.106964381
Cu6Os6,317.465,7.765,2.09507538418998,8.20094666666667,1.145,545.033333333333,-1.959209737,3.381071001,0.795401558,8.205,5.288238204,3,7.5,8.89592036227726,1.989090391
Cu6Os6,317.465,7.765,2.09507538418998,8.20094666666667,1.145,545.033333333333,-1.959205613,3.381079387,0.79540055,8.205,5.288238204,3,6.95454545454545,8.89592036227726,1.884561941
Cu6Pd6,375.28,7.835,1.9,7.72638,1.235,313.1,-1.687495953,1.155612231,0.981010215,1.109,5.177045331,1,7.5,11,5.897265669
Cu6Pd6,375.28,7.835,2.2,8.336839,0.562,396.7,-1.636726086,1.540955269,0.95003738,1.109,5.177045331,1,7.5,10,5.179315075
Cu6Pd6,375.28,7.835,2.2,8.336839,0.562,396.7,-1.636746727,1.540959871,0.950036891,1.109,5.177045331,2,7.33,10,3.17968626
Cu6Pd6,375.28,7.835,2.04450483002609,8.0316095,0.8985,354.9,-1.662300184,1.361182404,0.965608902,1.109,5.177045331,5,7.615384615,10.4880884817015,2.796323032
Cu6Pt6,376.955,8.1,2.28,8.95883,2.128,510,-1.988760804,1.824191872,0.917557649,9.213,5.465536153,1,7.5,10,4.212212697
Cu6Pt6,376.955,8.1,2.01905128144696,8.13719666666667,1.53266666666667,378.733333333333,-1.97054452,1.391402888,0.955845985,9.213,5.465536153,3,7.5,10.6560223676661,3.555957248
Cu6Pt6,376.955,8.1,2.01905128144696,8.13719666666667,1.53266666666667,378.733333333333,-1.970541776,1.391405004,0.955845945,9.213,5.465536153,3,6.95454545454545,10.6560223676661,3.479474756
Cu6Pt6,376.955,8.1,2.14556214584874,8.54801333333333,1.83033333333333,444.366666666667,-1.97961599,1.621243758,0.936795156,9.213,5.465536153,3,7.5,10.3228011545637,2.582668906
Cu6Pt6,376.955,8.1,2.14556214584874,8.54801333333333,1.83033333333333,444.366666666667,-1.979614173,1.621246434,0.936795121,9.213,5.465536153,3,6.95454545454545,10.3228011545637,2.732440771
Cu6Re6,318.795,7.985,1.9,7.83352,0.15,738,-1.047021755,4.107561857,0.64007652,20.16,5.351967509,1,7.5,7,3.18741266
Cu6Re6,318.795,7.985,1.9,7.76209333333333,0.873333333333333,454.733333333333,-2.140669722,2.878963922,0.863653336,20.16,5.351967509,3,7.5,9.4615249029094,2.847817991
Cu6Re6,318.795,7.985,1.9,7.76209333333333,0.873333333333333,454.733333333333,-2.140649154,2.879050109,0.863649006,20.16,5.351967509,3,6.95454545454545,9.4615249029094,2.664518163
Cu6Re6,318.795,7.985,1.9,7.79780666666667,0.511666666666667,596.366666666667,-1.604742289,3.576707813,0.754094529,20.16,5.351967509,3,7.5,8.1382230443977,1.617196081
Cu6Re6,318.795,7.985,1.9,7.79780666666667,0.511666666666667,596.366666666667,-1.604713031,3.57670856,0.754092872,20.16,5.351967509,3,6.95454545454545,8.1382230443977,1.630774834
Cu6Rh6,370.915,7.695,2.01905128144696,7.63722,1.20233333333333,380.966666666667,-1.949294348,1.899538041,0.928476634,24.94,5.207046351,3,7.5,10.2882764781018,3.084549956
Cu6Rh6,370.915,7.695,2.01905128144696,7.63722,1.20233333333333,380.966666666667,-1.949550007,1.899502042,0.928516885,24.94,5.207046351,3,6.95454545454545,10.2882764781018,3.120562589
Cu6Rh6,370.915,7.695,2.14556214584874,7.54806,1.16966666666667,448.833333333333,-1.685279462,2.120595683,0.88286711,24.94,5.207046351,3,7.5,9.62260298998748,1.987524103
Cu6Rh6,370.915,7.695,2.14556214584874,7.54806,1.16966666666667,448.833333333333,-1.685280635,2.120597166,0.882867062,24.94,5.207046351,3,6.95454545454545,9.62260298998748,2.099228059
Cu6Ru6,316.04,7.64,2.2,7.3605,1.05,605.7,-1.410039843,3.006735984,0.718539322,19.01,5.186040328,1,7.5,8,3.274778209
Cu6Ru6,316.04,7.64,1.99515493883582,7.60442,1.17333333333333,410.633333333333,-2.11071155,2.241316789,0.887592848,19.01,5.186040328,3,7.5,9.8921748864974,3.053565441
Cu6Ru6,316.04,7.64,1.99515493883582,7.60442,1.17333333333333,410.633333333333,-2.110655948,2.241371653,0.887578474,19.01,5.186040328,3,6.95454545454545,9.8921748864974,3.038441354
Cu6Ru6,316.04,7.64,2.09507538418998,7.48246,1.11166666666667,508.166666666667,-1.762972034,2.672105736,0.803686792,19.01,5.186040328,3,7.5,8.89592036227726,2.115206311
Cu6Ru6,316.04,7.64,2.09507538418998,7.48246,1.11166666666667,508.166666666667,-1.762984853,2.672106936,0.803687452,19.01,5.186040328,3,6.95454545454545,8.89592036227726,2.11657518
Cu6Sc6,346.195,11.055,1.36,6.56149,0.188,334,0.037404354,2.078838463,0.303558358,12.04,3.822384044,2,7.33,3,2.527656876
