surface,LC,MV,EN,SE,DBC,DBF,DOS,CN,GCN,RxnE
Cr6Os6,282.22,7.825,2.00286256756541,560.5,-1.682815452,0.716985892,15.75,3,6.95454545454545,-0.509177238
Cr6Pd6,340.035,7.895,1.82339021116122,371.9,-1.408618456,0.705594938,28.2,3,7.5,-0.51145279
Cr6Pd6,340.035,7.895,1.82339021116122,371.9,-1.408619009,0.705594364,28.2,3,6.95454545454545,-0.599902305
Cr6Pd6,340.035,7.895,2.00286256756541,384.3,-2.123062862,0.829943327,28.2,3,7.5,-0.297858665
Cr6Pd6,340.035,7.895,2.00286256756541,384.3,-2.123521246,0.83012204,28.2,3,6.95454545454545,-0.240716528
Cr6Pt6,341.71,8.16,2.28,510,-3.233890027,0.922572284,22.38,2,7.33,0.008668322
Cr6Pt6,341.71,8.16,1.84522929561104,409.666666666667,-1.62229792,0.697858485,22.38,3,7.5,-0.432063169
Cr6Pt6,341.71,8.16,1.84522929561104,409.666666666667,-1.622309533,0.697863832,22.38,3,6.95454545454545,-0.385658372
Cr6Pt6,341.71,8.16,2.05112720083206,459.833333333333,-2.462068365,0.814931379,22.38,3,7.5,-0.088125971
Cr6Pt6,341.71,8.16,2.05112720083206,459.833333333333,-2.462389516,0.815026553,22.38,3,6.95454545454545,-0.149823975
Cr6Re6,283.55,8.045,1.66,359.5,-0.970270176,0.598244626,13.08,1,7.5,0.213472898
Cr6Re6,283.55,8.045,1.9,738,-2.109456389,0.755736598,13.08,1,7.5,-0.231333362
Cr6Re6,283.55,8.045,1.9,738,-2.109005953,0.755637041,13.08,2,7.33,-0.362140797
Cr6Re6,283.55,8.045,1.73642724871675,485.666666666667,-1.340778156,0.64948894,13.08,3,7.5,-0.634006876
Cr6Re6,283.55,8.045,1.81637324703978,611.833333333333,-1.719956495,0.701862219,13.08,3,7.5,-0.543979237
Cr6Rh6,335.67,7.755,1.84522929561104,411.9,-1.109135692,0.636264901,30.36,3,7.5,-0.545305112
Cr6Rh6,335.67,7.755,1.84522929561104,411.9,-1.109135184,0.63626483,30.36,3,6.95454545454545,-0.600472791
Cr6Rh6,335.67,7.755,2.05112720083206,464.3,-1.649359582,0.746360517,30.36,3,7.5,-0.404449193
Cr6Rh6,335.67,7.755,2.05112720083206,464.3,-1.649228065,0.746331437,30.36,3,6.95454545454545,-0.402990527
Cr6Ru6,280.795,7.7,1.66,359.5,-0.692744893,0.573891943,16.59,1,7.5,0.288241346
Cr6Ru6,280.795,7.7,2.2,605.7,-1.843776246,0.801153074,16.59,2,7.33,-0.351022634
Cr6Ru6,280.795,7.7,1.82339021116122,441.566666666667,-1.091148635,0.652583754,16.59,3,7.5,-0.617958282
Cr6Ru6,280.795,7.7,1.82339021116122,441.566666666667,-1.091197534,0.652594767,16.59,3,6.95454545454545,-0.608851993
Cr6Ru6,280.795,7.7,2.00286256756541,523.633333333333,-1.474673209,0.728308651,16.59,3,7.5,-0.469148884
Cr6Ru6,280.795,7.7,2.00286256756541,523.633333333333,-1.474037482,0.728146852,16.59,3,6.95454545454545,-0.538295868
Cr6Sc6,310.95,11.115,1.66,359.5,-0.830856575,0.718423028,35.04,2,7.33,-0.90919288
Cr6Ta6,310.565,9.04,1.66,359.5,-0.207538463,0.550104083,12.89,1,7.5,0.013719163
Cr6Ta6,310.565,9.04,1.5,771,-0.546215961,0.523074855,12.89,1,7.5,0.358895023
Cr6Ta6,310.565,9.04,1.66,359.5,-0.207394441,0.550081675,12.89,2,7.33,-0.768699145
Cr6Ta6,310.565,9.04,1.5,771,-0.546143472,0.523073989,12.89,2,7.33,-0.641158028
Cr6Ta6,310.565,9.04,1.60485504460424,496.666666666667,-0.309090992,0.541975915,12.89,3,7.5,-0.7821598
Cr6Ta6,310.565,9.04,1.55154199650102,633.833333333333,-0.421518554,0.533018951,12.89,3,6.95454545454545,-0.906448748
Cr6Tc6,282.25,7.93,1.66,359.5,-0.942842301,0.588530737,15.68,1,7.5,0.154961756
Cr6Tc6,282.25,7.93,1.9,573,-1.81365856,0.752685883,15.68,1,7.5,-0.005653981
Cr6Tc6,282.25,7.93,1.66,359.5,-0.942908042,0.58854197,15.68,2,7.33,-0.434027015
Cr6Tc6,282.25,7.93,1.9,573,-1.814008765,0.752778781,15.68,2,7.33,-0.376304187
Cr6Tc6,282.25,7.93,1.77595044975923,466.25,-1.377996064,0.67055889,15.68,2,7.33,-0.500089044
Cr6Tc6,282.25,7.93,1.77595044975923,466.25,-1.378165115,0.670593597,15.68,2,7.33,-0.499939517
Cr6Tc6,282.25,7.93,1.73642724871675,430.666666666667,-1.2331652,0.643270794,15.68,3,7.5,-0.576618748
Cr6Tc6,282.25,7.93,1.81637324703978,501.833333333333,-1.523549135,0.698011676,15.68,3,6.95454545454545,-0.576331804
Cr6Ti6,293.04,8.935,1.54,443.7,-0.481849628,0.551094359,19.77,1,7.5,0.564801116
Cr6Ti6,293.04,8.935,1.66,359.5,-0.552289771,0.660311199,19.77,2,7.33,-0.858848691
Cr6Ti6,293.04,8.935,1.54,443.7,-0.482818941,0.55131462,19.77,2,7.33,-0.86205841
Cr6Ti6,293.04,8.935,1.61899546522834,387.566666666667,-0.534293359,0.63174523,19.77,3,6.95454545454545,-0.939730448
Cr6Ti6,293.04,8.935,1.57900380507826,415.633333333333,-0.51117857,0.596187725,19.77,3,6.95454545454545,-0.941223808
Cr6V6,297,7.775,1.63,475.8,-0.786194832,0.614475742,24.82,1,7.5,0.161877393
Cr6V6,297,7.775,1.64993914682214,398.266666666667,-0.810537111,0.643654763,24.82,3,7.5,-0.878866745
Cr6V6,297,7.775,1.64993914682214,398.266666666667,-0.810516689,0.643650515,24.82,3,6.95454545454545,-0.823022455
Cr6V6,297,7.775,1.63993927000974,437.033333333333,-0.798955128,0.629829528,24.82,3,7.5,-0.852662591
Cr6V6,297,7.775,1.63993927000974,437.033333333333,-0.799018385,0.629843225,24.82,3,6.95454545454545,-0.825813663
Cr6W6,303.76,8.35,1.66,359.5,-0.795407009,0.621974462,10.39,1,7.5,0.167627023
Cr6W6,303.76,8.35,2.36,835,-1.620575603,0.686771677,10.39,1,7.5,0.02817698
Cr6W6,303.76,8.35,1.86656331627344,518,-1.051394121,0.642106224,10.39,3,7.5,-0.679200359
Cr6W6,303.76,8.35,2.09883049015525,676.5,-1.325654788,0.663603153,10.39,3,6.95454545454545,-0.732194393
Cr6Zn6,278.745,8.195,1.66,359.5,-0.341823703,0.536808031,12.22,2,7.33,-0.630405586
Cr6Zn6,278.745,8.195,1.65332662190882,204.066666666667,-4.842464304,0.85121456,12.22,3,7.5,0.038015528
Cr6Zn6,278.745,8.195,1.65332662190882,204.066666666667,-4.842564206,0.851226857,12.22,3,6.95454545454545,0.085222109
Cr6Zr6,307.1,10.625,1.66,359.5,-0.455317746,0.633103624,23.58,1,7.5,-0.249322672
Cr6Zr6,307.1,10.625,1.33,601,-0.998859158,0.638268422,23.58,1,7.5,0.61473074
Cr6Zr6,307.1,10.625,1.66,359.5,-0.455115665,0.632990348,23.58,2,7.33,-0.806221602
Cr6Zr6,307.1,10.625,1.33,601,-0.999558144,0.638417279,23.58,2,7.33,-0.545815189
Cr6Zr6,307.1,10.625,1.43198056370112,520.5,-0.759246593,0.636066087,23.58,3,6.95454545454545,-0.959658569
Cu12,361.49,7.11,1.9,313.1,-2.424518836,0.976938777,1.419,1,7.5,0.520936638
Cu12,361.49,7.11,1.9,313.1,-2.423983776,0.9769358,1.419,2,7.33,0.084552981
Cu12,361.49,7.11,1.9,313.1,-2.424018938,0.976936295,1.419,3,7.5,-0.039638823
Cu12,361.49,7.11,1.9,313.1,-2.42418392,0.976936542,1.419,3,6.95454545454545,-0.053560439
Cu6Fe6,324.07,7.1,1.87637410384571,329,-2.267564467,0.499795505,7.845,3,7.5,-0.087636439
Cu6Fe6,324.07,7.1,1.87637410384571,329,-2.267571781,0.499791711,7.845,3,6.95454545454545,-0.216509689
Cu6Fe6,324.07,7.1,1.85304198820147,344.9,-1.797225467,0.504724038,7.845,3,7.5,-0.406855632
Cu6Fe6,324.07,7.1,1.85304198820147,344.9,-1.797216524,0.504722345,7.845,3,6.95454545454545,-0.302519567
Cu6Hf6,340.565,10.275,1.3,655.5,-0.218722929,0.412989638,11.59,1,7.5,0.071387297
Cu6Hf6,340.565,10.275,1.3,655.5,-0.21890791,0.413020524,11.59,2,7.33,-0.900437073
Cu6Hf6,340.565,10.275,1.57162336455017,484.3,-2.014959633,0.748415207,11.59,5,7.615384615,-0.182684442
Cu6Hg6,330.995,10.6,1.9,313.1,-2.283919295,0.982717479,9.093,1,7.5,0.55880985
Cu6Hg6,330.995,10.6,2,61.49,-6.675029342,0.993844674,9.093,1,7.5,1.109887993
Cu6Hg6,330.995,10.6,1.9,313.1,-2.283883713,0.982714811,9.093,2,7.33,0.151851087
Cu6Hg6,330.995,10.6,1.9,313.1,-2.283919295,0.982717479,9.093,1,7.5,0.592798229
Cu6Hg6,330.995,10.6,1.96609514498312,145.36,-5.212439686,0.99013796,9.093,3,6.95454545454545,0.674909124
Cu6Ir6,372.695,7.815,2.2,586,-1.819815356,0.814965196,17.92,2,7.33,-0.381685238
Cu6Ir6,372.695,7.815,1.99515493883582,404.066666666667,-2.172754606,0.919193401,17.92,3,6.95454545454545,-0.065496168
Cu6Ir6,372.695,7.815,2.2,586,-1.820064242,0.814988843,17.92,1,7.5,-0.261946713
Cu6La6,369.345,14.75,1.1,406.2,-0.623511919,0.469398932,10.77,1,7.5,0.389513545
Cu6La6,369.345,14.75,1.9,313.1,-2.865830774,0.985312397,10.77,2,7.33,-0.273116578
Cu6La6,369.345,14.75,1.1,406.2,-0.623214245,0.469315735,10.77,2,7.33,-0.42257524
Cu6La6,369.345,14.75,1.31981478882877,375.166666666667,-1.861809173,0.75430225,10.77,3,6.95454545454545,-0.441825798
Cu6Mn6,626.37,7.23,1.9,313.1,-2.959975528,0.495696866,6.655,1,7.5,2.144638688
Cu6Mn6,626.37,7.23,1.55,233.2,-1.012489694,0.510847418,6.655,1,7.5,1.88823439
Cu6Mn6,626.37,7.23,1.9,313.1,-2.959978384,0.49569494,6.655,2,7.33,1.25758118
Cu6Mn6,626.37,7.23,1.77533221316052,286.466666666667,-2.330832457,0.500587111,6.655,3,7.5,1.661811322
Cu6Mn6,626.37,7.23,1.77533221316052,286.466666666667,-2.33082515,0.500587076,6.655,3,6.95454545454545,1.576924185
Cu6Mn6,626.37,7.23,1.65884445636075,259.833333333333,-1.681997733,0.505635872,6.655,3,7.5,1.231930641
Cu6Mo6,338.095,8.245,2.16,636,-0.71014221,0.569064263,18.09,2,7.33,-0.58091597
Cu6Mo6,338.095,8.245,1.98298905745802,420.733333333333,-2.066920207,0.847167624,18.09,3,7.5,-0.297052392
Cu6Mo6,338.095,8.245,1.98298905745802,420.733333333333,-2.067002102,0.847195666,18.09,3,6.95454545454545,-0.368792756
Cu6Mo6,338.095,8.245,2.06960294842014,528.366666666667,-1.415222421,0.713586313,18.09,3,7.5,-0.637616739
Cu6Mo6,338.095,8.245,2.06960294842014,528.366666666667,-1.415217909,0.713585407,18.09,3,6.95454545454545,-0.522698166
Cu6Nb6,345.765,8.97,1.6,716.8,-0.509151567,0.521396755,6.892,1,7.5,0.173489171
Cu6Nb6,345.765,8.97,1.6,716.8,-0.509329668,0.521424222,6.892,2,7.33,-0.63549738
Cu6Nb6,345.765,8.97,1.794220143693,447.666666666667,-2.223714392,0.846262263,6.892,3,7.5,-0.204253954
Cu6Nb6,345.765,8.97,1.794220143693,447.666666666667,-2.223887693,0.846292128,6.892,3,6.95454545454545,-0.249015047
Cu6Nb6,345.765,8.97,1.69432943370196,582.233333333333,-1.446760164,0.699044396,6.892,3,7.5,-0.693316401
Cu6Nb6,345.765,8.97,1.69432943370196,582.233333333333,-1.44676757,0.699045775,6.892,3,6.95454545454545,-0.593256741
Cu6Ni6,356.945,6.85,1.91,395.2,-1.096471071,0.470976863,6.379,2,7.33,-0.280273308
Cu6Ni6,356.945,6.85,1.90332750241963,340.466666666667,-1.912010802,0.482429862,6.379,3,7.5,-0.121191068
Cu6Ni6,356.945,6.85,1.90332750241963,340.466666666667,-1.911864441,0.482428856,6.379,3,6.95454545454545,-0.188891359
Cu6Ni6,356.945,6.85,1.90666083235102,367.833333333333,-1.505721902,0.47672913,6.379,3,7.5,-0.337988381
Cu6Ni6,356.945,6.85,1.90666083235102,367.833333333333,-1.505721853,0.476729555,6.379,3,6.95454545454545,-0.305950786
Cu6Os6,317.465,7.765,2.2,661,-1.650716592,0.706232043,8.205,2,7.33,-0.334694171
Cu6Os6,317.465,7.765,1.99515493883582,429.066666666667,-2.261943714,0.882911349,8.205,3,7.5,-0.255305367
Cu6Os6,317.465,7.765,1.99515493883582,429.066666666667,-2.262056666,0.882924667,8.205,3,6.95454545454545,0.000240276
Cu6Os6,317.465,7.765,1.99515493883582,429.066666666667,-2.261943714,0.882911349,8.205,3,7.5,-0.261981136
Cu6Pd6,375.28,7.835,1.9,313.1,-1.687495953,0.981010215,1.109,1,7.5,0.538050965
Cu6Pd6,375.28,7.835,2.2,396.7,-1.636726086,0.95003738,1.109,1,7.5,0.275414443
Cu6Pd6,375.28,7.835,1.9,313.1,-1.687511345,0.981009415,1.109,2,7.33,-0.064991669
Cu6Pd6,375.28,7.835,2.2,396.7,-1.636746727,0.950036891,1.109,2,7.33,-0.173956254
Cu6Pd6,375.28,7.835,1.99515493883582,340.966666666667,-1.670704349,0.970760038,1.109,3,7.5,-0.086079267
Cu6Pd6,375.28,7.835,2.09507538418998,368.833333333333,-1.653760664,0.960436291,1.109,3,7.5,-0.22658484
Cu6Pt6,376.955,8.1,2.28,510,-1.988760804,0.917557649,9.213,1,7.5,-0.184818903
Cu6Pt6,376.955,8.1,1.9,313.1,-1.961605714,0.974710298,9.213,2,7.33,-0.302497117
Cu6Pt6,376.955,8.1,2.28,510,-1.988757406,0.917558321,9.213,2,7.33,-0.309796707
Cu6Pt6,376.955,8.1,2.08134571851963,411.55,-1.975094267,0.946347628,9.213,2,7.33,-0.179981943
Cu6Pt6,376.955,8.1,2.08134571851963,411.55,-1.97508962,0.94634721,9.213,2,7.33,-0.180449571
Cu6Pt6,376.955,8.1,2.01905128144696,378.733333333333,-1.97054452,0.955845985,9.213,3,7.5,-0.052729539
Cu6Pt6,376.955,8.1,2.01905128144696,378.733333333333,-1.970541776,0.955845945,9.213,3,6.95454545454545,-0.1989061
Cu6Pt6,376.955,8.1,2.14556214584874,444.366666666667,-1.97961599,0.936795156,9.213,3,7.5,-0.309619017
Cu6Pt6,376.955,8.1,2.14556214584874,444.366666666667,-1.979614173,0.936795121,9.213,3,6.95454545454545,-0.199232365
Cu6Re6,318.795,7.985,1.9,313.1,-2.655968994,0.969008093,20.16,2,7.33,-0.635279145
Cu6Re6,318.795,7.985,1.9,738,-1.046985063,0.640068555,20.16,2,7.33,-0.634975602
Cu6Re6,318.795,7.985,1.9,454.733333333333,-2.140669722,0.863653336,20.16,3,7.5,-0.316595608
Cu6Re6,318.795,7.985,1.9,454.733333333333,-2.140649154,0.863649006,20.16,3,6.95454545454545,-0.231252408
Cu6Re6,318.795,7.985,1.9,738,-1.047021755,0.64007652,20.16,1,7.5,-0.325535091
Cu6Rh6,370.915,7.695,2.28,516.7,-1.41811437,0.836696913,24.94,2,7.33,-0.305548466
Cu6Rh6,370.915,7.695,2.01905128144696,380.966666666667,-1.949294348,0.928476634,24.94,3,7.5,-0.182255454
Cu6Rh6,370.915,7.695,2.01905128144696,380.966666666667,-1.949550007,0.928516885,24.94,3,6.95454545454545,-0.116250433
Cu6Rh6,370.915,7.695,2.14556214584874,448.833333333333,-1.685279462,0.88286711,24.94,3,7.5,-0.321869038
Cu6Rh6,370.915,7.695,2.14556214584874,448.833333333333,-1.685280635,0.882867062,24.94,3,6.95454545454545,-0.321332021
Cu6Ru6,316.04,7.64,2.2,605.7,-1.409939233,0.718514218,19.01,2,7.33,-0.277813263
Cu6Ru6,316.04,7.64,2.04450483002609,459.4,-1.937530269,0.845804093,19.01,2,7.33,-0.161283505
Cu6Ru6,316.04,7.64,1.99515493883582,410.633333333333,-2.11071155,0.887592848,19.01,3,7.5,-0.209186289
Cu6Ru6,316.04,7.64,1.99515493883582,410.633333333333,-2.110655948,0.887578474,19.01,3,6.95454545454545,-0.075226007
Cu6Ru6,316.04,7.64,2.09507538418998,508.166666666667,-1.762972034,0.803686792,19.01,3,7.5,-0.272088804
Cu6Ru6,316.04,7.64,2.09507538418998,508.166666666667,-1.762984853,0.803687452,19.01,3,6.95454545454545,-0.261716913
Cu6Sc6,346.195,11.055,1.9,313.1,-3.141207932,0.979433524,12.04,2,7.33,-0.176534669
Cu6Sc6,346.195,11.055,1.36,334,0.037404354,0.303558358,12.04,2,7.33,-0.708506339
Cu6Sc6,346.195,11.055,1.69960775263951,320.066666666667,-2.454283381,0.833373835,12.04,3,6.95454545454545,-0.693021429
Cu6Sc6,346.195,11.055,1.52035079622755,327.033333333333,-1.473436231,0.624807878,12.04,3,6.95454545454545,-0.697198377
Cu6Ta6,345.81,8.98,1.5,771,0.17032663,0.422839278,8.495,1,7.5,0.032189707
Cu6Ta6,345.81,8.98,1.5,771,0.170678964,0.422805989,8.495,2,7.33,-0.754445142
Cu6Ta6,345.81,8.98,1.75603359541927,465.733333333333,-1.98996625,0.794229912,8.495,3,7.5,-0.194353092
Cu6Ta6,345.81,8.98,1.75603359541927,465.733333333333,-1.989624236,0.794188854,8.495,3,6.95454545454545,-0.227586491
Cu6Ta6,345.81,8.98,1.6229757832848,618.366666666667,-0.943604711,0.614362961,8.495,3,7.5,-0.750733645
Cu6Tc6,317.495,7.87,1.9,573,-0.957842169,0.649827438,5.739,2,7.33,-0.481917418
Cu6Tc6,317.495,7.87,1.9,399.733333333333,-2.009666258,0.867095309,5.739,3,7.5,-0.258550596
Cu6Tc6,317.495,7.87,1.9,399.733333333333,-2.009516967,0.867063275,5.739,3,6.95454545454545,-0.235693306
Cu6Tc6,317.495,7.87,1.9,486.366666666667,-1.492755701,0.760321188,5.739,3,7.5,-0.481064885
Cu6Tc6,317.495,7.87,1.9,486.366666666667,-1.49275336,0.76032108,5.739,3,6.95454545454545,-0.43921228
Cu6Ti6,328.285,8.875,1.54,443.7,-0.083770492,0.414190901,15.41,2,7.33,-0.654862225
Cu6Ti6,328.285,8.875,1.77150605428884,356.633333333333,-2.234205739,0.831765929,15.41,3,7.5,-0.123118042
Cu6Ti6,328.285,8.875,1.77150605428884,356.633333333333,-2.234283936,0.831797362,15.41,3,6.95454545454545,-0.300016936
Cu6Ti6,328.285,8.875,1.65170194756948,400.166666666667,-1.29553727,0.649501543,15.41,3,7.5,-0.75827011
Cu6Ti6,328.285,8.875,1.65170194756948,400.166666666667,-1.295565693,0.649505529,15.41,3,6.95454545454545,-0.629867345
Cu6V6,332.245,7.715,1.63,475.8,-0.308299279,0.501235364,14.7,1,7.5,0.162634822
Cu6V6,332.245,7.715,1.63,475.8,-0.30821987,0.501202454,14.7,2,7.33,-0.582067556
Cu6V6,332.245,7.715,1.80536465393456,367.333333333333,-2.134067906,0.840097274,14.7,3,7.5,-0.278927161
Cu6V6,332.245,7.715,1.80536465393456,367.333333333333,-2.134102182,0.840095596,14.7,3,6.95454545454545,-0.360918326
Cu6V6,332.245,7.715,1.71544291246119,421.566666666667,-1.293041251,0.683997315,14.7,3,7.5,-0.659828031
Cu6V6,332.245,7.715,1.71544291246119,421.566666666667,-1.293027881,0.683995886,14.7,3,6.95454545454545,-0.604741033
Cu6W6,339.005,8.29,2.36,835,-0.809166222,0.562257202,12.6,2,7.33,-0.746565813
Cu6W6,339.005,8.29,2.04239498288249,487.066666666667,-2.251743191,0.845012727,12.6,3,7.5,-0.281724219
Cu6W6,339.005,8.29,2.04239498288249,487.066666666667,-2.251737522,0.845011297,12.6,3,6.95454545454545,-0.26271353
Cu6Y6,363.115,13.495,1.9,313.1,-2.968177661,0.979634502,13.81,1,7.5,0.084480054
Cu6Y6,363.115,13.495,1.22,391.4,-0.06540217,0.342777697,13.81,1,7.5,0.302479566
Cu6Y6,363.115,13.495,1.9,313.1,-2.968162559,0.979632734,13.81,2,7.33,-0.219243616
Cu6Y6,363.115,13.495,1.22,391.4,-0.06516857,0.342735077,13.81,2,7.33,-0.704130749
Cu6Y6,363.115,13.495,1.41413570396238,365.3,-1.487014581,0.654675827,13.81,3,6.95454545454545,-0.655979116
Cu6Zn6,313.99,8.135,1.9,313.1,-2.712137856,0.975580674,9.048,1,7.5,0.571488586
Cu6Zn6,313.99,8.135,1.65,126.35,-7.103872218,0.996225023,9.048,1,7.5,0.840482095
Cu6Zn6,313.99,8.135,1.9,313.1,-2.712129617,0.975580305,9.048,2,7.33,0.193186267
Cu6Zn6,313.99,8.135,1.81271856262466,250.85,-4.18021606,0.982485408,9.048,3,7.5,0.159172174
Cu6Zn6,313.99,8.135,1.81271856262466,250.85,-4.180207472,0.982485523,9.048,3,6.95454545454545,0.163326399
Cu6Zn6,313.99,8.135,1.72944662488632,188.6,-5.644263931,0.989365538,9.048,3,7.5,0.301313286
Cu6Zn6,313.99,8.135,1.72944662488632,188.6,-5.64427104,0.989365219,9.048,3,6.95454545454545,0.314807956
Cu6Zr6,342.345,10.565,1.9,313.1,-3.036895763,0.974383938,21.91,1,7.5,0.152191229
Cu6Zr6,342.345,10.565,1.33,601,-0.192416289,0.422046723,21.91,1,7.5,0.159728374
Cu6Zr6,342.345,10.565,1.49790968099,505.033333333333,-1.402594582,0.657031591,21.91,3,6.95454545454545,-0.800465306
Cu6Zr6,342.345,10.565,1.58965405041474,457.05,-1.890340003,0.751745055,21.91,5,7.615384615,-0.304628721
Fe6Hf6,303.145,10.265,1.83,360.8,-1.048784367,0.484813511,14.869,1,7.5,-0.299299916
Fe6Hf6,303.145,10.265,1.3,655.5,-0.888766409,0.254063085,14.869,1,7.5,0.500917222
Fe6Hf6,303.145,10.265,1.83,360.8,-1.048976736,0.484797366,14.869,2,7.33,-0.633305231
Fe6Hf6,303.145,10.265,1.45695430635494,557.266666666667,-0.967334077,0.367413527,14.869,3,6.95454545454545,-0.850113292
Fe6Hg6,293.575,10.59,1.83,360.8,-1.219986313,0.505268515,21.095,1,7.5,0.378127485
Fe6Hg6,293.575,10.59,1.83,360.8,-1.220014737,0.505259279,21.095,2,7.33,-0.292996807
Fe6Hg6,293.575,10.59,1.9131126469709,211.145,-4.042406149,0.501838452,21.095,2,7.33,0.43377735
Fe6Ir6,335.275,7.805,2.2,586,-2.406522402,0.466307697,7.249E-05,1,7.5,-0.086797648
Fe6Ir6,335.275,7.805,1.83,360.8,-1.512999945,0.531070918,7.249E-05,2,7.33,-0.123334645
Fe6Ir6,335.275,7.805,2.2,586,-2.406884673,0.46623645,7.249E-05,2,7.33,0.059911984
Fe6Ir6,335.275,7.805,1.94584519717385,435.866666666667,-1.804690044,0.509918822,7.249E-05,3,7.5,-0.168899971
Fe6Ir6,335.275,7.805,1.94584519717385,435.866666666667,-1.804922566,0.509868931,7.249E-05,3,6.95454545454545,-0.146219555
Fe6Ir6,335.275,7.805,2.06902378763089,510.933333333333,-2.102776527,0.488295991,7.249E-05,3,7.5,-0.136027531
Fe6Ir6,335.275,7.805,2.06902378763089,510.933333333333,-2.102694635,0.488292128,7.249E-05,3,6.95454545454545,-0.142410914
Fe6La6,331.925,14.74,1.83,360.8,-1.315223195,0.547483036,20.399,1,7.5,-0.269849715
Fe6La6,331.925,14.74,1.1,406.2,-1.019211753,0.224076526,20.399,1,7.5,0.650903241
Fe6La6,331.925,14.74,1.83,360.8,-1.314898319,0.547458035,20.399,2,7.33,-0.562840128
Fe6La6,331.925,14.74,1.1,406.2,-1.019397328,0.224096621,20.399,2,7.33,-0.163197145
Fe6La6,331.925,14.74,1.30340331138469,391.066666666667,-1.189729276,0.410315724,20.399,3,6.95454545454545,-0.584980942
Fe6Ni6,319.525,6.84,1.83,360.8,-1.366296437,0.521671142,11.672,1,7.5,0.556391982
Fe6Ni6,319.525,6.84,1.91,395.2,-1.572716566,0.496194944,11.672,1,7.5,0.418085634
Fe6Ni6,319.525,6.84,1.91,395.2,-1.572711581,0.496192685,11.672,2,7.33,0.003357204
Fe6Ni6,319.525,6.84,1.85628725225379,372.266666666667,-1.436520992,0.512983221,11.672,3,7.5,-0.141461236
Fe6Ni6,319.525,6.84,1.85628725225379,372.266666666667,-1.436529056,0.512983299,11.672,3,6.95454545454545,-0.11529096
Fe6Ni6,319.525,6.84,1.88295211086335,383.733333333333,-1.505336835,0.50449286,11.672,3,7.5,-0.086333694
Fe6Ni6,319.525,6.84,1.88295211086335,383.733333333333,-1.505445114,0.504507536,11.672,3,6.95454545454545,-0.121599511
Fe6Os6,280.045,7.755,1.83,360.8,-1.388266969,0.487531963,11.394,2,7.33,-0.139456574
Fe6Os6,280.045,7.755,2.2,661,-2.139979834,0.388333433,11.394,2,7.33,-0.33586739
Fe6Os6,280.045,7.755,2.0064894716893,510.9,-1.750177234,0.439802707,11.394,2,7.33,-0.208934175
Fe6Os6,280.045,7.755,1.94584519717385,460.866666666667,-1.626468503,0.456103831,11.394,3,7.5,-0.382333957
Fe6Os6,280.045,7.755,1.94584519717385,460.866666666667,-1.626466181,0.45610271,11.394,3,6.95454545454545,-0.349065591
Fe6Os6,280.045,7.755,2.06902378763089,560.933333333333,-1.876805221,0.423076278,11.394,3,7.5,-0.356369807
Fe6Os6,280.045,7.755,2.06902378763089,560.933333333333,-1.876619417,0.423073794,11.394,3,6.95454545454545,-0.380133236
Fe6Pd6,337.86,7.825,1.83,360.8,-1.437985517,0.517865273,8.868,2,7.33,0.132793322
Fe6Pd6,337.86,7.825,1.94584519717385,372.766666666667,-1.778361248,0.510221626,8.868,3,7.5,0.043312088
Fe6Pd6,337.86,7.825,1.94584519717385,372.766666666667,-1.778343107,0.510221407,8.868,3,6.95454545454545,0.037189254
Fe6Pd6,337.86,7.825,2.06902378763089,384.733333333333,-2.115323945,0.50267731,8.868,3,7.5,0.125143522
Fe6Pd6,337.86,7.825,2.06902378763089,384.733333333333,-2.115209799,0.502661139,8.868,3,6.95454545454545,0.12312294
Fe6Pt6,339.535,8.09,1.83,360.8,-1.487034324,0.518336517,10.9829,1,7.5,0.733041483
Fe6Pt6,339.535,8.09,1.83,360.8,-1.487110292,0.518306951,10.9829,2,7.33,0.298523031
Fe6Pt6,339.535,8.09,2.28,510,-2.651490596,0.49391047,10.9829,2,7.33,0.183278194
Fe6Pt6,339.535,8.09,1.96915094781747,410.533333333333,-1.875565575,0.510156865,10.9829,3,7.5,0.145750022
Fe6Pt6,339.535,8.09,1.96915094781747,410.533333333333,-1.875618423,0.510165917,10.9829,3,6.95454545454545,0.079090568
Fe6Pt6,339.535,8.09,2.1188827624538,460.266666666667,-2.263719203,0.502030697,10.9829,3,7.5,0.15433984
Fe6Pt6,339.535,8.09,2.1188827624538,460.266666666667,-2.263723317,0.502050476,10.9829,3,6.95454545454545,0.161345275
Fe6Rh6,333.495,7.685,1.83,360.8,-1.565263838,0.507463183,11.992,1,7.5,1.791676563
Fe6Rh6,333.495,7.685,2.28,516.7,-1.773753483,0.490890791,11.992,1,7.5,1.548464751
Fe6Rh6,333.495,7.685,1.96915094781747,412.766666666667,-1.633662399,0.502051819,11.992,3,6.95454545454545,1.259108011
Fe6Rh6,333.495,7.685,2.1188827624538,464.733333333333,-1.703186757,0.496538644,11.992,3,7.5,1.257930847
Fe6Ru6,278.62,7.63,1.83,360.8,-1.369761411,0.501368986,15.401,1,7.5,0.289849674
Fe6Ru6,278.62,7.63,1.83,360.8,-1.369805848,0.501348946,15.401,2,7.33,-0.281664082
Fe6Ru6,278.62,7.63,2.2,605.7,-1.779038825,0.395759913,15.401,2,7.33,-0.174002514
