surface,LC,MV,EN,SE,DBC,DBF,DOS,CN,GCN,RxnE
Cd12,297.94,13,1.69,106.3,-8.882251272,0.997127583,5.874,1,7.5,0.966015964
Cd12,297.94,13,1.69,106.3,-8.882239913,0.997127007,5.874,2,7.33,0.839368333
Cd12,297.94,13,1.69,106.3,-8.882171164,0.997127358,5.874,3,7.5,0.87136171
Cd12,297.94,13,1.69,106.3,-8.882184464,0.99712752,5.874,3,6.95454545454545,0.825439234
Cd6Cu6,329.715,10.055,1.69,106.3,-8.635873926,0.996289968,2.47,1,7.5,0.99467513
Cd6Cu6,329.715,10.055,1.9,313.1,-2.4813689,0.981120853,2.47,1,7.5,0.480319701
Cd6Cu6,329.715,10.055,1.9,313.1,-2.481359542,0.981120432,2.47,2,7.33,0.171934721
Cd6Cu6,329.715,10.055,1.75728554532174,175.233333333333,-6.590122461,0.991245472,2.47,3,6.95454545454545,0.370696601
Cd6Fe6,292.295,10.045,1.69,106.3,-8.62106111,0.499218377,7.565,1,7.5,1.036602974
Cd6Fe6,292.295,10.045,1.83,360.8,-1.153092912,0.504456278,7.565,1,7.5,0.256538179
Cd6Fe6,292.295,10.045,1.83,360.8,-1.153067754,0.504456633,7.565,2,7.33,-0.354356573
Cd6Fe6,292.295,10.045,1.83,360.8,-1.153092912,0.504456278,7.565,1,7.5,0.200596063
Cd6Fe6,292.295,10.045,1.73543425805479,191.133333333333,-6.195384661,0.500951619,7.565,3,6.95454545454545,0.198128127
Cd6Hf6,308.79,13.22,1.3,655.5,-0.131966427,0.422422517,19.77,2,7.33,-0.849589473
Cd6Hf6,308.79,13.22,1.54847995275536,289.366666666667,-6.446941418,0.852266436,19.77,3,6.95454545454545,0.060146546
Cd6Hf6,308.79,13.22,1.54847995275536,289.366666666667,-6.447134027,0.852289245,19.77,3,7.5,-0.029887079
Cd6Hg6,299.22,13.545,1.69,106.3,-8.487248044,0.998417919,2.402,1,7.5,0.883239207
Cd6Hg6,299.22,13.545,1.69,106.3,-8.487257191,0.998417743,2.402,2,7.33,0.977802303
Cd6Hg6,299.22,13.545,1.69,106.3,-8.487248044,0.998417919,2.402,1,7.5,1.05450235
Cd6Ir6,340.92,10.76,2.2,586,-1.527082417,0.83789256,15.17,1,7.5,-0.270018562
Cd6Ir6,340.92,10.76,2.2,586,-1.527138562,0.837894833,15.17,2,7.33,-0.44166906
Cd6Ir6,340.92,10.76,2.2,586,-1.527082417,0.83789256,15.17,1,7.5,-0.321206849
Cd6La6,337.57,17.695,1.1,406.2,-0.531633142,0.500253985,15.01,1,7.5,0.402204934
Cd6La6,337.57,17.695,1.1,406.2,-0.532201139,0.500437223,15.01,2,7.33,-0.501943364
Cd6La6,337.57,17.695,1.26927977018798,306.233333333333,-5.113899947,0.779793084,15.01,3,7.5,-0.490947516
Cd6La6,337.57,17.695,1.3634515026212,256.25,-6.402298698,0.858329346,15.01,5,7.615384615,-0.256641582
Cd6Mn6,594.595,10.175,1.55,233.2,-1.022815569,0.510954783,10.86,2,7.33,0.579831324
Cd6Mn6,594.595,10.175,1.55,233.2,-1.022949327,0.510970495,10.86,1,7.5,1.186901924
Cd6Mn6,594.595,10.175,1.64198191385844,148.6,-6.243751554,0.503199935,10.86,3,6.95454545454545,1.122671493
Cd6Mo6,306.32,11.19,2.16,636,-0.545494902,0.567162722,11.07,2,7.33,-0.652046799
Cd6Mo6,306.32,11.19,1.83404105642219,282.866666666667,-6.042854569,0.862702507,11.07,3,7.5,0.071655193
Cd6Nb6,313.99,11.915,1.69,106.3,-8.449747839,0.996072062,12.28,2,7.33,-0.732194257
Cd6Nb6,313.99,11.915,1.6,716.8,-0.253256133,0.503417178,12.28,2,7.33,-0.732681069
Cd6Nb6,313.99,11.915,1.65945111770358,309.8,-6.12462731,0.856302489,12.28,3,7.5,0.021519443
Cd6Nb6,313.99,11.915,1.65945111770358,309.8,-6.125626278,0.856400065,12.28,3,6.95454545454545,0.135212278
Cd6Nb6,313.99,11.915,1.65945111770358,309.8,-6.12462731,0.856302489,12.28,3,7.5,0.017841824
Cd6Ni6,325.17,9.795,1.91,395.2,-0.927818906,0.458058229,5.39,2,7.33,-0.314716661
Cd6Ni6,325.17,9.795,1.91,395.2,-0.927994813,0.458011937,5.39,1,7.5,0.019411241
Cd6Pd6,343.505,10.78,2.2,396.7,-1.971751142,0.947424886,5.866,2,7.33,-0.009191053
Cd6Pd6,343.505,10.78,1.84529312352288,203.1,-6.325506854,0.980592832,5.866,3,6.95454545454545,0.268977182
Cd6Pt6,345.18,11.045,2.28,510,-1.893306638,0.928368758,7.281,1,7.5,-0.239398136
Cd6Pt6,345.18,11.045,2.28,510,-1.893255884,0.928366026,7.281,2,7.33,-0.250679296
Cd6Re6,287.02,10.93,1.9,738,-0.934194144,0.637090896,10.74,2,7.33,-0.661591328
Cd6Rh6,339.14,10.64,2.28,516.7,-0.880516089,0.874318376,12.2,1,7.5,-0.17633208
Cd6Rh6,339.14,10.64,2.28,516.7,-0.880597419,0.874326284,12.2,2,7.33,-0.493221571
Cd6Rh6,339.14,10.64,1.96295695317039,311.5,-4.518154117,0.936350625,12.2,5,7.615384615,0.510797676
Cd6Ru6,284.265,10.585,2.2,605.7,-1.31264803,0.72748712,6.669,2,7.33,-0.277951905
Cd6Ru6,284.265,10.585,1.84529312352288,272.766666666667,-6.187794599,0.908460119,6.669,3,6.95454545454545,0.313624941
Cd6Sc6,314.42,14,1.69,106.3,-8.654627743,0.997126825,13.8,2,7.33,-0.752681164
Cd6Sc6,314.42,14,1.36,334,0.168106871,0.291176464,13.8,2,7.33,-0.743892431
Cd6Sc6,314.42,14,1.51604749265978,220.15,-5.41047498,0.737541469,13.8,5,7.615384615,0.181090263
Cd6Ta6,314.035,11.925,1.5,771,0.274035122,0.428833049,13.93,2,7.33,-0.851386377
Cd6Ta6,314.035,11.925,1.62413287069981,327.866666666667,-5.689598033,0.817240884,13.93,3,6.95454545454545,0.117648418
Cd6Ta6,314.035,11.925,1.62413287069981,327.866666666667,-5.689626185,0.817243454,13.93,3,7.5,-0.12446174
Cd6Ti6,296.51,11.82,1.54,443.7,0.006545481,0.413848732,17.08,2,7.33,-0.774350541
Cd6Ti6,296.51,11.82,1.63844314876406,218.766666666667,-6.366764715,0.84737728,17.08,3,7.5,0.06320184
Cd6Ti6,296.51,11.82,1.63844314876406,218.766666666667,-6.367322007,0.847478854,17.08,3,6.95454545454545,0.075213353
Cd6V6,300.47,10.66,1.63,475.8,-0.177528055,0.502404353,19.87,2,7.33,-0.6743834
Cd6V6,300.47,10.66,1.69,106.3,-8.563588197,0.997519417,19.87,2,7.33,-0.664876695
Cd6V6,300.47,10.66,1.63,475.8,-0.177528055,0.502404353,19.87,2,7.33,-0.673108683
Cd6V6,300.47,10.66,1.66975853178631,229.466666666667,-6.196970098,0.857727593,19.87,3,6.95454545454545,0.196616671
Cd6V6,300.47,10.66,1.64975949968827,352.633333333333,-3.438117945,0.694913198,19.87,3,6.95454545454545,0.207542449
Cd6W6,307.23,11.235,2.36,835,-0.541002075,0.556782464,6.084,1,7.5,-0.07008115
Cd6W6,307.23,11.235,2.36,835,-0.540967612,0.556776429,6.084,2,7.33,-0.818570536
Cd6W6,307.23,11.235,2.36,835,-0.541002075,0.556782464,6.084,1,7.5,-0.160620363
Cd6Y6,331.34,16.44,1.22,391.4,0.107390523,0.32939222,10.44,1,7.5,0.38134183
Cd6Y6,331.34,16.44,1.22,391.4,0.107183689,0.329430014,10.44,2,7.33,-0.731589212
Cd6Y6,331.34,16.44,1.43589693223434,248.85,-5.553576876,0.76024785,10.44,5,7.615384615,-0.074591709
Cd6Zn6,282.215,11.08,1.65,126.35,-7.193712967,0.997787146,0.9518,1,7.5,0.626203196
Cd6Zn6,282.215,11.08,1.65,126.35,-7.193708122,0.997786905,0.9518,2,7.33,0.603667408
Cd6Zn6,282.215,11.08,1.66988023522647,116.325,-7.98449996,0.997438329,0.9518,2,7.33,0.614302841
Cd6Zn6,282.215,11.08,1.67656006728248,112.983333333333,-8.248224619,0.997322121,0.9518,3,6.95454545454545,0.582495455
Cd6Zn6,282.215,11.08,1.67656006728248,112.983333333333,-8.248201989,0.997322162,0.9518,3,7.5,0.664744856
Cd6Zr6,310.57,13.51,1.69,106.3,-8.515387948,0.995904801,15.6,2,7.33,-0.788627266
Cd6Zr6,310.57,13.51,1.33,601,-0.080258802,0.446179923,15.6,2,7.33,-0.789149588
Cd6Zr6,310.57,13.51,1.5603008678956,271.2,-6.400341945,0.8580944,15.6,3,7.5,0.024635282
Cd6Zr6,310.57,13.51,1.5603008678956,271.2,-6.398910545,0.857952165,15.6,3,6.95454545454545,0.060192125
Co12,250.71,6.67,1.88,391.2,-1.580896757,0.491865212,12.023,2,7.33,-0.108293689
Co12,250.71,6.67,1.88,391.2,-1.580641239,0.491872776,12.023,3,7.5,-0.245903834
Co12,250.71,6.67,1.88,391.2,-1.580100381,0.491892777,12.023,3,6.95454545454545,-0.448717897
Co6Cu6,306.1,6.89,1.8866431647417,365.166666666667,-1.814154322,0.490141657,7.3807,3,7.5,-0.327433902
Co6Cu6,306.1,6.89,1.8866431647417,365.166666666667,-1.814179233,0.490143155,7.3807,3,6.95454545454545,-0.27060728
Co6Cu6,306.1,6.89,1.89330980375881,339.133333333333,-2.189843478,0.490523886,7.3807,3,7.5,-0.120403026
Co6Cu6,306.1,6.89,1.89330980375881,339.133333333333,-2.18983307,0.490520121,7.3807,3,6.95454545454545,-0.171633219
Co6Hf6,285.175,10.055,1.88,391.2,-1.174934305,0.424382565,8.647,1,7.5,-0.192445573
Co6Hf6,285.175,10.055,1.3,655.5,-0.74373676,0.209046609,8.647,1,7.5,0.31210328
Co6Hf6,285.175,10.055,1.88,391.2,-1.175191524,0.424408262,8.647,2,7.33,-0.408430355
Co6Hf6,285.175,10.055,1.66246693736422,479.3,-1.061155233,0.367466141,8.647,3,6.95454545454545,-0.700101831
Co6Hf6,285.175,10.055,1.47010442437722,567.4,-0.920868036,0.297399355,8.647,3,6.95454545454545,-0.699929311
Co6Hg6,275.605,10.38,1.88,391.2,-1.215613296,0.488083156,24.893,1,7.5,0.083560445
Co6Hg6,275.605,10.38,2,61.49,-6.766332271,0.497680956,24.893,1,7.5,1.038256746
Co6Hg6,275.605,10.38,1.88,391.2,-1.216955545,0.48813676,24.893,2,7.33,-0.221458895
Co6Ir6,317.305,7.595,2.2,586,-2.136156156,0.433783831,15.361,1,7.5,-0.20684543
Co6Ir6,317.305,7.595,1.88,391.2,-1.528432528,0.485530795,15.361,2,7.33,-0.085140475
Co6Ir6,317.305,7.595,2.2,586,-2.136169942,0.433785719,15.361,2,7.33,-0.267362731
Co6Ir6,317.305,7.595,2.03371581102179,488.6,-1.829570366,0.459893043,15.361,2,7.33,-0.209847662
Co6Ir6,317.305,7.595,1.98112917260802,456.133333333333,-1.728596069,0.468483208,15.361,3,7.5,-0.276614057
Co6Ir6,317.305,7.595,1.98112917260802,456.133333333333,-1.728599989,0.468484364,15.361,3,6.95454545454545,-0.270169449
Co6Ir6,317.305,7.595,2.0876982971056,521.066666666667,-1.931184285,0.451246585,15.361,3,7.5,-0.270551497
Co6Ir6,317.305,7.595,2.0876982971056,521.066666666667,-1.931192347,0.45124406,15.361,3,6.95454545454545,-0.290348187
Co6La6,313.955,14.53,1.1,406.2,-0.897779146,0.186184535,15.692,1,7.5,0.653644108
Co6La6,313.955,14.53,1.88,391.2,-1.02578331,0.493369588,15.692,2,7.33,-0.466675369
Co6La6,313.955,14.53,1.31516751517652,401.2,-0.963516232,0.339742875,15.692,3,6.95454545454545,-0.665759976
Co6Ni6,301.555,6.63,1.88,391.2,-1.586687062,0.491518511,8.4839,2,7.33,-0.168693301
Co6Ni6,301.555,6.63,1.91,395.2,-1.57633181,0.483085619,8.4839,2,7.33,-0.157282207
Co6Ni6,301.555,6.63,1.88994727510783,392.533333333333,-1.583216861,0.488707596,8.4839,3,7.5,-0.300393814
Co6Ni6,301.555,6.63,1.88994727510783,392.533333333333,-1.583181007,0.488702525,8.4839,3,6.95454545454545,-0.315235991
Co6Os6,262.075,7.545,1.88,391.2,-1.428272087,0.457096096,11.968,2,7.33,-0.135730383
Co6Os6,262.075,7.545,2.2,661,-1.911095784,0.362164868,11.968,2,7.33,-0.343404671
Co6Os6,262.075,7.545,2.03371581102179,526.1,-1.667705513,0.410050111,11.968,2,7.33,-0.278334905
Co6Os6,262.075,7.545,1.98112917260802,481.133333333333,-1.587384946,0.425800441,11.968,3,7.5,-0.337582659
Co6Os6,262.075,7.545,1.98112917260802,481.133333333333,-1.587379262,0.425801639,11.968,3,6.95454545454545,-0.306850803
Co6Os6,262.075,7.545,2.0876982971056,571.066666666667,-1.748220793,0.394162011,11.968,3,7.5,-0.327844385
Co6Os6,262.075,7.545,2.0876982971056,571.066666666667,-1.748347086,0.394172259,11.968,3,6.95454545454545,-0.373049841
Co6Os6,262.075,7.545,2.2,661,-1.911108292,0.362153482,11.968,1,7.5,-0.257201456
Co6Pd6,319.89,7.615,2.03371581102179,393.95,-1.937654701,0.48944449,17.163,2,7.33,-0.099338558
Co6Pd6,319.89,7.615,2.03371581102179,393.95,-1.937849926,0.489429632,17.163,2,7.33,-0.014174138
Co6Pd6,319.89,7.615,1.98112917260802,393.033333333333,-1.798994366,0.491268654,17.163,3,7.5,-0.179575949
Co6Pd6,319.89,7.615,1.98112917260802,393.033333333333,-1.7989952,0.491269611,17.163,3,6.95454545454545,-0.247220593
Co6Pd6,319.89,7.615,2.0876982971056,394.866666666667,-2.076350843,0.487609359,17.163,3,7.5,-0.169843662
Co6Pd6,319.89,7.615,2.0876982971056,394.866666666667,-2.07649313,0.487601175,17.163,3,6.95454545454545,-0.126577017
Co6Pt6,321.565,7.88,2.28,510,-2.614048035,0.478049379,8.8254,2,7.33,-0.091445624
Co6Pt6,321.565,7.88,2.07036228713721,450.6,-2.092690582,0.485808921,8.8254,2,7.33,0.003414484
Co6Pt6,321.565,7.88,2.00485752600256,430.8,-1.919347974,0.488390472,8.8254,3,7.5,-0.095763391
Co6Pt6,321.565,7.88,2.00485752600256,430.8,-1.919339321,0.488390412,8.8254,3,6.95454545454545,-0.226542254
Co6Pt6,321.565,7.88,2.13800728700485,470.4,-2.266320878,0.483217266,8.8254,3,7.5,-0.132190726
Co6Pt6,321.565,7.88,2.13800728700485,470.4,-2.266458124,0.483219004,8.8254,3,6.95454545454545,-0.100217214
Co6Re6,263.405,7.765,1.9,738,-1.493774601,0.319886546,18.52,1,7.5,-0.089454567
Co6Re6,263.405,7.765,1.88,391.2,-1.274668649,0.41483595,18.52,2,7.33,-0.268937998
Co6Re6,263.405,7.765,1.8866431647417,506.8,-1.345653344,0.38407767,18.52,3,7.5,-0.464431519
Co6Re6,263.405,7.765,1.8866431647417,506.8,-1.345763733,0.384084624,18.52,3,6.95454545454545,-0.434650836
Co6Re6,263.405,7.765,1.89330980375881,622.4,-1.419283823,0.352981125,18.52,3,7.5,-0.517231263
Co6Re6,263.405,7.765,1.89330980375881,622.4,-1.41828246,0.351902809,18.52,3,6.95454545454545,-0.537876268
Co6Rh6,315.525,7.475,2.28,516.7,-1.72873325,0.467164105,20.485,1,7.5,0.077722243
Co6Rh6,315.525,7.475,2.28,516.7,-1.728685895,0.467162426,20.485,2,7.33,-0.236459171
Co6Rh6,315.525,7.475,2.07036228713721,453.95,-1.643827164,0.480642865,20.485,2,7.33,-0.186731999
Co6Rh6,315.525,7.475,2.00485752600256,433.033333333333,-1.615382815,0.485097624,20.485,3,7.5,-0.285703748
Co6Rh6,315.525,7.475,2.00485752600256,433.033333333333,-1.615372062,0.485097441,20.485,3,6.95454545454545,-0.307160604
Co6Rh6,315.525,7.475,2.13800728700485,474.866666666667,-1.672045127,0.476150447,20.485,3,7.5,-0.314974217
Co6Rh6,315.525,7.475,2.13800728700485,474.866666666667,-1.671702983,0.476141836,20.485,3,6.95454545454545,-0.327171856
Co6Ru6,260.65,7.42,1.88,391.2,-1.472265296,0.472899686,23.559,2,7.33,-0.222231562
Co6Ru6,260.65,7.42,2.2,605.7,-1.612289426,0.381103704,23.559,2,7.33,-0.2902656
Co6Ru6,260.65,7.42,1.98112917260802,462.7,-1.518584792,0.442568169,23.559,3,7.5,-0.357831467
Co6Ru6,260.65,7.42,1.98112917260802,462.7,-1.518592773,0.442566109,23.559,3,6.95454545454545,-0.329354073
Co6Ru6,260.65,7.42,2.0876982971056,534.2,-1.56521923,0.411977175,23.559,3,7.5,-0.349431857
Co6Ru6,260.65,7.42,2.0876982971056,534.2,-1.565213355,0.411971094,23.559,3,6.95454545454545,-0.410892441
Co6Sc6,290.805,10.835,1.88,391.2,-0.963224502,0.47524613,9.818,1,7.5,-0.387233095
Co6Sc6,290.805,10.835,1.88,391.2,-0.963224502,0.47524613,9.818,1,7.5,-0.387233095
Co6Sc6,290.805,10.835,1.88,391.2,-0.963224502,0.47524613,9.818,1,7.5,-0.387233095
Co6Sc6,290.805,10.835,1.36,334,0.103586096,0.124677473,9.818,1,7.5,0.806633719
Co6Sc6,290.805,10.835,1.36,334,0.103586096,0.124677473,9.818,1,7.5,0.806633719
Co6Sc6,290.805,10.835,1.36,334,0.103586096,0.124677473,9.818,1,7.5,0.806633719
Co6Sc6,290.805,10.835,1.88,391.2,-0.962858033,0.47520602,9.818,2,7.33,-0.678222654
Co6Sc6,290.805,10.835,1.88,391.2,-0.962858033,0.47520602,9.818,2,7.33,-0.678222654
Co6Sc6,290.805,10.835,1.88,391.2,-0.962858033,0.47520602,9.818,2,7.33,-0.678222654
Co6Sc6,290.805,10.835,1.36,334,0.103039142,0.124707631,9.818,2,7.33,-0.294242
Co6Sc6,290.805,10.835,1.36,334,0.103039142,0.124707631,9.818,2,7.33,-0.294242
Co6Sc6,290.805,10.835,1.36,334,0.103039142,0.124707631,9.818,2,7.33,-0.294242
Co6Sc6,290.805,10.835,1.51499740402638,353.066666666667,-0.372453724,0.281088362,9.818,3,6.95454545454545,-0.801564782
Co6Sc6,290.805,10.835,1.51499740402638,353.066666666667,-0.372453724,0.281088362,9.818,3,6.95454545454545,-0.801564782
Co6Sc6,290.805,10.835,1.51499740402638,353.066666666667,-0.372453724,0.281088362,9.818,3,6.95454545454545,-0.801564782
Co6Ti6,272.895,8.655,1.88,391.2,-1.402602088,0.442731297,13.175,1,7.5,-0.190685677
Co6Ti6,272.895,8.655,1.54,443.7,-0.339462271,0.177822104,13.175,1,7.5,0.42099834
Co6Ti6,272.895,8.655,1.88,391.2,-1.402914096,0.442822509,13.175,2,7.33,-0.464408253
Co6Ti6,272.895,8.655,1.54,443.7,-0.339592482,0.177832018,13.175,2,7.33,-0.372653371
Co6Ti6,272.895,8.655,1.64588604748464,426.2,-0.755130667,0.28140081,13.175,3,6.95454545454545,-0.670360333
Co6V6,276.855,7.495,1.79267309695363,419.4,-1.135692514,0.373583182,24.431,3,7.5,-0.641831646
Co6V6,276.855,7.495,1.79267309695363,419.4,-1.135752511,0.37358416,24.431,3,6.95454545454545,-0.595659098
Co6V6,276.855,7.495,1.70940257050071,447.6,-0.826872076,0.289701988,24.431,3,7.5,-0.68179823
Co6V6,276.855,7.495,1.70940257050071,447.6,-0.826922493,0.289707355,24.431,3,6.95454545454545,-0.755886257
Co6W6,283.615,8.07,2.36,835,-1.068662977,0.279484954,15.251,1,7.5,0.069258686
Co6W6,283.615,8.07,2.36,835,-1.068724634,0.279487138,15.251,2,7.33,-0.548283534
Co6W6,283.615,8.07,2.02803712324104,539.133333333333,-1.154020661,0.386703168,15.251,3,7.5,-0.621795904
Co6W6,283.615,8.07,2.02803712324104,539.133333333333,-1.154034378,0.386704963,15.251,3,6.95454545454545,-0.601596349
Co6W6,283.615,8.07,2.18773115598075,687.066666666667,-1.113140845,0.335366307,15.251,3,7.5,-0.696188154
Co6W6,283.615,8.07,2.18773115598075,687.066666666667,-1.113233774,0.335388705,15.251,3,6.95454545454545,-0.692298695
Co6Y6,307.725,13.275,1.88,391.2,-0.903962302,0.480984946,7.546,1,7.5,-0.361221597
Co6Y6,307.725,13.275,1.22,391.4,-0.319413909,0.140869068,7.546,1,7.5,0.705763024
Co6Y6,307.725,13.275,1.88,391.2,-0.904795453,0.481090327,7.546,2,7.33,-0.64674126
Co6Y6,307.725,13.275,1.22,391.4,-0.319489689,0.140869821,7.546,2,7.33,-0.355557819
Co6Y6,307.725,13.275,1.40915631166175,391.333333333333,-0.59403713,0.30030194,7.546,3,6.95454545454545,-0.764267499
Co6Zn6,258.6,7.915,1.88,391.2,-1.346805484,0.482861685,8.722,1,7.5,0.135769431
Co6Zn6,258.6,7.915,1.88,391.2,-1.34649685,0.482862744,8.722,2,7.33,-0.286141579
Co6Zn6,258.6,7.915,1.72335697367098,214.633333333333,-5.134378428,0.493273056,8.722,3,6.95454545454545,0.098215544
Co6Zn6,258.6,7.915,1.72335697367098,214.633333333333,-5.134203455,0.493267812,8.722,3,7.5,0.139672088
Co6Zr6,286.955,10.345,1.88,391.2,-1.159656748,0.407561067,12.475,1,7.5,-0.205955617
Co6Zr6,286.955,10.345,1.33,601,-0.528528574,0.214652791,12.475,1,7.5,0.325127465
Co6Zr6,286.955,10.345,1.88,391.2,-1.159539479,0.407547011,12.475,2,7.33,-0.425767544
Co6Zr6,286.955,10.345,1.49263530745452,531.066666666667,-0.78732873,0.29378027,12.475,3,6.95454545454545,-0.698376493
Cr12,291,7.23,1.66,359.5,-0.747906332,0.653164561,25.51,1,7.5,0.125528427
Cr12,291,7.23,1.66,359.5,-0.74863813,0.65335753,25.51,3,7.5,-0.877451345
Cr12,291,7.23,1.66,359.5,-0.74851742,0.653319847,25.51,3,6.95454545454545,-0.878578305
Cr6Cu6,326.245,7.17,1.66,359.5,-0.454760543,0.542565644,19.34,2,7.33,-0.550842901
Cr6Cu6,326.245,7.17,1.73642724871675,344.033333333333,-1.250464537,0.696735345,19.34,3,7.5,-0.632293103
Cr6Cu6,326.245,7.17,1.73642724871675,344.033333333333,-1.250466466,0.696735617,19.34,3,6.95454545454545,-0.588429169
Cr6Cu6,326.245,7.17,1.81637324703978,328.566666666667,-1.994689482,0.840936639,19.34,3,7.5,-0.337701029
Cr6Cu6,326.245,7.17,1.81637324703978,328.566666666667,-1.994642361,0.840912394,19.34,3,6.95454545454545,-0.328982502
Cr6Fe6,288.825,7.16,1.66,359.5,-1.014595935,0.204780723,18.616,1,7.5,0.243372223
Cr6Fe6,288.825,7.16,1.71483532773904,359.933333333333,-1.225706484,0.324521965,18.616,3,7.5,-0.652150883
Cr6Fe6,288.825,7.16,1.71483532773904,359.933333333333,-1.225439837,0.324483089,18.616,3,6.95454545454545,-0.663808784
Cr6Fe6,288.825,7.16,1.77148204895292,360.366666666667,-1.413216684,0.430871828,18.616,3,7.5,-0.637119042
Cr6Fe6,288.825,7.16,1.77148204895292,360.366666666667,-1.413447793,0.430902419,18.616,3,6.95454545454545,-0.615731983
Cr6Hf6,305.32,10.335,1.3,655.5,-1.360954605,0.63633922,17.87,1,7.5,0.587634325
Cr6Hf6,305.32,10.335,1.3,655.5,-1.360954605,0.63633922,17.87,1,7.5,0.587634325
Cr6Hf6,305.32,10.335,1.3,655.5,-1.360954605,0.63633922,17.87,1,7.5,0.587634325
Cr6Hf6,305.32,10.335,1.66,359.5,-0.435303788,0.635139581,17.87,2,7.33,-0.829805845
Cr6Hf6,305.32,10.335,1.66,359.5,-0.435303788,0.635139581,17.87,2,7.33,-0.829805845
Cr6Hf6,305.32,10.335,1.66,359.5,-0.435303788,0.635139581,17.87,2,7.33,-0.829805845
Cr6Hf6,305.32,10.335,1.410365245821,556.833333333333,-0.946985712,0.635905075,17.87,3,6.95454545454545,-0.985095634
Cr6Hf6,305.32,10.335,1.410365245821,556.833333333333,-0.946985712,0.635905075,17.87,3,6.95454545454545,-0.985095634
Cr6Hf6,305.32,10.335,1.410365245821,556.833333333333,-0.946985712,0.635905075,17.87,3,6.95454545454545,-0.985095634
Cr6Ir6,337.45,7.875,1.66,359.5,-0.786612635,0.601351751,17.6,1,7.5,0.307713812
Cr6Ir6,337.45,7.875,1.66,359.5,-0.786428131,0.60129482,17.6,2,7.33,-0.359031353
Cr6Ir6,337.45,7.875,2.2,586,-2.628312515,0.884706644,17.6,2,7.33,-0.23142003
Cr6Ir6,337.45,7.875,1.82339021116122,435,-1.451242325,0.703585501,17.6,3,7.5,-0.501775606
Cr6Ir6,337.45,7.875,1.82339021116122,435,-1.451362146,0.703613957,17.6,3,6.95454545454545,-0.558840463
Cr6Ir6,337.45,7.875,2.00286256756541,510.5,-2.063120472,0.797735911,17.6,3,7.5,-0.326054829
Cr6Ir6,337.45,7.875,2.00286256756541,510.5,-2.063325257,0.79778416,17.6,3,6.95454545454545,-0.350957463
Cr6La6,334.1,14.81,1.66,359.5,-0.555551201,0.640726866,22.27,1,7.5,-0.589161291
Cr6La6,334.1,14.81,1.1,406.2,-1.277348089,0.631642971,22.27,1,7.5,0.876429966
Cr6La6,334.1,14.81,1.66,359.5,-0.555551201,0.640726866,22.27,1,7.5,-0.759210399
Cr6Mn6,591.125,7.29,1.66,359.5,-1.201737175,0.14678465,17.743,1,7.5,-1.602611732
Cr6Mn6,591.125,7.29,1.55,233.2,-1.600866624,0.517872628,17.743,1,7.5,-1.663228219
Cr6Mn6,591.125,7.29,1.66,359.5,-1.202041247,0.146799852,17.743,2,7.33,-2.234331763
Cr6Mn6,591.125,7.29,1.55,233.2,-1.601085761,0.517911915,17.743,2,7.33,-2.205675727
Cr6Mn6,591.125,7.29,1.60405735558302,296.35,-1.407673029,0.338257337,17.743,2,7.33,-2.155592903
Cr6Mn6,591.125,7.29,1.62249222655608,317.4,-1.340856758,0.27584433,17.743,3,7.5,-2.288006218
Cr6Mn6,591.125,7.29,1.58583194291259,275.3,-1.473560999,0.399408261,17.743,3,7.5,-2.308307951
Cr6Mo6,302.85,8.305,2.16,636,-1.602406598,0.727593455,24.38,2,7.33,-0.651204607
Cr6Mo6,302.85,8.305,1.81227170172488,451.666666666667,-0.960969696,0.635623005,24.38,3,7.5,-0.778274014
Cr6Mo6,302.85,8.305,1.81227170172488,451.666666666667,-0.961013337,0.635638496,24.38,3,6.95454545454545,-0.743453103
Cr6Mo6,302.85,8.305,1.9785112776342,543.833333333333,-1.266143051,0.679381201,24.38,3,7.5,-0.709968135
Cr6Mo6,302.85,8.305,1.9785112776342,543.833333333333,-1.266049422,0.679364646,24.38,3,6.95454545454545,-0.746513023
Cr6Nb6,310.52,9.03,1.66,359.5,-0.650494497,0.635769408,18.12,1,7.5,-0.064934933
Cr6Nb6,310.52,9.03,1.6,716.8,-1.158517945,0.674267037,18.12,1,7.5,0.437008838
Cr6Nb6,310.52,9.03,1.66,359.5,-0.650212567,0.63568007,18.12,2,7.33,-0.753027292
Cr6Nb6,310.52,9.03,1.6,716.8,-1.158756031,0.674322908,18.12,2,7.33,-0.592959048
Cr6Nb6,310.52,9.03,1.61975508160437,597.7,-0.962397091,0.659372029,18.12,3,6.95454545454545,-0.877052018
Cr6Os6,282.22,7.825,1.66,359.5,-0.697179835,0.572571479,15.75,1,7.5,0.370425711
Cr6Os6,282.22,7.825,2.2,661,-2.158879018,0.78674665,15.75,1,7.5,-0.109113432
Cr6Os6,282.22,7.825,1.66,359.5,-0.69645526,0.572407666,15.75,2,7.33,-0.36128568
Cr6Os6,282.22,7.825,1.82339021116122,460,-1.195113447,0.64549,15.75,3,7.5,-0.61304241
Cr6Os6,282.22,7.825,1.82339021116122,460,-1.19509079,0.645485562,15.75,3,6.95454545454545,-0.608243954
Cr6Os6,282.22,7.825,2.00286256756541,560.5,-1.682106472,0.716840975,15.75,3,7.5,-0.443576306
