surface,lattice_constant_alloy,molar_volume_alloy,EN_alloy,IE_alloy,EA_alloy,Sublimation Energy,d-Band_Center,d-Band_Width,d-Band_Filling,DOS at Fermi Energy,Work Function,CN,GCN,Valence Electrons,reaction energy (eV),site,Beta
Cr6Zn6,278.745,8.195,1.65,9.394197,0,126.35,-6.928126582,0.993133417,0.996933186,12.22,4.833638743,1,7.5,12,-0.469304941,top|B,1
Cr6Zn6,278.745,8.195,1.66,6.76651,0.666,359.5,-0.341823703,2.762625975,0.536808031,12.22,4.833638743,2,7.33,6,-1.269777867,bridge|A_A|B,1
Cr6Zn6,278.745,8.195,1.65332662190882,8.51830133333333,0.222,204.066666666667,-4.842564206,3.53236291,0.851226857,12.22,4.833638743,3,6.95454545454545,9.5244063118092,-0.232298414,hollow|A_B_B|FCC,1
Cr6Zr6,307.1,10.625,1.66,6.76651,0.666,359.5,-0.455317746,2.604874024,0.633103624,23.58,4.475180716,1,7.5,6,-1.265933442,top|A,1
Cr6Zr6,307.1,10.625,1.33,6.634126,0.426,601,-0.998859158,6.11146062,0.638268422,23.58,4.475180716,1,7.5,4,0.02028527,top|B,1
Cr6Zr6,307.1,10.625,1.66,6.76651,0.666,359.5,-0.455115665,2.604823411,0.632990348,23.58,4.475180716,2,7.33,6,-2.608167877,bridge|A_A|B,1
Cr6Zr6,307.1,10.625,1.33,6.634126,0.426,601,-0.999558144,6.111984761,0.638417279,23.58,4.475180716,2,7.33,4,-2.164219456,bridge|B_B|A,1
Cr6Zr6,307.1,10.625,1.43198056370112,6.678254,0.506,520.5,-0.759246593,4.891957112,0.636066087,23.58,4.475180716,3,6.95454545454545,4.57885697021333,-2.686555303,hollow|A_B_B|FCC,1
Cu12,361.49,7.11,1.9,7.72638,1.235,313.1,-2.424518836,1.200165955,0.976938777,1.419,4.948590128,1,7.5,11,2.560818709,top|A,1
Cu12,361.49,7.11,1.9,7.72638,1.235,313.1,-2.424018938,1.200185032,0.976936295,1.419,4.948590128,3,7.5,11,0.927200286,hollow|A_A_A|HCP,1
Cu12,361.49,7.11,1.9,7.72638,1.235,313.1,-2.42418392,1.200207026,0.976936542,1.419,4.948590128,3,6.95454545454545,11,0.815140814,hollow|A_A_A|FCC,1
Cu6Fe6,324.07,7.1,1.83,7.9024681,0.151,360.8,-1.313402617,1.400144559,0.509789078,7.845,4.90424063,1,7.5,8,0.706464125,top|B,1
Cu6Fe6,324.07,7.1,1.87637410384571,7.78507603333333,0.873666666666667,329,-2.267564467,0.898932105,0.499795505,7.845,4.90424063,3,7.5,9.8921748864974,0.189130275,hollow|A_A_B|HCP,1
Cu6Fe6,324.07,7.1,1.87637410384571,7.78507603333333,0.873666666666667,329,-2.267571781,0.898972785,0.499791711,7.845,4.90424063,3,6.95454545454545,9.8921748864974,0.013348953,hollow|A_A_B|FCC,1
Cu6Fe6,324.07,7.1,1.85304198820147,7.84377206666667,0.512333333333333,344.9,-1.797225467,1.134959339,0.504724038,7.845,4.90424063,3,7.5,8.89592036227726,-0.446155809,hollow|A_B_B|HCP,1
Cu6Fe6,324.07,7.1,1.85304198820147,7.84377206666667,0.512333333333333,344.9,-1.797216524,1.134975386,0.504722345,7.845,4.90424063,3,6.95454545454545,8.89592036227726,-0.427471929,hollow|A_B_B|FCC,1
Cu6Hf6,340.565,10.275,1.3,6.82507,0.014,655.5,-0.218722929,3.313466628,0.412989638,11.59,4.261887381,1,7.5,4,-1.077344266,top|B,1
Cu6Hf6,340.565,10.275,1.9,7.72638,1.235,313.1,-3.218377032,1.602273685,0.973141331,11.59,4.261887381,2,7.33,11,-3.186677545,bridge|A_A|B,1
Cu6Hf6,340.565,10.275,1.3,6.82507,0.014,655.5,-0.21890791,3.31348931,0.413020524,11.59,4.261887381,2,7.33,4,-3.187125988,bridge|B_B|A,1
Cu6Hg6,330.995,10.6,1.96609514498312,9.533796,0.411666666666667,145.36,-5.212439686,2.291951435,0.99013796,9.093,4.663385573,3,6.95454545454545,11.6569533665029,1.698876492,hollow|A_B_B|FCC,1
Cu6Hg6,330.995,10.6,1.96609514498312,9.533796,0.411666666666667,145.36,-5.212439686,2.291951435,0.99013796,9.093,4.663385573,3,6.95454545454545,11.6569533665029,1.483095796,hollow-tilt|A_B_B|FCC,1
Cu6Ir6,372.695,7.815,1.99515493883582,8.13992666666667,1.3446,404.066666666667,-2.172911108,1.520087636,0.919208592,17.92,5.386608673,3,7.5,10.2882764781018,0.990622266,hollow|A_A_B|HCP,1
Cu6Ir6,372.695,7.815,1.99515493883582,8.13992666666667,1.3446,404.066666666667,-2.172754606,1.520084422,0.919193401,17.92,5.386608673,3,6.95454545454545,10.2882764781018,1.094836288,hollow|A_A_B|FCC,1
Cu6Ir6,372.695,7.815,2.09507538418998,8.55347333333333,1.4542,495.033333333333,-1.998101141,1.818710215,0.867606227,17.92,5.386608673,3,7.5,9.62260298998748,0.463873141,hollow|A_B_B|HCP,1
Cu6Ir6,372.695,7.815,2.09507538418998,8.55347333333333,1.4542,495.033333333333,-1.998095596,1.818713361,0.867605986,17.92,5.386608673,3,6.95454545454545,9.62260298998748,0.297193347,hollow|A_B_B|FCC,1
Cu6La6,369.345,14.75,1.1,5.5769,0.47,406.2,-0.623511919,3.042351653,0.469398932,10.77,3.255371119,1,7.5,3,-0.625380051,top|B,1
Cu6La6,369.345,14.75,1.9,7.72638,1.235,313.1,-2.865830774,1.518600452,0.985312397,10.77,3.255371119,2,7.33,11,-2.52431627,bridge|A_A|B,1
Cu6La6,369.345,14.75,1.1,5.5769,0.47,406.2,-0.623214245,3.042284781,0.469315735,10.77,3.255371119,2,7.33,3,-2.527907356,bridge|B_B|A,1
Cu6Mn6,626.37,7.23,1.55,7.434038,0,233.2,-1.012416999,1.356657712,0.510836596,6.655,4.479711626,2,7.33,7,0.235717116,bridge|B_B|A,1
Cu6Mn6,626.37,7.23,1.77533221316052,7.62893266666667,0.823333333333333,286.466666666667,-2.33082515,1.06170835,0.500587076,6.655,4.479711626,3,6.95454545454545,9.4615249029094,0.885792995,hollow|A_A_B|FCC,1
Cu6Mn6,626.37,7.23,1.65884445636075,7.53148533333333,0.411666666666667,259.833333333333,-1.681997733,1.145954126,0.505635872,6.655,4.479711626,3,7.5,8.1382230443977,0.175920508,hollow|A_B_B|HCP,1
Cu6Mn6,626.37,7.23,1.71610023017305,7.580209,0.6175,273.15,-2.008940564,1.086534619,0.503100709,6.655,4.479711626,5,7.615384615,8.77496438739212,0.859713605,4fold|A_A_B_B,1
Cu6Mo6,338.095,8.245,2.16,7.09243,0.748,636,-0.709996751,3.552343675,0.569014436,18.09,5.028660951,1,7.5,6,-0.796774082,top|B,1
Cu6Mo6,338.095,8.245,1.9,7.72638,1.235,313.1,-2.671183495,1.652050066,0.971031074,18.09,5.028660951,2,7.33,11,-1.307316379,bridge|A_A|B,1
Cu6Mo6,338.095,8.245,1.98298905745802,7.51506333333333,1.07266666666667,420.733333333333,-2.067002102,2.568187401,0.847195666,18.09,5.028660951,3,6.95454545454545,8.98763734707568,-0.510622979,hollow|A_A_B|FCC,1
Cu6Mo6,338.095,8.245,2.06960294842014,7.30374666666667,0.910333333333333,528.366666666667,-1.415222421,3.154140248,0.713586313,18.09,5.028660951,3,7.5,7.34342046204996,-1.416902336,hollow|A_B_B|HCP,1
Cu6Mo6,338.095,8.245,2.06960294842014,7.30374666666667,0.910333333333333,528.366666666667,-1.415217909,3.154143905,0.713585407,18.09,5.028660951,3,6.95454545454545,7.34342046204996,-1.269130236,hollow|A_B_B|FCC,1
Cu6Nb6,345.765,8.97,1.6,6.75885,0.916,716.8,-0.509151567,3.522421347,0.521396755,6.892,4.667111866,1,7.5,5,-0.939828953,top|B,1
Cu6Nb6,345.765,8.97,1.9,7.72638,1.235,313.1,-2.878297673,1.657649666,0.970290207,6.892,4.667111866,2,7.33,11,-1.843869766,bridge|A_A|B,1
Cu6Nb6,345.765,8.97,1.6,6.75885,0.916,716.8,-0.509329668,3.522409752,0.521424222,6.892,4.667111866,2,7.33,5,-1.843421322,bridge|B_B|A,1
Cu6Nb6,345.765,8.97,1.794220143693,7.40387,1.12866666666667,447.666666666667,-2.223714392,2.55718515,0.846262263,6.892,4.667111866,3,7.5,8.45769055811492,-1.82498561,hollow|A_A_B|HCP,1
Cu6Nb6,345.765,8.97,1.794220143693,7.40387,1.12866666666667,447.666666666667,-2.223887693,2.557051727,0.846292128,6.892,4.667111866,3,6.95454545454545,8.45769055811492,-0.938497364,hollow|A_A_B|FCC,1
Cu6Nb6,345.765,8.97,1.69432943370196,7.08136,1.02233333333333,582.233333333333,-1.446760164,3.150763342,0.699044396,6.892,4.667111866,3,7.5,6.50295723425693,-1.825010508,hollow|A_B_B|HCP,1
Cu6Nb6,345.765,8.97,1.69432943370196,7.08136,1.02233333333333,582.233333333333,-1.44676757,3.15076052,0.699045775,6.892,4.667111866,3,6.95454545454545,6.50295723425693,-0.93928146,hollow|A_B_B|FCC,1
Cu6Ni6,356.945,6.85,1.90332750241963,7.697546,1.20866666666667,340.466666666667,-1.912010802,1.001518966,0.482429862,6.379,5.157360476,3,7.5,10.6560223676661,0.831957449,hollow|A_A_B|HCP,1
Cu6Ni6,356.945,6.85,1.90332750241963,7.697546,1.20866666666667,340.466666666667,-1.911864441,1.001538993,0.482428856,6.379,5.157360476,3,6.95454545454545,10.6560223676661,0.669621408,hollow|A_A_B|FCC,1
Cu6Ni6,356.945,6.85,1.90666083235102,7.668712,1.18233333333333,367.833333333333,-1.505721902,1.046636394,0.47672913,6.379,5.157360476,3,7.5,10.3228011545637,0.271208516,hollow|A_B_B|HCP,1
Cu6Ni6,356.945,6.85,1.90666083235102,7.668712,1.18233333333333,367.833333333333,-1.505721853,1.046639061,0.476729555,6.379,5.157360476,3,6.95454545454545,10.3228011545637,0.235364593,hollow|A_B_B|FCC,1
Cu6Os6,317.465,7.765,1.99515493883582,7.96366333333333,1.19,429.066666666667,-2.261943714,2.747376514,0.882911349,8.205,5.288238204,3,7.5,9.8921748864974,0.495550049,hollow|A_A_B|HCP,1
Cu6Os6,317.465,7.765,1.99515493883582,7.96366333333333,1.19,429.066666666667,-2.262056666,2.747243344,0.882924667,8.205,5.288238204,3,6.95454545454545,9.8921748864974,0.89703878,hollow|A_A_B|FCC,1
Cu6Os6,317.465,7.765,2.09507538418998,8.20094666666667,1.145,545.033333333333,-1.959209737,3.381071001,0.795401558,8.205,5.288238204,3,7.5,8.89592036227726,0.169962304,hollow|A_B_B|HCP,1
Cu6Os6,317.465,7.765,2.09507538418998,8.20094666666667,1.145,545.033333333333,-1.959205613,3.381079387,0.79540055,8.205,5.288238204,3,6.95454545454545,8.89592036227726,-0.22997048,hollow|A_B_B|FCC,1
Cu6Os6,317.465,7.765,2.2,8.43823,1.1,661,-1.650541533,3.898995417,0.706211995,8.205,5.288238204,1,7.5,8,0.435814259,top-tilt|B,1
Cu6Pd6,375.28,7.835,1.9,7.72638,1.235,313.1,-1.687495953,1.155612231,0.981010215,1.109,5.177045331,1,7.5,11,2.686780205,top|A,1
Cu6Pd6,375.28,7.835,2.2,8.336839,0.562,396.7,-1.636726086,1.540955269,0.95003738,1.109,5.177045331,1,7.5,10,2.842403878,top|B,1
Cu6Pd6,375.28,7.835,1.9,7.72638,1.235,313.1,-1.687511345,1.155629002,0.981009415,1.109,5.177045331,2,7.33,11,1.133460807,bridge|A_A|B,1
Cu6Pd6,375.28,7.835,2.2,8.336839,0.562,396.7,-1.636746727,1.540959871,0.950036891,1.109,5.177045331,2,7.33,10,1.6233415,bridge|B_B|A,1
Cu6Pd6,375.28,7.835,2.09507538418998,8.13335266666667,0.786333333333333,368.833333333333,-1.653759292,1.423460642,0.960436415,1.109,5.177045331,3,6.95454545454545,10.3228011545637,1.391305676,hollow|A_B_B|FCC,1
Cu6Pt6,376.955,8.1,2.01905128144696,8.13719666666667,1.53266666666667,378.733333333333,-1.97054452,1.391402888,0.955845985,9.213,5.465536153,3,7.5,10.6560223676661,1.500481694,hollow|A_A_B|HCP,1
Cu6Pt6,376.955,8.1,2.01905128144696,8.13719666666667,1.53266666666667,378.733333333333,-1.970541776,1.391405004,0.955845945,9.213,5.465536153,3,6.95454545454545,10.6560223676661,1.170693735,hollow|A_A_B|FCC,1
Cu6Pt6,376.955,8.1,2.14556214584874,8.54801333333333,1.83033333333333,444.366666666667,-1.97961599,1.621243758,0.936795156,9.213,5.465536153,3,7.5,10.3228011545637,1.21518911,hollow|A_B_B|HCP,1
Cu6Pt6,376.955,8.1,2.14556214584874,8.54801333333333,1.83033333333333,444.366666666667,-1.979614173,1.621246434,0.936795121,9.213,5.465536153,3,6.95454545454545,10.3228011545637,1.273132622,hollow|A_B_B|FCC,1
Cu6Re6,318.795,7.985,1.9,7.83352,0.15,738,-1.047021755,4.107561857,0.64007652,20.16,5.351967509,1,7.5,7,-0.711462856,top|B,1
Cu6Re6,318.795,7.985,1.9,7.79780666666667,0.511666666666667,596.366666666667,-1.604742289,3.576707813,0.754094529,20.16,5.351967509,3,7.5,8.1382230443977,-0.820061448,hollow|A_B_B|HCP,1
Cu6Re6,318.795,7.985,1.9,7.79780666666667,0.511666666666667,596.366666666667,-1.604713031,3.57670856,0.754092872,20.16,5.351967509,3,6.95454545454545,8.1382230443977,-1.007275089,hollow|A_B_B|FCC,1
Cu6Rh6,370.915,7.695,2.01905128144696,7.63722,1.20233333333333,380.966666666667,-1.949294348,1.899538041,0.928476634,24.94,5.207046351,3,7.5,10.2882764781018,0.91490006,hollow|A_A_B|HCP,1
Cu6Rh6,370.915,7.695,2.01905128144696,7.63722,1.20233333333333,380.966666666667,-1.949550007,1.899502042,0.928516885,24.94,5.207046351,3,6.95454545454545,10.2882764781018,0.976194654,hollow|A_A_B|FCC,1
Cu6Rh6,370.915,7.695,2.14556214584874,7.54806,1.16966666666667,448.833333333333,-1.685279462,2.120595683,0.88286711,24.94,5.207046351,3,7.5,9.62260298998748,0.506732431,hollow|A_B_B|HCP,1
Cu6Rh6,370.915,7.695,2.14556214584874,7.54806,1.16966666666667,448.833333333333,-1.685280635,2.120597166,0.882867062,24.94,5.207046351,3,6.95454545454545,9.62260298998748,0.383054515,hollow|A_B_B|FCC,1
Cu6Ru6,316.04,7.64,1.99515493883582,7.60442,1.17333333333333,410.633333333333,-2.11071155,2.241316789,0.887592848,19.01,5.186040328,3,7.5,9.8921748864974,0.59586155,hollow|A_A_B|HCP,1
Cu6Ru6,316.04,7.64,1.99515493883582,7.60442,1.17333333333333,410.633333333333,-2.110655948,2.241371653,0.887578474,19.01,5.186040328,3,6.95454545454545,9.8921748864974,0.840189165,hollow|A_A_B|FCC,1
Cu6Ru6,316.04,7.64,2.09507538418998,7.48246,1.11166666666667,508.166666666667,-1.762972034,2.672105736,0.803686792,19.01,5.186040328,3,7.5,8.89592036227726,0.180477599,hollow|A_B_B|HCP,1
Cu6Ru6,316.04,7.64,2.09507538418998,7.48246,1.11166666666667,508.166666666667,-1.762984853,2.672106936,0.803687452,19.01,5.186040328,3,6.95454545454545,8.89592036227726,-0.099503323,hollow|A_B_B|FCC,1
Cu6Sc6,346.195,11.055,1.36,6.56149,0.188,334,0.037404354,2.078838463,0.303558358,12.04,3.822384044,2,7.33,3,-2.67665172,bridge|B_B|A,1
Cu6Sc6,346.195,11.055,1.52035079622755,6.94978666666667,0.537,327.033333333333,-1.473339074,2.320998247,0.624790555,12.04,3.822384044,3,7.5,4.62606500918274,-2.688223361,hollow|A_B_B|HCP,1
Cu6Sc6,346.195,11.055,1.60748250379281,7.143935,0.7115,323.55,-2.010792124,2.159918204,0.73906781,12.04,3.822384044,5,7.615384615,5.74456264653803,-2.07396501,4fold|A_A_B_B,1
Cu6Ta6,345.81,8.98,1.5,7.549571,0.322,771,0.17032663,4.258043873,0.422839278,8.495,4.773477881,1,7.5,5,-1.122108217,top|B,1
Cu6Ta6,345.81,8.98,1.9,7.72638,1.235,313.1,-2.973329331,2.210647185,0.96328819,8.495,4.773477881,2,7.33,11,-2.2387796,bridge|A_A|B,1
Cu6Ta6,345.81,8.98,1.5,7.549571,0.322,771,0.170678964,4.258131484,0.422805989,8.495,4.773477881,2,7.33,5,-2.238778512,bridge|B_B|A,1
Cu6Ta6,345.81,8.98,1.75603359541927,7.66744366666667,0.930666666666667,465.733333333333,-1.989624236,3.340022332,0.794188854,8.495,4.773477881,3,6.95454545454545,8.45769055811492,-1.077087799,hollow|A_A_B|FCC,1
Cu6Tc6,317.495,7.87,1.9,7.11938,0.55,573,-0.95809299,3.337118191,0.649883394,5.739,5.21358385,1,7.5,7,-0.108250831,top|B,1
Cu6Tc6,317.495,7.87,1.9,7.52404666666667,1.00666666666667,399.733333333333,-2.009516967,2.436186894,0.867063275,5.739,5.21358385,3,6.95454545454545,9.4615249029094,0.307686601,hollow|A_A_B|FCC,1
Cu6Tc6,317.495,7.87,1.9,7.32171333333333,0.778333333333333,486.366666666667,-1.492755701,2.961045744,0.760321188,5.739,5.21358385,3,7.5,8.1382230443977,-0.580822227,hollow|A_B_B|HCP,1
Cu6Tc6,317.495,7.87,1.9,7.32171333333333,0.778333333333333,486.366666666667,-1.49275336,2.961044027,0.76032108,5.739,5.21358385,3,6.95454545454545,8.1382230443977,-0.716398865,hollow|A_B_B|FCC,1
Cu6Ti6,328.285,8.875,1.77150605428884,7.42696,0.849666666666667,356.633333333333,-2.234283936,2.08266819,0.831797362,15.41,4.405837276,3,6.95454545454545,7.85142441053969,-1.297566812,hollow|A_A_B|FCC,1
Cu6Ti6,328.285,8.875,1.65170194756948,7.12754,0.464333333333333,400.166666666667,-1.29553727,2.491295851,0.649501543,15.41,4.405837276,3,7.5,5.60407866131077,-2.509730016,hollow|A_B_B|HCP,1
Cu6V6,332.245,7.715,1.63,6.746187,0.525,475.8,-0.30821987,2.851624125,0.501202454,14.7,4.828947524,2,7.33,5,-1.836904876,bridge|B_B|A,1
Cu6V6,332.245,7.715,1.80536465393456,7.399649,0.998333333333333,367.333333333333,-2.134067906,2.223054944,0.840097274,14.7,4.828947524,3,7.5,8.45769055811492,-0.936754747,hollow|A_A_B|HCP,1
Cu6V6,332.245,7.715,1.80536465393456,7.399649,0.998333333333333,367.333333333333,-2.134102182,2.22300668,0.840095596,14.7,4.828947524,3,6.95454545454545,8.45769055811492,-1.076483434,hollow|A_A_B|FCC,1
Cu6V6,332.245,7.715,1.71544291246119,7.072918,0.761666666666667,421.566666666667,-1.293041251,2.690707137,0.683997315,14.7,4.828947524,3,7.5,6.50295723425693,-1.872181986,hollow|A_B_B|HCP,1
Cu6V6,332.245,7.715,1.80536465393456,7.399649,0.998333333333333,367.333333333333,-2.134102182,2.22300668,0.840095596,14.7,4.828947524,3,6.95454545454545,8.45769055811492,-0.989242513,hollow-tilt|A_A_B|FCC,1
Cu6W6,339.005,8.29,1.9,7.72638,1.235,313.1,-2.866092218,1.846161161,0.965430558,12.6,5.146307013,1,7.5,11,-1.103179162,top|A,1
Cu6W6,339.005,8.29,2.36,7.86403,0.81626,835,-0.809141788,4.218246713,0.562252592,12.6,5.146307013,1,7.5,6,-1.103979041,top|B,1
Cu6W6,339.005,8.29,1.9,7.72638,1.235,313.1,-2.86609904,1.846159294,0.96543034,12.6,5.146307013,2,7.33,11,-1.627303477,bridge|A_A|B,1
Cu6W6,339.005,8.29,2.36,7.86403,0.81626,835,-0.809166222,4.21839399,0.562257202,12.6,5.146307013,2,7.33,6,-1.632360849,bridge|B_B|A,1
Cu6W6,339.005,8.29,2.04239498288249,7.77226333333333,1.09542,487.066666666667,-2.251743191,2.931067135,0.845012727,12.6,5.146307013,3,7.5,8.98763734707568,-1.597862121,hollow|A_A_B|HCP,1
Cu6W6,339.005,8.29,2.04239498288249,7.77226333333333,1.09542,487.066666666667,-2.251737522,2.93105433,0.845011297,12.6,5.146307013,3,6.95454545454545,8.98763734707568,-0.674165709,hollow|A_A_B|FCC,1
Cu6W6,339.005,8.29,2.19546171900188,7.81814666666667,0.95584,661.033333333333,-1.569963406,3.668828767,0.711379047,12.6,5.146307013,3,7.5,7.34342046204996,-1.597350819,hollow|A_B_B|HCP,1
Cu6Y6,363.115,13.495,1.9,7.72638,1.235,313.1,-2.968177661,1.251073406,0.979634502,13.81,3.555315099,1,7.5,11,0.816598255,top|A,1
Cu6Y6,363.115,13.495,1.22,6.21726,0.307,391.4,-0.06516857,2.894807049,0.342735077,13.81,3.555315099,2,7.33,3,-2.582540468,bridge|B_B|A,1
Cu6Y6,363.115,13.495,1.41413570396238,6.7203,0.616333333333333,365.3,-1.48700347,2.673571318,0.654673838,13.81,3.555315099,3,7.5,4.62606500918274,-2.579229795,hollow|A_B_B|HCP,1
Cu6Zn6,313.99,8.135,1.81271856262466,8.282319,0.823333333333333,250.85,-4.18021606,2.335899424,0.982485408,9.048,4.814283816,3,7.5,11.323713482402,0.867430209,hollow|A_A_B|HCP,1
Cu6Zn6,313.99,8.135,1.81271856262466,8.282319,0.823333333333333,250.85,-4.180207472,2.335888447,0.982485523,9.048,4.814283816,3,6.95454545454545,11.323713482402,0.833475708,hollow|A_A_B|FCC,1
Cu6Zn6,313.99,8.135,1.72944662488632,8.838258,0.411666666666667,188.6,-5.644263931,2.298766841,0.989365538,9.048,4.814283816,3,7.5,11.6569533665029,0.673092356,hollow|A_B_B|HCP,1
Cu6Zn6,313.99,8.135,1.72944662488632,8.838258,0.411666666666667,188.6,-5.64427104,2.298770063,0.989365219,9.048,4.814283816,3,6.95454545454545,11.6569533665029,0.640969725,hollow|A_B_B|FCC,1
Cu6Zr6,342.345,10.565,1.33,6.634126,0.426,601,-0.192416289,2.721504087,0.422046723,21.91,4.074939824,1,7.5,4,-1.107371892,top|B,1
Cu6Zr6,342.345,10.565,1.9,7.72638,1.235,313.1,-3.036909249,1.522046167,0.974386774,21.91,4.074939824,2,7.33,11,-2.895639141,bridge|A_A|B,1
Cu6Zr6,342.345,10.565,1.33,6.634126,0.426,601,-0.192294185,2.721494732,0.422017902,21.91,4.074939824,2,7.33,4,-2.895954793,bridge|B_B|A,1
Cu6Zr6,342.345,10.565,1.58965405041474,7.180253,0.8305,457.05,-1.890340003,2.512963388,0.751745055,21.91,4.074939824,5,7.615384615,6.6332495807108,-2.03028965,4fold|A_A_B_B,1
Fe6Hf6,303.145,10.265,1.83,7.9024681,0.151,360.8,-1.048784367,1.408680862,0.484813511,14.869,4.484244711,1,7.5,8,0.081217681,top|A,1
Fe6Hf6,303.145,10.265,1.3,6.82507,0.014,655.5,-0.888766409,2.637058652,0.254063085,14.869,4.484244711,1,7.5,4,-0.060372265,top|B,1
Fe6Hf6,303.145,10.265,1.3,6.82507,0.014,655.5,-0.888679924,2.636816073,0.254062658,14.869,4.484244711,2,7.33,4,-2.325890995,bridge|B_B|A,1
Fe6Hf6,303.145,10.265,1.45695430635494,7.1842027,0.059666666666667,557.266666666667,-0.967334077,2.127978737,0.367413527,14.869,4.484244711,3,6.95454545454545,5.03968419957949,-2.576433689,hollow|A_B_B|FCC,1
Fe6Hf6,303.145,10.265,1.54240072614091,7.36376905,0.0825,508.15,-0.99427855,1.921789209,0.406081564,14.869,4.484244711,5,7.615384615,5.65685424949238,-2.107949171,4fold|A_A_B_B,1
Fe6Ir6,335.275,7.805,1.83,7.9024681,0.151,360.8,-1.512887026,1.062266292,0.531063008,7.249E-05,5.271073581,1,7.5,8,1.199995225,top|A,1
Fe6Ir6,335.275,7.805,2.2,8.96702,1.5638,586,-2.406522402,1.202201275,0.466307697,7.249E-05,5.271073581,1,7.5,9,1.423577697,top|B,1
Fe6Ir6,335.275,7.805,1.94584519717385,8.25731873333333,0.621933333333333,435.866666666667,-1.804690044,1.05205393,0.509918822,7.249E-05,5.271073581,3,7.5,8.32033529220762,0.134473897,hollow|A_A_B|HCP,1
Fe6Ir6,335.275,7.805,1.94584519717385,8.25731873333333,0.621933333333333,435.866666666667,-1.804922566,1.051903389,0.509868931,7.249E-05,5.271073581,3,6.95454545454545,8.32033529220762,0.013556303,hollow|A_A_B|FCC,1
Fe6Ir6,335.275,7.805,2.06902378763089,8.61216936666667,1.09286666666667,510.933333333333,-2.102776527,1.101218025,0.488295991,7.249E-05,5.271073581,3,7.5,8.65349742184445,0.20430688,hollow|A_B_B|HCP,1
Fe6Ir6,335.275,7.805,2.06902378763089,8.61216936666667,1.09286666666667,510.933333333333,-2.102694635,1.101196747,0.488292128,7.249E-05,5.271073581,3,6.95454545454545,8.65349742184445,0.294694389,hollow|A_B_B|FCC,1
Fe6La6,331.925,14.74,1.1,5.5769,0.47,406.2,-1.019397328,2.257191758,0.224096621,20.399,3.351820573,2,7.33,3,-1.808732794,bridge|B_B|A,1
Fe6La6,331.925,14.74,1.54441835648052,7.12727873333333,0.257333333333333,375.933333333333,-1.268979928,1.245580546,0.497205027,20.399,3.351820573,3,7.5,5.76899828122963,-1.690135923,hollow|A_A_B|HCP,1
Fe6La6,331.925,14.74,1.30340331138469,6.35208936666667,0.363666666666667,391.066666666667,-1.189729276,1.64464428,0.410315724,20.399,3.351820573,3,6.95454545454545,4.16016764610381,-2.174791215,hollow|A_B_B|FCC,1
Fe6La6,331.925,14.74,1.41880231181092,6.73968405,0.3105,383.5,-1.235343926,1.429042147,0.460424326,20.399,3.351820573,5,7.615384615,4.89897948556636,-2.221630306,4fold|A_A_B_B,1
Fe6Ni6,319.525,6.84,1.85628725225379,7.81493806666667,0.486,372.266666666667,-1.436520992,1.226976313,0.512983221,11.672,5.035475886,3,7.5,8.61773876012753,-0.231416493,hollow|A_A_B|HCP,1
Fe6Ni6,319.525,6.84,1.85628725225379,7.81493806666667,0.486,372.266666666667,-1.436529056,1.226994427,0.512983299,11.672,5.035475886,3,6.95454545454545,8.61773876012753,-0.319504232,hollow|A_A_B|FCC,1
Fe6Ni6,319.525,6.84,1.88295211086335,7.72740803333333,0.821,383.733333333333,-1.505445114,1.054697437,0.504507536,11.672,5.035475886,3,6.95454545454545,9.28317766722556,-0.003243053,hollow|A_B_B|FCC,1
Fe6Os6,280.045,7.755,1.94584519717385,8.0810554,0.467333333333333,460.866666666667,-1.626468503,1.934969242,0.456103831,11.394,5.303130801,3,7.5,8,-0.38695445,hollow|A_A_B|HCP,1
Fe6Os6,280.045,7.755,1.94584519717385,8.0810554,0.467333333333333,460.866666666667,-1.626466181,1.934989883,0.45610271,11.394,5.303130801,3,6.95454545454545,8,-0.187536776,hollow|A_A_B|FCC,1
Fe6Os6,280.045,7.755,2.06902378763089,8.2596427,0.783666666666667,560.933333333333,-1.876805221,2.170337394,0.423076278,11.394,5.303130801,3,7.5,8,-0.574515444,hollow|A_B_B|HCP,1
Fe6Os6,280.045,7.755,2.06902378763089,8.2596427,0.783666666666667,560.933333333333,-1.876619417,2.170367776,0.423073794,11.394,5.303130801,3,6.95454545454545,8,-0.418136791,hollow|A_B_B|FCC,1
Fe6Pd6,337.86,7.825,2.2,8.336839,0.562,396.7,-2.448773934,0.867673762,0.495185687,8.868,4.892171235,2,7.33,10,2.05663408,bridge|B_B|A,1
Fe6Pd6,337.86,7.825,1.94584519717385,8.0472584,0.288,372.766666666667,-1.778361248,1.051874653,0.510221626,8.868,4.892171235,3,7.5,8.61773876012753,0.012383221,hollow|A_A_B|HCP,1
Fe6Pd6,337.86,7.825,1.94584519717385,8.0472584,0.288,372.766666666667,-1.778343107,1.051870874,0.510221407,8.868,4.892171235,3,6.95454545454545,8.61773876012753,-0.058647335,hollow|A_A_B|FCC,1
Fe6Pd6,337.86,7.825,2.06902378763089,8.1920487,0.425,384.733333333333,-2.115323945,0.917811894,0.50267731,8.868,4.892171235,3,7.5,9.28317766722556,0.773987269,hollow|A_B_B|HCP,1
