surface,reaction energy (eV),site
Ni6Re6,-1.068451858,hollow|A_B_B|HCP
Ni6Re6,-1.068451858,hollow|A_B_B|HCP
Ni6Re6,-1.068451858,hollow|A_B_B|HCP
Ni6Re6,-0.895436029,hollow|A_B_B|FCC
Ni6Re6,-0.895436029,hollow|A_B_B|FCC
Ni6Re6,-0.895436029,hollow|A_B_B|FCC
Ni6Rh6,0.481918914,hollow|A_A_B|HCP
Ni6Rh6,0.481918914,hollow|A_A_B|HCP
Ni6Rh6,0.481918914,hollow|A_A_B|HCP
Ni6Rh6,0.484000585,hollow|A_A_B|FCC
Ni6Rh6,0.484000585,hollow|A_A_B|FCC
Ni6Rh6,0.484000585,hollow|A_A_B|FCC
Ni6Rh6,0.401485737,hollow|A_B_B|HCP
Ni6Rh6,0.401485737,hollow|A_B_B|HCP
Ni6Rh6,0.401485737,hollow|A_B_B|HCP
Ni6Rh6,0.363732119,hollow|A_B_B|FCC
Ni6Rh6,0.363732119,hollow|A_B_B|FCC
Ni6Rh6,0.363732119,hollow|A_B_B|FCC
Ni6Ru6,0.236160934,hollow|A_A_B|HCP
Ni6Ru6,0.236160934,hollow|A_A_B|HCP
Ni6Ru6,0.236160934,hollow|A_A_B|HCP
Ni6Ru6,0.379307235,hollow|A_A_B|FCC
Ni6Ru6,0.379307235,hollow|A_A_B|FCC
Ni6Ru6,0.379307235,hollow|A_A_B|FCC
Ni6Ru6,-0.21068414,hollow|A_B_B|HCP
Ni6Ru6,-0.21068414,hollow|A_B_B|HCP
Ni6Ru6,-0.21068414,hollow|A_B_B|HCP
Ni6Ru6,-0.236594955,hollow|A_B_B|FCC
Ni6Ru6,-0.236594955,hollow|A_B_B|FCC
Ni6Ru6,-0.236594955,hollow|A_B_B|FCC
Ni6Ta6,-0.834114767,hollow|A_A_B|HCP
Ni6Ta6,-1.061125873,hollow|A_A_B|FCC
Ni6Ta6,-2.1443029,hollow|A_B_B|HCP
Ni6Ta6,-2.003047926,hollow|A_B_B|FCC
Ni6W6,-0.578669126,hollow|A_A_B|HCP
Ni6W6,-1.578433329,hollow|A_B_B|HCP
Ni6W6,-1.353444709,hollow|A_B_B|FCC
Ni6Y6,-1.993290196,bridge|B_B|A
Ni6Y6,-2.217705063,hollow|A_B_B|FCC
Ni6Y6,-2.115287537,4fold|A_A_B_B
Ni6Zn6,0.467551984,hollow|A_A_B|HCP
Ni6Zn6,0.530487289,hollow|A_A_B|FCC
Ni6Zn6,0.818931768,hollow|A_B_B|HCP
Ni6Zn6,0.63958521,hollow|A_B_B|FCC
Ni6Zr6,-2.648103713,bridge|B_B|A
Ni6Zr6,-2.639242598,hollow|A_B_B|HCP
Ni6Zr6,-1.950415395,4fold|A_A_B_B
Os12,0.889385986,top|A
Os12,-0.129969325,hollow|A_A_A|HCP
Os12,0.286972479,hollow|A_A_A|FCC
Os6Pd6,-0.179407511,bridge|A_A|B
Os6Pd6,-0.179967657,hollow|A_A_B|HCP
Os6Pd6,-0.211758309,hollow|A_A_B|FCC
Os6Pt6,0.529135428,top|A
Os6Pt6,0.22335825,bridge|A_A|B
Os6Pt6,0.170769938,hollow|A_A_B|HCP
Os6Pt6,0.140297541,hollow|A_A_B|FCC
Os6Pt6,1.065293569,hollow|A_B_B|FCC
Os6Re6,-0.641149048,hollow|A_A_B|HCP
Os6Re6,-0.00939024,hollow|A_A_B|FCC
Os6Re6,-0.959206043,hollow|A_B_B|HCP
Os6Re6,-0.498574186,hollow|A_B_B|FCC
Os6Rh6,-0.016314449,bridge|A_A|B
Os6Rh6,-0.222994298,hollow|A_A_B|HCP
Os6Rh6,-0.098295954,hollow|A_A_B|FCC
Os6Rh6,0.567441029,hollow|A_B_B|HCP
Os6Rh6,0.645319601,hollow|A_B_B|FCC
Os6Ru6,-0.412319269,hollow|A_A_B|HCP
Os6Ru6,0.054769577,hollow|A_A_B|FCC
Os6Ru6,-0.129016518,hollow|A_B_B|HCP
Os6Ru6,0.222749123,hollow|A_B_B|FCC
Os6Sc6,-1.253203957,bridge|A_A|B
Os6Sc6,-1.412802397,bridge|B_B|A
Os6Sc6,-1.259854419,hollow|A_A_B|HCP
Os6Sc6,-1.731124023,hollow|A_B_B|HCP
Os6Ta6,-0.467796887,hollow|A_A_B|HCP
Os6Ta6,-2.22897493,hollow|A_B_B|FCC
Os6Ta6,-0.0073151,4fold|A_A_B_B
Os6Tc6,-0.773482362,hollow|A_A_B|HCP
Os6Tc6,-0.15351207,hollow|A_A_B|FCC
Os6Tc6,-0.913344521,hollow|A_B_B|HCP
Os6Tc6,-0.485609731,hollow|A_B_B|FCC
Os6Ti6,-1.922754751,bridge|B_B|A
Os6Ti6,-0.875880432,hollow|A_A_B|HCP
Os6Ti6,-2.068328308,hollow|A_B_B|HCP
Os6Ti6,-0.89480731,4fold|A_A_B_B
Os6V6,-0.766491349,hollow|A_A_B|FCC
Os6V6,-1.907944003,hollow|A_B_B|HCP
Os6W6,-1.021166228,hollow|A_A_B|HCP
Os6W6,-0.517528684,hollow|A_A_B|FCC
Os6W6,-1.417366698,hollow|A_B_B|HCP
Os6W6,-1.225508347,hollow|A_B_B|FCC
Os6Y6,-1.235254784,bridge|A_A|B
Os6Y6,-1.001222053,bridge|B_B|A
Os6Y6,-1.660538645,hollow|A_B_B|FCC
Os6Zn6,0.290630233,hollow|A_A_B|HCP
Os6Zn6,0.04790605,hollow|A_A_B|FCC
Os6Zn6,0.611526872,hollow|A_B_B|HCP
Os6Zn6,0.9193181,hollow|A_B_B|FCC
Os6Zr6,0.468323427,top|A
Os6Zr6,0.329454891,top|B
Os6Zr6,-1.848555158,bridge|B_B|A
Os6Zr6,-0.723272188,hollow|A_A_B|HCP
Os6Zr6,-2.145992046,hollow|A_B_B|FCC
Os6Zr6,-1.027876964,4fold|A_A_B_B
Pd12,2.650838321,top|A
Pd12,1.499089559,hollow|A_A_A|HCP
Pd12,1.359148895,hollow|A_A_A|FCC
Pd6Pt6,2.188560991,top|B
Pd6Pt6,1.662506845,hollow|A_A_B|HCP
Pd6Pt6,1.327520423,hollow|A_A_B|FCC
Pd6Pt6,1.421541197,hollow|A_B_B|HCP
Pd6Pt6,1.272994797,hollow|A_B_B|FCC
Pd6Re6,-0.602952973,top|B
Pd6Re6,-1.078446463,hollow|A_A_B|HCP
Pd6Re6,-1.078489457,hollow|A_B_B|HCP
Pd6Rh6,1.145140749,hollow|A_A_B|HCP
Pd6Rh6,1.120118249,hollow|A_A_B|FCC
Pd6Rh6,0.653795403,hollow|A_B_B|HCP
Pd6Rh6,0.568408121,hollow|A_B_B|FCC
Pd6Ru6,0.002086161,bridge|B_B|A
Pd6Ru6,0.759330129,hollow|A_A_B|HCP
Pd6Ru6,0.891677729,hollow|A_A_B|FCC
Pd6Ru6,-0.060518526,hollow|A_B_B|HCP
Pd6Ru6,-0.06315286,hollow|A_B_B|FCC
Pd6Ru6,0.718569653,hollow-tilt|A_A_B|HCP
Pd6Sc6,-2.406822005,bridge|B_B|A
Pd6Sc6,-0.402155137,hollow|A_A_B|HCP
Pd6Sc6,-0.895976991,4fold|A_A_B_B
Pd6Ta6,-1.240664271,top|B
Pd6Ta6,-2.213661044,bridge|B_B|A
Pd6Tc6,-0.180207254,top|B
Pd6Tc6,-0.859002979,hollow|A_B_B|HCP
Pd6Ti6,-1.109407848,top|B
Pd6Ti6,-1.111940139,top-tilt|B
Pd6V6,-1.13431606,top|B
Pd6V6,-1.983850975,bridge|B_B|A
Pd6W6,-1.136373649,top|B
Pd6W6,-1.661695537,hollow|A_A_B|HCP
Pd6W6,-1.66183486,hollow|A_B_B|HCP
Pd6Y6,-2.366908347,bridge|B_B|A
Pd6Y6,-1.568557093,4fold|A_A_B_B
Pd6Zn6,1.487436148,hollow|A_A_B|FCC
Pd6Zn6,0.918149779,hollow|A_B_B|FCC
Pd6Zr6,-1.148326386,top|B
Pd6Zr6,-2.817946014,bridge|B_B|A
Pt12,2.529101256,top|A
Pt12,1.803689572,hollow|A_A_A|HCP
Pt12,1.417018665,hollow|A_A_A|FCC
Pt6Re6,-0.508573009,top|B
Pt6Re6,-0.650947187,hollow|A_B_B|HCP
Pt6Rh6,1.320820709,hollow|A_A_B|HCP
Pt6Rh6,1.151625494,hollow|A_A_B|FCC
Pt6Rh6,0.990014772,hollow|A_B_B|HCP
Pt6Rh6,0.720528056,hollow|A_B_B|FCC
Pt6Ru6,1.9439165,bridge|A_A|B
Pt6Ru6,0.413129352,bridge|B_B|A
Pt6Ru6,1.111999324,hollow|A_A_B|HCP
Pt6Ru6,1.089159313,hollow|A_A_B|FCC
Pt6Ru6,0.283627519,hollow|A_B_B|HCP
Pt6Ru6,0.214804895,hollow|A_B_B|FCC
Pt6Sc6,-1.913569821,bridge|B_B|A
Pt6Sc6,0.21528885,hollow|A_A_B|HCP
Pt6Sc6,-1.926026512,hollow|A_B_B|HCP
Pt6Sc6,-0.310731826,4fold|A_A_B_B
Pt6Ta6,-1.024528059,top|B
Pt6Ta6,-1.946600359,hollow|A_B_B|HCP
Pt6Tc6,-0.006540528,top|B
Pt6Tc6,-0.452070339,hollow|A_B_B|HCP
Pt6Tc6,-0.280935497,hollow|A_B_B|FCC
Pt6V6,-0.875794444,top|B
Pt6V6,-1.624789554,hollow|A_B_B|HCP
Pt6W6,-1.076886299,top|B
Pt6W6,-1.399855221,hollow|A_B_B|HCP
Pt6Y6,-1.907761551,bridge|B_B|A
Pt6Y6,-0.920024372,4fold|A_A_B_B
Pt6Zn6,1.478088085,hollow|A_A_B|HCP
Pt6Zn6,1.660256055,hollow|A_A_B|FCC
Pt6Zn6,1.023988185,hollow|A_B_B|FCC
Pt6Zr6,-1.149580694,top|B
Pt6Zr6,-2.558963845,bridge|B_B|A
Re12,-1.20893607,hollow|A_A_A|HCP
Re12,-0.715872325,hollow|A_A_A|FCC
Re6Rh6,-0.530262931,top|A
Re6Rh6,-1.071370823,hollow|A_A_B|HCP
Re6Rh6,-0.730291501,hollow|A_A_B|FCC
Re6Ru6,-1.179164231,hollow|A_A_B|HCP
Re6Ru6,-0.723842403,hollow|A_A_B|FCC
Re6Ru6,-0.735125467,hollow|A_B_B|HCP
Re6Ru6,-0.230333752,hollow|A_B_B|FCC
Re6Sc6,-2.169684454,bridge|B_B|A
Re6Sc6,-1.751254868,hollow|A_A_B|HCP
Re6Sc6,-1.73188839,hollow|A_A_B|FCC
Re6Sc6,-2.243814114,hollow|A_B_B|HCP
Re6Sc6,-2.303640927,hollow|A_B_B|FCC
Re6Ta6,-1.272072467,hollow|A_A_B|HCP
Re6Ta6,-2.205710558,hollow|A_B_B|HCP
Re6Tc6,-0.408230487,top|A
Re6Tc6,-1.34952246,hollow|A_A_B|HCP
Re6Tc6,-0.835093969,hollow|A_A_B|FCC
Re6Tc6,-1.255481822,hollow|A_B_B|HCP
Re6Tc6,-0.782332592,hollow|A_B_B|FCC
Re6Ti6,-1.902555333,hollow|A_A_B|HCP
Re6Ti6,-2.194034017,hollow|A_B_B|HCP
Re6V6,-1.911870198,bridge|A_A|B
Re6V6,-1.281608832,bridge|B_B|A
Re6V6,-1.503752094,hollow|A_A_B|HCP
Re6V6,-1.993091689,hollow|A_B_B|HCP
Re6W6,-1.625644944,hollow|A_A_B|HCP
Re6W6,-1.312389805,hollow|A_A_B|FCC
Re6W6,-1.750807377,hollow|A_B_B|HCP
Re6W6,-1.555134261,hollow|A_B_B|FCC
Re6Y6,-0.192143119,bridge|A_A|B
Re6Zn6,-0.417724539,hollow|A_A_B|HCP
Re6Zn6,-0.595362494,hollow|A_A_B|FCC
Re6Zr6,-1.856288497,bridge|A_A|B
Re6Zr6,-1.857277903,bridge|B_B|A
Re6Zr6,-2.229470041,hollow|A_A_B|HCP
Re6Zr6,-2.229919982,hollow|A_B_B|HCP
Rh12,1.81037677,top|A
Rh12,0.598425407,hollow|A_A_A|HCP
Rh12,0.595410113,hollow|A_A_A|FCC
Rh6Ru6,0.445160281,hollow|A_A_B|HCP
Rh6Ru6,0.607068287,hollow|A_A_B|FCC
Rh6Ru6,-0.140506525,hollow|A_B_B|HCP
Rh6Ru6,0.023804383,hollow|A_B_B|FCC
Rh6Sc6,-1.765905886,bridge|B_B|A
Rh6Sc6,-1.929650252,hollow|A_B_B|HCP
Rh6Sc6,-1.930681427,hollow|A_B_B|FCC
Rh6Sc6,-0.884515284,4fold|A_A_B_B
Rh6Ta6,-1.216963428,top|A
Rh6Ta6,-1.216893495,top|B
Rh6Ta6,-2.207653314,bridge|B_B|A
Rh6Ta6,-0.884983592,hollow|A_A_B|HCP
Rh6Ta6,-2.239051034,hollow|A_A_B|FCC
Rh6Ta6,-2.237832508,hollow|A_B_B|FCC
Rh6Tc6,-0.102463922,top|B
Rh6Tc6,-0.016890106,hollow|A_A_B|HCP
Rh6Tc6,-0.907115019,hollow|A_B_B|HCP
Rh6Tc6,-0.579517305,hollow|A_B_B|FCC
Rh6Ti6,-0.827292601,top|B
Rh6Ti6,-2.399599151,hollow|A_B_B|HCP
Rh6V6,-0.990594239,top|B
Rh6V6,-0.94466877,hollow|A_A_B|HCP
Rh6V6,-1.889752241,hollow|A_B_B|HCP
Rh6V6,-1.951288608,hollow|A_B_B|FCC
Rh6W6,-1.014779989,top|B
Rh6W6,-0.599930196,hollow|A_A_B|HCP
Rh6W6,-1.593312649,hollow|A_B_B|HCP
Rh6W6,-1.356924501,hollow|A_B_B|FCC
Rh6Y6,-1.888267996,hollow|A_B_B|FCC
Rh6Y6,-1.451988695,4fold|A_A_B_B
Rh6Zn6,1.849050133,top|A
Rh6Zn6,2.863008882,top|B
Rh6Zn6,0.993629396,bridge|A_A|B
Rh6Zn6,0.741982056,hollow|A_A_B|FCC
Rh6Zn6,0.926462313,hollow|A_B_B|HCP
Rh6Zn6,0.928770383,4fold|A_A_B_B
Rh6Zr6,-2.562427446,hollow|A_B_B|HCP
Rh6Zr6,-2.559824405,hollow|A_B_B|FCC
Rh6Zr6,-0.857724725,4fold|A_A_B_B
Ru12,1.093764024,top|A
Ru12,-0.376089897,hollow|A_A_A|HCP
Ru12,0.046446023,hollow|A_A_A|FCC
Ru6Sc6,-1.581256646,bridge|B_B|A
Ru6Sc6,-1.145579532,hollow|A_A_B|HCP
Ru6Sc6,-1.740554808,hollow|A_B_B|HCP
Ru6Sc6,-1.384347725,4fold|A_A_B_B
Ru6Ta6,-1.143619088,top|B
Ru6Ta6,-0.819359122,hollow|A_A_B|FCC
Ru6Ta6,-2.460387205,hollow|A_B_B|HCP
Ru6Tc6,-0.797750562,hollow|A_A_B|HCP
Ru6Tc6,-0.265324734,hollow|A_A_B|FCC
Ru6Tc6,-1.080539563,hollow|A_B_B|HCP
Ru6Tc6,-0.653871459,hollow|A_B_B|FCC
Ru6Ti6,-2.14153972,bridge|B_B|A
Ru6Ti6,-0.97770856,hollow|A_A_B|FCC
Ru6Ti6,-2.207210041,hollow|A_B_B|HCP
Ru6Ti6,-0.899815157,4fold|A_A_B_B
Ru6V6,-2.027972737,bridge|B_B|A
Ru6V6,-0.997842263,hollow|A_A_B|FCC
Ru6V6,-2.131893828,hollow|A_B_B|HCP
Ru6V6,-0.745206877,4fold|A_A_B_B
Ru6W6,-1.098061926,hollow|A_A_B|HCP
Ru6W6,-0.720073626,hollow|A_A_B|FCC
Ru6W6,-1.581612162,hollow|A_B_B|HCP
Ru6W6,-1.436330176,hollow|A_B_B|FCC
Ru6Y6,-1.294555464,bridge|B_B|A
Ru6Y6,-1.680161182,hollow|A_B_B|FCC
Ru6Zn6,0.006978087,bridge|A_A|B
Ru6Zn6,-0.12866794,hollow|A_A_B|HCP
Ru6Zn6,-0.134679887,hollow|A_A_B|FCC
Ru6Zn6,0.519628858,4fold|A_A_B_B
Ru6Zr6,-2.144494876,bridge|B_B|A
Ru6Zr6,-0.785202305,hollow|A_A_B|HCP
Ru6Zr6,-2.303287043,hollow|A_B_B|HCP
Ru6Zr6,-1.040790534,4fold|A_A_B_B
Sc12,-0.913253091,top|A
Sc12,-3.751788326,hollow|A_A_A|HCP
Sc12,-3.6918909,hollow|A_A_A|FCC
Sc6Ta6,-3.217354162,hollow|A_A_B|HCP
Sc6Ta6,-3.363343917,hollow|A_A_B|FCC
Sc6Ta6,-2.974183168,hollow|A_B_B|HCP
Sc6Ta6,-3.016796875,hollow|A_B_B|FCC
Sc6Tc6,-1.92354497,bridge|B_B|A
Sc6Tc6,-1.90676575,hollow|A_B_B|HCP
Sc6Tc6,-1.987392128,4fold|A_A_B_B
Sc6Ti6,-3.472570548,hollow|A_A_B|HCP
Sc6Ti6,-3.529919219,hollow|A_A_B|FCC
Sc6Ti6,-3.511154657,hollow|A_B_B|HCP
Sc6Ti6,-3.539837089,hollow|A_B_B|FCC
Sc6V6,-3.169286613,hollow|A_A_B|HCP
Sc6V6,-3.192500236,hollow|A_A_B|FCC
Sc6V6,-3.049899524,hollow|A_B_B|HCP
Sc6V6,-3.061108165,hollow|A_B_B|FCC
Sc6W6,-2.709504295,hollow|A_A_B|HCP
Sc6W6,-2.832789824,hollow|A_A_B|FCC
Sc6W6,-2.434585916,hollow|A_B_B|HCP
Sc6W6,-2.412205913,hollow|A_B_B|FCC
Sc6Y6,-2.722326163,bridge|A_A|B
Sc6Y6,-3.724476805,hollow|A_A_B|HCP
Sc6Y6,-3.675933873,hollow|A_A_B|FCC
Sc6Y6,-3.685153226,hollow|A_B_B|HCP
Sc6Y6,-3.625250493,hollow|A_B_B|FCC
Sc6Zn6,-2.704870741,bridge|B_B|A
Sc6Zn6,-2.708237878,hollow|A_A_B|HCP
Sc6Zn6,-2.710444857,hollow|A_B_B|HCP
Sc6Zn6,-2.028591932,4fold|A_A_B_B
Sc6Zr6,-3.387287758,hollow|A_A_B|HCP
Sc6Zr6,-3.538077601,hollow|A_A_B|FCC
Sc6Zr6,-3.338599925,hollow|A_B_B|HCP
Sc6Zr6,-3.464401282,hollow|A_B_B|FCC
Ta12,-0.969851273,top|A
Ta12,-3.040309688,hollow|A_A_A|HCP
Ta12,-3.260459443,hollow|A_A_A|FCC
Ta6Tc6,-2.28129521,bridge|A_A|B
Ta6Tc6,-2.321689966,hollow|A_A_B|HCP
Ta6Tc6,-1.274756325,hollow|A_B_B|HCP
Ta6Tc6,-1.037121079,4fold|A_A_B_B
Ta6Ti6,-2.912800816,hollow|A_A_B|HCP
Ta6Ti6,-3.103085534,hollow|A_A_B|FCC
Ta6Ti6,-3.134557948,hollow|A_B_B|HCP
Ta6Ti6,-3.355785139,hollow|A_B_B|FCC
Ta6V6,-2.519404343,bridge|A_A|B
Ta6V6,-2.51125399,bridge|B_B|A
Ta6V6,-2.71239741,hollow|A_A_B|HCP
Ta6V6,-2.582199782,hollow|A_B_B|HCP
Ta6W6,-1.547708139,bridge|B_B|A
Ta6W6,-2.446701512,hollow|A_A_B|HCP
Ta6W6,-2.498709814,hollow|A_A_B|FCC
Ta6W6,-2.370076568,hollow|A_B_B|HCP
Ta6W6,-2.276078652,hollow|A_B_B|FCC
Ta6Y6,-1.916624571,bridge|B_B|A
Ta6Y6,-2.996965083,hollow|A_A_B|HCP
Ta6Y6,-3.098235241,hollow|A_A_B|FCC
Ta6Y6,-3.044131118,hollow|A_B_B|HCP
Ta6Y6,-3.164533193,hollow|A_B_B|FCC
Ta6Zn6,-2.202946017,bridge|A_A|B
Ta6Zn6,0.158300865,bridge|A_B|B
Ta6Zn6,-1.972866828,hollow|A_A_B|HCP
Ta6Zn6,-0.874203122,hollow|A_B_B|FCC
Ta6Zn6,-1.123834643,top-tilt|A
Ta6Zn6,-1.122610948,top-tilt|B
Ta6Zr6,-2.823135633,hollow|A_A_B|HCP
Ta6Zr6,-3.039326268,hollow|A_A_B|FCC
Ta6Zr6,-2.964370743,hollow|A_B_B|HCP
Ta6Zr6,-3.126384057,hollow|A_B_B|FCC
Tc12,-0.110626385,top|A
Tc12,-1.287207166,hollow|A_A_A|HCP
Tc12,-0.82013247,hollow|A_A_A|FCC
Tc6Ti6,-1.602109546,bridge|A_A|B
Tc6Ti6,-2.206051516,bridge|B_B|A
Tc6Ti6,-1.780583434,hollow|A_A_B|HCP
Tc6Ti6,-2.205813281,hollow|A_B_B|HCP
Tc6V6,0.016171998,top|A
Tc6V6,-0.655553802,top|B
Tc6V6,-1.056467965,bridge|A_A|B
Tc6V6,-2.071169448,bridge|B_B|A
Tc6V6,-1.44869462,hollow|A_A_B|HCP
Tc6V6,-2.088845147,hollow|A_B_B|HCP
Tc6W6,-1.283977719,top|B
Tc6W6,-1.747451125,bridge|B_B|A
Tc6W6,-1.088696311,hollow|A_A_B|FCC
Tc6W6,-1.88927332,hollow|A_B_B|HCP
Tc6W6,-0.743501403,4fold|A_A_B_B
Tc6Y6,-0.943144932,top|A
Tc6Y6,-1.912664906,bridge|A_A|B
Tc6Y6,-1.741324618,hollow|A_A_B|FCC
Tc6Zn6,0.051425978,top|A
Tc6Zn6,-0.192943814,hollow|A_A_B|HCP
Tc6Zn6,-0.395771347,hollow|A_A_B|FCC
Tc6Zn6,0.665282008,hollow|A_B_B|FCC
Tc6Zn6,0.221765431,hollow-tilt|A_B_B|HCP
Tc6Zr6,-0.462541824,top|A
Tc6Zr6,0.204901312,top|B
Tc6Zr6,-1.656127408,bridge|A_A|B
Tc6Zr6,-2.074013446,bridge|B_B|A
Tc6Zr6,-1.700765914,hollow|A_A_B|HCP
Tc6Zr6,-2.22185167,hollow|A_B_B|HCP
Ti12,-0.985057402,top|A
Ti12,-3.254056741,hollow|A_A_A|HCP
Ti12,-3.455084921,hollow|A_A_A|FCC
Ti6V6,-2.629794669,bridge|A_B|B
Ti6V6,-3.053665443,hollow|A_A_B|HCP
Ti6V6,-3.163671816,hollow|A_A_B|FCC
Ti6V6,-2.875975787,hollow|A_B_B|HCP
Ti6V6,-2.985457932,hollow|A_B_B|FCC
Ti6W6,-2.756094674,hollow|A_A_B|HCP
Ti6W6,-2.824138372,hollow|A_A_B|FCC
Ti6W6,-2.431846954,hollow|A_B_B|HCP
Ti6W6,-2.457622121,hollow|A_B_B|FCC
Ti6Y6,-3.47983762,hollow|A_A_B|HCP
Ti6Y6,-3.471255149,hollow|A_A_B|FCC
Ti6Y6,-3.393847878,hollow|A_B_B|HCP
Ti6Y6,-3.37854991,hollow|A_B_B|FCC
Ti6Zn6,-2.607715216,bridge|A_A|B
Ti6Zn6,-1.102456972,hollow|A_B_B|HCP
Ti6Zn6,-1.189043596,hollow|A_B_B|FCC
Ti6Zr6,-3.134630603,hollow|A_A_B|HCP
Ti6Zr6,-3.38618937,hollow|A_A_B|FCC
Ti6Zr6,-3.156539032,hollow|A_B_B|HCP
Ti6Zr6,-3.359037715,hollow|A_B_B|FCC
V12,-0.989690548,top|A
V12,-3.167489573,hollow|A_A_A|HCP
V12,-3.230985841,hollow|A_A_A|FCC
V6W6,-1.602649147,bridge|B_B|A
V6W6,-2.455710657,hollow|A_A_B|HCP
V6W6,-2.399009344,hollow|A_A_B|FCC
V6W6,-2.345540471,hollow|A_B_B|HCP
V6W6,-2.401240269,hollow|A_B_B|FCC
V6Zn6,-1.961617914,bridge|A_A|A
V6Zn6,-1.961156681,bridge|A_A|B
V6Zn6,-1.774142091,hollow|A_A_B|HCP
V6Zn6,-0.894837787,hollow|A_B_B|FCC
V6Zn6,-0.987040296,hollow-tilt|A_B_B|HCP
V6Zr6,-3.110507983,bridge|A_A|B
V6Zr6,-2.328599888,bridge|B_B|A
V6Zr6,-2.883247621,hollow|A_A_B|HCP
V6Zr6,-2.949721358,hollow|A_B_B|FCC
W12,-1.179627777,top|A
W12,-1.891232132,bridge|A_A|A
W12,-2.198106472,hollow|A_A_A|HCP
W12,-2.133600254,hollow|A_A_A|FCC
W6Y6,-1.92135595,bridge|B_B|A
W6Y6,-2.453450888,hollow|A_A_B|HCP
W6Y6,-2.453982462,hollow|A_A_B|FCC
W6Zn6,-1.132670588,top|A
W6Zn6,-1.390912335,bridge|A_A|B
W6Zn6,-1.209960714,hollow|A_A_B|HCP
W6Zn6,-1.393716468,hollow|A_A_B|FCC
W6Zr6,-2.128635537,bridge|A_A|B
W6Zr6,-2.301118431,hollow|A_A_B|HCP
W6Zr6,-2.25538181,hollow|A_A_B|FCC
W6Zr6,-2.480929215,hollow|A_B_B|HCP
W6Zr6,-2.612119242,hollow|A_B_B|FCC
Y12,-0.642159951,top|A
Y12,-3.648769292,hollow|A_A_A|HCP
Y12,-3.62765802,hollow|A_A_A|FCC
Y6Zn6,-2.572140958,bridge|A_A|B
Y6Zn6,-2.581060305,hollow|A_A_B|HCP
Y6Zn6,-2.579967904,hollow|A_A_B|FCC
Y6Zn6,-2.207258885,4fold|A_A_B_B
Y6Zr6,-3.334945028,hollow|A_A_B|HCP
Y6Zr6,-3.437227858,hollow|A_A_B|FCC
Y6Zr6,-3.353975037,hollow|A_B_B|HCP
Y6Zr6,-3.459214656,hollow|A_B_B|FCC
Zn12,0.078724574,hollow|A_A_A|HCP
Zn12,0.307014479,hollow|A_A_A|FCC
Zn6Zr6,-2.66456143,bridge|B_B|A
Zn6Zr6,-0.930099386,hollow|A_A_B|HCP
Zn6Zr6,-1.736385752,4fold|A_A_B_B
Zr12,-0.754873585,top|A
Zr12,-3.135682731,hollow|A_A_A|HCP
Zr12,-3.425847785,hollow|A_A_A|FCC
