Test Y,Predicted Y
-0.3470012,-0.3819483
0.534248174,0.29086024
-0.500089044,-0.5284238
-0.806221602,-0.99009407
-0.29168413,-0.41717884
0.648132442,0.6926048
-0.687573846,-0.72533846
-0.821631409,-0.70339257
0.042492889,0.0631657
-0.509177238,-0.4364058
0.171278246,-0.06883254
-0.065029765,-0.118994296
-0.940494271,-0.94302243
-0.599902305,-0.47559065
-0.808410486,-0.8110381
0.056602536,-0.15088513
-0.363628036,-0.38904566
0.637607623,0.15385407
-0.975464165,-1.0691512
-0.31762964,-0.39060563
-0.802010777,-0.55286056
0.316608669,0.16244203
-0.400632796,-0.22115222
-0.385024891,-0.11825857
-0.324119827,-0.059778146
-0.121599511,-0.2514514
-0.950013085,-0.85192406
-0.099201549,0.004142083
-0.379668602,-0.7285781
-0.800164212,-0.7669401
-0.758458957,-0.75626886
-0.605260634,-0.37237906
-0.163197145,-0.49905968
1.88823439,1.6567594
0.3445251,0.21013042
-0.113752836,-0.38866854
0.098867801,0.2408498
-0.941223808,-0.92313856
-0.959658569,-1.005099
0.879984725,0.65151525
0.373002493,-0.23748046
-0.189147418,-0.12795743
0.247824957,-0.20242961
-0.447340593,-0.29588062
-0.637616739,-0.46474212
-0.877677744,-0.78552616
0.664744856,0.59013915
-0.457862282,-0.54446286
-0.381685238,-0.27523515
0.813490579,0.47900367
-0.034838735,-0.20466185
0.927720839,0.72356355
-0.559357887,-0.4740512
-0.605153013,-0.63392293
-0.064991669,0.05213643
-0.020800654,0.12777025
0.692033656,0.43806362
-0.098254729,-0.06591468
-0.190685677,0.22474587
-0.24611513,-0.2777983
-0.273976186,-0.21814516
0.579831324,0.646886
-0.281621904,-0.42091995
-0.182173548,-0.226401
0.052989,-0.14385375
-0.387682355,-0.33894333
-0.089454567,0.057652242
-0.163296875,-0.14615482
-0.684479776,-0.54856545
-0.553939284,-0.50116235
0.825439234,0.5344863
0.125286245,-0.14686388
-0.23749089,-0.11110105
0.510797676,0.4539305
0.343858149,0.18797976
2.735531848,2.1555228
0.163326399,0.21190277
-0.786631855,-0.5427733
-0.879511383,-0.81264395
-0.508614643,-0.51930493
1.259108011,-0.18416941
-0.146489356,-0.23528862
-0.230977301,-0.27724406
-0.718384752,-0.81948984
-0.828113977,-0.6388233
0.07342298,-0.0014975592
0.552737221,0.5917703
-0.625478148,-0.78397065
