Importances,STD,Columns
0.04966481290792581,0.01760799665463484,LC
0.0513644311041717,0.014044824926620684,DBF
0.06384587216154317,0.01680486487202065,GCN
0.07314168344181146,0.015594673806795682,DOS
0.08968103744768514,0.015457255292396622,DBW
0.161034437907916,0.011126334007776491,WF
0.21263563872735372,0.02395066684793705,EN
0.38665826084436083,0.031165767528195342,CN
0.8314074345289402,0.052435805594739794,VE
