Feature, Mean (R2 drop), STDEV (R2 drop)
LC,0.08118862552911052,0.015668088895278078
MV,0.09574192979584831,0.019765254116090755
EA,0.10303836241020639,0.01646041390951141
SE,0.349447779346295,0.03127290290044181
DBC,0.2680817692416421,0.030538252286166256
DBF,0.24427407399183215,0.042874382702899616
DOS,0.06286728689146728,0.01593005046061721
CN,0.6053767989484574,0.061572977011850306
GCN,0.15093728551736593,0.03473212922622305
