Importances,STD,Columns
0.011056777380479854,0.0021690683567789294,GCN
0.029555785458980244,0.004468049743528771,MV
0.0634432692862541,0.008416060062582114,DBF
0.06808350880866562,0.005324591801089118,EN
0.10959514852145613,0.01537302353939705,DOS
0.15475273274793291,0.018887242458110694,SE
0.18150750655906991,0.0036544677872227386,LC
0.21283935095258927,0.008508441327134483,DBC
0.40763107812843724,0.02801746377119733,CN
