Importances,STD,Columns
0.03349834003575469,0.012628581984400885,DOS
0.03800954744673916,0.007982215014286555,GCN
0.048463179864688,0.013831106132974261,LC
0.07477338253952973,0.011130381600628342,WF
0.10005942669319409,0.011308278051647974,DBW
0.11390967486285364,0.017120817235364096,DBF
0.22044561017778969,0.018120711907033148,EN
0.3073994675475219,0.029978362545932113,CN
0.8624021385373297,0.035354802701590284,VE
