Feature, Mean (R2 drop), STDEV (R2 drop)
LC,0.08137965032464727,0.022975962037853317
EN,0.19092919201220787,0.019774909146401915
DBW,0.10506960490113723,0.016011280527125468
DBF,0.10492628927968332,0.01507985651816844
DOS,0.0426127021034692,0.010337400535775032
WF,0.08359489488202618,0.015325543779120569
CN,0.31056955877198367,0.028349312350939956
GCN,0.02586107228235902,0.006648337438445007
VE,0.847284241575479,0.05066432761856
