LC,MV,EN,SE,DBC,DBF,DOS,CN,GCN
3.037884444148769916e-02,3.421345156593549874e-02,9.515497093313479704e-02,1.041970711998912030e-01,2.660716676815199078e-01,4.360790754248249773e-02,6.425401527760149500e-02,5.845377186546178994e-01,-3.342258030597000163e-04
1.293923275527683880e-01,2.469332987966440032e-02,7.247707540907499801e-02,7.830350659446859429e-02,2.530194832727685750e-01,5.317499890574260007e-02,8.402059619698050430e-02,4.026519186703440001e-01,1.036639296609309993e-02
1.629218803901067991e-01,3.734728985223430275e-02,7.592008535144309511e-02,1.402427401498287929e-01,2.157089314436897998e-01,4.802455836606599887e-02,6.922777912422439783e-02,3.493549494990809134e-01,9.343583292186999779e-04
1.175722765656350977e-01,2.134293681319299890e-02,5.346630201095779744e-02,1.092759184836707975e-01,1.888272235721631942e-01,4.572178576218109691e-02,1.001895922411718959e-01,4.311580512726961856e-01,2.473948202925600054e-03
1.127707973562248056e-01,1.881056378481609989e-02,7.022078987826259333e-02,1.189174500424198949e-01,2.429963465568406034e-01,4.254615650647940173e-02,1.007746899358780007e-01,3.917563876801422040e-01,6.184325341109500086e-03
1.188070274331878007e-01,4.113186997699989911e-02,7.006386592492870602e-02,1.289985852721383941e-01,2.563231932140825897e-01,6.505611039756059588e-02,1.132413761430409033e-01,5.327548711154747041e-01,2.800030299204300018e-03
3.540654926933239910e-02,3.203465268965800111e-02,7.857484974487799478e-02,9.539016372053329973e-02,2.808522206599717852e-01,5.506167900264950094e-02,1.092130293636151966e-01,5.916793006461658067e-01,1.543471667494980028e-02
1.165116247673013972e-01,2.928969484022959924e-02,7.644471295734819871e-02,1.117537323646733000e-01,2.354510238912558007e-01,5.478665331352779860e-02,8.691295811645889657e-02,4.170926839438294786e-01,7.195228071574900214e-03
1.513828994096980962e-01,4.626154101890649767e-02,6.655890519742130307e-02,1.359770456181673137e-01,2.326149483212434921e-01,5.266217499845370076e-02,1.017678592099677953e-01,4.456143274089884865e-01,8.109092234176900130e-03
1.103256856075438969e-01,2.635645446665950062e-02,7.209611759942109732e-02,1.086720481186253945e-01,2.810405536265762061e-01,6.682609960233699964e-02,1.045978422454758028e-01,4.935106843599911253e-01,4.661425542301800111e-03
1.486362876523716070e-01,2.994967858653250006e-02,7.116285395698900007e-02,1.425884383540257927e-01,2.439680165897956110e-01,5.284268047883260155e-02,1.318619407860915915e-01,4.570054847438447254e-01,8.982550287336299455e-03
9.820706512391549903e-02,5.215684249903070058e-02,8.671083952473809808e-02,1.264674908843040069e-01,2.615215846263552746e-01,5.972162876693180161e-02,9.836251970753730201e-02,4.257984402656040945e-01,6.769620023199800218e-03
1.248977681843281007e-01,3.764246586264310274e-02,8.606798308014219911e-02,1.410024240225594971e-01,2.070989508914939936e-01,7.292092191011140256e-02,1.106376320046510986e-01,4.255337742857863148e-01,7.929937585416100762e-03
1.147852389991182026e-01,7.061351995693160299e-02,8.944406439678910525e-02,1.008667553589001065e-01,3.176710794876935751e-01,5.324764315280469673e-02,6.596361363526140331e-02,5.491234839579279825e-01,1.400683115325940080e-02
1.493592365130745059e-01,4.149502307305580340e-02,6.258345448953160639e-02,1.460514368937156915e-01,1.992645394640729928e-01,6.588455868487720635e-02,1.194834682880241000e-01,3.131693531908957828e-01,1.047691071146190055e-02
1.334395529210496978e-01,3.670767662216219834e-02,6.914529999865759446e-02,9.334061517994329815e-02,2.351536164471546009e-01,5.705531985537440343e-02,7.500500735861989621e-02,4.953417291446571835e-01,-7.047238683540999783e-04
1.416466044852690009e-01,4.127371414149230006e-02,7.711260673670740362e-02,1.291686651261444996e-01,1.928501018183995941e-01,5.541126666326089828e-02,1.019764651533675986e-01,4.929819736716057887e-01,1.092968919933570010e-02
1.815075065590698866e-01,2.955578545898019868e-02,6.808350880866559374e-02,1.547527327479328862e-01,2.128393509525892124e-01,6.344326928625410034e-02,1.095951485214561039e-01,4.076310781284371854e-01,1.105677738047980072e-02
1.649473491647981127e-01,4.049470127955959869e-02,6.675440938789750644e-02,1.064436462116759019e-01,2.237661541409080024e-01,6.663394954798719516e-02,1.205520006347703954e-01,4.391506044769871164e-01,7.033567592615599939e-03
9.131216860719429396e-02,5.402168544213910295e-02,5.650862802227749754e-02,1.215777476782923944e-01,2.221755956491043016e-01,4.448406328120799863e-02,9.516123238263900219e-02,5.023834320670816922e-01,8.969788760169400757e-03
1.176777894431186022e-01,4.666372727592500019e-02,9.241189705357299999e-02,1.386331167662288033e-01,1.868099761050900920e-01,5.778354399857989904e-02,1.055909795735623935e-01,3.897554740097848858e-01,1.175104077905349959e-02
9.321967159777780343e-02,2.885876082695590025e-02,9.837652595093389352e-02,1.400432733414423980e-01,2.822962413648572033e-01,6.814277100162069445e-02,7.415953951531320532e-02,5.754943068961089203e-01,1.501840877795979946e-02
6.125855514978809785e-02,2.895578041107450123e-02,8.137588187162130005e-02,8.791370071604570624e-02,2.850789366415059090e-01,5.240474622249700204e-02,5.826792209301580316e-02,6.614866280654163599e-01,1.023886063739629960e-02
1.947050991358741934e-01,3.148663302874019770e-02,7.037922749202080164e-02,1.089882839040471063e-01,2.252475136732993988e-01,4.788084596552349970e-02,8.945320891088469339e-02,4.318959903105678011e-01,6.757240377060500305e-03
1.449596921560671881e-01,4.907395209947600090e-02,8.104266090783510124e-02,1.370963992044418878e-01,2.418193419484175044e-01,7.124195564826500682e-02,9.519320827662999807e-02,4.097844143140554896e-01,1.400409736052479932e-02
1.254109738238506078e-01,3.942433124396620137e-02,6.006437523849920274e-02,1.167349672957900958e-01,2.006564292118186987e-01,2.822686071636629906e-02,7.439070605395599334e-02,4.427460304560056903e-01,9.738172703026100677e-03
1.663754636254811958e-01,4.487174377496160049e-02,7.518710650784860006e-02,1.075303078076313978e-01,2.106698199374031910e-01,5.036318411770369929e-02,1.080349453981191976e-01,4.026883206773608781e-01,7.593120125607900027e-03
1.787857499537542916e-01,3.679852407234940337e-02,6.924140698454120391e-02,1.548798174351180001e-01,2.143813458299582975e-01,6.612338906207750056e-02,1.126415773108025015e-01,4.348269382395659743e-01,2.625617780533399861e-03
1.391167017806977935e-01,4.012536391249559714e-02,8.108000395936600102e-02,1.362141378207032127e-01,2.054124236995542030e-01,5.179171393403959878e-02,1.120439254535865042e-01,4.689572958703436822e-01,8.972030422913099268e-03
9.559024794450750317e-02,1.459566172379970009e-02,8.003842158934379447e-02,1.399811644765155128e-01,2.433595188370429874e-01,5.929100071563959962e-02,8.714338989181059925e-02,5.574164446596724387e-01,1.246560617642689973e-02
