Importances,STD,Columns
0.04832630268635265,0.024136724416264896,LC
0.05723060350914325,0.015440207533159389,DOS
0.06532819131480273,0.02300927982045894,MV
0.10197455872101199,0.017175191904672253,EA
0.1522438055297128,0.014040764639811822,DBC
0.1663485651289886,0.0345240844674382,GCN
0.20256340534165682,0.040123271723320496,DBF
0.32461695773570065,0.011355466940885229,SE
0.6659976205844484,0.07384291122974251,CN
