Feature, Mean (R2 drop), STDEV (R2 drop)
LC,0.05707679582973924,0.018717008181525108
EN,0.2740114460894362,0.029353784356215173
DBW,0.11256276654258013,0.02033180084047016
DBF,0.09091399350248659,0.01564213104095167
DOS,0.04814674708954687,0.013439095397288115
WF,0.13102914065525392,0.021565350838846933
CN,0.34310321228910184,0.03464305889870447
GCN,0.04251768561875507,0.010893847399316653
VE,0.9384858876815658,0.058701223348983006
