Feature, Mean (R2 drop), STDEV (R2 drop)
LC,0.41765857499551184,0.05655016220235429
MV,0.08275470046561327,0.019836863700512842
EN,0.393827165045402,0.05804847419642676
SE,0.2016286231151817,0.02356163177572039
DBC,0.46939810469389703,0.03451556970507013
DBF,0.20476513227833162,0.038744014742139676
DOS,0.2101307855318878,0.05328158184501986
CN,0.5454970947593597,0.04623982187595635
GCN,0.034100139216032846,0.013005270925258742
