Importances,STD,Columns
0.011731554939111622,0.003194253271005947,GCN
0.02570135686723185,0.003671664981806991,LC
0.029383870379396226,0.007828011498892446,DOS
0.05331959122643152,0.008102101278272192,WF
0.0535019283775951,0.004292609093184257,DBW
0.06571538426285237,0.006546551915411137,DBF
0.08714370456776224,0.00973887963391007,EN
0.18518678061288094,0.025200632371525887,CN
0.591553680898645,0.04711537364111483,VE
