Feature, Mean (R2 drop), STDEV (R2 drop)
LC,0.028652646579899747,0.005227592674862568
EN,0.08587032686372695,0.009207948083860516
DBW,0.04866311987758723,0.004993697823775737
DBF,0.07075612082821553,0.006062584671357765
DOS,0.03043423110952813,0.006068996366104738
WF,0.048828874112037436,0.008282881131050466
CN,0.19924299836036596,0.019512370083892
GCN,0.01270349967720384,0.002378282588902354
VE,0.5654417421111526,0.034593654213677036
