Psi, d-Band_Upper Edge, Surface
12.307692307692307,1.1180075795,Hf6Pt6
12.030075187969924,0.9063574119999999,Pt6Zr6
8.181818181818182,0.7818754784999999,La6Pt6
23.01022599305774,1.2203100705,Pt6Ta6
12.430562601286985,-0.05010756500000002,Pt6Sc6
7.377049180327869,1.4456741789999998,Pt6Y6
22.041191524984278,0.18812560550000001,Nb6Pt6
21.769911014446514,-0.03358623399999994,Pt6V6
21.691123624189842,0.05914076900000009,Pt6W6
23.01022599305773,-0.051089496999999984,Mo6Pt6
27.42529616155214,-0.17111577550000012,Cr6Pt6
30.783408372589548,-0.059782162999999944,Pt6Re6
16.79143807684989,-0.042172772500000066,Pt6Ti6
30.783408372589548,-0.1561264309999999,Pt6Tc6
36.81818181818181,-0.9508061655,Ir6Pt6
43.85964912280702,-0.9093330895000001,Ag6Pt6
43.85964912280702,-1.1936776980000001,Pt12
43.85964912280702,-1.0766580669999999,Cu6Pt6
29.09090909090909,0.10103911249999986,Os6Pt6
44.38496431604935,-1.091057787,Pd6Pt6
38.111423076538046,-0.553257259,Pt6Rh6
49.355187504464475,-1.090264812,Ni6Pt6
33.35748093184907,-0.3653460525000001,Pt6Ru6
43.85964912280702,-1.0607160709999999,Cd6Pt6
43.85964912280702,-0.8872218755000001,Au6Pt6
43.34175545519327,-1.1854802640000002,Co6Pt6
43.85964912280702,-1.2452731325,Pt6Zn6
43.85964912280702,-0.957651613,Hg6Pt6
37.71443800187958,-1.3516949065,Fe6Pt6
35.258565493376366,-0.7845962224999999,Mn6Pt6
