Psi, d-Band_Center, Surface
16.666666666666668,0.091602664,Au6Ta6
18.19549901330202,-1.266049422,Cr6Mo6
14.64373762506992,-0.827582923,Os6Ti6
15.839943223088637,-1.333953327,Ir6Ti6
8.181818181818182,-0.663318283,La6Ni6
15.337423312883436,-0.354375246,Ag6V6
15.337423312883436,-0.177528055,Cd6V6
14.23450183450921,-0.963516232,Co6La6
18.238219121784766,-1.088328689,Re6V6
13.063905797077783,-0.526472459,Sc6Tc6
15.337423312883436,-0.429939346,Pd6V6
21.706340553580944,-0.794084295,Ir6Ta6
15.337423312883436,-0.130077229,V6Zn6
20.293252546743325,-1.033926868,Rh6V6
22.305182984487814,-1.42486405,Nb6Pd6
23.01022599305774,-0.980224874,Pt6Ta6
15.625,-0.253256133,Cd6Nb6
11.587394454603984,-0.579658909,Rh6Sc6
12.430562601286985,-1.464360081,Pt6Sc6
15.625,-0.452977269,Ag6Nb6
25.789473684210527,-0.701732299,Tc6Y6
20.546132032915732,-1.057790375,Nb6Rh6
18.985441482596283,-1.304343,Os6V6
7.377049180327869,-0.226290166,Pt6Y6
27.72295584825959,-2.815337898,Nb6Zn6
23.381312956684226,-1.037335866,Nb6Ni6
18.17221326229451,-1.583890307,Tc6W6
12.457718404179822,-0.622904788,Rh6Y6
13.348012565379209,-1.269625607,La6Rh6
24.651623486497844,-1.293041251,Cu6V6
63.684210526315795,-2.878297673,Cu6Nb6
15.337423312883436,-0.407974863,Au6V6
15.625,-0.337239124,Hg6Nb6
15.625,-0.590284836,Au6Nb6
15.254237288135593,-0.690594927,Ag6W6
18.17221326229451,-1.308287765,Re6W6
10.840637736455376,-0.403353902,Ru6Sc6
10.840637736455376,-0.44568447,Os6Sc6
20.631016530128548,-1.318759201,Mn6Mo6
20.792216886194808,-1.420492976,Ir6Nb6
20.536308615278216,-1.374722997,Ir6V6
11.996301600592492,-1.00619741,La6Tc6
22.041191524984278,-1.602730552,Nb6Pt6
11.65487312713577,-0.529091427,Ru6Y6
12.487791736945454,-1.047362332,La6Ru6
21.950922255190726,-1.702531288,Pd6W6
11.65487312713577,-0.596816097,Os6Y6
19.27732012430758,-1.190804965,Mo6Tc6
25.789473684210527,-1.160693638,La6Re6
31.055619590343433,-1.250464537,Cr6Cu6
19.27732012430758,-1.251688941,Mo6Re6
25.43153475002815,-1.225706484,Cr6Fe6
15.254237288135593,-0.809166222,Cu6W6
21.769911014446514,-1.531847072,Pt6V6
11.726178837945744,-0.811609267,Ir6Sc6
22.976141728016536,-1.2331652,Cr6Tc6
23.917477433531825,-1.091148635,Cr6Ru6
21.562679201600766,-1.113140845,Co6W6
27.7537740459168,-1.408618456,Cr6Pd6
20.219809324723872,-1.31892658,Rh6W6
18.916731353910283,-1.30484349,Ru6W6
23.009960657726687,-1.37184463,Ni6W6
23.28582375901905,-1.551088853,Mo6Pd6
12.606926819699156,-0.789923456,Ir6Y6
25.56503151557588,-1.109135692,Cr6Rh6
15.254237288135593,-0.834943758,Au6W6
15.254237288135593,-0.540967612,Cd6W6
24.409265467244165,-1.262852552,Mo6Ni6
21.449436652491983,-1.253584607,Mo6Rh6
20.067114596959666,-1.26103415,Mo6Ru6
16.666666666666664,-0.642507939,Ag6Mo6
22.976141728016536,-1.340778156,Cr6Re6
13.507884200023447,-1.107527506,Ir6La6
23.917477433531825,-1.195113447,Cr6Os6
18.916731353910283,-1.413947584,Os6W6
26.056120631070357,-1.415222421,Cu6Mo6
21.691123624189842,-1.936024845,Pt6W6
27.28264766679778,-2.865376438,W6Zn6
25.789473684210527,-1.528903712,Re6Tc6
20.46198575009835,-1.690735266,Ir6W6
20.067114596959666,-1.375154889,Mo6Os6
25.789473684210527,-1.38331182,Tc12
21.686746987951807,-0.341823703,Cr6Zn6
23.01022599305773,-1.783227538,Mo6Pt6
21.686746987951807,-1.244253511,Cr6Y6
21.706340553580965,-1.620255958,Ir6Mo6
25.789473684210527,-1.66973535,Re12
16.666666666666664,-0.727595414,Au6Mo6
25.871228663511324,-1.451242325,Cr6Ir6
26.84607198921629,-1.534045079,Re6Ru6
27.42529616155214,-1.62229792,Cr6Pt6
30.601123803922444,-1.419283823,Co6Re6
85.20710059171599,-8.53888671,Cd6Mo6
10.38961038961039,-0.249370788,Pd6Ti6
28.941787404774715,-2.816622033,Mo6Zn6
26.84607198921629,-1.368496706,Ru6Tc6
31.15210699287779,-1.716692637,Pd6Re6
28.695362141808708,-1.587454079,Re6Rh6
41.34838786919518,-1.606864822,Ni6Re6
25.789473684210527,-0.895992586,Ag6Re6
34.85824964229777,-1.604713031,Cu6Re6
15.254237288135593,-0.592827948,Hg6W6
26.84607198921629,-1.656603014,Os6Re6
28.54551925857912,-1.518429577,Fe6Tc6
12.487791736945454,-1.007879857,La6Os6
26.84607198921629,-1.480234109,Os6Tc6
28.695362141808708,-1.430747239,Rh6Tc6
31.15210699287779,-1.546898408,Pd6Tc6
30.748836386633585,-1.131847479,Mn6Ru6
29.039051843166696,-1.943406056,Ir6Re6
34.85824964229777,-1.49275336,Cu6Tc6
44.34749606607523,-2.950006159,Mn6Zn6
25.789473684210527,-0.934194144,Cd6Re6
30.783408372589548,-1.990463705,Pt6Re6
25.789473684210527,-1.032510544,Re6Zn6
29.039051843166696,-1.776073502,Ir6Tc6
30.932462150801275,-1.876805221,Fe6Os6
30.932462150801275,-1.637732042,Fe6Ru6
34.97267759562841,-1.306345465,Ag6Fe6
35.526315789473685,-0.880597419,Cd6Rh6
29.09090909090909,-0.920322705,Ru6Zn6
25.789473684210527,-0.899835265,Ag6Tc6
16.79143807684989,-1.513096076,Pt6Ti6
36.81818181818181,-1.413110487,Ir6Zn6
30.783408372589548,-1.798050188,Pt6Tc6
43.08510638297873,-1.580100381,Co12
42.70674900830959,-1.797225467,Cu6Fe6
36.81818181818181,-1.527138562,Cd6Ir6
25.789473684210527,-0.990666879,Tc6Zn6
29.09090909090909,-1.775368567,Os6Ru6
29.09090909090909,-1.594865863,Ru12
33.15995394101429,-1.565213355,Co6Ru6
33.75700969900199,-1.66134522,Pd6Ru6
21.686746987951807,-0.826117891,Au6Cr6
35.385641480865665,-1.509444877,Ni6Ru6
35.526315789473685,-1.108848935,Rh6Zn6
36.81818181818181,-2.028919459,Ir6Pt6
47.436441826788936,-3.143630167,Fe6Zn6
36.81818181818181,-1.819815356,Cu6Ir6
33.15995394101429,-1.748220793,Co6Os6
31.094834720453296,-1.704717739,Rh6Ru6
33.75700969900199,-1.855142925,Os6Pd6
36.81818181818181,-1.878103509,Ir6Pd6
34.97267759562841,-1.153067754,Cd6Fe6
38.56789069492081,-1.656814354,Pd6Rh6
52.35602094240838,-1.107826927,Ni6Zn6
35.385641480865665,-1.70795629,Ni6Os6
43.85964912280702,-1.728603472,Ag6Pt6
15.337423312883436,-0.678924749,Hg6V6
55.88840021707842,-1.505721902,Cu6Ni6
29.09090909090909,-1.650716592,Cu6Os6
87.27272727272728,-7.010183972,Os6Zn6
49.07896205989386,-1.814154322,Co6Cu6
37.88574552216493,-1.671702983,Co6Rh6
31.094834720453296,-1.913502169,Os6Rh6
36.81818181818181,-2.403748601,Ir12
43.15628353253199,-1.685279462,Cu6Rh6
40.00750489862809,-1.436529056,Fe6Ni6
36.81818181818181,-1.666928087,Ag6Ir6
45.97696759003451,-1.583181007,Co6Ni6
52.35602094240838,-0.927818906,Cd6Ni6
43.85964912280702,-2.154847642,Pt12
43.85964912280702,-1.988757406,Cu6Pt6
29.09090909090909,-1.688657118,Os6Pt6
44.38496431604935,-1.913901403,Pd6Pt6
41.40286898212307,-1.925662851,Ir6Ni6
35.526315789473685,-0.909167442,Hg6Rh6
35.526315789473685,-1.248226509,Ag6Rh6
49.94632378530485,-1.488197917,Ni6Pd6
34.97267759562841,-1.220014737,Fe6Hg6
40.428626971779174,-1.580343511,Ni6Rh6
38.111423076538046,-1.85833638,Pt6Rh6
31.467263352161662,-1.922037266,Ir6Ru6
52.35602094240838,-0.920123825,Ag6Ni6
38.79870961829062,-1.931192347,Co6Ir6
45.45454545454545,-1.64724671,Pd12
43.08510638297873,-1.34649685,Co6Zn6
49.355187504464475,-1.629000443,Ni6Pt6
35.526315789473685,-1.835801099,Rh12
29.09090909090909,-1.31264803,Cd6Ru6
29.09090909090909,-1.409939233,Cu6Ru6
16.666666666666664,-0.622893085,Hg6Mo6
33.35748093184907,-1.874432401,Pt6Ru6
29.09090909090909,-1.905588767,Os12
43.85964912280702,-1.893255884,Cd6Pt6
36.81818181818181,-1.695418287,Au6Ir6
43.85964912280702,-1.754892925,Au6Pt6
43.86086773944009,-1.7989952,Co6Pd6
36.38242275889923,-2.072540501,Ir6Rh6
35.526315789473685,-1.257069175,Au6Rh6
43.08510638297873,-1.361185334,Ag6Co6
50.86223840955542,-1.653760664,Cu6Pd6
43.34175545519327,-1.919339321,Co6Pt6
62.69430051813472,-3.906971124,Ag6Ru6
43.08510638297873,-1.216955545,Co6Hg6
31.467263352161662,-2.16317357,Ir6Os6
31.612903225806452,-1.022815569,Cd6Mn6
50.5973261144498,-2.119857797,Ag6Pd6
25.789473684210527,-1.322096929,Re6Y6
43.85964912280702,-2.165085366,Pt6Zn6
33.260622049556304,-1.430249425,Ir6Mn6
52.35602094240838,-0.921301604,Au6Ni6
35.57733137009179,-1.804690044,Fe6Ir6
43.85964912280702,-1.794970092,Hg6Pt6
52.35602094240838,-0.901789915,Hg6Ni6
38.76767958841057,-2.280242457,Au6Fe6
46.17094505197125,-1.92841096,Au6Pd6
44.55214971524803,-2.215530887,Au6Co6
38.166150856022696,-1.778343107,Fe6Pd6
63.684210526315795,-2.42418392,Cu12
45.45454545454545,-1.971751142,Cd6Pd6
56.49513647188834,-3.846427598,Pd6Zn6
63.352515915538945,-2.849785349,Ag6Cu6
87.27272727272728,-7.316174307,Zn12
37.71443800187958,-1.875618423,Fe6Pt6
86.57868018241973,-7.720859516,Cd6Zn6
72.0,-6.500521567,Hg6Pd6
63.684210526315795,-2.283883713,Cu6Hg6
70.7371180917748,-4.18021606,Cu6Zn6
57.81027884011307,-2.599119575,Au6Cu6
63.684210526315795,-2.481359542,Cd6Cu6
39.92578934475007,-1.681997733,Cu6Mn6
62.69430051813472,-3.983369561,Ag6Os6
62.69430051813472,-3.86147665,Ag6Au6
75.92215242171719,-3.239430288,Au12
87.09770584059203,-4.003607572,Ag12
25.789473684210527,-0.965179253,Cd6Tc6
70.00217868766234,-5.308160319,Ag6Zn6
32.86696824429661,-1.022580713,Mn6Rh6
47.63779527559055,-3.606229575,Au6Cd6
69.44547775769638,-5.761405546,Ag6Cd6
72.0,-6.341244327,Au6Hg6
64.47852599866638,-5.477775508,Au6Zn6
25.789473684210527,-1.036553448,Au6Re6
37.402313448885494,-1.016311968,Mn6Ni6
35.156258310966585,-1.633662399,Fe6Rh6
85.20710059171599,-8.882184464,Cd12
68.7539548674817,-5.746453523,Ag6Hg6
85.20710059171599,-8.487248044,Cd6Hg6
31.612903225806452,-1.225618267,Ag6Mn6
25.789473684210527,-1.025542637,Au6Tc6
38.81754158502662,-1.476858797,Co6Fe6
29.09090909090909,-1.436720086,Au6Ru6
31.612903225806452,-1.191395422,Hg6Mn6
35.258565493376366,-1.484942968,Mn6Pt6
29.09090909090909,-1.544485728,Cd6Os6
31.612903225806452,-1.057759172,Mn6Pd6
43.08510638297873,-1.314399024,Cd6Co6
30.893868638775835,-2.047738123,Ag6Cr6
31.612903225806452,-1.20324684,Au6Mn6
36.81818181818181,-1.531510701,Hg6Ir6
