Valence Electrons,reaction energy (eV)
10,-0.0035568
10,-0.23656788
4,-0.712609816
6,-0.630499465
8,-0.065029765
8,-0.168578605
8,-0.228759573
8,-0.258513453
8.666666667,-0.365895288
9.333333333,-0.340982722
9.333333333,-0.151363595
8.666666667,-0.339129355
8,-0.308441036
8,-0.249312332
10,-0.249060082
8.666666667,-0.028174803
9.333333333,-0.027806633
7,-0.350751745
7.666666667,-0.346376154
7.666666667,-0.381025906
7.333333333,-0.425789177
7.333333333,-0.454778144
8,-0.301764179
9,0.050476709
8.5,-0.220711671
8.5,-0.109376838
8.333333333,-0.325144744
8.666666667,-0.224818004
8.666666667,-0.182173548
8,-0.294274654
8,-0.158265218
8,-0.269828627
8,-0.313083434
8,-0.368532615
8,-0.334942611
8,-0.354322695
8,-0.88748255
3,-0.234035861
4.666666667,-0.988705904
5,0.072454255
7,-0.278117758
6,-0.592111277
8,-0.097838803
7,0.19913971
7,-0.308475867
7.666666667,-0.388829859
7.666666667,-0.420828541
7.333333333,-0.46813077
7.333333333,-0.508614643
4,0.812446206
8,-0.535664255
6.666666667,-0.912607093
5.333333333,-0.912795531
7,-0.351946325
6,-0.676193093
6,0.214188558
8,-0.412194369
6,-0.392055904
7.333333333,-0.509727996
7.333333333,-0.542144782
6.666666667,-0.626117752
6.666666667,-0.641232043
3,1.157129949
3,-0.050822702
5.5,-0.942132805
4.666666667,-1.025804409
8,-0.176737802
8,-0.331601053
12,-0.33168568
9.333333333,0.219613827
10.66666667,0.220340235
12,-0.16446642
8,-0.475306956
4,0.775356546
8,-0.565531062
4,-0.318881364
6.666666667,-0.984265279
5.333333333,-0.98445467
10,0.132502024
10,-0.164437848
10,-0.251614143
10,-0.289728039
10,0.171278246
10,-0.054710936
10,-0.29168413
10,-0.230531171
10,-0.255835036
10,-0.286379134
10,-0.306656241
7,-0.534697298
9,-0.308433825
9,-0.233960077
10,-0.059153603
9.666666667,-0.254753656
9.666666667,-0.200692256
9.333333333,-0.279811395
9.333333333,-0.348211698
9.333333333,-0.279088525
9.333333333,-0.151221824
8.666666667,-0.325142839
8.666666667,-0.400912121
3,0.390020357
10,-0.005036419
5.333333333,-0.424848343
5.333333333,-0.422001352
5,-0.678031086
8.333333333,-0.246768884
8.333333333,-0.306614336
6.666666667,-0.686865126
7,-0.48328411
9,-0.29513671
9,-0.231007234
8,-0.476877053
8,-0.53131125
8,-0.130360216
8,-0.183918886
6,-0.600290203
10,-0.546334791
8.333333333,-0.266682038
8.333333333,-0.276193914
6.666666667,-0.595920055
6.666666667,-0.567641577
6,-0.657020904
8.666666667,-0.276576097
8.666666667,-0.27061558
10,0.228425282
10,-0.080327325
3,-0.559393398
10,0.057457517
10.66666667,0.023949691
11.33333333,0.264066888
4,0.064791393
4,-0.732703382
8,0.012725268
8,-0.010807409
10,-0.312314032
10,-0.203687685
10,-0.194288464
10,-0.229145975
7,-0.172882902
7,-0.407946808
9,-0.005126217
9,-0.078017895
10,-0.183102409
9,-0.164151449
9.5,-0.162144337
9.666666667,-0.189147418
9.666666667,-0.201134713
9.333333333,-0.224009146
9.333333333,-0.291889984
10,-0.031854462
8,-0.189973827
9.333333333,-0.084698017
9.333333333,-0.093021708
8.666666667,-0.221006778
8.666666667,-0.262794756
3,0.534527227
10,0.130351645
3,-0.281621904
5.333333333,-0.314158556
8.333333333,-0.068203157
8.333333333,-0.20638855
6.666666667,-0.640233657
6.666666667,-0.379668602
7,0.066334959
10,0.057151525
7,-0.297853359
9,-0.046264387
9,-0.094334793
8,-0.317942435
8,-0.311076595
8,0.007820688
8,-0.044409795
6,-0.467562597
10,-0.040284957
8.333333333,-0.131084855
8.333333333,-0.200579056
6.666666667,-0.52795078
6.666666667,-0.414363253
6,-0.097978533
6,-0.596738437
8.666666667,0.003141282
8.666666667,-0.133230201
10,0.046047376
3,-0.401255121
5.333333333,-0.313268608
10,-0.163435653
10,-0.184417263
4,0.019610972
10,0.175672613
4,-0.621889647
8,0.151275294
7,0.056626618
7,-0.338007973
7,-0.491666032
7,-0.511985045
7,-0.507218835
9,-0.063186466
7.666666667,-0.481455641
7.666666667,-0.512898939
8.333333333,-0.347090181
8.333333333,-0.339126225
7,-0.450272075
8,-0.250877803
7.5,-0.388520601
7.5,-0.326065169
7.333333333,-0.498806435
7.333333333,-0.540946937
7.666666667,-0.456822399
7.666666667,-0.477412029
7,-0.694683909
3,-0.541536199
5.666666667,-0.740848974
4.333333333,-0.620037368
4.333333333,-0.679198046
5,0.393462053
7,-0.531238867
6.333333333,-0.557677992
5.666666667,-0.868031989
7,0.024904403
7,0.226550281
7,-0.411087274
7,-0.549632947
7,-0.549665328
7,-0.533561903
7,-0.57872178
4,0.785886807
6,-0.742800574
5,-0.937389452
7,-0.523229877
5,-0.512070216
6.333333333,-0.593409533
5.666666667,-0.800375917
6,0.142856228
6.666666667,-0.746658468
6.666666667,-0.74220274
6.333333333,-0.762329504
6.333333333,-0.802408607
5,0.538714379
3,0.369483789
12,-0.195690259
7,-0.629777547
12,-0.629076446
7,-0.200894572
4,0.843005271
7,-0.76906092
4,-0.445782197
5,-1.009977451
9,-0.035285274
9,-0.179943439
9,-0.245202188
9,-0.284275014
9,-0.094716569
8.666666667,-0.248700076
8.666666667,-0.241558312
8.333333333,-0.294773574
8.333333333,-0.375418456
3,0.831530366
9,-0.458831416
3,-0.125602986
5,-0.615506673
5,-0.55998266
7.666666667,-0.50004224
7.666666667,-0.4353767
6.333333333,-0.639022343
6.333333333,-0.689697014
9,-0.151129849
8.333333333,-0.353206212
8.333333333,-0.346356154
7.666666667,-0.469338139
7.666666667,-0.537331904
7.333333333,-0.264709485
5.666666667,-0.506506713
7.666666667,-0.478592731
7.666666667,-0.422033734
6.333333333,-0.572969565
6.333333333,-0.67713175
9,-0.229402851
6,-0.577620943
8,-0.460474303
8,-0.442771665
7,-0.62409962
7,-0.618791631
9,-0.505708875
3,-0.151186177
5,-0.672236966
9,-0.055936945
12,0.936386169
9,-0.387682355
10.5,0.187932429
11,-0.05232545
4,0.213341603
9,-0.159356531
4,-0.163297691
7.333333333,-0.517198202
5.666666667,-0.517359973
8,0.095803119
8,-0.271800772
8,-0.374250135
8,-0.411165643
3,0.926075639
8,-0.761705547
3,-0.283163701
4.666666667,-0.825671347
7,-0.370424487
6,-0.578844911
8,-0.305306965
7.666666667,-0.457249074
7.666666667,-0.47690372
7.333333333,-0.508437905
7.333333333,-0.553939284
4,0.648132442
6.666666667,-0.535437448
5.333333333,-0.76972583
5,0.248411227
8,-0.315136941
5,-0.335869431
7,-0.416432134
7,-0.600075097
6,-0.59966162
8,-0.393893353
6,-0.48627777
7.333333333,-0.568383767
7.333333333,-0.581256248
6.666666667,-0.642141584
6.666666667,-0.681314139
8,-0.780744944
3,-0.152786206
6.333333333,-0.882279733
4.666666667,-0.880877531
12,0.934979068
8,-0.484871077
10,0.045975538
4,0.615162721
8,-0.564355394
4,-0.376634533
5.333333333,-0.839880043
3,0.175749213
3,-0.953376004
3,-1.003077461
3.666666667,-0.92295531
3.666666667,-0.886857232
4.333333333,-1.001750906
4.333333333,-0.913903987
7,-0.840314337
4.333333333,-0.827840911
4,-0.820766223
3.333333333,-0.98659539
3.333333333,-0.953797236
3.666666667,-0.937010398
3.666666667,-0.966593934
5,-0.907914489
3,-0.480999578
5,-0.856917635
3.666666667,-0.859307339
3.666666667,-0.813258466
4.333333333,-0.915210134
3,0.449923905
6,-0.408134839
4,-0.769570453
4,-0.8045896
5,-0.972873505
5,-0.86722694
3,-0.839070505
3,-0.933219172
3,-0.961195059
3,-0.987603707
3,0.436957953
3,-0.701146748
6,-0.713258127
7.5,-0.151587545
3,-0.572002745
4,-0.757140157
3.5,-0.695944068
3.333333333,-0.945818995
3.333333333,-0.943913246
3.666666667,-0.971857976
3.666666667,-0.933073047
5,0.073949521
5,-1.019672595
5,-0.951701144
5,0.333463264
7,-0.045862202
7,-0.543362491
5.666666667,-0.489814842
5.666666667,-0.773127525
6.333333333,-0.583409213
4,-0.584888016
4.666666667,-1.010037861
4.666666667,-0.921003709
4.333333333,-0.975464165
4.333333333,-0.920146687
5,0.215667768
5,-0.734204362
5,-0.784445556
5,-0.90637555
5,-0.850539559
6,-0.773181948
5.333333333,-0.889846403
5.333333333,-0.874400269
5.666666667,-0.913591464
5.666666667,-0.810290929
5,-0.903475633
4.333333333,-0.971051567
4.333333333,-0.802574869
3.666666667,-0.854621266
3.666666667,-0.804308914
5,-0.823118103
9.666666667,-0.133476192
9.666666667,0.022315512
9.666666667,-0.133480001
4.5,-0.71142544
4.666666667,-0.990126339
4.666666667,-0.890908463
4.333333333,-0.92541209
4.333333333,-0.867350071
7,0.181114073
7,-0.368834798
7,-0.538785809
7,-0.559478978
7,-0.106074736
4,0.614641487
6,-0.705103964
5,-0.828095745
7,-0.001647921
5,0.397896692
6.333333333,-0.601216342
5.666666667,-0.715812324
7,0.042492889
6,-0.176981344
7,-0.285288502
6,-0.315790151
6.5,-0.500618169
6.666666667,-0.499917068
6.333333333,-0.559483468
3,0.93104403
3,-0.20689305
5,-0.866000931
7,-0.413517115
10.33333333,0.072061867
10.33333333,0.208732403
9.5,0.058345153
7,-0.258220795
4,0.707040598
7,-0.738707302
4,-0.738776963
6,-0.90718917
5,-0.908698586
4,0.243860667
4,-1.01043746
4,-0.956476197
4,-0.591616166
4.333333333,-0.927591857
4.333333333,-0.893312589
4.666666667,-0.959918845
4.666666667,-0.900235029
4.666666667,-0.882114424
4.666666667,-0.861169278
5.333333333,-0.92607836
5.333333333,-0.821631409
3.666666667,-0.856675998
3.666666667,-0.9296255
3.333333333,-0.963137408
3.333333333,-0.877677744
12,-0.7573105
6.666666667,-0.797706072
6.666666667,-0.735157849
9.333333333,0.076260992
9.333333333,0.008683833
4,-0.905587372
4,-0.911505304
4,-1.02435513
4,-0.893045237
5,0.170977696
5,-0.99566059
5,-0.954071935
6,-0.748525169
5.333333333,-0.902072614
5.333333333,-0.842089063
5.666666667,-0.854151054
5.666666667,-0.823058782
5,-0.694265534
7.333333333,-0.690505192
9.666666667,-0.015740833
9.666666667,-0.010379918
5,-0.80261691
4.666666667,-0.976652078
4.333333333,-0.96690496
6,-0.027413156
6,-0.863439932
6,-0.879511383
6,-0.897556068
3,0.242068389
3,-0.437111561
6,-0.932111668
5,-0.932389088
4,-0.758458957
6,-0.770378631
10,-0.133192377
6,-0.221802575
10,-0.235509493
4,0.178594299
4,-0.605110155
5.333333333,-0.918433322
5.333333333,-0.814777134
4.666666667,-0.783401319
4.666666667,-0.796350129
3,0.217378548
3,-0.902642692
3,-0.970131958
12,0.248131766
3,-0.648078291
12,-0.082279197
6,-0.645906279
7.5,-0.220258465
4,0.056602536
3,-0.451851696
4,-0.780096769
3.333333333,-0.950013085
3.333333333,-0.892379646
3.666666667,-0.905067498
3.666666667,-0.927178653
12,0.773363584
12,0.579069405
12,0.581275432
12,0.552737221
12,0.526466807
4,-0.693090682
6.666666667,-0.749997441
8,-0.162532916
4,0.309042952
4,-0.992339168
4,-0.889286528
