Test Y,Predicted Y
-0.688173585,-0.5083956
-2.890881639,-2.757819
-2.086712863,-2.567458
-1.068451858,-0.9861794
-3.351034031,-2.8621428
-0.058647335,-0.12566856
1.684438676,2.112985
-2.582199782,-2.6531441
-1.912593204,-2.2916396
0.904440412,-0.9017286
-2.207653314,-1.8945938
-2.303287043,-2.298711
0.134473897,0.062253237
0.481918914,0.4876315
-0.989690548,-0.97364295
-2.070251881,-2.0172613
-0.339866511,-1.0690069
-0.554093028,0.10607192
-3.472570548,-3.335962
-2.128635537,-2.0816605
-1.061125873,-1.4697025
-2.164699465,-1.9786088
-3.305107202,-2.6984544
-3.049899524,-2.787075
-2.706620433,-2.7797878
-1.269130236,-0.85666203
0.645319601,0.45622993
-1.062598962,-0.8672186
1.81037677,1.0839875
0.700454083,0.57249177
-2.336757453,-2.1631742
-2.027972737,-1.7609465
1.347396707,1.3122867
0.805631523,0.19982535
-0.618073115,-1.5093423
-2.038984232,-2.1759834
0.468323427,0.32496798
-1.111940139,-0.94297117
0.224054181,0.48968494
-2.756094674,-2.4087138
-1.810907664,-1.869865
-2.131893828,-1.8407621
-2.372684099,-1.9955163
0.081217681,0.05949378
0.21528885,-0.9494601
-2.28698824,-2.0524304
-0.380181265,-0.19962715
1.174589589,-0.88891315
-0.620399552,-0.32504395
-1.130923889,-1.8417939
-1.581256646,-2.0855768
0.28486659,-0.043054104
-1.255481822,-1.2162126
-2.768691913,-2.5271492
-2.120782332,-1.6014218
0.568408121,0.78886914
-1.436209357,-1.5813801
-2.03028965,-1.3028396
-0.006540528,-0.3737507
-0.591697936,-0.43111977
1.471312042,1.4942372
-2.875975787,-2.746691
-0.844595368,-0.9189762
-0.059729124,0.08515924
-1.741324618,-1.9672785
0.990622266,0.6948631
-0.796872315,-0.59055126
-1.891232132,-1.8480994
-0.743501403,-0.30259016
-2.937190244,-2.5056016
1.023988185,1.3010709
-1.54056311,-0.89536715
0.942270358,1.1591635
-2.996965083,-2.803227
-3.000117657,-2.974339
-2.135966012,-2.1602552
0.990014772,1.0320904
1.460941784,1.4917984
-1.661695537,0.16123962
0.082503011,0.19197798
-0.936754747,-1.1612949
-2.749419314,-1.6449738
1.696638083,1.8474271
-2.786960275,-3.0139678
-3.6918909,-3.4199567
-2.581060305,-2.6304212
-1.178957968,-1.1529251
-1.068451858,-0.9861794
-1.422614142,-1.6594683
-0.773482362,-0.5990044
-0.22659586,-0.8216919
0.869152281,0.5101751
-2.794331295,-3.0559976
0.720528056,0.94385517
1.49989039,1.5662459
-2.805203875,-3.000124
0.871470963,0.93174815
-2.275853886,-2.638883
-1.766781004,-1.7225883
-2.55885704,-2.731382
-1.746280083,-2.00562
0.755444072,1.1714524
-1.021166228,-1.0577279
-1.149580694,-0.8293334
2.455077584,1.8042297
-1.360732462,-1.3318821
0.323209334,0.65059197
0.59586155,0.15679008
-0.756118778,-0.7077328
-0.21068414,-0.0153517425
0.341442458,0.9363364
0.818931768,0.3866313
1.332403778,1.229219
-3.62765802,-3.3920531
-3.102176266,-2.801837
-1.390912335,-1.2637466
-1.690135923,-1.6705105
-0.641149048,-0.70299524
-0.996031073,-1.0973995
-0.203148899,-0.48645952
-3.47983762,-3.044977
-2.519404343,-2.0192366
-1.470756114,-1.5688926
-0.895976991,-0.96601677
-1.776304172,-1.804394
-1.144779382,-1.1304655
-1.173692702,-1.2963574
-2.384425947,-1.936584
-2.608167877,-1.9933516
-2.558963845,-2.4480422
-1.287207166,-1.3290656
-0.253032128,-0.22418772
-3.538077601,-3.562664
-2.579229795,-2.381137
-0.766491349,-1.161618
1.111999324,0.6505232
-2.977393839,-3.2089624
-1.209960714,-0.6779423
-3.25582031,-3.3593256
-2.464727829,-2.559975
-1.283977719,-1.1021986
0.189130275,0.2418493
-2.102805403,-2.22971
-1.297368849,-1.417993
0.737789598,0.9571278
-1.307117192,-1.8391367
0.59128582,0.13070652
-2.325890995,-2.3421574
-1.265933442,-0.7438035
-1.913569821,-2.328373
-1.61738969,-1.6170911
-2.221630306,-2.1585262
0.844416181,0.37276173
-0.485609731,-0.70651555
1.145140749,1.1169395
-0.68120475,-0.57199633
0.467551984,0.51422906
-3.057821302,-2.5902317
1.212680492,0.73203886
-1.66183486,-1.6424274
0.598425407,0.3412395
1.688520519,2.029538
-2.71239741,-2.5631416
-0.129016518,-0.1466775
-2.712903269,-2.842237
0.458768149,0.9379294
-0.636742573,-0.94512475
-1.384347725,-1.3986294
-0.482876483,-0.3670911
1.013833441,-0.54533887
0.175269884,0.5506353
0.775951931,0.56138706
-0.699858561,-0.3327682
1.583280901,2.257223
-2.088845147,-2.0506856
-0.480626782,0.10242692
-2.205710558,-2.379122
-1.510095884,-1.6051782
-2.736375401,-2.6379466
-0.238246006,-0.5749675
-2.712903269,-2.842237
-2.399009344,-2.5854187
2.339808257,2.6288843
0.297193347,0.73996544
-0.562751011,-1.1551645
-2.450279537,-2.4878993
1.235581049,1.4906378
-3.195834856,-2.7046025
-2.22185167,-2.629132
0.044027747,-0.16809005
0.315182656,-0.15795425
-2.271357341,-2.6171281
-2.14153972,-2.0696926
0.307014479,0.29139042
-0.664937376,-0.7783146
0.363732119,0.6599237
0.050415347,0.05425006
-1.731124023,-2.801297
0.20430688,0.3158176
-2.244728689,-2.2384043
-3.387287758,-3.43867
-2.883247621,-2.8793445
0.401485737,0.6921116
-1.197254223,-1.1962957
-2.176317229,-2.424847
-0.87165845,-0.68176526
-1.360659807,-1.4104673
1.81761391,2.42045
-2.912800816,-2.9063497
-2.51125399,-1.7904842
0.683898677,-0.3211555
-2.817946014,-2.6900115
-1.732854395,-1.5681176
1.273132622,1.3954227
-0.874203122,-0.56586987
-0.395771347,-0.39276686
-0.997681307,-0.87736964
-0.776859839,-0.55314726
2.078359785,1.4387333
-1.907569847,-2.0866518
-1.900167806,-1.9379188
-1.156093331,-0.5871493
1.120118249,0.98210776
-2.829773578,-2.796404
-2.133923254,-1.621871
0.564899757,0.54458874
0.03303394,0.26139814
-3.462855403,-3.1873698
-0.989242513,-0.95640665
-0.799731415,-0.45623067
-1.291290371,-1.1812171
1.879304702,0.5369069
-0.716398865,-0.19147635
-0.334788731,-0.227009
-1.853767771,-1.7293273
0.481918914,0.4876315
0.368093424,0.41970694
-1.077344266,-1.1900802
-1.578433329,-1.3047938
-2.07396501,-1.3505055
-1.169014793,-1.086937
-0.412319269,-0.16601272
0.624480715,0.41858983
-1.132670588,-0.9726296
-1.103979041,-1.0588794
0.993629396,1.1518437
-1.353444709,-1.008569
-0.720073626,-0.56251127
-1.679576682,-1.8602244
-3.192500236,-3.1660895
0.867430209,0.6691264
-2.316857088,-1.9061769
-0.986876211,-0.8155641
0.604218574,0.2787236
-2.155700388,-2.087962
-1.544233245,-1.4360644
0.840189165,0.23691928
-0.231416493,-0.2248041
-1.653092658,-1.7103442
2.66695712,2.75703
0.805714382,0.5215984
-1.323366606,-1.056069
-2.572140958,-2.7006786
-1.953190956,-1.8250058
-2.633048742,-2.594894
-1.911870198,-0.97002983
2.686780205,2.91563
-2.869701522,-2.9348583
2.05663408,1.2435791
-0.467796887,-1.0116489
-3.60323213,-3.3458443
-2.150417026,-2.050249
1.21518911,1.3235772
0.183127715,0.31837857
-0.843606778,-1.1182922
-2.301794362,-1.8917366
-1.949252244,-1.7127901
-2.66456143,-2.5504565
0.221765431,0.1378839
-2.445380263,-2.3872313
-0.895436029,-0.60666925
-2.031020684,-2.2227342
-2.606100084,-2.0523748
-3.167489573,-2.3823898
-3.571118343,-3.121023
-1.929650252,-2.6395574
0.214804895,0.26932818
-3.353975037,-3.2414994
-2.498709814,-2.7720547
-0.212418593,-0.5947025
-1.961156681,-2.1183481
0.718569653,0.69496834
-2.036006218,-2.2227342
-2.203050509,-2.4731839
-0.433011894,-0.43196088
-2.791306205,-2.5957618
-0.179661257,0.85087466
-2.76353277,-2.8770814
-0.12866794,0.16143674
0.054769577,0.20166314
-2.155189902,-2.1176953
0.725065691,0.94479537
-1.608780552,-1.4398757
-0.913253091,-0.9508345
-0.087886783,-0.27528626
0.236160934,0.17819631
-3.093569849,-2.409045
