Test Y,Predicted Y
2.429636573,2.5636973
5.916713781,6.3061957
1.741775647,1.3785455
1.887943364,1.5290546
1.987524103,2.2845516
3.414167299,3.9297905
3.079789052,3.5725636
1.278900347,1.5038462
3.249817071,3.2978482
1.886466602,1.5491117
1.731434505,2.1227953
1.517061182,2.4477673
1.447906307,1.0846212
3.694731361,4.5665383
2.68558304,2.61833
5.928886386,5.2003045
1.719576192,1.7447909
0.843876579,1.2550261
1.209958537,1.3847345
1.960218976,1.9915756
2.301337619,1.5640702
2.139509342,2.4263682
1.786092923,1.8933648
5.167315943,4.000426
2.758326416,3.101035
1.733686927,1.6520932
3.908092148,3.5046034
1.087686361,1.243171
3.543872401,3.8645658
2.91946298,3.3365579
2.233417325,2.2706304
4.152801946,3.9737875
1.639546967,1.2152964
2.733575349,2.2543154
1.537922109,1.477033
3.385044723,3.280742
5.627318945,5.8361206
1.99595283,2.3626227
1.353990841,1.9108727
2.688282001,2.6559944
2.028816562,2.1126225
1.9674753,2.2937236
2.306475401,2.3799372
1.750169406,1.8681314
1.597564292,1.2612628
1.61554367,1.9945043
6.525164134,6.702745
2.194605592,1.6468922
2.664046998,2.4622784
1.505128446,1.5567613
1.462330381,1.1356052
1.740227047,2.4133377
7.029893944,6.9931693
2.041283185,2.214358
2.169915071,1.8573645
2.06219078,1.7447402
3.135507626,2.4976273
1.134830764,1.4563073
2.11152638,2.6527514
1.956287476,2.2258534
1.629171131,1.3761188
2.339204845,1.4782974
2.93402692,3.3216155
1.329677606,0.9895921
1.114136778,1.1614366
2.853478775,2.8025842
2.670372557,2.614936
1.090090487,1.2035527
4.002725722,3.6405675
1.844507192,2.5096333
2.463374743,2.5361626
1.933521479,1.6314927
3.692672275,4.3624306
2.349262853,2.267526
1.208521368,1.1750711
0.994858126,1.1473572
1.565675543,1.4670776
1.534519325,1.610783
6.011974578,6.471644
2.513866963,2.8174057
2.616461635,2.6850715
2.110845143,2.1745884
3.051122267,2.279921
2.971701217,2.9574513
0.87177369,0.81982625
2.000757952,1.5031457
2.459908693,2.3994122
1.5897134,1.4466313
1.962221734,2.2108731
4.820968905,5.157655
1.175953151,1.199627
1.777381062,1.7638187
2.002342199,1.8689989
1.09705524,1.3512105
2.858545943,2.745832
1.615074818,1.528346
1.53197438,1.4017533
1.991060631,1.9520987
2.507092008,2.8812556
1.599692766,1.5895472
1.796577469,1.875766
1.990415177,2.24622
2.490487214,2.93215
2.743542199,3.042447
2.369922824,2.1114364
2.694124421,2.505374
1.240894207,1.7467401
2.257450827,2.199861
3.282302837,2.7399588
2.059706925,2.2297454
0.687920655,2.0789511
2.71308232,2.8794832
1.843642143,2.2746968
4.123640322,3.87925
1.600243389,1.525034
1.240894207,1.7467401
1.637041207,1.6407394
2.293977484,0.9556531
1.709325663,1.7981433
4.571704602,4.6137576
3.114266964,3.157518
0.871421847,1.7035894
3.344863305,3.684453
1.170262571,1.4536327
1.705689542,1.8633597
1.220943093,1.0430989
1.940487186,1.8029188
4.393660381,3.938446
1.053284641,1.54677
1.706457447,1.8613645
3.682758896,4.1530147
1.992735356,1.8875539
2.970730995,2.7928758
3.157523404,3.696323
1.330921574,2.0726964
2.386198361,2.5404835
1.735675127,2.323248
2.804755296,3.862195
2.213190151,2.4605968
1.611043451,2.0268269
3.005873137,3.2854939
2.855930113,2.3193984
0.944078146,1.2557126
1.922794344,2.0918295
1.499100988,1.6182872
1.92554487,2.1889126
1.942400146,1.8909997
0.807804216,1.0799762
2.984058451,2.4740005
1.953499533,2.2903163
1.998363214,2.04413
1.899525753,2.6230571
2.578913735,3.068378
3.042714358,1.9755565
4.617135096,4.713113
1.885343588,2.30405
1.026734902,1.143427
3.311658886,3.4961154
2.057340623,2.0345433
4.357380667,3.0709362
2.271734355,2.3893046
2.447612141,1.8902513
2.82189112,2.9506898
2.206019271,1.9202783
1.192598219,0.97580147
3.363898485,3.4232745
0.710603657,0.82601345
1.167453812,2.1025088
4.541566089,4.8111987
3.080218992,3.089889
3.274778209,3.811483
2.393707342,2.5739875
1.838175784,1.2513937
1.554122814,2.2079062
3.846388566,4.0318313
3.575362231,3.3396513
2.811728349,3.0127954
0.904207891,1.6883209
1.070740336,1.4253154
2.212329591,2.4655387
0.99020049,1.4548868
1.13197765,0.70674807
2.642833956,3.1025276
3.121509137,2.4083803
1.06621032,1.3481872
2.019123459,2.1797664
2.495111516,3.2860637
1.660180544,1.6395472
2.152428491,2.3537133
1.926347062,2.5326185
0.387308606,0.8385935
2.864505372,2.8928428
2.151416228,2.26047
2.547684046,2.5294523
2.863291744,2.4853175
2.670142893,2.4861708
1.591667993,1.5003824
1.43425109,1.4995927
1.59930963,1.5786778
1.838049115,1.8062767
1.695728951,1.4900151
2.063205493,2.3277986
1.53167111,1.6074196
3.700240033,3.6771867
2.012838582,2.067086
2.243575879,2.0954459
1.946864173,2.0695813
1.793768166,1.8889093
2.582977347,2.6669638
1.66089457,1.6048936
2.474614541,2.6906605
2.035356002,1.8554093
3.440907517,4.1657596
1.802499346,1.9484792
1.528085193,1.4666688
0.976904735,1.0518863
2.9551669,3.1382337
1.901166872,1.4774903
1.81844304,1.9603251
1.259106242,0.9749792
2.241769859,2.4957447
2.654296207,2.6072826
3.930431878,3.4846802
3.650004009,3.2144947
1.743557312,2.2716572
2.430450329,2.5944953
1.377864069,2.5944874
2.539304572,2.912807
2.714901673,2.3305528
0.944078146,1.2557126
1.739788399,1.4993047
1.404203872,1.313429
1.518371954,1.6190957
1.601955121,1.4566892
2.659127452,2.1286652
3.567144257,3.2378273
0.708916143,1.7404561
1.942069936,2.088011
2.164598646,2.2368557
0.685548911,1.8208251
3.265591918,2.78436
4.071214462,3.6035466
1.948953736,1.8288623
2.624264908,2.601256
1.75149705,1.4534378
1.77607614,1.6829756
2.043513975,1.8995876
1.678740204,1.9489225
2.283616477,2.2365181
2.72799171,2.4958577
1.148073184,1.5398003
2.266590723,2.319512
2.653009925,2.5382216
1.661174983,1.4107126
3.21961883,1.8785008
0.905181922,0.86425406
3.179521359,3.354815
2.536259346,2.720526
0.42815371,0.838269
2.475809257,3.054484
0.919152927,0.8786151
3.005813952,3.330559
3.641166704,3.136495
2.925757925,3.0317302
1.296989659,1.621682
1.46501043,1.5641079
1.966635285,1.704826
4.070313629,4.5129266
1.360349461,1.6488816
2.537877199,2.2721412
1.883740838,2.3727274
1.700424547,1.9975642
1.952957891,2.1232858
3.398978585,3.7642589
1.434349323,1.1473696
1.750476895,2.0974298
0.292246181,1.7855204
3.723349165,4.1616545
1.484951885,1.6884154
