Importances,STD,Columns
0.04168995,0.01283782,LC
0.086530071,0.021895119,DOS
0.097565394,0.015815748,EA
0.110984705,0.020061741,MV
0.162184238,0.022672414,DBF
0.225938616,0.023487921,DBC
0.319020152,0.064792765,GCN
0.414706055,0.032456966,SE
0.822451555,0.06170491,EAC
