Sublimation Energy,reaction energy (eV)
266.3,0.844867346
266.3,0.462215151
266.3,0.355347475
266.3,0.338155323
266.3,0.970614824
342.5,0.508873015
266.3,0.319611853
342.5,0.319847232
291.7,0.397102664
291.7,0.347848562
317.1,0.321077867
317.1,0.319901655
266.3,0.879984725
106.3,0.971460554
266.3,0.57755999
186.3,0.637607623
186.3,0.631048183
212.9666667,0.517986107
212.9666667,0.532293989
159.6333333,0.611268228
159.6333333,0.622470474
266.3,0.790869756
266.3,0.502743378
391.2,-0.236969792
307.9333333,0.044001488
307.9333333,0.074852122
307.9333333,0.044630071
266.3,0.837703269
266.3,0.494698197
313.1,0.077060734
289.7,0.254191877
281.9,0.194425202
281.9,0.184468556
297.5,0.07342298
297.5,0.051979866
360.8,0.273434679
266.3,-0.302025952
360.8,-0.278377219
297.8,0.074597696
297.8,0.020086219
329.3,-0.307076657
329.3,0.019930842
655.5,0.063516132
266.3,-0.787843034
655.5,-0.788540189
396.0333333,0.033081015
396.0333333,-0.095206101
266.3,0.927720839
61.49,1.146822276
129.76,0.889111287
129.76,0.875933902
586,-0.315647971
372.8666667,0.079700783
266.3,-0.225326449
586,-0.22643817
372.8666667,-0.221626245
266.3,0.447233244
406.2,0.291687803
266.3,-0.557652414
406.2,-0.552784569
336.25,-0.20130111
266.3,3.749002425
233.2,3.026536918
266.3,2.448340998
233.2,2.436977796
266.3,0.540172501
636,-0.616801254
389.5333333,-0.296937832
512.7666667,-0.251448425
512.7666667,-0.602948211
716.8,-0.659415914
416.4666667,-0.157808611
416.4666667,-0.133594153
266.3,-0.290750099
395.2,-0.291363444
309.2666667,0.024687256
309.2666667,0.079099683
266.3,0.218940754
661,0.226217486
397.8666667,0.369796176
529.4333333,0.369598485
396.7,-0.181667689
309.7666667,0.113710387
309.7666667,0.039801139
353.2333333,-0.199235902
510,-0.131804732
510,-0.340017534
266.3,0.950766296
266.3,0.670388633
738,-0.613233026
423.5333333,-0.296998105
423.5333333,0.008403011
423.5333333,-0.29046057
516.7,-0.289229119
266.3,0.580359089
516.7,-0.295158751
391.5,-0.114883878
349.7666667,0.059795383
349.7666667,-0.123540363
266.3,-0.222048702
605.7,-0.22055643
605.7,-0.194623709
379.4333333,-0.102645694
334,0.182526344
334,-0.776159282
300.15,0.090964935
771,-0.750986303
434.5333333,-0.176564194
434.5333333,-0.120385611
573,-0.484114873
368.5333333,0.103950071
266.3,-0.686154092
443.7,-0.690483015
325.4333333,0.02143087
325.4333333,-0.115952197
384.5666667,-0.113752836
475.8,-0.622612654
336.1333333,-0.163296875
336.1333333,-0.07782102
405.9666667,-0.630291162
475.8,-0.628281465
835,-0.722673946
455.8666667,-0.267840971
455.8666667,-0.123299406
266.3,0.44578138
391.4,0.198697933
391.4,-0.802010777
328.85,0.090147641
126.35,0.70255589
266.3,0.549396752
196.325,0.460793084
196.325,0.473424881
219.65,0.439329561
173,0.510159161
173,0.442080904
601,0.131495475
266.3,-0.723307155
601,-0.723656957
377.8666667,0.026074492
377.8666667,-0.099201549
489.4333333,-0.698938953
342.5,0.534248174
342.5,0.39593203
342.5,0.371106676
342.5,0.322403197
106.3,0.99140092
342.5,0.515337215
185.0333333,0.613655754
342.5,0.456825257
342.5,0.373002493
