Train Y,Predicted Y
-0.828113977,-0.6074987
-0.873487191,-0.94656926
0.182526344,0.38244897
-0.800164212,-0.6706657
-0.940494271,-0.8900086
-0.291363444,-0.25427765
-0.648078291,-0.62496215
-0.953797236,-0.94376975
-0.877451345,-0.86282545
0.311617285,0.38244897
-0.981890133,-0.9488146
-0.072425955,-0.07467523
0.473424881,0.44409353
-0.628281465,-0.6231864
-0.132190726,0.16695526
-0.181667689,-0.22022009
-0.403560605,-0.4504832
-0.828095745,-0.9304423
-0.283163701,-0.572437
-0.307076657,-0.13756686
1.25758118,1.944176
-0.281724219,-0.2375018
1.059458904,1.1632018
-0.373053243,-0.31657702
-0.021205831,-0.3053983
0.071387297,0.38244897
-0.387656232,-0.46044147
-0.746565813,-0.62336403
-0.386830094,-0.070477486
-0.746513023,-0.61336005
-0.469338139,-0.46164376
-0.279811395,-0.23900193
-0.780096769,-0.9103674
-0.94854612,-0.77833635
-0.542904252,-0.48940998
-0.6743834,-0.76139575
-0.523229877,-0.52827
-0.850539559,-0.85626227
-0.433952728,-0.27552265
-0.651204607,-0.32362992
-0.432541137,-0.3919387
-0.297858665,-0.28916836
0.505598669,0.5526709
-0.686154092,-0.05721873
0.389513545,0.38244897
0.93104403,0.38244897
-0.559357887,-0.44607973
-0.476877053,-0.4916966
-0.796350129,-0.76412183
-0.559529319,-0.4045393
0.072061867,0.046408474
-0.882235243,-0.836875
-0.499917068,-0.47400898
-0.764454713,-0.7010842
-0.783710849,-0.7564034
-0.959748774,-1.008815
-0.495989921,-0.5854073
0.048324288,-0.28145248
0.063654094,-0.15127969
0.217378548,0.34875497
-0.154298479,-0.10100216
0.268977182,0.4839782
-0.18990784,-0.23294538
-0.278377219,-0.17907965
-0.990126339,-0.9796011
-0.007063803,-0.16864789
-0.302519567,-0.054158866
-0.279088525,-0.31017864
-0.380133236,-0.27171773
0.151275294,-0.052912623
0.646948611,0.37936893
-0.638534034,-0.53290325
-0.395414741,-0.49316645
-0.213722699,0.1431166
-0.629777547,-0.52383846
1.439444247,1.3989291
-0.912795531,-0.8589137
-0.946379821,-0.88971025
-0.337582659,-0.4032976
-0.313268608,-0.45030314
0.579069405,0.74941695
-0.303169919,-0.31582266
-0.235693306,-0.20587075
-0.069288483,-0.03014499
0.343858149,0.40044758
-0.625478148,-0.7990512
-0.211498984,-0.29670256
-0.825671347,-0.8521531
0.056602536,0.15164596
-0.618791631,-0.5082329
0.549396752,0.5304489
-0.314538427,-0.5054982
-0.44166906,-0.47508544
-0.029887079,0.1203616
-0.46255992,-0.29570735
-0.276193914,-0.17413533
-0.294242,-0.34579247
-0.622612654,-0.6231864
0.325127465,0.38244897
3.749002425,3.699284
-0.73771463,-0.7555261
-0.615506673,-0.6501768
0.167627023,0.2206843
0.226217486,-0.39180046
0.223389543,0.34741324
-0.731883503,-0.6220786
-0.179943439,-0.19255668
-0.98445467,-0.7898672
-0.470261149,-0.27723676
-0.082068989,-0.25605053
0.594304515,0.6934875
-0.757140157,-0.7183748
-0.678222654,-0.56851107
-0.289229119,-0.26518422
-0.962320794,-0.91169673
0.060192125,0.11359906
-0.324119827,-0.31195986
-0.903475633,-0.9859012
-0.421788423,-0.4522562
0.44578138,0.7685225
-0.194288464,-0.15620518
-0.317942435,-0.34163857
-0.698376493,-0.9353909
-0.443576306,-0.41880256
-0.33534221,-0.24917537
-0.277813263,-0.2847908
-0.745925393,-0.708131
-0.052142726,-0.112449646
-0.484114873,-0.6103672
-0.436995233,-0.48652416
0.254191877,0.27800125
-0.27061558,-0.117047966
0.614641487,0.38244897
-0.820911804,-0.7514165
0.207694017,0.28048083
2.448340998,2.7053373
-0.231252408,-0.3081156
-0.2902656,-0.20689702
1.038256746,1.3046908
-0.205955617,0.07811183
-0.233587689,-0.20945334
0.069258686,-0.15042442
-0.325144744,-0.36141396
0.581275432,0.5708771
-0.161283505,-0.220312
-0.434027015,-0.48573822
-0.932389088,-0.64798707
-0.458281202,-0.31172454
0.369598485,-0.05616212
-0.057868137,-0.15595478
-0.410892441,-0.4048202
-0.296998105,-0.11775905
-0.43234263,-0.42474067
-0.411087274,-0.46542716
0.631048183,0.082699805
-0.146236018,-0.16655743
0.520936638,0.5362895
-0.359031353,-0.36613888
-0.67713175,-0.60644877
-0.868031989,-0.8678561
-0.393148986,-0.26757663
-0.093585391,-0.14226526
-0.814777134,-0.7635303
-0.433537346,-0.5828647
0.045975538,0.0856764
-0.594137709,-0.43598086
-0.584647739,-0.5143392
-0.284275014,-0.12684214
1.548464751,1.014616
-0.611105368,-0.60184115
-0.882166534,-0.9194339
-0.314158556,-0.41796875
-0.315790151,-0.5049481
-0.441874914,-0.33839816
-0.872222406,-0.10056573
0.540172501,0.66263944
-0.92541209,-0.9304095
-0.11529096,-0.20323616
-0.701146748,-0.5878738
-0.661540035,-0.6305452
0.806633719,0.38244897
-0.732194393,-0.58946645
-0.495989921,-0.5854073
0.173926866,0.031836957
-0.273631009,-0.2194283
-0.239398136,-0.06782603
-0.665646097,-0.5315054
0.066334959,0.15143277
0.220340235,0.27779585
0.333463264,0.32418603
