Sublimation Energy,reaction energy (eV)
475.8,-0.875794444
487.2,-1.624789554
835,-1.076886299
726.6666667,-1.399855221
391.4,-1.907761551
450.7,-0.920024372
382.1166667,1.478088085
382.1166667,1.660256055
254.2333333,1.023988185
601,-1.149580694
601,-2.558963845
738,-1.20893607
738,-0.715872325
738,-0.530262931
664.2333333,-1.071370823
664.2333333,-0.730291501
693.9,-1.179164231
693.9,-0.723842403
649.8,-0.735125467
649.8,-0.230333752
334,-2.169684454
603.3333333,-1.751254868
603.3333333,-1.73188839
468.6666667,-2.243814114
468.6666667,-2.303640927
749,-1.272072467
760,-2.205710558
738,-0.408230487
683,-1.34952246
683,-0.835093969
628,-1.255481822
628,-0.782332592
639.9,-1.902555333
541.8,-2.194034017
