Sublimation Energy,reaction energy (eV)
519.9833333,1.87763746
678.2,1.220943093
678.2,1.13549581
639.6,1.488755356
639.6,1.323482798
483.8,2.369922824
483.8,2.660063524
572.4,1.653115652
572.4,1.810369287
395.2,2.329251873
396.2,2.744544122
396.2,2.858545943
433.4666667,2.54624089
433.4666667,2.474614541
471.7333333,2.34829508
471.7333333,2.521826292
509.4666667,2.241178556
509.4666667,2.241178556
509.4666667,2.241178556
509.4666667,2.397028083
509.4666667,2.397028083
509.4666667,2.397028083
623.7333333,1.50928961
623.7333333,1.50928961
623.7333333,1.50928961
623.7333333,1.750169406
623.7333333,1.750169406
623.7333333,1.750169406
435.7,2.283616477
435.7,2.283616477
435.7,2.283616477
435.7,2.429636573
435.7,2.429636573
435.7,2.429636573
476.2,1.966217318
476.2,1.966217318
476.2,1.966217318
476.2,2.141450466
476.2,2.141450466
476.2,2.141450466
465.3666667,2.233417325
465.3666667,2.233417325
465.3666667,2.233417325
465.3666667,2.473828405
465.3666667,2.473828405
465.3666667,2.473828405
535.5333333,1.750000015
535.5333333,1.750000015
535.5333333,1.750000015
535.5333333,1.960218976
535.5333333,1.960218976
535.5333333,1.960218976
645.7333333,1.921188192
645.7333333,1.794784647
395.2,2.336466291
541.8,2.34649736
688.4,1.772626553
688.4,1.777381062
395.2,1.619419931
392.6666667,2.734937143
395.2,2.996302349
215.9666667,4.152801946
395.2,0.83620052
532.4,1.89170561
661,3.698386258
661,1.677095004
661,2.301708782
572.9,1.443342685
572.9,1.605499268
484.8,2.463374743
484.8,2.68558304
610.6666667,1.480621193
610.6666667,1.735675807
560.3333333,2.449461018
560.3333333,2.654296207
686.6666667,1.329677606
686.6666667,1.959217597
712.3333333,1.791174785
612.9,1.534519325
612.9,1.89885853
564.8,2.206019271
564.8,2.649555576
642.5666667,1.53167111
642.5666667,2.085094058
624.1333333,1.75613142
624.1333333,2.385292222
661,0.387308606
443,1.911372501
661,1.998363214
697.6666667,2.163391277
734.3333333,1.653146537
631.6666667,1.258727868
631.6666667,1.81844304
602.3333333,1.435521862
602.3333333,1.898540021
661,1.109903639
516.1333333,2.189637201
552.35,2.036563099
537.5333333,1.684340579
568.4,1.62357062
835,2.143869695
719,1.241308092
719,1.484951885
777,1.53197438
777,1.562287998
661,0.177241485
481.2666667,1.609488729
661,2.085834752
304.5666667,2.911781342
304.5666667,3.388853093
661,2.71308232
601,6.235454463
661,1.090861793
621,2.110743236
631,2.815842846
396.7,4.826180566
396.7,2.504732645
396.7,2.559051602
510,3.9912949
434.4666667,2.526313314
434.4666667,2.46529818
472.2333333,2.063205493
472.2333333,2.158498943
738,1.574993674
510.4666667,2.467598494
510.4666667,2.582977347
624.2333333,1.353990841
436.7,2.333231674
436.7,2.490487214
476.7,1.745640616
476.7,1.899525753
466.3666667,2.386198361
466.3666667,2.568014079
536.0333333,1.585551146
536.0333333,1.783190965
354.9,3.00267131
365.35,2.450516276
521.4666667,2.984058451
521.4666667,3.086304001
646.2333333,1.878734896
646.2333333,1.830893065
455.4666667,2.395683705
455.4666667,2.51680171
514.2333333,1.531184026
514.2333333,1.79084852
412.3666667,3.197928091
412.3666667,3.282302837
428.0333333,2.069315945
423.0666667,2.811728349
423.0666667,2.945752714
449.4333333,1.962221734
449.4333333,1.923490275
542.8,2.650589064
542.8,2.888440233
688.9,1.610850114
688.9,1.685060592
391.4,3.385044723
393.1666667,3.156969244
394.05,2.475809257
396.7,4.590125348
306.5833333,4.518392875
306.5833333,4.530551329
532.9,1.96619514
498.85,1.933521479
510,4.140889346
510,2.306027909
510,2.222465831
586,2.537877199
586,2.694124421
662,1.509700638
662,1.81061487
512.2333333,2.093367135
512.2333333,2.271734355
514.4666667,1.893514623
514.4666667,1.992703926
541.9,2.307262218
541.9,2.53481483
573.8,1.704283666
573.8,1.948397807
510,2.481784605
334,3.550123672
392.6666667,3.096103909
597,3.00340248
597,3.042714358
684,1.984526225
684,1.945962932
531,2.458335603
531,2.653009925
552,1.706457447
552,2.019123459
487.9,3.135507626
487.9,3.178323241
498.6,2.732427709
498.6,2.880188109
487.2,2.069791872
487.2,2.000818225
618.3333333,2.664046998
618.3333333,2.860552919
726.6666667,1.615414552
726.6666667,1.828297235
510,2.551482483
391.4,3.831840136
430.9333333,3.198005236
510,3.721765734
382.1166667,3.694731361
382.1166667,3.705253186
254.2333333,4.292272534
570.6666667,1.78458133
555.5,1.322552169
738,4.02485606
738,1.382594223
738,1.640166843
664.2333333,1.499100988
664.2333333,1.754005939
590.4666667,2.019567821
590.4666667,2.548206368
693.9,1.352806738
693.9,1.66089457
649.8,1.434349323
649.8,2.035356002
603.3333333,1.003657608
468.6666667,1.731847845
468.6666667,1.507637743
738,0.771900972
771,1.700424547
760,1.583404712
738,3.815831543
573,3.90022901
683,1.278900347
683,1.55654109
628,1.397030951
628,1.714111738
738,0.47454599
541.8,1.720586278
738,0.87177369
606.9,1.086538993
835,1.85220366
770.3333333,0.976904735
770.3333333,1.00163172
802.6666667,1.238554436
802.6666667,1.159011071
738,1.487741188
738,1.901685521
738,1.901166872
534.1166667,2.045594693
330.2333333,3.037202828
330.2333333,3.041640188
738,0.264096549
646.6666667,1.601955121
669.5,2.085213788
516.7,3.724234623
516.7,1.926347062
516.7,2.219680338
546.3666667,2.043513975
546.3666667,2.469502203
576.0333333,1.68369703
576.0333333,2.0694286
516.7,2.266590723
334,3.371693186
394.9,3.234257466
601.4666667,2.129892703
601.4666667,2.231490895
686.2333333,1.405067153
516.7,4.120875238
535.4666667,1.919199176
535.4666667,2.435198852
554.2333333,1.615436729
554.2333333,1.922671212
443.7,2.547715883
468.0333333,2.143409686
503.0666667,2.006232882
503.0666667,2.257450827
489.4333333,1.656796264
622.8,2.079235039
622.8,2.488121728
728.9,1.678945242
728.9,1.594762472
516.7,1.882638096
454.05,3.37708172
433.1666667,3.104905159
516.7,2.076354986
321.525,2.616461635
516.7,1.975080474
572.9,2.16309617
605.7,3.567144257
605.7,1.59930963
605.7,2.166237452
605.7,0.960501985
469.85,2.99716359
424.5666667,2.401315101
771,2.08451051
605.7,2.084632417
715.9,1.54887197
594.8,1.379298381
594.8,1.940487186
583.9,1.43425109
583.9,1.80701698
605.7,1.626479789
497.7,2.387174433
519.1,1.623112788
540.75,1.750108589
682.1333333,1.392553182
682.1333333,1.666718351
758.5666667,1.565675543
758.5666667,1.500473122
605.7,0.739325
462.8333333,2.16848348
605.7,1.244411007
605.7,1.447906307
602.5666667,2.360915856
603.35,2.827552313
334,4.55285514
334,1.560266056
334,1.980335128
479.6666667,1.553761447
479.6666667,1.522835301
625.3333333,0.859268562
625.3333333,1.030446399
573,0.42815371
370.5666667,1.604671905
370.5666667,1.799719431
407.1333333,0.920388188
381.2666667,1.494794242
381.2666667,1.564065038
428.5333333,0.807804216
501,1.632895009
501,1.390375455
668,0.859952929
668,0.996561287
391.4,1.259106242
334,1.138339808
353.1333333,1.255821284
372.2666667,1.838049115
372.2666667,2.239718257
264.7833333,2.853478775
230.175,1.458369492
423,1.678218834
423,1.818999377
512,1.311196722
512,1.445581774
771,4.260301334
771,0.752288639
771,0.439420039
771,1.801093334
573,1.197909881
705,1.733686927
661.9,1.070116651
661.9,0.967880216
552.8,1.225151605
552.8,1.053284641
771,1.226309178
672.6,1.212889612
623.4,0.336639513
792.3333333,1.09705524
792.3333333,0.850687044
813.6666667,1.015992936
813.6666667,0.858442289
644.4666667,0.849913697
517.9333333,1.614726376
517.9333333,1.660185441
771,2.289857
556.1166667,1.716493142
556.1166667,1.587503019
714.3333333,0.891511059
714.3333333,0.828190305
657.6666667,1.393364081
657.6666667,1.246594992
573,3.723349165
573,1.396295019
573,1.716465658
573,0.943558137
486.8,1.958010092
573,3.535656196
