Valence Electrons,reaction energy (eV)
10.66666667,2.426776929
10.66666667,2.198265115
10.33333333,2.020223343
10.33333333,1.870309979
10.66666667,2.422497122
10.66666667,2.106341659
10.33333333,1.774545364
10.33333333,1.678456389
7,0.619271912
10.33333333,1.866344328
9.666666667,0.866565159
10.33333333,1.81761391
8,1.649569737
8,1.649216261
3,-2.668980694
8.333333333,-0.550737049
5,-1.215210743
5,-2.086712863
7,1.013833441
4,-1.09895269
4,-2.475922593
5,-0.997681307
5,-1.79231467
6,-1.206209761
6,-1.470756114
11,2.051169353
3,-0.194579626
3,-2.668131563
8.333333333,-0.264507304
11.33333333,1.583280901
4,-1.029638221
4,-2.61585142
12,0.904440412
12,1.025209024
11,0.515538987
11.66666667,0.993836339
10.66666667,0.255223052
10.66666667,0.292584827
4,-3.057821302
9.333333333,-1.216663831
9.333333333,-1.335537849
12,1.253113887
9,0.653885609
11,1.347396707
10,0.610801961
3,-0.795606714
3,-2.799056688
7,-0.203148899
10.33333333,0.683898677
10.33333333,0.790535328
12,-0.662429711
12,-1.133030867
6,-0.665241191
6,-1.130750281
12,-1.130923889
6,-1.130918719
5,-1.103902985
5,-1.934480681
12,-1.934436598
5,-1.934807762
12,-1.090510903
10,0.387133365
11.33333333,0.905952413
11.33333333,1.471312042
10.66666667,1.744658965
10.66666667,1.755822979
11.33333333,1.829835086
11.33333333,1.4217012
10.66666667,1.685431483
10.66666667,1.652899457
7,-0.204865257
9,0.755444072
10.5,1.417697589
11,1.235581049
10,0.721732024
10.5,1.637444072
3,-2.971840404
5,-1.224046007
12,-2.286633132
5,-2.289746114
5,-1.326918099
7,0.481163526
9.5,0.435261459
7,0.39931182
4,-2.739338449
9.333333333,-1.179526278
9.333333333,-1.283942072
5,-2.011007936
5,-2.006093968
5,-0.986876211
9.666666667,-0.777885708
6,-1.071517629
6,-1.470453931
6,-1.462704946
3,-0.212418593
12,-2.826294739
3,-2.8302076
7.5,-1.102929498
7.5,-1.548277673
12,0.482898796
12,0.607710611
12,0.134888054
12,0.326952805
4,-2.738200741
8,-0.006902031
9.333333333,-1.125139701
9.333333333,-1.178505987
9,1.332403778
9,-0.253032128
9,-0.20143499
9,0.062586591
9.666666667,-0.079230978
9.666666667,-0.097794856
10.33333333,0.513194183
10.33333333,0.423933905
8.333333333,1.174589589
8.5,1.080796439
5.666666667,-2.702924719
6.5,-1.766781004
9,1.065374795
12,3.657370267
9,1.080803377
9,1.358237858
9,0.374171766
9,0.353940647
9,0.290400977
9,0.367625252
3,-1.707129705
5,-1.999080914
6,-1.935813222
9.333333333,-0.032668627
9.333333333,-0.073014946
9.666666667,0.181381153
9.666666667,0.183127715
9,1.652553737
8,0.42683491
8.666666667,-0.017137185
8.666666667,0.215091295
8.333333333,-0.380181265
8.333333333,-0.334788731
9,1.212888115
9.333333333,0.175269884
9.333333333,0.158548625
9.666666667,0.871470963
9.666666667,0.84923314
9,1.49989039
9.333333333,0.624480715
9.333333333,0.425774074
9.666666667,1.085054476
9.666666667,1.147464873
7,-0.482876483
8.333333333,-0.461726299
8.333333333,-0.194360711
7.666666667,-1.164200146
7.666666667,-0.920002603
9,1.285948912
9,0.091649437
9,0.163127484
9,0.224054181
9,0.317961483
8.666666667,-0.198616163
8.666666667,0.044027747
8.333333333,-0.363146258
8.333333333,-0.298040709
9,0.050415347
9,0.050415347
9,0.050415347
3,0.604218574
3,0.604218574
3,0.604218574
3,-1.810907664
3,-1.810907664
3,-1.810907664
5,-2.176317229
5,-2.176317229
5,-2.176317229
6,-2.28698824
6,-2.28698824
6,-2.28698824
9,0.766308897
4,-0.566314749
4,-2.233408073
5.666666667,-2.535144496
6.5,-1.607921217
7.666666667,-1.339338327
7.666666667,-2.130721834
6.333333333,-2.131296675
8,-0.907964831
8,-0.776859839
7,-1.607730329
7,-1.503300113
9,-0.18960661
3,0.696978236
3,-1.729924409
5,-2.155700388
6,-2.372213342
9,0.247652301
10,0.108090147
10,0.149780981
11,0.633955719
11,0.564899757
9,0.59128582
4,-0.480626782
4,-2.309373413
6.5,-1.87085203
6,-0.926688303
6,-2.500851622
6,-2.499425337
6,-1.525893725
7.666666667,-1.646489136
7.666666667,-1.54056311
9.333333333,-0.68120475
9.333333333,-0.575949348
6.666666667,-1.64291805
6.666666667,-1.61504162
7.333333333,-1.329592978
7.333333333,-1.24770889
4,0.03303394
4,0.03303394
4,0.03303394
6,-2.606100084
6,-2.606100084
6,-2.606100084
5.333333333,-2.612294756
5.333333333,-2.612294756
5.333333333,-2.612294756
4.666666667,-2.791306205
4.666666667,-2.791306205
4.666666667,-2.791306205
6,-0.423890366
7,-1.190340082
7,-0.985268699
8,-0.322337618
6,-1.822255764
3,0.522878442
6,-2.456827412
3,-1.345951782
6,-2.056962521
7,-1.431215116
6,-3.061667359
7,-2.991351918
6.333333333,-3.305360404
6.333333333,-3.305107202
6.666666667,-3.093569849
6,-0.916730434
6,-1.368334506
6,-2.015531692
6,-2.083079735
6,-0.79540603
5,-0.385641773
6,-2.298573895
5,-2.150417026
5.333333333,-2.430560808
6,-0.364807785
8,0.24683215
6.666666667,-1.420761046
6.666666667,-1.145181022
7.333333333,-1.044909385
7.333333333,-0.683363293
6,-0.796872315
7.333333333,-1.595836097
6,-0.591697936
7.333333333,-1.173692702
6,-0.512142054
7,-0.654212826
6,-1.297368849
7,-1.009421387
6.5,-0.96355347
6.333333333,-1.451145006
6.666666667,-1.375472868
6,-0.664937376
7,-1.509075185
8,-0.614522301
6,-0.575392603
8,0.626013124
6.666666667,-1.612677767
6.666666667,-1.360659807
7.333333333,-1.111941228
7.333333333,-0.826206867
5,-2.633048742
4,-2.769421994
6,-0.65867835
5,-0.456301846
6,-2.287007152
5,-2.28697858
5.333333333,-2.552319913
6,-0.688173585
7,-0.158555291
6,-1.556635786
7,-0.888095894
6.333333333,-1.61738969
6.666666667,-1.360732462
6,-2.672127555
4,-2.458966635
5.333333333,-2.656476383
4.666666667,-2.670056496
6,-1.67121163
5.666666667,-2.442553681
5.666666667,-2.414266495
5.333333333,-2.427348368
5.333333333,-2.456077058
6,-0.322297073
6,-0.817735011
6,-1.682775924
6,-1.671441975
6,-2.11025071
6,-1.225965362
5,-0.954227584
4,-0.834360214
6,-0.549737846
6,-1.265047984
12,-0.469304941
6,-1.269777867
10,-0.232298414
6,-1.265933442
4,0.02028527
6,-2.608167877
4,-2.164219456
4.666666667,-2.686555303
11,2.560818709
11,0.927200286
11,0.815140814
8,0.706464125
10,0.189130275
10,0.013348953
9,-0.446155809
9,-0.427471929
4,-1.077344266
11,-3.186677545
4,-3.187125988
11.66666667,1.698876492
11.66666667,1.483095796
10.33333333,0.990622266
10.33333333,1.094836288
9.666666667,0.463873141
9.666666667,0.297193347
3,-0.625380051
11,-2.52431627
3,-2.527907356
7,0.235717116
9.666666667,0.885792995
8.333333333,0.175920508
9,0.859713605
6,-0.796774082
11,-1.307316379
9.333333333,-0.510622979
7.666666667,-1.416902336
7.666666667,-1.269130236
5,-0.939828953
11,-1.843869766
5,-1.843421322
9,-1.82498561
9,-0.938497364
7,-1.825010508
7,-0.93928146
10.66666667,0.831957449
10.66666667,0.669621408
10.33333333,0.271208516
10.33333333,0.235364593
10,0.495550049
10,0.89703878
9,0.169962304
9,-0.22997048
8,0.435814259
11,2.686780205
10,2.842403878
11,1.133460807
10,1.6233415
10.33333333,1.391305676
10.66666667,1.500481694
10.66666667,1.170693735
10.33333333,1.21518911
10.33333333,1.273132622
7,-0.711462856
8.333333333,-0.820061448
8.333333333,-1.007275089
10.33333333,0.91490006
10.33333333,0.976194654
9.666666667,0.506732431
9.666666667,0.383054515
10,0.59586155
10,0.840189165
9,0.180477599
9,-0.099503323
3,-2.67665172
5.666666667,-2.688223361
7,-2.07396501
5,-1.122108217
11,-2.2387796
5,-2.238778512
9,-1.077087799
7,-0.108250831
9.666666667,0.307686601
8.333333333,-0.580822227
8.333333333,-0.716398865
8.666666667,-1.297566812
6.333333333,-2.509730016
5,-1.836904876
9,-0.936754747
9,-1.076483434
7,-1.872181986
9,-0.989242513
11,-1.103179162
6,-1.103979041
11,-1.627303477
6,-1.632360849
9.333333333,-1.597862121
9.333333333,-0.674165709
7.666666667,-1.597350819
11,0.816598255
3,-2.582540468
5.666666667,-2.579229795
11.33333333,0.867430209
11.33333333,0.833475708
11.66666667,0.673092356
11.66666667,0.640969725
4,-1.107371892
11,-2.895639141
4,-2.895954793
7.5,-2.03028965
8,0.081217681
4,-0.060372265
4,-2.325890995
5.333333333,-2.576433689
6,-2.107949171
8,1.199995225
9,1.423577697
8.333333333,0.134473897
8.333333333,0.013556303
8.666666667,0.20430688
8.666666667,0.294694389
3,-1.808732794
6.333333333,-1.690135923
4.666666667,-2.174791215
5.5,-2.221630306
8.666666667,-0.231416493
8.666666667,-0.319504232
9.333333333,-0.003243053
8,-0.38695445
8,-0.187536776
8,-0.574515444
8,-0.418136791
10,2.05663408
8.666666667,0.012383221
8.666666667,-0.058647335
9.333333333,0.773987269
9.333333333,0.66942154
8,1.319028159
8.666666667,0.461913241
8.666666667,0.231125875
9.333333333,1.055953261
9.333333333,1.049615866
8,1.048183459
8.333333333,0.792079982
8.333333333,0.788571482
8.666666667,1.291708746
8.5,1.456231902
8,-0.493330825
8,-0.350724533
8,-0.554093028
8,-0.454748076
5,-2.335059735
6,-2.615374132
6.5,-1.422614142
7.666666667,-0.85076174
7.666666667,-0.667662052
7.333333333,-0.716196684
7.333333333,-0.949255112
6.333333333,-1.929938148
4.666666667,-2.549669933
5.5,-2.702380491
9.333333333,-0.316422407
9.333333333,-0.33356449
10.66666667,0.203592309
10.66666667,0.078749881
8,-0.079620645
4,-0.185566672
4,-2.142574705
5.333333333,-2.445380263
6,-2.108168359
4,-0.749242053
4,-3.325056547
4,-3.730901957
12,-0.998800648
4,-2.936749691
12,-2.937190244
4,-1.088987745
4,-0.255349857
5.666666667,-2.297959462
3.666666667,-3.351034031
3.666666667,-3.432626413
3.333333333,-3.015458211
3.333333333,-3.003977048
6,-0.843606778
4.666666667,-2.450279537
5.333333333,-2.263265356
4.333333333,-3.120562045
4.333333333,-3.36248254
4.666666667,-2.7603255
4.666666667,-2.93105639
4,-2.876734848
6,-2.870532421
7,-1.853767771
4,0.44058319
8,0.582973831
5.333333333,-2.203050509
6.666666667,-0.771588177
6,-0.907830814
4,-1.241570138
4,-3.195834856
4,-1.06063117
4,-2.864514624
4,0.509700921
7,-0.946292337
4,-2.069590916
7,-1.808115368
5,-2.27501251
6,-1.838874844
5.666666667,-2.712926807
7.333333333,-0.600892255
6.5,-0.683341796
5.333333333,-2.324001573
6.666666667,-0.824877999
6,-0.973884136
3.666666667,-3.567035003
3.666666667,-3.695666616
3.333333333,-3.487094488
3.333333333,-3.660853324
4.333333333,-3.12278331
4.333333333,-3.462855403
4.666666667,-2.869701522
4.666666667,-3.177930173
4,-2.2005623
7,-1.58630463
5,-2.275853886
6,-1.731487023
4,-3.310631521
4,-3.571118343
4,-3.19313535
4,-3.492598262
5,-2.627442109
4.333333333,-3.102176266
4.666666667,-3.045892647
4.666666667,-3.103175331
4.5,-3.247818395
4,-0.614626112
4.666666667,-2.707428339
4.666666667,-2.890881639
5.333333333,-2.336757453
5.333333333,-2.3974402
3,-2.200513728
3.666666667,-3.60980572
3.666666667,-3.692015392
3.333333333,-3.435192719
3.333333333,-3.549843803
4,-2.919939587
9.333333333,-0.983447577
8,-1.715443735
4,-0.58647716
4,-3.276201093
4,-3.60323213
4,-3.164716461
4,-3.482477668
3,-2.806712202
6,-0.263022243
5,-1.037948985
5,-1.785467605
10,2.289911967
11.33333333,2.455077584
11.33333333,2.226565498
11.33333333,2.002607237
9,1.053096338
10.5,2.557730625
11,1.860989944
3,-2.860115632
9,-0.624778136
5,-1.217363979
5,-2.099597453
5,-0.977785432
4,-1.076366425
4,-2.579698239
5,-0.339866511
6,-0.96182337
12,-2.794331295
3,-2.795575127
9,-0.412472334
4,-0.971030614
12,-2.631312928
4,-2.631175511
4,-0.996031073
9,1.610636505
9,0.907405909
9,0.750792558
3,-0.967930693
5,-1.451137931
8.333333333,0.631621118
8.333333333,0.764070352
7.666666667,-0.179661257
6,-0.640974351
8,-0.266433326
7,-1.21811964
7,-0.948472785
5,-0.866224745
7.666666667,-0.562751011
6.333333333,-1.653092658
6.333333333,-1.726055222
9,0.634453551
9.333333333,0.374141426
9.333333333,0.323209334
9.666666667,0.649255864
9.666666667,0.592878774
8.666666667,0.805631523
8.666666667,0.850222546
8.333333333,0.090854049
8.333333333,0.1901756
9.333333333,0.570579862
9.333333333,0.458768149
9.666666667,1.144619923
9.666666667,1.151707128
9,1.448100868
9.333333333,0.964760975
9.333333333,0.725065691
9.666666667,1.452903405
9.666666667,1.204840892
7,-0.31934042
8.333333333,0.290742208
7.666666667,-0.756118778
7.666666667,-0.415214289
9,0.604373815
9,0.563892392
9,0.826276936
9,0.736266713
8.666666667,0.57284725
8.666666667,0.742627918
8.333333333,0.175677102
8.333333333,0.28486659
5,-1.623614158
6,-0.784003371
7.666666667,-0.519659063
6.333333333,-1.924635874
6.333333333,-1.976372334
7,0.148154692
8.333333333,0.24610615
7.666666667,-0.605923096
7.666666667,-0.297319471
4,-0.470708505
5.666666667,-2.058430031
5,-0.789379797
7.666666667,-0.662328757
6.333333333,-1.598288931
6.333333333,-1.726014949
6,-0.800135504
8,-0.238246006
7,-1.339652347
7,-1.079505939
3,-1.002376223
5,-1.517482686
6,-1.291290371
12,0.899058
10.5,1.185794693
10.5,1.187708877
10,0.69379913
11,0.869152281
10.5,1.08215864
5.666666667,-2.164699465
3,-0.699858561
3,-2.911750049
3,-3.004750532
3,-2.235906758
3,-1.99805627
4.333333333,-2.449888509
5.666666667,-1.873517385
5,-2.231769267
3,-1.732854395
3,-3.240632821
3,-2.749419314
5,-2.749947759
5,-1.695561601
3.666666667,-2.44762874
3.666666667,-2.464727829
4.333333333,-2.610129002
4.333333333,-2.52040994
3,-2.642705654
3,-2.056777348
5.333333333,-2.038984232
6.5,-1.778215499
3,-0.768978606
3,-0.57233105
3,-2.448574472
6.5,-1.55823459
3,-0.288224066
3,-2.123916947
7,-1.476644249
7,-1.647017717
3,0.341442458
3,-1.613400637
5,-1.884781265
6,-1.544233245
3,0.705321383
3,-1.256375988
4.666666667,-1.679576682
3,-3.187558377
3,-3.178272901
3,-3.410983295
3,-3.438166515
5,-3.007561876
3,-1.543585478
5,-2.866995622
3.666666667,-2.586323531
3.666666667,-2.55885704
7,-1.138330556
4.333333333,-1.707125487
4,-3.091792946
3.5,-2.113726012
3.333333333,-2.786960275
3,-1.510095884
5,-2.907355819
3,-1.500171212
5,-2.445368698
3,-3.171289915
3,-3.208321207
3,-3.372638373
3,-3.414582408
3,-2.547424041
3.333333333,-2.895176683
3.333333333,-2.906531858
3.666666667,-3.080081574
3.666666667,-3.219845636
6.666666667,-1.586783958
6.333333333,-1.727997843
6.333333333,-1.639963846
7,-1.785752644
5,-2.038195102
5.666666667,-2.396827263
8,0.700454083
8,0.693961855
8.5,1.149198374
7,2.131035173
8,2.299471326
8,1.94565177
7,0.714624275
7.666666667,0.488192499
7.666666667,0.487777661
8,1.408094692
7,-0.618073115
7.333333333,-0.834910973
7.666666667,-0.415931989
7.5,-0.278413138
7,-1.726990069
5,-2.286560749
5.666666667,-2.528471857
5.666666667,-2.529402486
7,0.327886155
6,-1.086931245
6.333333333,-2.157893489
6.5,-1.466322291
3,-2.133923254
4.333333333,-2.706620433
5,-2.746558989
7,-0.530276129
8.666666667,-0.663849737
8.666666667,-0.622831433
10.33333333,0.148365036
10.33333333,-0.05052324
7,-0.312909962
4,-0.22659586
4,-2.112977563
5,-2.562502277
5.5,-2.283911313
6,-0.896368563
6,-2.116413272
6,-1.927141362
5,-0.87165845
5.666666667,-2.284669422
5.666666667,-2.126836049
5.333333333,-2.276391583
5.333333333,-2.271357341
7.333333333,-1.470152021
7.333333333,-1.174956126
8.666666667,-0.517179834
8.666666667,-0.53736415
6.666666667,-1.338956688
6.666666667,-1.11557109
7.333333333,-1.068503016
7.333333333,-0.530009321
6,-0.969871409
7.333333333,-1.519637828
6,-0.854814195
7.333333333,-1.234992602
6,-0.636742573
7,-0.602819093
6.333333333,-1.643729629
6.333333333,-1.435836697
6.666666667,-1.608780552
6.666666667,-1.271112449
7,-1.461350771
7,-1.16648944
8,-0.547926793
6.666666667,-1.460015781
6.666666667,-1.254676229
7.333333333,-1.093677627
7.333333333,-0.637922867
6,-1.776304172
6,-1.776304172
6,-1.776304172
3,-2.244728689
3,-2.244728689
3,-2.244728689
5,-2.316857088
5,-2.316857088
5,-2.316857088
5,-2.266779298
5,-2.266779298
5,-2.266779298
4,-2.712903269
4,-2.712903269
4,-2.712903269
4,-2.76353277
4,-2.76353277
4,-2.76353277
6,-1.94273539
5,-2.384425947
5.666666667,-2.102805403
5.333333333,-2.385364468
6,-0.701824448
7,-0.216250092
6.333333333,-1.656761841
6.333333333,-1.403777878
6.666666667,-1.5559721
6.666666667,-1.213228938
5.333333333,-2.372684099
5.333333333,-2.332600778
4.666666667,-2.706748871
4.666666667,-2.760608091
5.666666667,-2.286860074
5.666666667,-2.30873449
5.333333333,-2.413542128
5.333333333,-2.336574865
6,-0.784653995
6,-1.128573098
6,-1.118668154
6,-2.070251881
6,-1.953190956
6,-2.107469707
6,-1.848046169
3,-2.120782332
5,-2.301794362
5,-2.304665707
4,-2.612075296
4,-2.872876002
6,-0.777816727
6,-1.086197626
8,-0.992206649
8,-1.105494443
6,-2.213295867
4,-2.133736311
5.333333333,-2.243315602
4.666666667,-2.381109968
5,-0.958595012
5,-2.982999248
5,-2.977393839
6.666666667,-1.894233003
6.666666667,-1.721535411
8.333333333,-0.982085239
5,-0.799731415
6,-2.135966012
7,-0.525681623
6.5,-0.391911004
5,-1.146809895
6.666666667,-1.949252244
5,-0.927348179
6.666666667,-1.705604234
5,-0.367408513
7,-0.409537178
5,-1.907569847
7,-1.178957968
5.666666667,-2.155189902
6.333333333,-1.263798029
5,-1.062598962
6.333333333,-1.900167806
6.333333333,-1.912593204
7.666666667,-0.844595368
6,-2.325847593
7,-0.805240904
6.5,-0.677122498
4.333333333,-2.774732704
4.333333333,-2.805203875
3.666666667,-3.144002203
3.666666667,-3.25582031
5,-2.679903344
5,-2.713959343
5,-2.736375401
5,-2.829773578
5,-0.620399552
7,0.158089161
7,-2.125530854
5.666666667,-2.236700922
6.333333333,-1.233764417
6,-1.18907312
4.666666667,-2.768691913
4.666666667,-2.831701641
4.333333333,-3.065540491
4.333333333,-3.224155103
5,-2.577521056
5,-2.680528389
5,-2.657302793
5,-2.731684567
5,-0.734842197
5.333333333,-2.802555663
5.333333333,-2.332890579
5.666666667,-2.349967627
5.666666667,-2.200804073
5,-1.060210755
4.333333333,-2.752994754
4.333333333,-2.854997034
3.666666667,-2.935250208
3.666666667,-3.019521279
5,-0.960511781
7.333333333,-1.740763791
7.333333333,-1.901000474
9.666666667,-0.749946556
4.666666667,-2.653867764
4.666666667,-2.772101363
4.333333333,-2.875536459
4.333333333,-3.000117657
8,-0.087886783
9.333333333,0.315182656
9.333333333,0.482948457
8.666666667,-0.235809227
8.666666667,-0.314245632
10,1.050546087
10,0.949104089
10,0.634917914
10,1.137232577
10,1.128700447
7,-0.546689491
7,-0.546689491
7,-0.546689491
9,-1.068558663
9,-1.068558663
9,-1.068558663
9,-0.059729124
9,-0.059729124
9,-0.059729124
8,-1.068451858
8,-1.068451858
8,-1.068451858
8,-0.895436029
8,-0.895436029
8,-0.895436029
9.666666667,0.481918914
9.666666667,0.481918914
9.666666667,0.481918914
9.666666667,0.484000585
9.666666667,0.484000585
9.666666667,0.484000585
9.333333333,0.401485737
9.333333333,0.401485737
9.333333333,0.401485737
9.333333333,0.363732119
9.333333333,0.363732119
9.333333333,0.363732119
9.333333333,0.236160934
9.333333333,0.236160934
9.333333333,0.236160934
9.333333333,0.379307235
9.333333333,0.379307235
9.333333333,0.379307235
8.666666667,-0.21068414
8.666666667,-0.21068414
8.666666667,-0.21068414
8.666666667,-0.236594955
8.666666667,-0.236594955
8.666666667,-0.236594955
8.333333333,-0.834114767
8.333333333,-1.061125873
6.666666667,-2.1443029
6.666666667,-2.003047926
8.666666667,-0.578669126
7.333333333,-1.578433329
7.333333333,-1.353444709
3,-1.993290196
5.333333333,-2.217705063
6.5,-2.115287537
10.66666667,0.467551984
10.66666667,0.530487289
11.33333333,0.818931768
11.33333333,0.63958521
4,-2.648103713
6,-2.639242598
7,-1.950415395
8,0.889385986
8,-0.129969325
8,0.286972479
8,-0.179407511
8.666666667,-0.179967657
8.666666667,-0.211758309
8,0.529135428
8,0.22335825
8.666666667,0.170769938
8.666666667,0.140297541
9.333333333,1.065293569
7.666666667,-0.641149048
7.666666667,-0.00939024
7.333333333,-0.959206043
7.333333333,-0.498574186
8,-0.016314449
8.333333333,-0.222994298
8.333333333,-0.098295954
8.666666667,0.567441029
8.666666667,0.645319601
8,-0.412319269
8,0.054769577
8,-0.129016518
8,0.222749123
8,-1.253203957
3,-1.412802397
6.333333333,-1.259854419
4.666666667,-1.731124023
7,-0.467796887
6,-2.22897493
6.5,-0.0073151
7.666666667,-0.773482362
7.666666667,-0.15351207
7.333333333,-0.913344521
7.333333333,-0.485609731
4,-1.922754751
6.666666667,-0.875880432
5.333333333,-2.068328308
6,-0.89480731
7,-0.766491349
6,-1.907944003
7.333333333,-1.021166228
7.333333333,-0.517528684
6.666666667,-1.417366698
6.666666667,-1.225508347
8,-1.235254784
3,-1.001222053
4.666666667,-1.660538645
9.333333333,0.290630233
9.333333333,0.04790605
10.66666667,0.611526872
10.66666667,0.9193181
8,0.468323427
4,0.329454891
4,-1.848555158
6.666666667,-0.723272188
5.333333333,-2.145992046
6,-1.027876964
10,2.650838321
10,1.499089559
10,1.359148895
10,2.188560991
10,1.662506845
10,1.327520423
10,1.421541197
10,1.272994797
7,-0.602952973
9,-1.078446463
8,-1.078489457
9.666666667,1.145140749
9.666666667,1.120118249
9.333333333,0.653795403
9.333333333,0.568408121
8,0.002086161
9.333333333,0.759330129
9.333333333,0.891677729
8.666666667,-0.060518526
8.666666667,-0.06315286
9.333333333,0.718569653
3,-2.406822005
7.666666667,-0.402155137
6.5,-0.895976991
5,-1.240664271
5,-2.213661044
7,-0.180207254
8,-0.859002979
4,-1.109407848
4,-1.111940139
5,-1.13431606
5,-1.983850975
6,-1.136373649
8.666666667,-1.661695537
7.333333333,-1.66183486
3,-2.366908347
6.5,-1.568557093
10.66666667,1.487436148
11.33333333,0.918149779
4,-1.148326386
4,-2.817946014
10,2.529101256
10,1.803689572
10,1.417018665
7,-0.508573009
8,-0.650947187
9.666666667,1.320820709
9.666666667,1.151625494
9.333333333,0.990014772
9.333333333,0.720528056
10,1.9439165
8,0.413129352
9.333333333,1.111999324
9.333333333,1.089159313
8.666666667,0.283627519
8.666666667,0.214804895
3,-1.913569821
7.666666667,0.21528885
5.333333333,-1.926026512
6.5,-0.310731826
5,-1.024528059
6.666666667,-1.946600359
7,-0.006540528
8,-0.452070339
8,-0.280935497
5,-0.875794444
6.666666667,-1.624789554
6,-1.076886299
7.333333333,-1.399855221
3,-1.907761551
6.5,-0.920024372
10.66666667,1.478088085
10.66666667,1.660256055
11.33333333,1.023988185
4,-1.149580694
4,-2.558963845
7,-1.20893607
7,-0.715872325
7,-0.530262931
7.666666667,-1.071370823
7.666666667,-0.730291501
7.333333333,-1.179164231
7.333333333,-0.723842403
7.666666667,-0.735125467
7.666666667,-0.230333752
3,-2.169684454
5.666666667,-1.751254868
5.666666667,-1.73188839
4.333333333,-2.243814114
4.333333333,-2.303640927
6.333333333,-1.272072467
5.666666667,-2.205710558
7,-0.408230487
7,-1.34952246
7,-0.835093969
7,-1.255481822
7,-0.782332592
6,-1.902555333
5,-2.194034017
7,-1.911870198
5,-1.281608832
6.333333333,-1.503752094
5.666666667,-1.993091689
6.666666667,-1.625644944
6.666666667,-1.312389805
6.333333333,-1.750807377
6.333333333,-1.555134261
7,-0.192143119
8.666666667,-0.417724539
8.666666667,-0.595362494
7,-1.856288497
4,-1.857277903
6,-2.229470041
5,-2.229919982
9,1.81037677
9,0.598425407
9,0.595410113
8.666666667,0.445160281
8.666666667,0.607068287
8.333333333,-0.140506525
8.333333333,0.023804383
3,-1.765905886
5,-1.929650252
5,-1.930681427
6,-0.884515284
9,-1.216963428
5,-1.216893495
5,-2.207653314
7.666666667,-0.884983592
7.666666667,-2.239051034
6.333333333,-2.237832508
7,-0.102463922
8.333333333,-0.016890106
7.666666667,-0.907115019
7.666666667,-0.579517305
4,-0.827292601
5.666666667,-2.399599151
5,-0.990594239
7.666666667,-0.94466877
6.333333333,-1.889752241
6.333333333,-1.951288608
6,-1.014779989
8,-0.599930196
7,-1.593312649
7,-1.356924501
5,-1.888267996
6,-1.451988695
9,1.849050133
12,2.863008882
9,0.993629396
10,0.741982056
11,0.926462313
10.5,0.928770383
5.666666667,-2.562427446
5.666666667,-2.559824405
6.5,-0.857724725
8,1.093764024
8,-0.376089897
8,0.046446023
3,-1.581256646
6.333333333,-1.145579532
4.666666667,-1.740554808
5.5,-1.384347725
5,-1.143619088
7,-0.819359122
6,-2.460387205
7.666666667,-0.797750562
7.666666667,-0.265324734
7.333333333,-1.080539563
7.333333333,-0.653871459
4,-2.14153972
6.666666667,-0.97770856
5.333333333,-2.207210041
6,-0.899815157
5,-2.027972737
7,-0.997842263
6,-2.131893828
6.5,-0.745206877
7.333333333,-1.098061926
7.333333333,-0.720073626
6.666666667,-1.581612162
