surface,LC,EN,DBW,DBF,DOS,WF,CN,GCN,VE,RxnE
Co6Ir6,317.305,2.0876982971056,2.000053849,0.451246585,15.361,5.398871809,3,7.5,9,0.290400977
Co6Ir6,317.305,2.0876982971056,2.00025169,0.45124406,15.361,5.398871809,3,6.95454545454545,9,0.367625252
Co6La6,313.955,1.1,4.997455703,0.186153591,15.692,3.373676549,2,7.33,3,-1.707129705
Co6La6,313.955,1.31516751517652,3.647939019,0.339742875,15.692,3.373676549,3,6.95454545454545,4.32674871092222,-1.999080914
Co6La6,313.955,1.4380542409798,3.067033084,0.390790724,15.692,3.373676549,5,7.615384615,5.19615242270663,-1.935813222
Co6Ni6,301.555,1.88994727510783,1.317170158,0.488707596,8.4839,5.186948463,3,7.5,9.32169751786158,-0.032668627
Co6Ni6,301.555,1.88994727510783,1.317171774,0.488702525,8.4839,5.186948463,3,6.95454545454545,9.32169751786158,-0.073014946
Co6Ni6,301.555,1.89994718228059,1.291278907,0.485899364,8.4839,5.186948463,3,7.5,9.6548938460563,0.181381153
Co6Ni6,301.555,1.89994718228059,1.291178551,0.485902133,8.4839,5.186948463,3,6.95454545454545,9.6548938460563,0.183127715
Co6Os6,262.075,1.88,1.893930028,0.457109844,11.968,5.411313358,1,7.5,9,1.652553737
Co6Os6,262.075,2.2,3.641315612,0.362153482,11.968,5.411313358,1,7.5,8,0.42683491
Co6Os6,262.075,1.98112917260802,2.594606536,0.425800441,11.968,5.411313358,3,7.5,8.65349742184445,-0.017137185
Co6Os6,262.075,1.98112917260802,2.594566995,0.425801639,11.968,5.411313358,3,6.95454545454545,8.65349742184445,0.215091295
Co6Os6,262.075,2.0876982971056,3.155222835,0.394162011,11.968,5.411313358,3,7.5,8.32033529220762,-0.380181265
Co6Os6,262.075,2.0876982971056,3.155145294,0.394172259,11.968,5.411313358,3,6.95454545454545,8.32033529220762,-0.334788731
Co6Pd6,319.89,1.88,1.102741218,0.494933378,17.163,5.066768306,1,7.5,9,1.212888115
Co6Pd6,319.89,1.98112917260802,1.271935979,0.491268654,17.163,5.066768306,3,7.5,9.32169751786158,0.175269884
Co6Pd6,319.89,1.98112917260802,1.271939033,0.491269611,17.163,5.066768306,3,6.95454545454545,9.32169751786158,0.158548625
Co6Pd6,319.89,2.0876982971056,1.460083043,0.487609359,17.163,5.066768306,3,7.5,9.6548938460563,0.871470963
Co6Pd6,319.89,2.0876982971056,1.46013547,0.487601175,17.163,5.066768306,3,6.95454545454545,9.6548938460563,0.84923314
Co6Pt6,321.565,1.88,1.069906456,0.493540868,8.8254,5.309615562,1,7.5,9,1.49989039
Co6Pt6,321.565,2.00485752600256,1.467701041,0.488390472,8.8254,5.309615562,3,7.5,9.32169751786158,0.624480715
Co6Pt6,321.565,2.00485752600256,1.467718114,0.488390412,8.8254,5.309615562,3,6.95454545454545,9.32169751786158,0.425774074
Co6Pt6,321.565,2.13800728700485,1.810879437,0.483217266,8.8254,5.309615562,3,7.5,9.6548938460563,1.085054476
Co6Pt6,321.565,2.13800728700485,1.810966443,0.483219004,8.8254,5.309615562,3,6.95454545454545,9.6548938460563,1.147464873
Co6Re6,263.405,1.9,4.086210163,0.319886546,18.52,5.404414584,1,7.5,7,-0.482876483
Co6Re6,263.405,1.8866431647417,2.882361142,0.38407767,18.52,5.404414584,3,7.5,8.27677252914336,-0.461726299
Co6Re6,263.405,1.8866431647417,2.882391971,0.384084624,18.52,5.404414584,3,6.95454545454545,8.27677252914336,-0.194360711
Co6Re6,263.405,1.89330980375881,3.525839559,0.352981125,18.52,5.404414584,3,7.5,7.61166261102024,-1.164200146
Co6Re6,263.405,1.89330980375881,3.529182449,0.351902809,18.52,5.404414584,3,6.95454545454545,7.61166261102024,-0.920002603
Co6Rh6,315.525,1.88,1.408344843,0.493970965,20.485,5.136521005,1,7.5,9,1.285948912
Co6Rh6,315.525,2.00485752600256,1.699447331,0.485097624,20.485,5.136521005,3,7.5,9,0.091649437
Co6Rh6,315.525,2.00485752600256,1.699429903,0.485097441,20.485,5.136521005,3,6.95454545454545,9,0.163127484
Co6Rh6,315.525,2.13800728700485,1.956049988,0.476150447,20.485,5.136521005,3,7.5,9,0.224054181
Co6Rh6,315.525,2.13800728700485,1.95597284,0.476141836,20.485,5.136521005,3,6.95454545454545,9,0.317961483
Co6Ru6,260.65,1.98112917260802,2.11447573,0.442568169,23.559,5.208579616,3,7.5,8.65349742184445,-0.198616163
Co6Ru6,260.65,1.98112917260802,2.114534859,0.442566109,23.559,5.208579616,3,6.95454545454545,8.65349742184445,0.044027747
Co6Ru6,260.65,2.0876982971056,2.506255093,0.411977175,23.559,5.208579616,3,7.5,8.32033529220762,-0.363146258
Co6Ru6,260.65,2.0876982971056,2.506226739,0.411971094,23.559,5.208579616,3,6.95454545454545,8.32033529220762,-0.298040709
Co6Sc6,290.805,1.88,1.089715746,0.47524613,9.818,4.16414879,1,7.5,9,0.050415347
Co6Sc6,290.805,1.88,1.089715746,0.47524613,9.818,4.16414879,1,7.5,9,0.050415347
Co6Sc6,290.805,1.88,1.089715746,0.47524613,9.818,4.16414879,1,7.5,9,0.050415347
Co6Sc6,290.805,1.36,4.219208407,0.124677473,9.818,4.16414879,1,7.5,3,0.604218574
Co6Sc6,290.805,1.36,4.219208407,0.124677473,9.818,4.16414879,1,7.5,3,0.604218574
Co6Sc6,290.805,1.36,4.219208407,0.124677473,9.818,4.16414879,1,7.5,3,0.604218574
Co6Sc6,290.805,1.36,4.220053545,0.124707631,9.818,4.16414879,2,7.33,3,-1.810907664
Co6Sc6,290.805,1.36,4.220053545,0.124707631,9.818,4.16414879,2,7.33,3,-1.810907664
Co6Sc6,290.805,1.36,4.220053545,0.124707631,9.818,4.16414879,2,7.33,3,-1.810907664
Co6Sc6,290.805,1.51499740402638,3.266369094,0.281088362,9.818,4.16414879,3,6.95454545454545,4.32674871092222,-2.176317229
Co6Sc6,290.805,1.51499740402638,3.266369094,0.281088362,9.818,4.16414879,3,6.95454545454545,4.32674871092222,-2.176317229
Co6Sc6,290.805,1.51499740402638,3.266369094,0.281088362,9.818,4.16414879,3,6.95454545454545,4.32674871092222,-2.176317229
Co6Sc6,290.805,1.59899968730454,2.795330214,0.340994585,9.818,4.16414879,5,7.615384615,5.19615242270663,-2.28698824
Co6Sc6,290.805,1.59899968730454,2.795330214,0.340994585,9.818,4.16414879,5,7.615384615,5.19615242270663,-2.28698824
Co6Sc6,290.805,1.59899968730454,2.795330214,0.340994585,9.818,4.16414879,5,7.615384615,5.19615242270663,-2.28698824
Co6Ti6,272.895,1.88,1.476313611,0.442731297,13.175,4.471568601,1,7.5,9,0.766308897
Co6Ti6,272.895,1.54,3.393897411,0.177822104,13.175,4.471568601,1,7.5,4,-0.566314749
Co6Ti6,272.895,1.54,3.394213427,0.177832018,13.175,4.471568601,2,7.33,4,-2.233408073
Co6Ti6,272.895,1.64588604748464,2.838315174,0.28140081,13.175,4.471568601,3,6.95454545454545,5.24148278841779,-2.535144496
Co6Ti6,272.895,1.70152872441226,2.542460906,0.326723447,13.175,4.471568601,5,7.615384615,6,-1.607921217
Co6V6,276.855,1.79267309695363,2.282764686,0.373583182,24.431,4.923657142,3,7.5,7.39863622299141,-1.339338327
Co6V6,276.855,1.79267309695363,2.282735485,0.37358416,24.431,4.923657142,3,6.95454545454545,7.39863622299141,-2.130721834
Co6V6,276.855,1.70940257050071,2.775755631,0.289707355,24.431,4.923657142,3,6.95454545454545,6.0822019955734,-2.131296675
Co6W6,283.615,2.02803712324104,2.909171104,0.386703168,15.251,5.262556112,3,7.5,7.86222418262669,-0.907964831
Co6W6,283.615,2.02803712324104,2.909169014,0.386704963,15.251,5.262556112,3,6.95454545454545,7.86222418262669,-0.776859839
Co6W6,283.615,2.18773115598075,3.730150276,0.335366307,15.251,5.262556112,3,7.5,6.86828545531999,-1.607730329
Co6W6,283.615,2.18773115598075,3.730132789,0.335388705,15.251,5.262556112,3,6.95454545454545,6.86828545531999,-1.503300113
Co6Y6,307.725,1.88,0.984669246,0.480984946,7.546,3.823588113,1,7.5,9,-0.18960661
Co6Y6,307.725,1.22,5.159677727,0.140869068,7.546,3.823588113,1,7.5,3,0.696978236
Co6Y6,307.725,1.22,5.159648218,0.140869821,7.546,3.823588113,2,7.33,3,-1.729924409
Co6Y6,307.725,1.40915631166175,3.839736728,0.30030194,7.546,3.823588113,3,6.95454545454545,4.32674871092222,-2.155700388
Co6Y6,307.725,1.5144636014114,3.222136464,0.357959244,7.546,3.823588113,5,7.615384615,5.19615242270663,-2.372213342
Co6Zn6,258.6,1.88,1.267779431,0.482862744,8.722,4.845329904,2,7.33,9,0.247652301
Co6Zn6,258.6,1.79997530830327,1.92369659,0.488149598,8.722,4.845329904,3,7.5,9.90578174668388,0.108090147
Co6Zn6,258.6,1.79997530830327,1.923717029,0.48815542,8.722,4.845329904,3,6.95454545454545,9.90578174668388,0.149780981
Co6Zn6,258.6,1.72335697367098,1.824647934,0.493267812,8.722,4.845329904,3,7.5,10.9027235569928,0.633955719
Co6Zn6,258.6,1.72335697367098,1.824482616,0.493273056,8.722,4.845329904,3,6.95454545454545,10.9027235569928,0.564899757
Co6Zr6,286.955,1.88,1.662524119,0.407561067,12.475,4.200435898,1,7.5,9,0.59128582
Co6Zr6,286.955,1.33,4.256613083,0.214652791,12.475,4.200435898,1,7.5,4,-0.480626782
Co6Zr6,286.955,1.33,4.256395162,0.214656089,12.475,4.200435898,2,7.33,4,-2.309373413
Co6Zr6,286.955,1.58126531613136,3.03540904,0.326874409,12.475,4.200435898,5,7.615384615,6,-1.87085203
Cr12,291,1.66,3.530927489,0.653164561,25.51,5.105509079,1,7.5,6,-0.926688303
Cr12,291,1.66,3.531224889,0.65335753,25.51,5.105509079,3,7.5,6,-2.500851622
Cr12,291,1.66,3.531112009,0.653319847,25.51,5.105509079,3,6.95454545454545,6,-2.499425337
Cr6Cu6,326.245,1.66,2.76235708,0.542565644,19.34,5.098300999,2,7.33,6,-1.525893725
Cr6Cu6,326.245,1.73642724871675,2.598014865,0.696735345,19.34,5.098300999,3,7.5,7.34342046204996,-1.646489136
Cr6Cu6,326.245,1.73642724871675,2.598012709,0.696735617,19.34,5.098300999,3,6.95454545454545,7.34342046204996,-1.54056311
Cr6Cu6,326.245,1.81637324703978,2.186372424,0.840912394,19.34,5.098300999,3,6.95454545454545,8.98763734707568,-0.68120475
Cr6Cu6,326.245,1.81637324703978,2.186400896,0.840936639,19.34,5.098300999,3,7.5,8.98763734707568,-0.575949348
Cr6Fe6,288.825,1.71483532773904,1.816093245,0.324521965,18.616,5.076754536,3,7.5,6.60385449778925,-1.64291805
Cr6Fe6,288.825,1.71483532773904,1.815994762,0.324483089,18.616,5.076754536,3,6.95454545454545,6.60385449778925,-1.61504162
Cr6Fe6,288.825,1.77148204895292,1.754523828,0.430871828,18.616,5.076754536,3,7.5,7.26848237132856,-1.329592978
Cr6Fe6,288.825,1.77148204895292,1.754307718,0.430902419,18.616,5.076754536,3,6.95454545454545,7.26848237132856,-1.24770889
Cr6Hf6,305.32,1.3,7.843008878,0.63633922,17.87,4.606875839,1,7.5,4,0.03303394
Cr6Hf6,305.32,1.3,7.843008878,0.63633922,17.87,4.606875839,1,7.5,4,0.03303394
Cr6Hf6,305.32,1.3,7.843008878,0.63633922,17.87,4.606875839,1,7.5,4,0.03303394
Cr6Hf6,305.32,1.66,2.760572327,0.635139581,17.87,4.606875839,2,7.33,6,-2.606100084
Cr6Hf6,305.32,1.66,2.760572327,0.635139581,17.87,4.606875839,2,7.33,6,-2.606100084
Cr6Hf6,305.32,1.66,2.760572327,0.635139581,17.87,4.606875839,2,7.33,6,-2.606100084
Cr6Hf6,305.32,1.5301000973998,4.524829711,0.635372738,17.87,4.606875839,3,7.5,5.24148278841779,-2.612294756
Cr6Hf6,305.32,1.5301000973998,4.524829711,0.635372738,17.87,4.606875839,3,7.5,5.24148278841779,-2.612294756
Cr6Hf6,305.32,1.5301000973998,4.524829711,0.635372738,17.87,4.606875839,3,7.5,5.24148278841779,-2.612294756
Cr6Hf6,305.32,1.410365245821,6.132067007,0.635905075,17.87,4.606875839,3,6.95454545454545,4.57885697021333,-2.791306205
Cr6Hf6,305.32,1.410365245821,6.132067007,0.635905075,17.87,4.606875839,3,6.95454545454545,4.57885697021333,-2.791306205
Cr6Hf6,305.32,1.410365245821,6.132067007,0.635905075,17.87,4.606875839,3,6.95454545454545,4.57885697021333,-2.791306205
Cr6Ir6,337.45,1.66,2.497300195,0.601351751,17.6,5.27810329,1,7.5,6,-0.423890366
Cr6Ir6,337.45,1.82339021116122,2.9243683,0.703585501,17.6,5.27810329,3,7.5,6.86828545531999,-1.190340082
Cr6Ir6,337.45,1.82339021116122,2.924357682,0.703613957,17.6,5.27810329,3,6.95454545454545,6.86828545531999,-0.985268699
Cr6Ir6,337.45,2.00286256756541,3.146772762,0.797735911,17.6,5.27810329,3,7.5,7.86222418262669,-0.322337618
Cr6La6,334.1,1.66,2.74283138,0.640726866,22.27,3.48510894,1,7.5,6,-1.822255764
Cr6La6,334.1,1.1,6.74479556,0.631642971,22.27,3.48510894,1,7.5,3,0.522878442
Cr6La6,334.1,1.66,2.742866807,0.640776847,22.27,3.48510894,2,7.33,6,-2.456827412
Cr6La6,334.1,1.1,6.744977737,0.63165694,22.27,3.48510894,2,7.33,3,-1.345951782
Cr6Mn6,591.125,1.66,3.213536486,0.14678465,17.743,5.016579911,1,7.5,6,-2.056962521
Cr6Mn6,591.125,1.55,2.358258247,0.517872628,17.743,5.016579911,1,7.5,7,-1.431215116
Cr6Mn6,591.125,1.66,3.213532282,0.146799852,17.743,5.016579911,2,7.33,6,-3.061667359
Cr6Mn6,591.125,1.55,2.358406256,0.517911915,17.743,5.016579911,2,7.33,7,-2.991351918
Cr6Mn6,591.125,1.62249222655608,2.963766091,0.27584433,17.743,5.016579911,3,7.5,6.31635959765638,-3.305360404
Cr6Mn6,591.125,1.62249222655608,2.963612362,0.275828957,17.743,5.016579911,3,6.95454545454545,6.31635959765638,-3.305107202
Cr6Mn6,591.125,1.58583194291259,2.681441559,0.399408261,17.743,5.016579911,3,7.5,6.64939976115098,-3.093569849
Cr6Mo6,302.85,2.16,4.829368253,0.727563698,24.38,4.965670524,1,7.5,6,-0.916730434
Cr6Mo6,302.85,2.16,4.82944164,0.727593455,24.38,4.965670524,2,7.33,6,-1.368334506
Cr6Mo6,302.85,1.9785112776342,4.414453944,0.679381201,24.38,4.965670524,3,7.5,6,-2.015531692
Cr6Mo6,302.85,1.9785112776342,4.414563472,0.679364646,24.38,4.965670524,3,6.95454545454545,6,-2.083079735
Cr6Nb6,310.52,1.66,3.187814363,0.635769408,18.12,4.748159714,1,7.5,6,-0.79540603
Cr6Nb6,310.52,1.6,5.334170351,0.674267037,18.12,4.748159714,1,7.5,5,-0.385641773
Cr6Nb6,310.52,1.66,3.187745963,0.63568007,18.12,4.748159714,2,7.33,6,-2.298573895
Cr6Nb6,310.52,1.6,5.334238927,0.674322908,18.12,4.748159714,2,7.33,5,-2.150417026
Cr6Nb6,310.52,1.61975508160437,4.632315475,0.659372029,18.12,4.748159714,3,6.95454545454545,5.31329284591306,-2.430560808
Cr6Os6,282.22,1.66,4.067365756,0.572571479,15.75,5.224386742,1,7.5,6,-0.364807785
Cr6Os6,282.22,2.2,4.814351062,0.78674665,15.75,5.224386742,1,7.5,8,0.24683215
Cr6Os6,282.22,1.82339021116122,4.391459587,0.64549,15.75,5.224386742,3,7.5,6.60385449778925,-1.420761046
Cr6Os6,282.22,1.82339021116122,4.391420287,0.645485562,15.75,5.224386742,3,6.95454545454545,6.60385449778925,-1.145181022
Cr6Os6,282.22,2.00286256756541,4.635306574,0.716840975,15.75,5.224386742,3,7.5,7.26848237132856,-1.044909385
Cr6Os6,282.22,2.00286256756541,4.635510485,0.716985892,15.75,5.224386742,3,6.95454545454545,7.26848237132856,-0.683363293
Cr6Pd6,340.035,1.66,2.362775756,0.568831969,28.2,5.103365099,1,7.5,6,-0.796872315
Cr6Pd6,340.035,1.82339021116122,2.541588775,0.705594938,28.2,5.103365099,3,7.5,7.11378660898013,-1.595836097
Cr6Pt6,341.71,1.66,2.42513672,0.570043208,22.38,5.290295667,1,7.5,6,-0.591697936
Cr6Pt6,341.71,1.84522929561104,2.902364289,0.697858485,22.38,5.290295667,3,7.5,7.11378660898013,-1.173692702
Cr6Re6,283.55,1.66,3.99652881,0.598244626,13.08,5.190987692,1,7.5,6,-0.512142054
Cr6Re6,283.55,1.9,5.383581267,0.755736598,13.08,5.190987692,1,7.5,7,-0.654212826
Cr6Re6,283.55,1.66,3.996740034,0.598397806,13.08,5.190987692,2,7.33,6,-1.297368849
Cr6Re6,283.55,1.9,5.383609071,0.755637041,13.08,5.190987692,2,7.33,7,-1.009421387
Cr6Re6,283.55,1.77595044975923,4.762698044,0.675691961,13.08,5.190987692,2,7.33,6.48074069840786,-0.96355347
Cr6Re6,283.55,1.73642724871675,4.52634617,0.64948894,13.08,5.190987692,3,7.5,6.31635959765638,-1.451145006
Cr6Re6,283.55,1.81637324703978,4.983157123,0.701981787,13.08,5.190987692,3,6.95454545454545,6.64939976115098,-1.375472868
Cr6Rh6,335.67,1.66,3.718780971,0.52390723,30.36,5.111622684,1,7.5,6,-0.664937376
Cr6Rh6,335.67,1.84522929561104,3.681040019,0.636264901,30.36,5.111622684,3,7.5,6.86828545531999,-1.509075185
Cr6Rh6,335.67,2.05112720083206,3.561755862,0.746360517,30.36,5.111622684,3,7.5,7.86222418262669,-0.614522301
Cr6Ru6,280.795,1.66,3.859092514,0.573891943,16.59,5.066086825,1,7.5,6,-0.575392603
Cr6Ru6,280.795,2.2,3.842262888,0.801137753,16.59,5.066086825,1,7.5,8,0.626013124
Cr6Ru6,280.795,1.82339021116122,3.89203149,0.652583754,16.59,5.066086825,3,7.5,6.60385449778925,-1.612677767
Cr6Ru6,280.795,1.82339021116122,3.892037906,0.652594767,16.59,5.066086825,3,6.95454545454545,6.60385449778925,-1.360659807
Cr6Ru6,280.795,2.00286256756541,3.885130831,0.728308651,16.59,5.066086825,3,7.5,7.26848237132856,-1.111941228
Cr6Ru6,280.795,2.00286256756541,3.885027549,0.728146852,16.59,5.066086825,3,6.95454545454545,7.26848237132856,-0.826206867
Cr6Sc6,310.95,1.55328695463868,3.757670121,0.656728675,35.04,4.083576872,3,6.95454545454545,4.7622031559046,-2.633048742
Cr6Sc6,310.95,1.45343395388597,4.475610829,0.574069497,35.04,4.083576872,3,7.5,3.77976314968462,-2.769421994
Cr6Ta6,310.565,1.66,3.588007505,0.550104083,12.89,4.882619398,1,7.5,6,-0.65867835
Cr6Ta6,310.565,1.5,6.341278705,0.523074855,12.89,4.882619398,1,7.5,5,-0.456301846
Cr6Ta6,310.565,1.66,3.587947605,0.550081675,12.89,4.882619398,2,7.33,6,-2.287007152
Cr6Ta6,310.565,1.5,6.34107135,0.523073989,12.89,4.882619398,2,7.33,5,-2.28697858
Cr6Ta6,310.565,1.55154199650102,5.493145929,0.532998498,12.89,4.882619398,3,7.5,5.31329284591306,-2.552319913
Cr6Tc6,282.25,1.66,3.652982259,0.588530737,15.68,5.050599543,1,7.5,6,-0.688173585
Cr6Tc6,282.25,1.9,4.23667738,0.752685883,15.68,5.050599543,1,7.5,7,-0.158555291
Cr6Tc6,282.25,1.66,3.653100278,0.58854197,15.68,5.050599543,2,7.33,6,-1.556635786
Cr6Tc6,282.25,1.9,4.236742858,0.752778781,15.68,5.050599543,2,7.33,7,-0.888095894
Cr6Tc6,282.25,1.73642724871675,3.879187149,0.643270794,15.68,5.050599543,3,7.5,6.31635959765638,-1.61738969
Cr6Tc6,282.25,1.81637324703978,4.072411928,0.698011676,15.68,5.050599543,3,6.95454545454545,6.64939976115098,-1.360732462
Cr6Ti6,293.04,1.66,2.761580806,0.660311199,19.77,4.730201541,2,7.33,6,-2.672127555
Cr6Ti6,293.04,1.54,4.860992313,0.55131462,19.77,4.730201541,2,7.33,4,-2.458966635
Cr6Ti6,293.04,1.61899546522834,3.439540451,0.631614766,19.77,4.730201541,3,7.5,5.24148278841779,-2.656476383
Cr6Ti6,293.04,1.57900380507826,4.127066414,0.596325897,19.77,4.730201541,3,7.5,4.57885697021333,-2.670056496
Cr6V6,297,1.66,3.488949157,0.656152344,24.82,4.960805541,2,7.33,6,-1.67121163
Cr6V6,297,1.64993914682214,3.693792009,0.643654763,24.82,4.960805541,3,7.5,5.64621617328617,-2.442553681
Cr6V6,297,1.64993914682214,3.693717501,0.643650515,24.82,4.960805541,3,6.95454545454545,5.64621617328617,-2.414266495
Cr6V6,297,1.63993927000974,3.907383811,0.629829528,24.82,4.960805541,3,7.5,5.31329284591306,-2.427348368
Cr6V6,297,1.63993927000974,3.907521002,0.629843225,24.82,4.960805541,3,6.95454545454545,5.31329284591306,-2.456077058
Cr6W6,303.76,1.66,3.77392269,0.621974462,10.39,5.036435114,1,7.5,6,-0.322297073
Cr6W6,303.76,2.36,5.71904572,0.686771677,10.39,5.036435114,1,7.5,6,-0.817735011
Cr6W6,303.76,1.66,3.774084912,0.622023403,10.39,5.036435114,2,7.33,6,-1.682775924
Cr6W6,303.76,1.86656331627344,4.484722282,0.642106224,10.39,5.036435114,3,7.5,6,-1.671441975
Cr6W6,303.76,2.09883049015525,5.125193046,0.663645733,10.39,5.036435114,3,7.5,6,-2.11025071
Cr6Y6,327.87,1.66,4.558012449,0.673661626,18.09,3.570854445,2,7.33,6,-1.225965362
Cr6Y6,327.87,1.49804664255249,4.571457392,0.584705558,18.09,3.570854445,3,7.5,4.7622031559046,-0.954227584
Cr6Y6,327.87,1.35189382124264,4.563631473,0.474399541,18.09,3.570854445,3,6.95454545454545,3.77976314968462,-0.834360214
Cr6Zn6,278.745,1.66,2.76269343,0.536815634,12.22,4.833638743,1,7.5,6,-0.549737846
Cr6Zn6,278.745,1.66,2.762625975,0.536808031,12.22,4.833638743,2,7.33,6,-1.265047984
Cr6Zn6,278.745,1.65,0.993133417,0.996933186,12.22,4.833638743,1,7.5,12,-0.469304941
Cr6Zn6,278.745,1.66,2.762625975,0.536808031,12.22,4.833638743,2,7.33,6,-1.269777867
Cr6Zn6,278.745,1.65332662190882,3.53236291,0.851226857,12.22,4.833638743,3,6.95454545454545,9.5244063118092,-0.232298414
Cr6Zr6,307.1,1.66,2.604874024,0.633103624,23.58,4.475180716,1,7.5,6,-1.265933442
Cr6Zr6,307.1,1.33,6.11146062,0.638268422,23.58,4.475180716,1,7.5,4,0.02028527
Cr6Zr6,307.1,1.66,2.604823411,0.632990348,23.58,4.475180716,2,7.33,6,-2.608167877
Cr6Zr6,307.1,1.33,6.111984761,0.638417279,23.58,4.475180716,2,7.33,4,-2.164219456
Cr6Zr6,307.1,1.43198056370112,4.891957112,0.636066087,23.58,4.475180716,3,6.95454545454545,4.57885697021333,-2.686555303
Cu12,361.49,1.9,1.200165955,0.976938777,1.419,4.948590128,1,7.5,11,2.560818709
Cu12,361.49,1.9,1.200185032,0.976936295,1.419,4.948590128,3,7.5,11,0.927200286
Cu12,361.49,1.9,1.200207026,0.976936542,1.419,4.948590128,3,6.95454545454545,11,0.815140814
Cu6Fe6,324.07,1.83,1.400144559,0.509789078,7.845,4.90424063,1,7.5,8,0.706464125
Cu6Fe6,324.07,1.87637410384571,0.898932105,0.499795505,7.845,4.90424063,3,7.5,9.8921748864974,0.189130275
Cu6Fe6,324.07,1.87637410384571,0.898972785,0.499791711,7.845,4.90424063,3,6.95454545454545,9.8921748864974,0.013348953
Cu6Fe6,324.07,1.85304198820147,1.134959339,0.504724038,7.845,4.90424063,3,7.5,8.89592036227726,-0.446155809
Cu6Fe6,324.07,1.85304198820147,1.134975386,0.504722345,7.845,4.90424063,3,6.95454545454545,8.89592036227726,-0.427471929
Cu6Hf6,340.565,1.3,3.313466628,0.412989638,11.59,4.261887381,1,7.5,4,-1.077344266
Cu6Hf6,340.565,1.9,1.602273685,0.973141331,11.59,4.261887381,2,7.33,11,-3.186677545
Cu6Hf6,340.565,1.3,3.31348931,0.413020524,11.59,4.261887381,2,7.33,4,-3.187125988
Cu6Hg6,330.995,1.96609514498312,2.291951435,0.99013796,9.093,4.663385573,3,6.95454545454545,11.6569533665029,1.698876492
Cu6Hg6,330.995,1.96609514498312,2.291951435,0.99013796,9.093,4.663385573,3,6.95454545454545,11.6569533665029,1.483095796
Cu6Ir6,372.695,1.99515493883582,1.520087636,0.919208592,17.92,5.386608673,3,7.5,10.2882764781018,0.990622266
Cu6Ir6,372.695,1.99515493883582,1.520084422,0.919193401,17.92,5.386608673,3,6.95454545454545,10.2882764781018,1.094836288
Cu6Ir6,372.695,2.09507538418998,1.818710215,0.867606227,17.92,5.386608673,3,7.5,9.62260298998748,0.463873141
Cu6Ir6,372.695,2.09507538418998,1.818713361,0.867605986,17.92,5.386608673,3,6.95454545454545,9.62260298998748,0.297193347
Cu6La6,369.345,1.1,3.042351653,0.469398932,10.77,3.255371119,1,7.5,3,-0.625380051
Cu6La6,369.345,1.9,1.518600452,0.985312397,10.77,3.255371119,2,7.33,11,-2.52431627
Cu6La6,369.345,1.1,3.042284781,0.469315735,10.77,3.255371119,2,7.33,3,-2.527907356
Cu6Mn6,626.37,1.55,1.356657712,0.510836596,6.655,4.479711626,2,7.33,7,0.235717116
Cu6Mn6,626.37,1.77533221316052,1.06170835,0.500587076,6.655,4.479711626,3,6.95454545454545,9.4615249029094,0.885792995
Cu6Mn6,626.37,1.65884445636075,1.145954126,0.505635872,6.655,4.479711626,3,7.5,8.1382230443977,0.175920508
Cu6Mn6,626.37,1.71610023017305,1.086534619,0.503100709,6.655,4.479711626,5,7.615384615,8.77496438739212,0.859713605
Cu6Mo6,338.095,2.16,3.552343675,0.569014436,18.09,5.028660951,1,7.5,6,-0.796774082
Cu6Mo6,338.095,1.9,1.652050066,0.971031074,18.09,5.028660951,2,7.33,11,-1.307316379
Cu6Mo6,338.095,1.98298905745802,2.568187401,0.847195666,18.09,5.028660951,3,6.95454545454545,8.98763734707568,-0.510622979
Cu6Mo6,338.095,2.06960294842014,3.154140248,0.713586313,18.09,5.028660951,3,7.5,7.34342046204996,-1.416902336
Cu6Mo6,338.095,2.06960294842014,3.154143905,0.713585407,18.09,5.028660951,3,6.95454545454545,7.34342046204996,-1.269130236
Cu6Nb6,345.765,1.6,3.522421347,0.521396755,6.892,4.667111866,1,7.5,5,-0.939828953
Cu6Nb6,345.765,1.9,1.657649666,0.970290207,6.892,4.667111866,2,7.33,11,-1.843869766
Cu6Nb6,345.765,1.6,3.522409752,0.521424222,6.892,4.667111866,2,7.33,5,-1.843421322
Cu6Nb6,345.765,1.794220143693,2.55718515,0.846262263,6.892,4.667111866,3,7.5,8.45769055811492,-1.82498561
Cu6Nb6,345.765,1.794220143693,2.557051727,0.846292128,6.892,4.667111866,3,6.95454545454545,8.45769055811492,-0.938497364
Cu6Nb6,345.765,1.69432943370196,3.150763342,0.699044396,6.892,4.667111866,3,7.5,6.50295723425693,-1.825010508
Cu6Nb6,345.765,1.69432943370196,3.15076052,0.699045775,6.892,4.667111866,3,6.95454545454545,6.50295723425693,-0.93928146
Cu6Ni6,356.945,1.90332750241963,1.001518966,0.482429862,6.379,5.157360476,3,7.5,10.6560223676661,0.831957449
Cu6Ni6,356.945,1.90332750241963,1.001538993,0.482428856,6.379,5.157360476,3,6.95454545454545,10.6560223676661,0.669621408
Cu6Ni6,356.945,1.90666083235102,1.046636394,0.47672913,6.379,5.157360476,3,7.5,10.3228011545637,0.271208516
Cu6Ni6,356.945,1.90666083235102,1.046639061,0.476729555,6.379,5.157360476,3,6.95454545454545,10.3228011545637,0.235364593
