7.495426780322507476e-03,-4.955358029431873590e-02,2.119231227598639689e-01,6.074258337387195006e-02,-2.923403425465470606e-01,6.217713269737684678e-02,3.814442342590712576e-02,5.179056077441207551e-01,1.512731653817797339e-01
1.101463132501993236e+00,5.412525287897362869e-02,5.297674875854253840e-02,3.204194227530812733e-01,1.095497759466783905e-01,-9.875845675625734288e-02,2.896235810212848261e-01,-2.242771945468756134e-01,-5.039337040988052518e-02
-4.565948320626789236e-03,7.480653517286754706e-02,-1.701969482255954319e-02,-2.229919416567251456e-01,-2.123329004224332184e-01,1.431408480283552220e-01,4.363501023586896510e-02,3.550478124202244845e-01,9.582180931850783900e-02
-4.767733322877873436e-04,-1.078029824865779120e-02,1.164116481329564717e-01,-2.314219903774886178e-01,-1.049008209650507534e-01,3.795305552097067575e-02,-3.754037422763693843e-03,2.793346593540811922e-03,-2.317390682487674783e-02
-6.776484802702338606e-02,2.588812709741646415e-02,-4.360982372434378529e-02,-8.864039290483499700e-02,-2.149977007862179934e-01,2.537030109257569499e-02,-7.124823588035322439e-03,-1.052568267730641244e-01,-8.413208993879098263e-02
-3.005437179517332635e-02,-7.543430334418294025e-02,1.053417129979158789e-01,9.081570740545261144e-02,9.465969300784525184e-03,5.231844178675895685e-02,-2.898821554182185248e-02,-1.460150049808656147e-01,2.638509585934560586e-02
-6.959260181698304071e-02,3.799414890803524264e-02,1.079280663109457167e-01,-1.547806643361284984e-01,9.090416351961536079e-02,-2.269254902836013478e-03,3.502215607076999276e-02,-9.521376264074607465e-02,-6.974593044779012208e-02
3.568374763050774501e-03,7.049553118675723831e-03,5.626605684628030457e-02,-4.005969639971029145e-03,2.146250325940137482e-01,-3.731133411431473978e-02,5.744982330818912408e-02,-4.469364844383821866e-02,-1.664562022501216848e-02
-7.389456622524413071e-03,2.482771692983812284e-02,6.887735327386432238e-02,1.057139794067259685e-02,1.268047552860919469e-01,-3.480553263368169753e-02,2.359897771034212902e-02,-1.026972042436135046e-01,2.255627433046520844e-02
1.292035293019598408e+00,1.492447225993383947e-02,2.134885433821816225e-02,4.982234046341227907e-01,5.757168942547968848e-02,-1.356302307863231638e-01,2.291371535555946082e-01,-1.702043532344647003e-01,7.675197827363634123e-03
7.426259817425442944e-02,-6.397548456314122722e-02,-1.704838847423651924e-02,1.590972427453787308e-01,4.015015630191043905e-01,-3.329178368421438234e-03,6.531572823557588170e-02,-2.378810695578006604e-02,-6.448013349929973548e-02
4.247395296361565764e-01,-3.001581317372625443e-02,6.426456668130343941e-02,9.321593072731050589e-02,-6.654593565527879007e-02,-3.037268358395389667e-01,1.759691788389213321e-02,-1.447063927633156777e-01,-5.609575749867195399e-02
-4.652252348209392346e-02,1.950833586431905547e-02,1.259592883355530324e-01,-3.997184101637037829e-02,1.765859520938396210e-01,-3.250360616658711649e-02,2.968596574173319042e-02,-3.349027775856301681e-02,-5.524313427240302304e-02
-4.148600536941123018e-02,-2.229849390682600574e-02,2.388189099233983814e-01,1.644153006119238036e-01,1.162198568796591752e-01,4.158290156889117573e-02,-5.108179761333377436e-03,-9.760700176608935741e-02,6.596643573917926329e-02
-4.819182508280667188e-02,3.007385657309381150e-02,8.884230189458547366e-02,-1.779240279140630598e-01,3.359923291178263521e-02,-2.201115320983637255e-03,-1.625352640753052746e-02,-1.232871016610474352e-01,4.832454461944375029e-03
-8.459816325782593127e-02,4.324904512757404146e-02,-2.037680607597594507e-01,1.125383860068101538e-01,2.540860289784651060e-01,3.598522460861279526e-02,-4.449640379999832140e-02,-2.013343462743870105e-01,4.002943675753677794e-02
-1.076963074728563841e-02,2.471157123683576790e-02,2.970224998233511951e-02,2.521175892890418768e-01,2.965838153485857512e-02,-5.959401445788525820e-02,6.520841017128911447e-03,1.206619588164463755e-02,-3.381430040585201025e-02
-1.328050238389135995e-01,2.461840268679785920e-02,-1.025521061485781260e-01,9.198979356023109788e-02,-7.836981741508973476e-02,2.482627631833275034e-02,1.289784690119797836e-02,4.050730944818094204e-03,-5.769040828328286102e-02
-1.537421293041504322e-01,6.312442593926841441e-03,-6.421297365313183292e-02,3.516158584114458807e-01,5.760097566553727955e-01,-2.319435620925847791e-02,3.259292926581519034e-01,-1.135980938929058298e-01,4.232104364049343176e-02
-1.815022942409036388e-02,5.815759017723482610e-03,1.680724135045375545e-01,5.737049022433726719e-02,1.447231912871615733e-01,7.201975355241144183e-02,2.404633874562939894e-02,-9.269867064735838602e-02,5.314186375713836341e-02
2.083713891845018207e-02,5.829851925373079335e-02,8.111008825419199764e-02,1.731659575281662145e-01,3.041992513895301897e-01,-4.560375880135132676e-02,7.990542219122435952e-02,-3.724923351752966461e-02,-3.070597386759305741e-02
-1.818196595952441957e-02,-1.809612853221944859e-02,-6.690990256234286004e-02,-6.686229846001207067e-02,-1.952044772169153342e-01,7.557668040209401805e-02,-4.854810783892338222e-02,7.360373111441748974e-03,-5.801222011185291905e-02
1.209391842223683095e-02,-8.842380665264858164e-02,-4.960098296811891322e-02,-7.941559164793722536e-02,-2.432659520446100454e-01,1.744212700462057647e-02,-9.830653779736402142e-02,6.979970365674032992e-03,-5.128520369928855904e-03
-9.471107744990242550e-02,2.245330277438615726e-02,-5.796958600540488490e-03,1.565832809846076368e-01,4.063293438096429733e-01,-2.453798879014829418e-02,3.180058932298474028e-02,-7.742741389946632136e-02,4.236013288178025471e-02
-2.544001295634878285e-02,-1.653497620663146178e-03,7.887898449014331403e-02,9.984513994962687655e-02,3.481575546466876558e-02,-9.608939334621569017e-02,1.596990286496777212e-02,-9.118072037939864427e-03,-2.263442897344272731e-02
-2.349055757982627599e-02,-3.806344377738783702e-02,1.277624488568140371e-01,-9.097848730877285128e-02,1.857477018774918165e-01,-5.428297331380758928e-02,-3.508458904626358520e-03,-9.088202711085362207e-02,3.121392655011913375e-02
-4.608515010305519466e-02,2.253046105773959945e-02,5.305667027346208653e-02,-1.103049406399655014e-01,1.663892178813823897e-01,2.758119027292897825e-03,4.943719676383849515e-02,2.809313420457612218e-03,-2.548336700107608176e-03
-6.601829744624115870e-02,2.127266568396357638e-02,2.718124225401570560e-02,1.760422558496956280e-01,1.453483094442042933e-01,-1.614927236156774859e-01,-6.781957629772403240e-02,-2.332618593838481011e-02,-1.079492214656627425e-01
-5.405391994306425058e-02,-9.365128641120205877e-03,3.578548333388831965e-02,1.379812111710272682e-01,1.843589315794792738e-01,-3.087430546607164428e-03,2.384033883782838911e-02,-1.393073108197737942e-01,5.642115215246110843e-02
