Importances,Columns
0.008538966325487628,GCN
0.022292980770813854,DBW
0.025172591503965357,LC
0.02950846941599151,EN
0.03737034780171581,DOS
0.04235784238577017,DBF
0.051531437496080655,WF
0.2420218921056124,CN
0.9553140913801201,VE
