Importances,Columns
0.00937757994149534,GCN
0.02135425060181443,MV
0.036881262304200725,EA
0.05406269725979396,DOS
0.056631678589218415,LC
0.11965384843088511,DBF
0.16437216942557523,DBC
0.17015334612249364,SE
0.5368898355541074,CN
