Importances,Columns
0.015867732967906,GCN
0.025600562747471522,MV
0.02584377579531495,EA
0.044772209016524435,LC
0.061440257414248814,DOS
0.12549166834098727,DBF
0.14640342841245174,SE
0.1909261425287092,DBC
0.5520894893239355,CN
