Importances,Columns
0.014098988418160218,GCN
0.034034110160369294,LC
0.03612989042014973,MV
0.0590555956091679,DBF
0.08349829430379702,EN
0.09374280373178531,SE
0.09430646442864463,DOS
0.2988242028265362,DBC
0.5911597273810897,CN
