Importances,Columns
0.012181854262225456,GCN
0.041228326870950086,MV
0.04998432416393367,DBF
0.0583366308422529,EN
0.10237003178953756,DOS
0.14873490891331217,SE
0.15421014550924794,LC
0.24820355055220428,DBC
0.4274658908266259,CN
