Importances,Columns
0.012634680016189236,GCN
0.02592855511082226,MV
0.034142735208906635,EA
0.05952319791197005,LC
0.06837924372080764,DOS
0.12756718887420165,DBF
0.15545813179707335,SE
0.20345751180040686,DBC
0.5248976303056947,CN
