Importances,Columns
0.0066824621616795475,GCN
0.02370924289024673,DBW
0.023877699667709452,LC
0.033141589317939854,DBF
0.03813518353554579,EN
0.03944103963096638,DOS
0.05373998898835127,WF
0.2299736187278615,CN
1.019688182215401,VE
