Importances,Columns
0.02013833381528627,GCN
0.028572879647792516,MV
0.036306632048148844,EA
0.04545232737218728,DOS
0.0460764750868151,LC
0.1055697846415212,DBF
0.15863583413811622,SE
0.16520124042904608,DBC
0.6041442925573535,CN
