Importances,Columns
0.01669568950148125,GCN
0.03660713264231617,DOS
0.039559892375131446,LC
0.04531314508312769,WF
0.04883921901900318,DBW
0.08334166309812288,DBF
0.08494127697636733,EN
0.1993417116563539,CN
0.5683505840619902,VE
