Importances,Columns
0.01173655493825233,GCN
0.025703782872474035,LC
0.029523291824286646,DOS
0.053218770072631524,WF
0.053333069405958,DBW
0.06603564257989149,DBF
0.08724587735769097,EN
0.18530634316349492,CN
0.5940821622903044,VE
