Importances,Columns
0.017899191499873113,GCN
0.028090648366073355,MV
0.029528032557089957,EA
0.0636115068928656,LC
0.08148640693832038,DOS
0.11578017018866729,DBF
0.1967531772569168,SE
0.20621317195700292,DBC
0.4759915159482218,CN
