Importances,Columns
0.005377789421144763,GCN
0.027139572878395267,MV
0.029714689130172833,EA
0.052623738282414546,LC
0.06393187447001589,DOS
0.10987862689982224,DBF
0.14568803806534558,SE
0.17856596372106998,DBC
0.6462079997860817,CN
