Importances,Columns
0.006262129881724221,GCN
0.022552383682151733,MV
0.04286475565853346,DBF
0.07527258186828727,EN
0.10770367310571079,DOS
0.12329057058791944,LC
0.12329671473693178,SE
0.2516995172945912,DBC
0.4130796912434739,CN
