Importances,Columns
0.000535386365536672,GCN
0.03955338557764354,MV
0.04737338247667827,DBF
0.06461385391972714,DOS
0.07615422119880752,EN
0.13868721557886263,SE
0.16538318855391979,LC
0.2179731360887882,DBC
0.35329290880395875,CN
