Importances,Columns
0.007195228071574977,GCN
0.029289694840229606,MV
0.05478665331352787,DBF
0.0764447129573482,EN
0.08691295811645898,DOS
0.11175373236467334,SE
0.11651162476730148,LC
0.23545102389125588,DBC
0.4170926839438295,CN
