Importances,Columns
0.009491804044317176,GCN
0.022359402540191732,LC
0.027065302247125077,DOS
0.040097746321666815,DBW
0.05302373386954372,WF
0.06626884052293334,DBF
0.06782132145851634,EN
0.21617272197227516,CN
0.5617187781892711,VE
