Importances,Columns
0.0016554358013376347,GCN
0.02314652013299482,MV
0.06450149679283843,DBF
0.07765322379856866,EN
0.10741211175571067,SE
0.11195132598252995,DOS
0.11369636018356352,LC
0.3002399722435356,DBC
0.520473189653717,CN
