Importances,Columns
0.001461473705874794,GCN
0.023024648158889004,MV
0.029532152062315475,EA
0.06345497088567262,LC
0.09110121315805114,DOS
0.11055204310077797,DBF
0.1658424451152249,SE
0.17120047516441675,DBC
0.654910956258471,CN
