Importances,Columns
0.007267877834416392,GCN
0.026222628461952592,MV
0.0314789973520002,EA
0.050117440353698264,LC
0.05768054277613738,DOS
0.09661522860691202,DBF
0.15408417403389021,SE
0.196996166481653,DBC
0.6156789712329344,CN
