Importances,Columns
0.010180622082932212,GCN
0.03647372215322016,MV
0.043037197950802984,EA
0.0545832074151957,LC
0.05915988848224287,DOS
0.11564718470043074,DBF
0.17803369466680122,DBC
0.19446763388702806,SE
0.5139855988139926,CN
