Importances,Columns
0.012621282086655838,GCN
0.016131310104484466,LC
0.022333174675682355,DOS
0.03629023236544539,DBW
0.041921302716156336,WF
0.05827445944248886,DBF
0.07492178280589089,EN
0.2229586004516649,CN
0.5558636547771356,VE
