Psi, Adsorption Energy, Surface
27.99652957093424,0.587037715,Cu6Hf6
27.678978321428122,0.687920655,Cu6Zr6
20.528994823979385,1.377864069,Cu6Sc6
34.85824964229777,1.617196081,Cu6Re6
24.56240690316854,1.650907584,Cu6W6
63.684210526315795,1.70533974,Cu6Y6
44.19625613553559,1.76341999,Cu6Ir6
31.055619590343433,1.851158471,Cr6Cu6
37.77305565669471,1.884561941,Cu6Os6
34.85824964229777,1.885343588,Cu6Tc6
26.05612063107029,1.886466602,Cu6Ta6
26.056120631070357,1.896682708,Cu6Mo6
63.684210526315795,1.93691161,Cu6La6
43.15628353253199,1.987524103,Cu6Rh6
37.77305565669471,2.115206311,Cu6Ru6
24.651623486497844,2.130292847,Cu6V6
24.95881376396679,2.130566865,Cu6Nb6
19.014143373974324,2.176645126,Cu6Ti6
49.07896205989386,2.416516332,Co6Cu6
42.70674900830959,2.438740686,Cu6Fe6
44.869174099601025,2.508364413,Cu6Mn6
49.66541001053532,2.582668906,Cu6Pt6
55.88840021707842,2.669206141,Cu6Ni6
53.802758684896794,2.796323032,Cu6Pd6
63.684210526315795,3.628236398,Cd6Cu6
63.684210526315795,4.110073135,Cu12
63.684210526315795,4.134827194,Ag6Cu6
63.684210526315795,4.243781575,Cu6Zn6
63.684210526315795,4.393660381,Au6Cu6
