Psi, Adsorption Energy, Surface
12.307692307692307,-2.864514624,Hf6Pt6
12.030075187969924,-2.558963845,Pt6Zr6
8.181818181818182,-2.123916947,La6Pt6
23.01022599305774,-1.946600359,Pt6Ta6
12.430562601286985,-1.926026512,Pt6Sc6
7.377049180327869,-1.907761551,Pt6Y6
22.041191524984278,-1.705604234,Nb6Pt6
21.769911014446514,-1.624789554,Pt6V6
21.691123624189842,-1.399855221,Pt6W6
23.01022599305773,-1.234992602,Mo6Pt6
27.42529616155214,-1.173692702,Cr6Pt6
30.783408372589548,-0.650947187,Pt6Re6
30.783408372589548,-0.452070339,Pt6Tc6
33.35748093184907,0.140297541,Os6Pt6
33.35748093184907,0.214804895,Pt6Ru6
37.71443800187958,0.231125875,Fe6Pt6
43.34175545519327,0.425774074,Co6Pt6
49.355187504464475,0.634917914,Ni6Pt6
38.111423076538046,0.720528056,Pt6Rh6
39.029825511057226,0.725065691,Ir6Pt6
69.38635646410141,1.023988185,Pt6Zn6
56.23968729453155,1.170693735,Cu6Pt6
49.40673130970232,1.267181493,Ag6Pt6
44.38496431604935,1.272994797,Pd6Pt6
43.85964912280702,1.417018665,Pt12
68.28713769339558,1.4217012,Cd6Pt6
45.0845064685405,1.678456389,Au6Pt6
35.258565493376366,1.94565177,Mn6Pt6
61.034686091465524,2.002607237,Hg6Pt6
