Psi, Adsorption Energy, Surface
12.307692307692307,-0.900437073,Cu6Hf6
20.966349333827676,-0.800465306,Cu6Zr6
19.014143373974324,-0.75827011,Cu6Ti6
16.666666666666668,-0.754445142,Cu6Ta6
15.254237288135593,-0.746565813,Cu6W6
6.617647058823529,-0.708506339,Cu6Sc6
7.377049180327869,-0.704130749,Cu6Y6
24.95881376396679,-0.693316401,Cu6Nb6
24.651623486497844,-0.659828031,Cu6V6
26.056120631070357,-0.637616739,Cu6Mo6
63.684210526315795,-0.635279145,Cu6Re6
31.055619590343433,-0.632293103,Cr6Cu6
25.789473684210527,-0.481917418,Cu6Tc6
16.214758048116828,-0.441825798,Cu6La6
42.70674900830959,-0.406855632,Cu6Fe6
36.81818181818181,-0.381685238,Cu6Ir6
55.88840021707842,-0.337988381,Cu6Ni6
29.09090909090909,-0.334694171,Cu6Os6
49.07896205989386,-0.327433902,Co6Cu6
43.15628353253199,-0.321869038,Cu6Rh6
43.85964912280702,-0.309796707,Cu6Pt6
29.09090909090909,-0.277813263,Cu6Ru6
50.86223840955542,-0.22658484,Cu6Pd6
63.684210526315795,-0.053560439,Cu12
63.352515915538945,0.051979866,Ag6Cu6
63.684210526315795,0.151851087,Cu6Hg6
70.7371180917748,0.159172174,Cu6Zn6
57.81027884011307,0.164787243,Au6Cu6
63.684210526315795,0.171934721,Cd6Cu6
39.92578934475007,1.231930641,Cu6Mn6
