Psi, Adsorption Energy, Surface
12.307692307692307,-0.739253298,Hf6Pt6
23.01022599305774,-0.640233657,Pt6Ta6
12.030075187969924,-0.621889647,Pt6Zr6
15.254237288135593,-0.596738437,Pt6W6
22.041191524984278,-0.590736422,Nb6Pt6
21.769911014446514,-0.52795078,Pt6V6
23.01022599305773,-0.470261149,Mo6Pt6
16.79143807684989,-0.467562597,Pt6Ti6
27.42529616155214,-0.432063169,Cr6Pt6
25.789473684210527,-0.407946808,Pt6Re6
7.377049180327869,-0.401255121,Pt6Y6
36.81818181818181,-0.38702003,Ir6Pt6
43.85964912280702,-0.340017534,Ag6Pt6
30.783408372589548,-0.317942435,Pt6Tc6
12.430562601286985,-0.314158556,Pt6Sc6
43.85964912280702,-0.312314032,Pt12
43.85964912280702,-0.309796707,Cu6Pt6
29.09090909090909,-0.308441036,Os6Pt6
44.38496431604935,-0.306656241,Pd6Pt6
38.111423076538046,-0.291889984,Pt6Rh6
49.355187504464475,-0.284464542,Ni6Pt6
33.35748093184907,-0.262794756,Pt6Ru6
43.85964912280702,-0.250679296,Cd6Pt6
43.85964912280702,-0.247521278,Au6Pt6
43.34175545519327,-0.226542254,Co6Pt6
14.31929381939576,-0.207741637,La6Pt6
43.85964912280702,-0.184417263,Pt6Zn6
43.85964912280702,-0.153773571,Hg6Pt6
37.71443800187958,0.079090568,Fe6Pt6
