Psi, Adsorption Energy, Surface
22.970304235367617,1.322552169,Pt6Zr6
33.35748093184907,1.480621193,Os6Pt6
30.783408372589548,1.509700638,Pt6Re6
21.691123624189842,1.615414552,Pt6W6
23.233834511910736,1.661174983,Hf6Pt6
39.029825511057226,1.678740204,Ir6Pt6
33.35748093184907,1.704283666,Pt6Ru6
30.783408372589548,1.706457447,Pt6Tc6
23.01022599305773,1.759121679,Mo6Pt6
27.42529616155214,1.867945174,Cr6Pt6
38.111423076538046,1.893514623,Pt6Rh6
23.01022599305774,1.945962932,Pt6Ta6
21.769911014446514,2.000818225,Pt6V6
44.38496431604935,2.063205493,Pd6Pt6
22.041191524984278,2.119152778,Nb6Pt6
43.85964912280702,2.222465831,Pt12
46.526349591775954,2.34829508,Ni6Pt6
43.85964912280702,2.481784605,Pt6Sc6
49.40673130970232,2.495111516,Ag6Pt6
43.85964912280702,2.551482483,Pt6Y6
49.66541001053532,2.582668906,Cu6Pt6
43.59993333287659,2.583624025,Co6Pt6
45.0845064685405,2.623943949,Au6Pt6
37.71443800187958,2.688282001,Fe6Pt6
43.85964912280702,2.733575349,La6Pt6
27.137917796286082,3.135507626,Pt6Ti6
43.85964912280702,3.265591918,Cd6Pt6
55.16576155937224,3.694731361,Pt6Zn6
35.258565493376366,4.211434587,Mn6Pt6
