Psi, Adsorption Energy, Surface
12.307692307692307,-3.187125988,Cu6Hf6
12.030075187969924,-2.895954793,Cu6Zr6
14.076012932203518,-2.688223361,Cu6Sc6
7.377049180327869,-2.582540468,Cu6Y6
8.181818181818182,-2.527907356,Cu6La6
19.014143373974324,-2.509730016,Cu6Ti6
63.684210526315795,-2.2387796,Cu6Ta6
24.651623486497844,-1.872181986,Cu6V6
63.684210526315795,-1.843869766,Cu6Nb6
31.055619590343433,-1.646489136,Cr6Cu6
15.254237288135593,-1.632360849,Cu6W6
26.056120631070357,-1.416902336,Cu6Mo6
34.85824964229777,-1.007275089,Cu6Re6
34.85824964229777,-0.716398865,Cu6Tc6
42.70674900830959,-0.446155809,Cu6Fe6
37.77305565669471,-0.22997048,Cu6Os6
37.77305565669471,-0.099503323,Cu6Ru6
49.07896205989386,-0.097794856,Co6Cu6
39.92578934475007,0.175920508,Cu6Mn6
55.88840021707842,0.235364593,Cu6Ni6
44.19625613553559,0.297193347,Cu6Ir6
43.15628353253199,0.383054515,Cu6Rh6
63.684210526315795,0.515538987,Cd6Cu6
78.5711220187297,0.640969725,Cu6Zn6
63.684210526315795,0.815140814,Cu12
63.684210526315795,0.844416181,Ag6Cu6
63.684210526315795,1.133460807,Cu6Pd6
56.23968729453155,1.170693735,Cu6Pt6
57.81027884011307,1.365880039,Au6Cu6
69.11392977881034,1.483095796,Cu6Hg6
