adsorbate,surface,reaction energy (eV),site,S. designation,ads_site,ads_indices,ads+neighbors_site,ads+neighbors_indices,Coordination_Number,lattice_constant_alloy,molar_volume_alloy,EN_alloy,IE_alloy,EA_alloy,Sublimation Energy
C,Ag6Fe6,3.543872401,hollow-tilt|A_A_B|FCC,L1_o,"['Fe', 'Ag', 'Ag']","[9, 11, 12]","['Fe', 'Fe', 'Ag', 'Ag', 'Fe', 'Fe', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,347.59,8.68,1.896073795,7.6849787,0.918333333,297.8
C,Ag6Fe6,3.546400474,hollow-tilt|A_A_B|HCP,L1_o,"['Fe', 'Ag', 'Ag']","[10, 11, 12]","['Fe', 'Fe', 'Ag', 'Ag', 'Fe', 'Fe', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,347.59,8.68,1.896073795,7.6849787,0.918333333,297.8
C,Ag6Hf6,3.821319126,hollow|A_A_B|HCP,L1_o,"['Ag', 'Ag', 'Hf']","[9, 10, 11]","['Ag', 'Ag', 'Hf', 'Hf', 'Ag', 'Ag', 'Hf', 'Hf']","[5, 6, 7, 8, 9, 10, 11, 12]",3,364.085,11.855,1.691814165,7.325846,0.872666667,396.0333333
C,Ag6Hf6,3.696152203,hollow|A_A_B|FCC,L1_o,"['Ag', 'Ag', 'Hf']","[9, 10, 12]","['Ag', 'Ag', 'Hf', 'Hf', 'Ag', 'Ag', 'Hf', 'Hf']","[5, 6, 7, 8, 9, 10, 11, 12]",3,364.085,11.855,1.691814165,7.325846,0.872666667,396.0333333
C,Ag6Hf6,2.068734574,hollow|A_B_B|HCP,L1_o,"['Ag', 'Hf', 'Hf']","[10, 11, 12]","['Ag', 'Ag', 'Hf', 'Hf', 'Ag', 'Ag', 'Hf', 'Hf']","[5, 6, 7, 8, 9, 10, 11, 12]",3,364.085,11.855,1.483023403,7.075458,0.443333333,525.7666667
C,Ag6Hf6,2.212417347,hollow|A_B_B|FCC,L1_o,"['Ag', 'Hf', 'Hf']","[9, 11, 12]","['Ag', 'Ag', 'Hf', 'Hf', 'Ag', 'Ag', 'Hf', 'Hf']","[5, 6, 7, 8, 9, 10, 11, 12]",3,364.085,11.855,1.483023403,7.075458,0.443333333,525.7666667
C,Ag6Hg6,5.556749351,hollow|A_B_B|FCC,L1_o,"['Ag', 'Hg', 'Hg']","[9, 11, 12]","['Ag', 'Ag', 'Hg', 'Hg', 'Ag', 'Ag', 'Hg', 'Hg']","[5, 6, 7, 8, 9, 10, 11, 12]",3,354.515,12.18,1.976389024,9.483747333,0.434,129.76
C,Ag6Ir6,1.744027253,bridge|B_B|A,L1_o,"['Ir', 'Ir']","[11, 12]","['Ag', 'Ag', 'Ir', 'Ir', 'Ag', 'Ag', 'Ir', 'Ir']","[5, 6, 7, 8, 9, 10, 11, 12]",2,396.215,9.395,2.2,8.96702,1.5638,586
C,Ag6Ir6,3.398978585,hollow|A_A_B|FCC,L1_o,"['Ag', 'Ag', 'Ir']","[9, 10, 12]","['Ag', 'Ag', 'Ir', 'Ir', 'Ag', 'Ag', 'Ir', 'Ir']","[5, 6, 7, 8, 9, 10, 11, 12]",3,396.215,9.395,2.016101687,8.039829333,1.389266667,372.8666667
C,Ag6Ir6,3.12616242,hollow-tilt|A_A_B|HCP,L1_o,"['Ag', 'Ag', 'Ir']","[9, 10, 11]","['Ag', 'Ag', 'Ir', 'Ir', 'Ag', 'Ag', 'Ir', 'Ir']","[5, 6, 7, 8, 9, 10, 11, 12]",3,396.215,9.395,2.016101687,8.039829333,1.389266667,372.8666667
C,Ag6La6,5.766888718,top|B,L1_o,['La'],[10],"['La', 'La', 'Ag', 'La', 'La', 'Ag', 'Ag']","[5, 6, 8, 9, 10, 11, 12]",1,392.865,16.33,1.1,5.5769,0.47,406.2
C,Ag6La6,2.805203603,hollow|A_B_B|FCC,L1_o,"['La', 'La', 'Ag']","[9, 10, 11]","['La', 'La', 'Ag', 'Ag', 'La', 'La', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,392.865,16.33,1.32672494,6.243344667,0.747333333,359.5666667
C,Ag6La6,1.917778197,4fold|A_A_B_B,L1_o,"['La', 'La', 'Ag', 'Ag']","[9, 10, 11, 12]","['La', 'La', 'Ag', 'Ag', 'La', 'La', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",5,392.865,16.33,1.457051818,6.576567,0.886,336.25
C,Ag6Mn6,3.62682576,bridge|B_B|A,L1_o,"['Mn', 'Mn']","[9, 10]","['Mn', 'Mn', 'Ag', 'Ag', 'Mn', 'Mn', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",2,649.89,8.81,1.55,7.434038,0,233.2
C,Ag6Mo6,3.189311198,hollow|A_A_B|HCP,L1_o,"['Mo', 'Ag', 'Ag']","[10, 11, 12]","['Mo', 'Mo', 'Ag', 'Ag', 'Mo', 'Mo', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,361.615,9.825,2.003808078,7.414966,1.117333333,389.5333333
C,Ag6Mo6,2.919558491,hollow|A_A_B|FCC,L1_o,"['Mo', 'Ag', 'Ag']","[9, 11, 12]","['Mo', 'Mo', 'Ag', 'Ag', 'Mo', 'Mo', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,361.615,9.825,2.003808078,7.414966,1.117333333,389.5333333
C,Ag6Mo6,1.836787187,hollow|A_B_B|HCP,L1_o,"['Mo', 'Mo', 'Ag']","[9, 10, 11]","['Mo', 'Mo', 'Ag', 'Ag', 'Mo', 'Mo', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,361.615,9.825,2.080438763,7.253698,0.932666667,512.7666667
C,Ag6Mo6,1.929447935,hollow|A_B_B|FCC,L1_o,"['Mo', 'Mo', 'Ag']","[9, 10, 12]","['Mo', 'Mo', 'Ag', 'Ag', 'Mo', 'Mo', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,361.615,9.825,2.080438763,7.253698,0.932666667,512.7666667
C,Ag6Mo6,2.91946298,hollow-tilt|A_A_B|FCC,L1_o,"['Mo', 'Ag', 'Ag']","[9, 11, 12]","['Mo', 'Mo', 'Ag', 'Ag', 'Mo', 'Mo', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,361.615,9.825,2.003808078,7.414966,1.117333333,389.5333333
C,Ag6Nb6,3.395911317,hollow|A_A_B|HCP,L1_o,"['Nb', 'Ag', 'Ag']","[10, 11, 12]","['Nb', 'Nb', 'Ag', 'Ag', 'Nb', 'Nb', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,369.285,10.55,1.813057316,7.303772667,1.173333333,416.4666667
C,Ag6Nb6,3.373781115,hollow|A_A_B|FCC,L1_o,"['Nb', 'Ag', 'Ag']","[9, 11, 12]","['Nb', 'Nb', 'Ag', 'Ag', 'Nb', 'Nb', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,369.285,10.55,1.813057316,7.303772667,1.173333333,416.4666667
C,Ag6Nb6,2.097416461,hollow|A_B_B|HCP,L1_o,"['Nb', 'Nb', 'Ag']","[9, 10, 11]","['Nb', 'Nb', 'Ag', 'Ag', 'Nb', 'Nb', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,369.285,10.55,1.70320043,7.031311333,1.044666667,566.6333333
C,Ag6Nb6,2.128556624,hollow|A_B_B|FCC,L1_o,"['Nb', 'Nb', 'Ag']","[9, 10, 12]","['Nb', 'Nb', 'Ag', 'Ag', 'Nb', 'Nb', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,369.285,10.55,1.70320043,7.031311333,1.044666667,566.6333333
C,Ag6Ni6,2.543948195,bridge|B_B|A,L1_o,"['Ni', 'Ni']","[9, 10]","['Ni', 'Ni', 'Ag', 'Ag', 'Ni', 'Ni', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",2,380.465,8.43,1.91,7.639878,1.156,395.2
C,Ag6Ni6,4.164549237,hollow-tilt|A_A_B|FCC,L1_o,"['Ni', 'Ag', 'Ag']","[9, 11, 12]","['Ni', 'Ni', 'Ag', 'Ag', 'Ni', 'Ni', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,380.465,8.43,1.923310172,7.597448667,1.253333333,309.2666667
C,Ag6Ni6,4.149397938,hollow-tilt|A_A_B|HCP,L1_o,"['Ni', 'Ag', 'Ag']","[10, 11, 12]","['Ni', 'Ni', 'Ag', 'Ag', 'Ni', 'Ni', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,380.465,8.43,1.923310172,7.597448667,1.253333333,309.2666667
C,Ag6Os6,3.875474542,top|B,L1_o,['Os'],[11],"['Ag', 'Ag', 'Os', 'Ag', 'Ag', 'Os', 'Os']","[5, 6, 8, 9, 10, 11, 12]",1,340.985,9.345,2.2,8.43823,1.1,661
C,Ag6Os6,2.434752313,bridge-tilt|B_B|B,L1_o,"['Os', 'Os']","[11, 12]","['Ag', 'Ag', 'Os', 'Os', 'Ag', 'Ag', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",2,340.985,9.345,2.2,8.43823,1.1,661
C,Ag6Os6,3.930431878,hollow-tilt|A_A_B|FCC,L1_o,"['Ag', 'Ag', 'Os']","[9, 10, 12]","['Ag', 'Ag', 'Os', 'Os', 'Ag', 'Ag', 'Os', 'Os']","[5, 6, 7, 8, 9, 10, 11, 12]",3,340.985,9.345,2.016101687,7.863566,1.234666667,397.8666667
C,Ag6Pd6,7.029893944,top|A,L1_o,['Ag'],[12],"['Pd', 'Ag', 'Ag', 'Pd', 'Pd', 'Ag', 'Ag']","[6, 7, 8, 9, 10, 11, 12]",1,398.8,9.415,1.93,7.576234,1.302,266.3
C,Ag6Pd6,3.440907517,bridge|B_B|A,L1_o,"['Pd', 'Pd']","[9, 10]","['Pd', 'Pd', 'Ag', 'Ag', 'Pd', 'Pd', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",2,398.8,9.415,2.2,8.336839,0.562,396.7
C,Ag6Pd6,4.602759457,hollow|A_A_B|HCP,L1_o,"['Pd', 'Ag', 'Ag']","[10, 11, 12]","['Pd', 'Pd', 'Ag', 'Ag', 'Pd', 'Pd', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,398.8,9.415,2.016101687,7.829769,1.055333333,309.7666667
C,Ag6Pd6,4.541566089,hollow|A_A_B|FCC,L1_o,"['Pd', 'Ag', 'Ag']","[9, 11, 12]","['Pd', 'Pd', 'Ag', 'Ag', 'Pd', 'Pd', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,398.8,9.415,2.016101687,7.829769,1.055333333,309.7666667
C,Ag6Pd6,3.373778258,hollow|A_B_B|HCP,L1_o,"['Pd', 'Pd', 'Ag']","[9, 10, 11]","['Pd', 'Pd', 'Ag', 'Ag', 'Pd', 'Pd', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,398.8,9.415,2.106044565,8.083304,0.808666667,353.2333333
C,Ag6Pt6,7.272798539,top|A,L1_o,['Ag'],[9],"['Ag', 'Pt', 'Pt', 'Ag', 'Ag', 'Pt', 'Pt']","[6, 7, 8, 9, 10, 11, 12]",1,400.475,9.68,1.93,7.576234,1.302,266.3
C,Ag6Pt6,2.499578673,bridge|B_B|A,L1_o,"['Pt', 'Pt']","[11, 12]","['Ag', 'Ag', 'Pt', 'Pt', 'Ag', 'Ag', 'Pt', 'Pt']","[5, 6, 7, 8, 9, 10, 11, 12]",2,400.475,9.68,2.28,8.95883,2.128,510
C,Ag6Pt6,4.062552534,hollow|A_A_B|FCC,L1_o,"['Ag', 'Ag', 'Pt']","[9, 10, 12]","['Ag', 'Ag', 'Pt', 'Pt', 'Ag', 'Ag', 'Pt', 'Pt']","[5, 6, 7, 8, 9, 10, 11, 12]",3,400.475,9.68,2.040248912,8.037099333,1.577333333,347.5333333
C,Ag6Pt6,2.495111516,hollow|A_B_B|HCP,L1_o,"['Ag', 'Pt', 'Pt']","[10, 11, 12]","['Ag', 'Ag', 'Pt', 'Pt', 'Ag', 'Ag', 'Pt', 'Pt']","[5, 6, 7, 8, 9, 10, 11, 12]",3,400.475,9.68,2.15679566,8.497964667,1.852666667,428.7666667
C,Ag6Pt6,2.498024631,hollow|A_B_B|FCC,L1_o,"['Ag', 'Pt', 'Pt']","[9, 11, 12]","['Ag', 'Ag', 'Pt', 'Pt', 'Ag', 'Ag', 'Pt', 'Pt']","[5, 6, 7, 8, 9, 10, 11, 12]",3,400.475,9.68,2.15679566,8.497964667,1.852666667,428.7666667
C,Ag6Pt6,4.070313629,hollow-tilt|A_A_B|HCP,L1_o,"['Ag', 'Ag', 'Pt']","[9, 10, 11]","['Ag', 'Ag', 'Pt', 'Pt', 'Ag', 'Ag', 'Pt', 'Pt']","[5, 6, 7, 8, 9, 10, 11, 12]",3,400.475,9.68,2.040248912,8.037099333,1.577333333,347.5333333
C,Ag6Re6,1.434722255,bridge|B_B|B,L1_o,"['Re', 'Re']","[11, 12]","['Ag', 'Ag', 'Re', 'Re', 'Ag', 'Ag', 'Re', 'Re']","[5, 6, 7, 8, 9, 10, 11, 12]",2,342.315,9.565,1.9,7.83352,0.15,738
C,Ag6Re6,1.517061182,hollow|A_B_B|FCC,L1_o,"['Ag', 'Re', 'Re']","[9, 11, 12]","['Ag', 'Ag', 'Re', 'Re', 'Ag', 'Ag', 'Re', 'Re']","[5, 6, 7, 8, 9, 10, 11, 12]",3,342.315,9.565,1.909947825,7.747758,0.534,580.7666667
C,Ag6Re6,2.865587569,hollow-tilt|A_A_B|FCC,L1_o,"['Ag', 'Ag', 'Re']","[9, 10, 12]","['Ag', 'Ag', 'Re', 'Re', 'Ag', 'Ag', 'Re', 'Re']","[5, 6, 7, 8, 9, 10, 11, 12]",3,342.315,9.565,1.919947734,7.661996,0.918,423.5333333
C,Ag6Rh6,1.907733523,bridge|B_B|A,L1_o,"['Rh', 'Rh']","[9, 10]","['Rh', 'Rh', 'Ag', 'Ag', 'Rh', 'Rh', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",2,394.435,9.275,2.28,7.4589,1.137,516.7
C,Ag6Rh6,3.538365089,hollow|A_A_B|FCC,L1_o,"['Rh', 'Ag', 'Ag']","[9, 11, 12]","['Rh', 'Rh', 'Ag', 'Ag', 'Rh', 'Rh', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,394.435,9.275,2.040248912,7.537122667,1.247,349.7666667
C,Ag6Rh6,3.440840986,hollow-tilt|A_A_B|HCP,L1_o,"['Rh', 'Ag', 'Ag']","[10, 11, 12]","['Rh', 'Rh', 'Ag', 'Ag', 'Rh', 'Rh', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,394.435,9.275,2.040248912,7.537122667,1.247,349.7666667
C,Ag6Ru6,3.344863305,top|B,L1_o,['Ru'],[10],"['Ru', 'Ru', 'Ag', 'Ru', 'Ru', 'Ag', 'Ag']","[5, 6, 8, 9, 10, 11, 12]",1,339.56,9.22,2.2,7.3605,1.05,605.7
C,Ag6Ru6,2.11848365,bridge|B_B|B,L1_o,"['Ru', 'Ru']","[9, 10]","['Ru', 'Ru', 'Ag', 'Ag', 'Ru', 'Ru', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",2,339.56,9.22,2.2,7.3605,1.05,605.7
C,Ag6Ru6,2.117695881,hollow|A_B_B|FCC,L1_o,"['Ru', 'Ru', 'Ag']","[9, 10, 12]","['Ru', 'Ru', 'Ag', 'Ag', 'Ru', 'Ru', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,339.56,9.22,2.106044565,7.432411333,1.134,492.5666667
C,Ag6Ru6,3.348749499,hollow-tilt|A_A_B|FCC,L1_o,"['Ru', 'Ag', 'Ag']","[9, 11, 12]","['Ru', 'Ru', 'Ag', 'Ag', 'Ru', 'Ru', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,339.56,9.22,2.016101687,7.504322667,1.218,379.4333333
C,Ag6Sc6,2.723424823,hollow|A_B_B|HCP,L1_o,"['Sc', 'Sc', 'Ag']","[9, 10, 11]","['Sc', 'Sc', 'Ag', 'Ag', 'Sc', 'Sc', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,369.715,12.635,1.528310893,6.899738,0.559333333,311.4333333
C,Ag6Sc6,1.677475011,4fold|A_A_B_B,L1_o,"['Sc', 'Sc', 'Ag', 'Ag']","[9, 10, 11, 12]","['Sc', 'Sc', 'Ag', 'Ag', 'Sc', 'Sc', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",5,369.715,12.635,1.620123452,7.068862,0.745,300.15
C,Ag6Ta6,3.430066502,hollow|A_A_B|HCP,L1_o,"['Ag', 'Ag', 'Ta']","[9, 10, 11]","['Ag', 'Ag', 'Ta', 'Ta', 'Ag', 'Ag', 'Ta', 'Ta']","[5, 6, 7, 8, 9, 10, 11, 12]",3,369.33,10.56,1.774469854,7.567346333,0.975333333,434.5333333
C,Ag6Ta6,3.440241247,hollow|A_A_B|FCC,L1_o,"['Ag', 'Ag', 'Ta']","[9, 10, 12]","['Ag', 'Ag', 'Ta', 'Ta', 'Ag', 'Ag', 'Ta', 'Ta']","[5, 6, 7, 8, 9, 10, 11, 12]",3,369.33,10.56,1.774469854,7.567346333,0.975333333,434.5333333
C,Ag6Ta6,1.793768166,hollow|A_B_B|HCP,L1_o,"['Ag', 'Ta', 'Ta']","[10, 11, 12]","['Ag', 'Ag', 'Ta', 'Ta', 'Ag', 'Ag', 'Ta', 'Ta']","[5, 6, 7, 8, 9, 10, 11, 12]",3,369.33,10.56,1.631473194,7.558458667,0.648666667,602.7666667
C,Ag6Ta6,1.763020254,hollow|A_B_B|FCC,L1_o,"['Ag', 'Ta', 'Ta']","[9, 11, 12]","['Ag', 'Ag', 'Ta', 'Ta', 'Ag', 'Ag', 'Ta', 'Ta']","[5, 6, 7, 8, 9, 10, 11, 12]",3,369.33,10.56,1.631473194,7.558458667,0.648666667,602.7666667
C,Ag6Tc6,1.942400146,bridge|B_B|B,L1_o,"['Tc', 'Tc']","[9, 10]","['Tc', 'Tc', 'Ag', 'Ag', 'Tc', 'Tc', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",2,341.015,9.45,1.9,7.11938,0.55,573
C,Ag6Tc6,1.95520283,hollow|A_B_B|FCC,L1_o,"['Tc', 'Tc', 'Ag']","[9, 10, 12]","['Tc', 'Tc', 'Ag', 'Ag', 'Tc', 'Tc', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,341.015,9.45,1.909947825,7.271664667,0.800666667,470.7666667
C,Ag6Tc6,2.964223665,hollow-tilt|A_A_B|FCC,L1_o,"['Tc', 'Ag', 'Ag']","[9, 11, 12]","['Tc', 'Tc', 'Ag', 'Ag', 'Tc', 'Tc', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,341.015,9.45,1.919947734,7.423949333,1.051333333,368.5333333
C,Ag6Ti6,3.727911697,hollow|A_A_B|HCP,L1_o,"['Ti', 'Ag', 'Ag']","[10, 11, 12]","['Ti', 'Ti', 'Ag', 'Ag', 'Ti', 'Ti', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,351.805,10.455,1.790104755,7.326862667,0.894333333,325.4333333
C,Ag6Ti6,3.489275072,hollow|A_A_B|FCC,L1_o,"['Ti', 'Ag', 'Ag']","[9, 11, 12]","['Ti', 'Ti', 'Ag', 'Ag', 'Ti', 'Ti', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,351.805,10.455,1.790104755,7.326862667,0.894333333,325.4333333
C,Ag6Ti6,2.041283185,hollow|A_B_B|HCP,L1_o,"['Ti', 'Ti', 'Ag']","[9, 10, 11]","['Ti', 'Ti', 'Ag', 'Ag', 'Ti', 'Ti', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,351.805,10.455,1.660349759,7.077491333,0.486666667,384.5666667
C,Ag6Ti6,2.212329591,hollow|A_B_B|FCC,L1_o,"['Ti', 'Ti', 'Ag']","[9, 10, 12]","['Ti', 'Ti', 'Ag', 'Ag', 'Ti', 'Ti', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,351.805,10.455,1.660349759,7.077491333,0.486666667,384.5666667
C,Ag6V6,2.044353718,bridge|B_B|B,L1_o,"['V', 'V']","[9, 10]","['V', 'V', 'Ag', 'Ag', 'V', 'V', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",2,355.765,9.295,1.63,6.746187,0.525,475.8
C,Ag6V6,3.338592714,hollow|A_A_B|HCP,L1_o,"['V', 'Ag', 'Ag']","[10, 11, 12]","['V', 'V', 'Ag', 'Ag', 'V', 'V', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,355.765,9.295,1.82431883,7.299551667,1.043,336.1333333
C,Ag6V6,1.993154955,hollow|A_B_B|HCP,L1_o,"['V', 'V', 'Ag']","[9, 10, 11]","['V', 'V', 'Ag', 'Ag', 'V', 'V', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,355.765,9.295,1.724424453,7.022869333,0.784,405.9666667
C,Ag6V6,3.242404962,hollow-tilt|A_A_B|FCC,L1_o,"['V', 'Ag', 'Ag']","[9, 11, 12]","['V', 'V', 'Ag', 'Ag', 'V', 'V', 'Ag', 'Ag']","[5, 6, 7, 8, 9, 10, 11, 12]",3,355.765,9.295,1.82431883,7.299551667,1.043,336.1333333
C,Ag6W6,3.113981108,hollow|A_A_B|HCP,L1_o,"['Ag', 'Ag', 'W']","[9, 10, 11]","['Ag', 'Ag', 'W', 'W', 'Ag', 'Ag', 'W', 'W']","[5, 6, 7, 8, 9, 10, 11, 12]",3,362.525,9.87,2.063837695,7.672166,1.140086667,455.8666667
