adsorbate,surface,reaction energy (eV),site,S. designation,ads_site,ads_indices,ads+neighbors_site,ads+neighbors_indices,Coordination_Number,lattice_constant_alloy,molar_volume_alloy,EN_alloy,IE_alloy,EA_alloy,Sublimation Energy,Valence Electrons,Beta
O,Ir6V6,-1.726014949,hollow|A_B_B|FCC,L1_o,"['V', 'V', 'Ir']","[9, 10, 12]","['V', 'V', 'Ir', 'Ir', 'V', 'V', 'Ir', 'Ir']","[5, 6, 7, 8, 9, 10, 11, 12]",3,343.45,8.42,1.8013549468883434,7.4864646666666665,0.8712666666666667,512.5333333333333,6.333333333333333,1.0
O,Ir6W6,-0.800135504,top|B,L1_o,['W'],[10],"['W', 'W', 'Ir', 'W', 'W', 'Ir', 'Ir']","[5, 6, 8, 9, 10, 11, 12]",1,350.21,8.995000000000001,2.36,7.86403,0.81626,835.0,6.0,1.0
O,Ir6W6,-0.238246006,hollow|A_A_B|HCP,L1_o,"['W', 'Ir', 'Ir']","[10, 11, 12]","['W', 'W', 'Ir', 'Ir', 'W', 'W', 'Ir', 'Ir']","[5, 6, 7, 8, 9, 10, 11, 12]",3,350.21,8.995000000000001,2.252090238647488,8.599356666666665,1.3146200000000001,669.0,8.0,1.0
O,Ir6W6,-1.339652347,hollow|A_B_B|HCP,L1_o,"['W', 'W', 'Ir']","[9, 10, 11]","['W', 'W', 'Ir', 'Ir', 'W', 'W', 'Ir', 'Ir']","[5, 6, 7, 8, 9, 10, 11, 12]",3,350.21,8.995000000000001,2.305413837732408,8.231693333333332,1.06544,752.0,7.0,1.0
O,Ir6W6,-1.079505939,hollow|A_B_B|FCC,L1_o,"['W', 'W', 'Ir']","[9, 10, 12]","['W', 'W', 'Ir', 'Ir', 'W', 'W', 'Ir', 'Ir']","[5, 6, 7, 8, 9, 10, 11, 12]",3,350.21,8.995000000000001,2.305413837732408,8.231693333333332,1.06544,752.0,7.0,1.0
O,Ir6Y6,-1.002376223,bridge|B_B|A,L1_o,"['Y', 'Y']","[9, 10]","['Y', 'Y', 'Ir', 'Ir', 'Y', 'Y', 'Ir', 'Ir']","[5, 6, 7, 8, 9, 10, 11, 12]",2,374.32,14.2,1.22,6.21726,0.307,391.4,3.0,1.0
O,Ir6Y6,-1.517482686,hollow|A_B_B|FCC,L1_o,"['Y', 'Y', 'Ir']","[9, 10, 11]","['Y', 'Y', 'Ir', 'Ir', 'Y', 'Y', 'Ir', 'Ir']","[5, 6, 7, 8, 9, 10, 11, 12]",3,374.32,14.2,1.484957807339265,7.133846666666665,0.7259333333333333,456.26666666666665,5.0,1.0
O,Ir6Y6,-1.291290371,4fold|A_A_B_B,L1_o,"['Y', 'Y', 'Ir', 'Ir']","[9, 10, 11, 12]","['Y', 'Y', 'Ir', 'Ir', 'Y', 'Y', 'Ir', 'Ir']","[5, 6, 7, 8, 9, 10, 11, 12]",5,374.32,14.2,1.6382917933017915,7.592139999999999,0.9354,488.7,6.0,1.0
O,Ir6Zn6,0.899058,bridge|B_B|A,L1_o,"['Zn', 'Zn']","[9, 10]","['Zn', 'Zn', 'Ir', 'Ir', 'Zn', 'Zn', 'Ir', 'Ir']","[5, 6, 7, 8, 9, 10, 11, 12]",2,325.195,8.84,1.65,9.394197,0.0,126.35,12.0,1.0
O,Ir6Zn6,1.185794693,bridge|A_B|A,L1_o,"['Zn', 'Ir']","[9, 11]","['Zn', 'Zn', 'Ir', 'Ir', 'Zn', 'Zn', 'Ir', 'Ir']","[5, 6, 7, 8, 9, 10, 11, 12]",2,325.195,8.84,1.905255888325765,9.1806085,0.7819,356.175,10.5,1.0
O,Ir6Zn6,1.187708877,bridge|A_B|B,L1_o,"['Zn', 'Ir']","[9, 12]","['Zn', 'Zn', 'Ir', 'Ir', 'Zn', 'Zn', 'Ir', 'Ir']","[5, 6, 7, 8, 9, 10, 11, 12]",2,325.195,8.84,1.905255888325765,9.1806085,0.7819,356.175,10.5,1.0
O,Ir6Zn6,0.69379913,hollow|A_A_B|FCC,L1_o,"['Zn', 'Ir', 'Ir']","[9, 11, 12]","['Zn', 'Zn', 'Ir', 'Ir', 'Zn', 'Zn', 'Ir', 'Ir']","[5, 6, 7, 8, 9, 10, 11, 12]",3,325.195,8.84,1.9988326521153537,9.109412333333333,1.0425333333333333,432.7833333333333,10.0,1.0
O,Ir6Zn6,0.869152281,hollow|A_B_B|HCP,L1_o,"['Zn', 'Zn', 'Ir']","[9, 10, 11]","['Zn', 'Zn', 'Ir', 'Ir', 'Zn', 'Zn', 'Ir', 'Ir']","[5, 6, 7, 8, 9, 10, 11, 12]",3,325.195,8.84,1.8160599868920446,9.251804666666667,0.5212666666666667,279.56666666666666,11.0,1.0
