adsorbate,surface,reaction energy (eV),site,S. designation,ads_site,ads_indices,ads+neighbors_site,ads+neighbors_indices,Coordination_Number,lattice_constant_alloy,molar_volume_alloy,EN_alloy,IE_alloy,EA_alloy,Sublimation Energy
H,Au6Zn6,0.626520889,bridge|B_B|A,L1_o,"['Zn', 'Zn']","[9, 10]","['Zn', 'Zn', 'Au', 'Au', 'Zn', 'Zn', 'Au', 'Au']","[5, 6, 7, 8, 9, 10, 11, 12]",2,337.155,9.685,1.65,9.394197,0,126.35
H,Au6Zn6,0.524432212,bridge|A_B|A,L1_o,"['Zn', 'Au']","[9, 11]","['Zn', 'Zn', 'Au', 'Au', 'Zn', 'Zn', 'Au', 'Au']","[5, 6, 7, 8, 9, 10, 11, 12]",2,337.155,9.685,2.0471932,9.3098755,1.154315,234.425
H,Au6Zn6,0.542367235,bridge|A_B|B,L1_o,"['Zn', 'Au']","[9, 12]","['Zn', 'Zn', 'Au', 'Au', 'Zn', 'Zn', 'Au', 'Au']","[5, 6, 7, 8, 9, 10, 11, 12]",2,337.155,9.685,2.0471932,9.3098755,1.154315,234.425
H,Au6Zn6,0.594304515,hollow|A_A_B|HCP,L1_o,"['Zn', 'Au', 'Au']","[10, 11, 12]","['Zn', 'Zn', 'Au', 'Au', 'Zn', 'Zn', 'Au', 'Au']","[5, 6, 7, 8, 9, 10, 11, 12]",3,337.155,9.685,2.199803013,9.281768333,1.539086667,270.45
H,Au6Zn6,0.587112274,hollow|A_A_B|FCC,L1_o,"['Zn', 'Au', 'Au']","[9, 11, 12]","['Zn', 'Zn', 'Au', 'Au', 'Zn', 'Zn', 'Au', 'Au']","[5, 6, 7, 8, 9, 10, 11, 12]",3,337.155,9.685,2.199803013,9.281768333,1.539086667,270.45
H,Au6Zn6,0.575155456,hollow|A_B_B|HCP,L1_o,"['Zn', 'Zn', 'Au']","[9, 10, 11]","['Zn', 'Zn', 'Au', 'Au', 'Zn', 'Zn', 'Au', 'Au']","[5, 6, 7, 8, 9, 10, 11, 12]",3,337.155,9.685,1.905170588,9.337982667,0.769543333,198.4
H,Au6Zn6,0.581448769,hollow|A_B_B|FCC,L1_o,"['Zn', 'Zn', 'Au']","[9, 10, 12]","['Zn', 'Zn', 'Au', 'Au', 'Zn', 'Zn', 'Au', 'Au']","[5, 6, 7, 8, 9, 10, 11, 12]",3,337.155,9.685,1.905170588,9.337982667,0.769543333,198.4
H,Au6Zr6,0.175130018,top|B,L1_o,['Zr'],[10],"['Zr', 'Zr', 'Au', 'Zr', 'Zr', 'Au', 'Au']","[5, 6, 8, 9, 10, 11, 12]",1,365.51,12.115,1.33,6.634126,0.426,601
H,Au6Zr6,-0.687288943,bridge|B_B|A,L1_o,"['Zr', 'Zr']","[9, 10]","['Zr', 'Zr', 'Au', 'Au', 'Zr', 'Zr', 'Au', 'Au']","[5, 6, 7, 8, 9, 10, 11, 12]",2,365.51,12.115,1.33,6.634126,0.426,601
H,Au6Zr6,0.089334293,hollow|A_A_B|FCC,L1_o,"['Zr', 'Au', 'Au']","[9, 11, 12]","['Zr', 'Zr', 'Au', 'Au', 'Zr', 'Zr', 'Au', 'Au']","[5, 6, 7, 8, 9, 10, 11, 12]",3,365.51,12.115,2.047260111,8.361744667,1.681086667,428.6666667
H,Cd12,0.966015964,top|A,A1,['Cd'],[9],"['Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd']","[5, 6, 8, 9, 10, 11, 12]",1,297.94,13,1.69,8.99382,0,106.3
H,Cd12,0.839368333,bridge|A_A|A,A1,"['Cd', 'Cd']","[11, 12]","['Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]",2,297.94,13,1.69,8.99382,0,106.3
H,Cd12,0.87136171,hollow|A_A_A|HCP,A1,"['Cd', 'Cd', 'Cd']","[10, 11, 12]","['Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,297.94,13,1.69,8.99382,0,106.3
H,Cd12,0.825439234,hollow|A_A_A|FCC,A1,"['Cd', 'Cd', 'Cd']","[9, 10, 11]","['Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,297.94,13,1.69,8.99382,0,106.3
H,Cd6Cu6,0.99467513,top|A,L1_o,['Cd'],[12],"['Cu', 'Cd', 'Cd', 'Cu', 'Cu', 'Cd', 'Cd']","[6, 7, 8, 9, 10, 11, 12]",1,329.715,10.055,1.69,8.99382,0,106.3
H,Cd6Cu6,0.480319701,top|B,L1_o,['Cu'],[10],"['Cu', 'Cu', 'Cd', 'Cu', 'Cu', 'Cd', 'Cd']","[5, 6, 8, 9, 10, 11, 12]",1,329.715,10.055,1.9,7.72638,1.235,313.1
H,Cd6Cu6,0.171934721,bridge|B_B|A,L1_o,"['Cu', 'Cu']","[9, 10]","['Cu', 'Cu', 'Cd', 'Cd', 'Cu', 'Cu', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]",2,329.715,10.055,1.9,7.72638,1.235,313.1
H,Cd6Cu6,0.370696601,hollow-tilt|A_A_B|FCC,L1_o,"['Cu', 'Cd', 'Cd']","[9, 11, 12]","['Cu', 'Cu', 'Cd', 'Cd', 'Cu', 'Cu', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,329.715,10.055,1.757285545,8.57134,0.411666667,175.2333333
H,Cd6Fe6,1.036602974,top|A,L1_o,['Cd'],[12],"['Fe', 'Cd', 'Cd', 'Fe', 'Fe', 'Cd', 'Cd']","[6, 7, 8, 9, 10, 11, 12]",1,292.295,10.045,1.69,8.99382,0,106.3
H,Cd6Fe6,0.256538179,top|B,L1_o,['Fe'],[10],"['Fe', 'Fe', 'Cd', 'Fe', 'Fe', 'Cd', 'Cd']","[5, 6, 8, 9, 10, 11, 12]",1,292.295,10.045,1.83,7.9024681,0.151,360.8
H,Cd6Fe6,-0.354356573,bridge|B_B|A,L1_o,"['Fe', 'Fe']","[9, 10]","['Fe', 'Fe', 'Cd', 'Cd', 'Fe', 'Fe', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]",2,292.295,10.045,1.83,7.9024681,0.151,360.8
H,Cd6Fe6,0.200596063,top-tilt|B,L1_o,['Fe'],[10],"['Fe', 'Fe', 'Cd', 'Fe', 'Fe', 'Cd', 'Cd']","[5, 6, 8, 9, 10, 11, 12]",1,292.295,10.045,1.83,7.9024681,0.151,360.8
H,Cd6Fe6,0.198128127,hollow-tilt|A_A_B|FCC,L1_o,"['Fe', 'Cd', 'Cd']","[9, 11, 12]","['Fe', 'Fe', 'Cd', 'Cd', 'Fe', 'Fe', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,292.295,10.045,1.735434258,8.630036033,0.050333333,191.1333333
H,Cd6Hf6,-0.849589473,bridge|B_B|A,L1_o,"['Hf', 'Hf']","[11, 12]","['Cd', 'Cd', 'Hf', 'Hf', 'Cd', 'Cd', 'Hf', 'Hf']","[5, 6, 7, 8, 9, 10, 11, 12]",2,308.79,13.22,1.3,6.82507,0.014,655.5
H,Cd6Hf6,0.060146546,hollow|A_A_B|FCC,L1_o,"['Cd', 'Cd', 'Hf']","[9, 10, 12]","['Cd', 'Cd', 'Hf', 'Hf', 'Cd', 'Cd', 'Hf', 'Hf']","[5, 6, 7, 8, 9, 10, 11, 12]",3,308.79,13.22,1.548479953,8.270903333,0.004666667,289.3666667
H,Cd6Hf6,-0.029887079,hollow-tilt|A_A_B|HCP,L1_o,"['Cd', 'Cd', 'Hf']","[9, 10, 11]","['Cd', 'Cd', 'Hf', 'Hf', 'Cd', 'Cd', 'Hf', 'Hf']","[5, 6, 7, 8, 9, 10, 11, 12]",3,308.79,13.22,1.548479953,8.270903333,0.004666667,289.3666667
H,Cd6Hg6,0.883239207,top|A,L1_o,['Cd'],[9],"['Cd', 'Hg', 'Hg', 'Cd', 'Cd', 'Hg', 'Hg']","[6, 7, 8, 9, 10, 11, 12]",1,299.22,13.545,1.69,8.99382,0,106.3
H,Cd6Hg6,0.977802303,bridge|A_A|B,L1_o,"['Cd', 'Cd']","[9, 10]","['Cd', 'Cd', 'Hg', 'Hg', 'Cd', 'Cd', 'Hg', 'Hg']","[5, 6, 7, 8, 9, 10, 11, 12]",2,299.22,13.545,1.69,8.99382,0,106.3
H,Cd6Hg6,1.05450235,top-tilt|A,L1_o,['Cd'],[9],"['Cd', 'Hg', 'Hg', 'Cd', 'Cd', 'Hg', 'Hg']","[6, 7, 8, 9, 10, 11, 12]",1,299.22,13.545,1.69,8.99382,0,106.3
H,Cd6Ir6,-0.270018562,top|B,L1_o,['Ir'],[11],"['Cd', 'Cd', 'Ir', 'Cd', 'Cd', 'Ir', 'Ir']","[5, 6, 8, 9, 10, 11, 12]",1,340.92,10.76,2.2,8.96702,1.5638,586
H,Cd6Ir6,-0.44166906,bridge|B_B|A,L1_o,"['Ir', 'Ir']","[11, 12]","['Cd', 'Cd', 'Ir', 'Ir', 'Cd', 'Cd', 'Ir', 'Ir']","[5, 6, 7, 8, 9, 10, 11, 12]",2,340.92,10.76,2.2,8.96702,1.5638,586
H,Cd6Ir6,-0.321206849,top-tilt|B,L1_o,['Ir'],[11],"['Cd', 'Cd', 'Ir', 'Cd', 'Cd', 'Ir', 'Ir']","[5, 6, 8, 9, 10, 11, 12]",1,340.92,10.76,2.2,8.96702,1.5638,586
H,Cd6La6,0.402204934,top|B,L1_o,['La'],[10],"['La', 'La', 'Cd', 'La', 'La', 'Cd', 'Cd']","[5, 6, 8, 9, 10, 11, 12]",1,337.57,17.695,1.1,5.5769,0.47,406.2
H,Cd6La6,-0.501943364,bridge|B_B|A,L1_o,"['La', 'La']","[9, 10]","['La', 'La', 'Cd', 'Cd', 'La', 'La', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]",2,337.57,17.695,1.1,5.5769,0.47,406.2
H,Cd6La6,-0.490947516,hollow|A_B_B|HCP,L1_o,"['La', 'La', 'Cd']","[9, 10, 12]","['La', 'La', 'Cd', 'Cd', 'La', 'La', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,337.57,17.695,1.26927977,6.715873333,0.313333333,306.2333333
H,Cd6La6,-0.256641582,4fold|A_A_B_B,L1_o,"['La', 'La', 'Cd', 'Cd']","[9, 10, 11, 12]","['La', 'La', 'Cd', 'Cd', 'La', 'La', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]",5,337.57,17.695,1.363451503,7.28536,0.235,256.25
H,Cd6Mn6,0.579831324,bridge|B_B|A,L1_o,"['Mn', 'Mn']","[9, 10]","['Mn', 'Mn', 'Cd', 'Cd', 'Mn', 'Mn', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]",2,594.595,10.175,1.55,7.434038,0,233.2
H,Cd6Mn6,1.186901924,top-tilt|B,L1_o,['Mn'],[10],"['Mn', 'Mn', 'Cd', 'Mn', 'Mn', 'Cd', 'Cd']","[5, 6, 8, 9, 10, 11, 12]",1,594.595,10.175,1.55,7.434038,0,233.2
H,Cd6Mn6,1.122671493,hollow-tilt|A_A_B|FCC,L1_o,"['Mn', 'Cd', 'Cd']","[9, 11, 12]","['Mn', 'Mn', 'Cd', 'Cd', 'Mn', 'Mn', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,594.595,10.175,1.641981914,8.473892667,0,148.6
H,Cd6Mo6,-0.652046799,bridge|B_B|A,L1_o,"['Mo', 'Mo']","[9, 10]","['Mo', 'Mo', 'Cd', 'Cd', 'Mo', 'Mo', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]",2,306.32,11.19,2.16,7.09243,0.748,636
H,Cd6Mo6,0.071655193,hollow-tilt|A_A_B|HCP,L1_o,"['Mo', 'Cd', 'Cd']","[10, 11, 12]","['Mo', 'Mo', 'Cd', 'Cd', 'Mo', 'Mo', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,306.32,11.19,1.834041056,8.360023333,0.249333333,282.8666667
H,Cd6Nb6,-0.732194257,bridge|A_A|B,L1_o,"['Cd', 'Cd']","[11, 12]","['Nb', 'Nb', 'Cd', 'Cd', 'Nb', 'Nb', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]",2,313.99,11.915,1.69,8.99382,0,106.3
H,Cd6Nb6,-0.732681069,bridge|B_B|A,L1_o,"['Nb', 'Nb']","[9, 10]","['Nb', 'Nb', 'Cd', 'Cd', 'Nb', 'Nb', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]",2,313.99,11.915,1.6,6.75885,0.916,716.8
H,Cd6Nb6,0.021519443,hollow|A_A_B|HCP,L1_o,"['Nb', 'Cd', 'Cd']","[10, 11, 12]","['Nb', 'Nb', 'Cd', 'Cd', 'Nb', 'Nb', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,313.99,11.915,1.659451118,8.24883,0.305333333,309.8
H,Cd6Nb6,0.135212278,hollow|A_A_B|FCC,L1_o,"['Nb', 'Cd', 'Cd']","[9, 11, 12]","['Nb', 'Nb', 'Cd', 'Cd', 'Nb', 'Nb', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,313.99,11.915,1.659451118,8.24883,0.305333333,309.8
H,Cd6Nb6,0.017841824,hollow-tilt|A_A_B|HCP,L1_o,"['Nb', 'Cd', 'Cd']","[10, 11, 12]","['Nb', 'Nb', 'Cd', 'Cd', 'Nb', 'Nb', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,313.99,11.915,1.659451118,8.24883,0.305333333,309.8
H,Cd6Ni6,-0.314716661,bridge|B_B|A,L1_o,"['Ni', 'Ni']","[9, 10]","['Ni', 'Ni', 'Cd', 'Cd', 'Ni', 'Ni', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]",2,325.17,9.795,1.91,7.639878,1.156,395.2
H,Cd6Ni6,0.019411241,top-tilt|B,L1_o,['Ni'],[10],"['Ni', 'Ni', 'Cd', 'Ni', 'Ni', 'Cd', 'Cd']","[5, 6, 8, 9, 10, 11, 12]",1,325.17,9.795,1.91,7.639878,1.156,395.2
H,Cd6Pd6,-0.009191053,bridge|B_B|A,L1_o,"['Pd', 'Pd']","[9, 10]","['Pd', 'Pd', 'Cd', 'Cd', 'Pd', 'Pd', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]",2,343.505,10.78,2.2,8.336839,0.562,396.7
H,Cd6Pd6,0.268977182,hollow-tilt|A_A_B|FCC,L1_o,"['Pd', 'Cd', 'Cd']","[9, 11, 12]","['Pd', 'Pd', 'Cd', 'Cd', 'Pd', 'Pd', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,343.505,10.78,1.845293124,8.774826333,0.187333333,203.1
H,Cd6Pt6,-0.239398136,top|B,L1_o,['Pt'],[11],"['Cd', 'Cd', 'Pt', 'Cd', 'Cd', 'Pt', 'Pt']","[5, 6, 8, 9, 10, 11, 12]",1,345.18,11.045,2.28,8.95883,2.128,510
H,Cd6Pt6,-0.250679296,bridge|B_B|A,L1_o,"['Pt', 'Pt']","[11, 12]","['Cd', 'Cd', 'Pt', 'Pt', 'Cd', 'Cd', 'Pt', 'Pt']","[5, 6, 7, 8, 9, 10, 11, 12]",2,345.18,11.045,2.28,8.95883,2.128,510
H,Cd6Re6,-0.661591328,bridge|B_B|A,L1_o,"['Re', 'Re']","[11, 12]","['Cd', 'Cd', 'Re', 'Re', 'Cd', 'Cd', 'Re', 'Re']","[5, 6, 7, 8, 9, 10, 11, 12]",2,287.02,10.93,1.9,7.83352,0.15,738
H,Cd6Rh6,-0.17633208,top|B,L1_o,['Rh'],[10],"['Rh', 'Rh', 'Cd', 'Rh', 'Rh', 'Cd', 'Cd']","[5, 6, 8, 9, 10, 11, 12]",1,339.14,10.64,2.28,7.4589,1.137,516.7
H,Cd6Rh6,-0.493221571,bridge|B_B|A,L1_o,"['Rh', 'Rh']","[9, 10]","['Rh', 'Rh', 'Cd', 'Cd', 'Rh', 'Rh', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]",2,339.14,10.64,2.28,7.4589,1.137,516.7
H,Cd6Rh6,0.510797676,4fold|A_A_B_B,L1_o,"['Rh', 'Rh', 'Cd', 'Cd']","[9, 10, 11, 12]","['Rh', 'Rh', 'Cd', 'Cd', 'Rh', 'Rh', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]",5,339.14,10.64,1.962956953,8.22636,0.5685,311.5
H,Cd6Ru6,-0.277951905,bridge|B_B|A,L1_o,"['Ru', 'Ru']","[9, 10]","['Ru', 'Ru', 'Cd', 'Cd', 'Ru', 'Ru', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]",2,284.265,10.585,2.2,7.3605,1.05,605.7
H,Cd6Ru6,0.313624941,hollow-tilt|A_A_B|FCC,L1_o,"['Ru', 'Cd', 'Cd']","[9, 11, 12]","['Ru', 'Ru', 'Cd', 'Cd', 'Ru', 'Ru', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,284.265,10.585,1.845293124,8.44938,0.35,272.7666667
H,Cd6Sc6,-0.752681164,bridge|A_A|B,L1_o,"['Cd', 'Cd']","[11, 12]","['Sc', 'Sc', 'Cd', 'Cd', 'Sc', 'Sc', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]",2,314.42,14,1.69,8.99382,0,106.3
H,Cd6Sc6,-0.743892431,bridge|B_B|A,L1_o,"['Sc', 'Sc']","[9, 10]","['Sc', 'Sc', 'Cd', 'Cd', 'Sc', 'Sc', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]",2,314.42,14,1.36,6.56149,0.188,334
H,Cd6Sc6,0.181090263,4fold|A_A_B_B,L1_o,"['Sc', 'Sc', 'Cd', 'Cd']","[9, 10, 11, 12]","['Sc', 'Sc', 'Cd', 'Cd', 'Sc', 'Sc', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]",5,314.42,14,1.516047493,7.777655,0.094,220.15
H,Cd6Ta6,-0.851386377,bridge|B_B|A,L1_o,"['Ta', 'Ta']","[11, 12]","['Cd', 'Cd', 'Ta', 'Ta', 'Cd', 'Cd', 'Ta', 'Ta']","[5, 6, 7, 8, 9, 10, 11, 12]",2,314.035,11.925,1.5,7.549571,0.322,771
H,Cd6Ta6,0.117648418,hollow|A_A_B|FCC,L1_o,"['Cd', 'Cd', 'Ta']","[9, 10, 12]","['Cd', 'Cd', 'Ta', 'Ta', 'Cd', 'Cd', 'Ta', 'Ta']","[5, 6, 7, 8, 9, 10, 11, 12]",3,314.035,11.925,1.624132871,8.512403667,0.107333333,327.8666667
H,Cd6Ta6,-0.12446174,hollow-tilt|A_A_B|HCP,L1_o,"['Cd', 'Cd', 'Ta']","[9, 10, 11]","['Cd', 'Cd', 'Ta', 'Ta', 'Cd', 'Cd', 'Ta', 'Ta']","[5, 6, 7, 8, 9, 10, 11, 12]",3,314.035,11.925,1.624132871,8.512403667,0.107333333,327.8666667
H,Cd6Ti6,-0.774350541,bridge|B_B|A,L1_o,"['Ti', 'Ti']","[9, 10]","['Ti', 'Ti', 'Cd', 'Cd', 'Ti', 'Ti', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]",2,296.51,11.82,1.54,6.82812,0.079,443.7
H,Cd6Ti6,0.06320184,hollow|A_A_B|HCP,L1_o,"['Ti', 'Cd', 'Cd']","[10, 11, 12]","['Ti', 'Ti', 'Cd', 'Cd', 'Ti', 'Ti', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,296.51,11.82,1.638443149,8.27192,0.026333333,218.7666667
H,Cd6Ti6,0.075213353,hollow|A_A_B|FCC,L1_o,"['Ti', 'Cd', 'Cd']","[9, 11, 12]","['Ti', 'Ti', 'Cd', 'Cd', 'Ti', 'Ti', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,296.51,11.82,1.638443149,8.27192,0.026333333,218.7666667
H,Cd6V6,-0.6743834,bridge|B_B|B,L1_o,"['V', 'V']","[9, 10]","['V', 'V', 'Cd', 'Cd', 'V', 'V', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]",2,300.47,10.66,1.63,6.746187,0.525,475.8
H,Cd6V6,-0.664876695,bridge|A_A|B,L1_o,"['Cd', 'Cd']","[11, 12]","['V', 'V', 'Cd', 'Cd', 'V', 'V', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]",2,300.47,10.66,1.69,8.99382,0,106.3
H,Cd6V6,-0.673108683,bridge|B_B|A,L1_o,"['V', 'V']","[9, 10]","['V', 'V', 'Cd', 'Cd', 'V', 'V', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]",2,300.47,10.66,1.63,6.746187,0.525,475.8
H,Cd6V6,0.196616671,hollow|A_A_B|FCC,L1_o,"['V', 'Cd', 'Cd']","[9, 11, 12]","['V', 'V', 'Cd', 'Cd', 'V', 'V', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,300.47,10.66,1.669758532,8.244609,0.175,229.4666667
H,Cd6V6,0.207542449,hollow|A_B_B|FCC,L1_o,"['V', 'V', 'Cd']","[9, 10, 12]","['V', 'V', 'Cd', 'Cd', 'V', 'V', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,300.47,10.66,1.6497595,7.495398,0.35,352.6333333
H,Cd6W6,-0.07008115,top|B,L1_o,['W'],[11],"['Cd', 'Cd', 'W', 'Cd', 'Cd', 'W', 'W']","[5, 6, 8, 9, 10, 11, 12]",1,307.23,11.235,2.36,7.86403,0.81626,835
H,Cd6W6,-0.818570536,bridge|B_B|A,L1_o,"['W', 'W']","[11, 12]","['Cd', 'Cd', 'W', 'W', 'Cd', 'Cd', 'W', 'W']","[5, 6, 7, 8, 9, 10, 11, 12]",2,307.23,11.235,2.36,7.86403,0.81626,835
H,Cd6W6,-0.160620363,top-tilt|B,L1_o,['W'],[11],"['Cd', 'Cd', 'W', 'Cd', 'Cd', 'W', 'W']","[5, 6, 8, 9, 10, 11, 12]",1,307.23,11.235,2.36,7.86403,0.81626,835
H,Cd6Y6,0.38134183,top|B,L1_o,['Y'],[11],"['Cd', 'Cd', 'Y', 'Cd', 'Cd', 'Y', 'Y']","[5, 6, 8, 9, 10, 11, 12]",1,331.34,16.44,1.22,6.21726,0.307,391.4
H,Cd6Y6,-0.731589212,bridge|B_B|A,L1_o,"['Y', 'Y']","[11, 12]","['Cd', 'Cd', 'Y', 'Y', 'Cd', 'Cd', 'Y', 'Y']","[5, 6, 7, 8, 9, 10, 11, 12]",2,331.34,16.44,1.22,6.21726,0.307,391.4
H,Cd6Y6,-0.074591709,4fold|A_A_B_B,L1_o,"['Cd', 'Cd', 'Y', 'Y']","[9, 10, 11, 12]","['Cd', 'Cd', 'Y', 'Y', 'Cd', 'Cd', 'Y', 'Y']","[5, 6, 7, 8, 9, 10, 11, 12]",5,331.34,16.44,1.435896932,7.60554,0.1535,248.85
H,Cd6Zn6,0.626203196,top|B,L1_o,['Zn'],[10],"['Zn', 'Zn', 'Cd', 'Zn', 'Zn', 'Cd', 'Cd']","[5, 6, 8, 9, 10, 11, 12]",1,282.215,11.08,1.65,9.394197,0,126.35
H,Cd6Zn6,0.603667408,bridge|B_B|A,L1_o,"['Zn', 'Zn']","[9, 10]","['Zn', 'Zn', 'Cd', 'Cd', 'Zn', 'Zn', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]",2,282.215,11.08,1.65,9.394197,0,126.35
H,Cd6Zn6,0.614302841,bridge|A_B|B,L1_o,"['Zn', 'Cd']","[9, 12]","['Zn', 'Zn', 'Cd', 'Cd', 'Zn', 'Zn', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]",2,282.215,11.08,1.669880235,9.1940085,0,116.325
H,Cd6Zn6,0.582495455,hollow-tilt|A_A_B|FCC,L1_o,"['Zn', 'Cd', 'Cd']","[9, 11, 12]","['Zn', 'Zn', 'Cd', 'Cd', 'Zn', 'Zn', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,282.215,11.08,1.676560067,9.127279,0,112.9833333
H,Cd6Zn6,0.664744856,hollow-tilt|A_A_B|HCP,L1_o,"['Zn', 'Cd', 'Cd']","[10, 11, 12]","['Zn', 'Zn', 'Cd', 'Cd', 'Zn', 'Zn', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,282.215,11.08,1.676560067,9.127279,0,112.9833333
H,Cd6Zr6,-0.788627266,bridge|A_A|B,L1_o,"['Cd', 'Cd']","[11, 12]","['Zr', 'Zr', 'Cd', 'Cd', 'Zr', 'Zr', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]",2,310.57,13.51,1.69,8.99382,0,106.3
H,Cd6Zr6,-0.789149588,bridge|B_B|A,L1_o,"['Zr', 'Zr']","[9, 10]","['Zr', 'Zr', 'Cd', 'Cd', 'Zr', 'Zr', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]",2,310.57,13.51,1.33,6.634126,0.426,601
H,Cd6Zr6,0.024635282,hollow|A_A_B|HCP,L1_o,"['Zr', 'Cd', 'Cd']","[10, 11, 12]","['Zr', 'Zr', 'Cd', 'Cd', 'Zr', 'Zr', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,310.57,13.51,1.560300868,8.207255333,0.142,271.2
H,Cd6Zr6,0.060192125,hollow|A_A_B|FCC,L1_o,"['Zr', 'Cd', 'Cd']","[9, 11, 12]","['Zr', 'Zr', 'Cd', 'Cd', 'Zr', 'Zr', 'Cd', 'Cd']","[5, 6, 7, 8, 9, 10, 11, 12]",3,310.57,13.51,1.560300868,8.207255333,0.142,271.2
H,Co12,-0.108293689,bridge|A_A|A,A1,"['Co', 'Co']","[11, 12]","['Co', 'Co', 'Co', 'Co', 'Co', 'Co', 'Co', 'Co']","[5, 6, 7, 8, 9, 10, 11, 12]",2,250.71,6.67,1.88,7.88101,0.662,391.2
H,Co12,-0.245903834,hollow|A_A_A|HCP,A1,"['Co', 'Co', 'Co']","[9, 11, 12]","['Co', 'Co', 'Co', 'Co', 'Co', 'Co', 'Co', 'Co']","[5, 6, 7, 8, 9, 10, 11, 12]",3,250.71,6.67,1.88,7.88101,0.662,391.2
H,Co12,-0.448717897,hollow|A_A_A|FCC,A1,"['Co', 'Co', 'Co']","[9, 10, 11]","['Co', 'Co', 'Co', 'Co', 'Co', 'Co', 'Co', 'Co']","[5, 6, 7, 8, 9, 10, 11, 12]",3,250.71,6.67,1.88,7.88101,0.662,391.2
H,Co6Cu6,-0.327433902,hollow|A_A_B|HCP,L1_o,"['Co', 'Co', 'Cu']","[9, 10, 11]","['Co', 'Co', 'Cu', 'Cu', 'Co', 'Co', 'Cu', 'Cu']","[5, 6, 7, 8, 9, 10, 11, 12]",3,306.1,6.89,1.886643165,7.829466667,0.853,365.1666667
H,Co6Cu6,-0.27060728,hollow|A_A_B|FCC,L1_o,"['Co', 'Co', 'Cu']","[9, 10, 12]","['Co', 'Co', 'Cu', 'Cu', 'Co', 'Co', 'Cu', 'Cu']","[5, 6, 7, 8, 9, 10, 11, 12]",3,306.1,6.89,1.886643165,7.829466667,0.853,365.1666667
